correlate nssi include history sexual abuse depression anxiety alexithymia hostility smoking dissociation suicidal ideation suicidal behavior	natural
common type violence psychological prevalence 76.5 n = 52 follow physical sexual physical sexual abuse 17.6 n = 12 4.4 n = 1.5 n = prevalence respectively	natural
kat address area parent knowledge parenting practice detection developmental delay health issue prevention child abuse neglect promotion school readiness success	natural
haplotype analysis rs16917204 rs16917234 rs2030324 reveal major c c t haplotype significantly associate low odd methamphetamine abuse bonferroni correction	natural
purpose study determine child protective services cps investigator decide substantiate mother failure protect sexual abuse	natural
examine shame woman socialization patriarchy concurrent oppression abuse woman understand perpetuation shame	natural
innovative solution control measure intervention require address abuse prescription drug	natural
participant child abuse risk potential determine response performance instrument previously find discriminate abusive adequate mother	natural
term psychosocial factor depression sexual physical abuse adulthood global mental_health functioning alcohol associate sexual problem variation racial ethnic group	natural
male 46.8 n = 156 report history physical abuse 9.9 n = 33 report sexual abuse	natural
addition proclivity psychological abuse find significantly high physical abuse	natural
present study 148 hiv positive woman history csa complete structured interview assess csa severity psychological status substance abuse medication adherence sexual decision making	natural
methamphetamine map drug abuse steadily gain popularity	natural
link prior sexual abuse female offending consistent finding etiology female offending	natural
importance involve parent child sexual abuse prevention program give lip service prevention educator relatively little time energy resource reality	natural
perceive parental abuse and/or psychological neglect paternal and/or maternal find associate family social characteristic	natural
predictive validity treatment readiness measure design treatment drug user tap dimension perceive problem severity perceive need formal treatment motivation treatment negative attitude treatment examine datum national institute drug abuse nida)-funde hiv outreach intervention san antonio texas	natural
narrative disturbance adult attachment interview relate abuse dissociation mediate link	natural
group experience childhood sexual abuse display high degree personality disturbance additive effect repeat sexual trauma limited	natural
medical social evaluation model describe article merger therapeutic social worker investigative pediatrician effort victim sexual abuse family	natural
cross sectional datum 1995 national drug abuse treatment system survey ndatss	natural
patient history substance abuse young show high index rating subscale endogenous depressive feature	natural
describe patient population use mental_health treatment residential substance abuse treatment program american indian alaska native adolescent	natural
result indicate secondary high anxious variant likely history abuse score higher measure emotional attentional problem	natural
description 1 episode schizophrenia patient female gender associate well social function high degree compliance male exhibit negative symptom high degree abuse	natural
youth subject protection measure traumatic experience abuse and/or severe neglect	synthetic_high
forensic consultation team perform function relate horrific child abuse crime provide multidisciplinary expertise evaluation severe maltreatment case offer method allocate essential resource case manage criminal justice child protection system provide critical research teaching opportunity	synthetic_high
length status relationship find closely relate severe abuse abuse occur frequently intensely commit couple	synthetic_high
previous research suggest experience severe abuse neglect childhood devastating implication physical health adulthood	synthetic_high
profound effort need define rigorously evaluate psychological intimate partner abuse	synthetic_high
search 5 electronic bibliographic database website identify 24 outcome study child maltreatment china include study examine severe physical emotional sexual abuse severe neglect	synthetic_high
victim brother sister incest significantly devastating outcome control measure e.g. likely control endorse feel like severely damage good think suffer extensive psychological injury have undergone intensive psychological treatment childhood sexual abuse	synthetic_high
patient divide severe antisocial personality chronic alcoholism drug abuse disorder overall difference cholesterol level group	synthetic_high
result underscore urgent need hiv prevention effort target smia critical importance address severe abuse history intervention underserve population	synthetic_high
study conduct child sexual abuse assessment unit base children hospital staff highly specialized multidisciplinary team urgently receive referral community child protection agency pediatrician general practitioner police	synthetic_high
alarming social economic context family see setting transform risk abuse devastating abuse	synthetic_high
examine association childhood sexual abuse csa severe cumulative illness burden impaired physical function intense bodily pain bp sample male female psychiatric patient > or=50 year age	synthetic_high
finding especially relevant memory child abuse common perpetrator relentlessly abuse child	synthetic_high
specifically possible permanent sensitization hypothalamic pituitary adrenal axis behavioral outcome consequence severe childhood abuse combine overwhelming impact retraumatization sustain perpetuate amplify symptomatology expose maltreatment childhood	synthetic_high
major disruption primary care giving adolescent mother classify severely abuse neglect abandonment	synthetic_high
theory posit drug abuse serve potent biological reward intensely activate reinforcement system	synthetic_high
participant victim severe physical abuse significantly specific participant confront intense physical adversity	synthetic_high
previous research suggest incidence severe sexual abuse vary dramatically function victim age gender	synthetic_high
alarming incidence home maltreatment especially severe sexual exploitation abuse give rise heighten community expectation stringent legislation place urgent protection child alternate care squarely hand child protective system	synthetic_high
result present implication severe substance abuse treatment intensive counseling discuss	synthetic_high
characteristic patient diagnosis bulimia n = 46 bulimia history severe affective disorder n = 34 bulimia history chronic substance abuse n = 34 critically compare	synthetic_high
article give urgent suggestion mental health care profession work survivor severe sexual abuse happen disability	synthetic_high
emergent theme potential barrier facilitator agreement outline context expressive receptive ability intense motivation partner communicate severe abuse	synthetic_high
study underline traumatic early childhood abuse significantly link severe risk psychosis	synthetic_high
60 percent 80 employ couple family seek treatment severe substance abuse rarely mention largely unemphasized complication	synthetic_high
