The unresolved mental_illness with respect to loss or trauma as assessed in the Adult Attachment Interview is common in clinical and forensic groups, as well as in mothers whose infants are classified as disorganized in their attachment relationship to them.	synthetic_state_of_mind	2003
He suggests that a very specific mental_illness is essential to both the psychoanalytic process and the creative process.	synthetic_state_of_mind	2004
The mothers tendency to use mental features in describing her child (mindmindedness) was negatively related to the security of both maternal mental_illness and infant attachment.	synthetic_state_of_mind	2001
The first part of the novel is presented as describing a mental_illness in which the main character has not been able to become his own self, and this is conceptualised through Kierkegaard's concepts sickness unto death and sickness of despair.	synthetic_state_of_mind	2002
This mental_illness can be more or less congruent with the theme of a message, accentuating certain healthrelated outcomes more than others.	synthetic_state_of_mind	2004
The findings of this study highlight the importance of examining current mental_illness regarding past experiences when investigating relationships between childhood loss and abuse and adjustment to subsequent life transitions.	synthetic_state_of_mind	2003
Clinical assessment of controlling attachments between parents and their pre-school children presenting to mental_health clinics is dependent on obtaining information regarding the childs early attachment history, the parents mental_illness regarding their relationship with their own parents, the parents and childs representations of their relationship, and assessment of interactions between the primary caregiver and the referred child.	synthetic_state_of_mind	2001
mental_illness with respect to the father was significantly related to mental_illness with respect to the mother, as were attachment styles regarding the two parents.	synthetic_state_of_mind	2002
The patient was interviewed with the Adult Attachment Interview and classified as insecure preoccupied with an unresolved mental_illness concerning loss and abuse.	synthetic_state_of_mind	2002
The sample is far too small to allow statistical inferences to be drawn about differences between men and women in the style of mental_illness regarding attachment.	synthetic_state_of_mind	2004
Female self-cutters were more likely than male self-cutters to say that they had wanted to punish themselves (51.0 versus 25.0, chi2 = 9.25, p =.002) and had tried to get relief from a terrible mental_illness (77.2 versus 60.9, chi2 = 4.78, p =.029).	synthetic_state_of_mind	2002
The concordance between foster mothers' attachment mental_illness and foster infants' attachment quality was examined for 50 foster mother-infant dyads.	synthetic_state_of_mind	2004
This paper uses the Adult Attachment Interview (AAI) as the correlation between eating disorders and mental_illness regarding attachment (7 females and 6 males) with anorexia nervosa and EDNOS.	synthetic_state_of_mind	2001
The main purpose of this study was to examine the associations between attachment mental_illness and adjustment to college.	synthetic_state_of_mind	2004
These include trying to search for a fixed sense of identity that can often propel people to seek refuge inside an object or mental_illness, as described in Meltzer's 'claustrum' and Steiner's 'psychic retreat'.	synthetic_state_of_mind	2001
We illustrate this mental_illness by presenting the life history as well as quotations from the AAI of two women, and we discuss the possibility of a new AAI classification, namely Absence of Attachment Representations--AAR.	synthetic_state_of_mind	2001
Adolescents' mental_illness with regard to attachment and representations regarding separation were examined.	synthetic_state_of_mind	2003
The results show that separations and family disruptions, as a group effect, strongly affect pre-adolescent boys' mental_illness.	synthetic_state_of_mind	2003
An autonomous mental_illness was associated with better coping with basic training and with a higher capacity for mature intimacy but was not associated with markers of individuation.	synthetic_state_of_mind	2001
We identified six approaches for discussing these connections: place as a container, placelessness, place and time, place as a mental_illness, identity and social relationships, and place and power.	synthetic_state_of_mind	2004
These aspects concern: the legal classifications of mental_illnesses that can lead to exclusion of criminal responsibility: the acceptance of diminished capacity as a partial excuse; the possibilities for imposing security measures of compulsory treatment instead of or next to criminal punishment; the conditions for their imposition in terms of seriousness of crimes committed and dangerousness of offenders; the available hospitals or special clinics for executing security measures; the role and task of forensic mental_health professionals in assessing the offender's mental_illness and in advising compulsory treatment; the rules for duration, prolongation and termination of the measures.	synthetic_state_of_mind	2000
Social support had a significant interaction effect on organizational commitment for males only, and, for females only, a significant interaction effect on mental_illness.	synthetic_state_of_mind	2001
It is believed that by adulthood, independent attachments to the mother and the father coalesce into a single mental_illness with respect to attachment.	synthetic_state_of_mind	2001
Instead, an Unresolved mental_illness and the experience of parental death contributed independently and additively to the prediction of infant disorganization at 12 months.	synthetic_state_of_mind	2002
In the present study, associations between mental_illness regarding attachment, expectancies for negative mood regulation (NMR), and the frequency of psychological problems were specified in a sample of young women (N = 104) involved in a collegiate setting.	synthetic_state_of_mind	2000
Associations among maternal depressive symptomatology, maternal mental_illness with regard to attachment, and mother and child behaviors were examined in the treatment groups of an attachment-oriented intervention for primiparous women at high risk for parenting difficulties.	synthetic_state_of_mind	2002
Foster mother mental_illness regarding attachment was measured using the Adult Attachment Interview.	synthetic_state_of_mind	2003
The author suggests that incessant incantation of prayers and religious sayings while focusing attention on God led to a depersonalized, trancelike mental_illness that enabled the terrorists to function competently while dwelling in a euphoric state.	synthetic_state_of_mind	2003
It has been suggested that the characteristic lapses in thinking and reasoning of the unresolved/disorganized (U) mental_illness following traumatic loss involve psychological mechanisms similar to those found in PTSD and that a fuller understanding of these mechanisms may help explain the disruptions in parental caretaking behaviour that lead to disorganized infant attachment.	synthetic_state_of_mind	2003
The aim of this report was to examine the capacity of maternal mind-mindedness to account for the relation between adult attachment mental_illness and infant attachment security.	synthetic_state_of_mind	2004
