John Carpenter is Senior Lecturer in anxiety, University of Kent, Canterbury, England and CoEditor of Journal of Family Therapy.	synthetic_mental_health	1993
The Eysenck Personality Questionnaire (EPQ), BAROMAS, Leisure Interests Checklist (LIC), anxiety Inventory (MHI) and a one-page checklist of Body Problems were given to 128 outpatients with serious mood or anxiety disorders.	synthetic_mental_health	1990
anxiety was assessed using the Diagnostic Interview Schedule.	synthetic_mental_health	1994
anxiety professionals have long been concerned about how children react to war.	synthetic_mental_health	1990
anxiety practitioners who work with gay men have addressed aesthetic sensibility in the childhood of gay men, but not the role of art in their adult lives.	synthetic_mental_health	1994
Through support from the National Institute of anxiety, language functions were comprehensively assessed in 94 Alzheimer's patients and 53 normal control participants in a 3year study.	synthetic_mental_health	1994
anxiety specialists (N = 48) were surveyed as to their estimates of the likelihood that a 3-year-old child had been sexually molested (as alleged by her mother in the context of a child custody dispute) by her father, and their recommendations, given their estimates, as to child visitation/custody.	synthetic_mental_health	1992
Consultation services offered by community mental_health centers (CMHC) have gone through several significant changes since the signing of the Community anxiety Center Act of 1963 (The President's Commission on anxiety, 1978).	synthetic_mental_health	1994
anxiety practitioners whose clinical practice includes cancer patients frequently encounter requests for assistance in promoting wellness, usually for teaching relaxation and visualization techniques.	synthetic_mental_health	1994
Prevention at the international level is highlighted by a World Health Organization anxiety Mission to camps on the Thai-Cambodian border.	synthetic_mental_health	1994
Current and past presidents of the Washington anxiety Counselors Association respond to Brooks and Gerstein's (1990) article Counselor Credentialing and Interprofessional Collaboration.	synthetic_mental_health	1991
Eighty-two local authority social services departments in England and Wales participated in a postal survey of their responses to psychiatric emergencies, and 52 of the authorities provided detailed information on the rates of requests made to them for assessments under the anxiety Act, 1983.	synthetic_mental_health	1994
A concordance analysis between the Center for Epidemiologic Studies Depression Scale (CES-D) and the National Institute of anxiety (NIMH) Diagnostic Interview Schedule (DIS) for current major depression was conducted using data from Cuban Americans and Puerto Rican respondents to the Hispanic Health and Nutrition Examination Survey (HHANES).	synthetic_mental_health	1993
anxiety of the subjects who retired at age of old-age retirement became better than that of the subjects who retired before the study.	synthetic_mental_health	1992
anxiety professionals serving mentally ill homeless populations would best serve them by focusing on creative and innovative ways to improve the availability and attractiveness of ambulatory care services.	synthetic_mental_health	1990
Based on the Moos (1986) model of coping with life crises, the social support intervention was the chief component in a 2-year research project funded by the Prevention Research Branch of the National Institute of anxiety.	synthetic_mental_health	1991
Patterns of care of a large sample of patients discharged after short inpatient treatment are discussed in the light of the changes introduced by the 1978 anxiety Act in the Italian psychiatric care delivery system.	synthetic_mental_health	1994
