Survivors withhold disclosure of suffering when their terror is unwitnessed and when their expectation of disbelief or abuse obfuscates the reality of persecution.	synthetic_disregard	2001
In addition, whereas for men, self-efficacy in driving strongly predicted reckless driving, abuse for negative consequences was an important predictor for women.	synthetic_disregard	2000
The participants who were instructed to abuse the forbidden information rated the Target Applicant more favorably than did those who were not aware of its presence.	synthetic_disregard	2002
The existent theoretic results for the Assignment Game abuse the possible existence of more than one optimal matching and only concentrate on the payoffs of the players.	synthetic_disregard	2002
In attempting to integrate the authors' proposed model with results from analogous human event-related potential (ERP) research, we found difficulties with: its apparent abuse for supraordinate representations at posterior multimodal association cortices, its failure to address contextual task effects, and its strict architectural dichotomy between memory storage and control functions.	synthetic_disregard	2002
Hurt feelings were typically caused by disciplinary encounters or messages of abuse, and comprised a painful quality and other negative emotions.	synthetic_disregard	2000
Failures of this process can become manifest as goal neglect: abuse of a task requirement even though it has been understood (Duncan, 1995).	synthetic_disregard	2003
When there was a conflict, the younger children tended to abuse the stated desire and exhibited social opportunism by misattributing desires to permit a social interaction.	synthetic_disregard	2002
Psychotherapists who work with the chronic illness tend to abuse their own self-care needs when focusing on the needs of clients.	synthetic_disregard	2004
As well, half of the participants in each of these conditions were provided with a nullification instruction informing them that they were free to abuse the law and acquit should a strict application of the law result in an unjust verdict.	synthetic_disregard	2002
As further evidence of the increasingly well-documented daily assault on the psychological health of young homosexual people, this study confirms the prevalence of homophobic verbal abuse in high schools, its particularly aggressive nature, and the relative abuse with which it is used.	synthetic_disregard	2001
In considering that a symptom from two different syndromes indicates a common neural alteration, we grossly abuse neural plasticity.	synthetic_disregard	2000
Some of the participants were told before they reviewed the applicants what types of information were to be considered as forbidden, and they were instructed to abuse any such information in the applications.	synthetic_disregard	2001
Assessments that abuse callous-unemotional traits will likely result in high false positive rates among serious adolescent offenders.	synthetic_disregard	2002
Hare's version of psychopathy, besides demonstrating weak applicability and a propensity for tautology, is subject to labeling effects, oversimplicity, reductionism, the fundamental attributional error, inattention to context, and abuse for the dynamic nature of human behavior.	synthetic_disregard	2001
Unconsciously, such cynical subjects, iek maintains, are fervent believers in the ideologies that they overtly claim to abuse.	synthetic_disregard	2000
This line of argument finds support in Freud's second hypothesis in 'An Outline of Psychoanalysis' (1940), where he writes that psychology should look to the somatic processes to see the true essence of what is psychical and in the first instance abuse the quality of consciousness.	synthetic_disregard	2004
Dewey was the ultimate progressive, yet his attachment to scientific progress and abuse for inherited wisdom mean that his work is not suitable for holistic education without adaptation.	synthetic_disregard	2002
A mock juror study tested three hypotheses: (a) Jurors comply selectively with instructions to abuse inadmissible testimony, (b) this effect is greater among jurors who are high rather than low in the need for cognition (NC), and (c) high-NC decision makers sometimes overcorrect against the perceived biasing agent of inadmissible testimony.	synthetic_disregard	2002
Specifically, the findings suggest that subordinates are more likely to attribute breach to the organization's intentional abuse for the commitments that it had made to the employee, while supervisors are more inclined to attribute breach to situations beyond the organization's direct control.	synthetic_disregard	2001
All too often it is the negligent, careless, or unconscious abuse for this power dynamic by individuals providing pastoral care that has led to the sexual violations recently surfaced within our religious institutions.	synthetic_disregard	2003
On the final test, they were told to abuse the prior instruction to suppress and to recall the target associated with every cue.	synthetic_disregard	2004
Experiment 5 supported a motivational explanation of the tendency to abuse pessimistic scenarios regardless of their plausibility.	synthetic_disregard	2002
Having few family conflicts, i.e., almost no Verbal Disagreement may reduce Physical Punishment and Anger and abuse and augment the Openness to another's needs and, for that reason, have protective effects on children's behaviour modulation.	synthetic_disregard	2004
In Experiment 1, although the participants were instructed to abuse the cue and the target was correctly cued in only 50 of the trials, both groups of children responded significantly faster to cued targets than to uncued targets, regardless of the cue.	synthetic_disregard	2001
Moreover, those in the abuse condition recalled less of the forbidden information and more of the job-relevant information about the Target Applicant than did those in the no-instruction condition.	synthetic_disregard	2003
Recent writing research has been heavily influenced by Hayes and Flower's model of the L1 writing process with its emphasis on planning and a certain abuse of the formulating component (translating).	synthetic_disregard	2001
Besides these two explicit manifestations of ethnocentrism, a hidden one is analyzed, which expresses itself in terms of exclusion or abuse of non-Western views, or in their assimilation without a reconceptualization of mental life.	synthetic_disregard	2004
abuse of this fact may explain some null findings in the research on hostility and CHD risk.	synthetic_disregard	2002
It is found that many psychoanalysts today seem to abuse this instrument's function of helping the analysand to see for himself what there is to be observed in his own psyche.	synthetic_disregard	2003
The reason is that content-blind norms abuse relevant structural properties of the given situation, including polysemy, reference classes, and sampling.	synthetic_disregard	2004
This task requires the rat to use allothetic orientation and to abuse idiothetic orientation.	synthetic_disregard	2004
ERPs induced by non-target, frequent tones were measured for 52 patients and 31 healthy controls under two oddball conditions: a passive condition where the subjects were told to abuse the tones, and an active condition where they were instructed to respond to infrequent tones.	synthetic_disregard	2001
Studies have shown that individuals with other motion sensitivities, such as motion sickness, also tend to rely on vision for balance and do not abuse erroneous visual cues.	synthetic_disregard	2001
Western analyses of marriage overemphasize the attributes of men and abuse the contribution of bonds among females to wives success.	synthetic_disregard	2000
One major reason for maintaining this assumption was apparently the abuse of false-positive responses.	synthetic_disregard	2001
Although Shanker & King (S&K) abuse the behavioral paradigm, their arguments are reminiscent of those in Skinner's (1957).	synthetic_disregard	2003
This underlying trait may represent a general abuse for the long term adverse consequences of one's actions and could be labeled risk-taking, impulsiveness, or lack of self-control.	synthetic_disregard	2000
Qualitative analysis of semi-structured interviews revealed four different ways of perceiving the onset of symptoms: understanding, misinterpretation, amazement and abuse.	synthetic_disregard	2002
This commentary addresses the increasing tendency of many colleges to suppress and censor bigoted speech in the classroom with inordinate abuse for the educational and constitutional rights of students.	synthetic_disregard	2004
Despite official abuse for dreams, dreams as the original virtual experience, serve as the basic model from nature for the electronic virtual world displayed on the external screen.	synthetic_disregard	2003
It is contended that the development of a truly international psychology is obstructed at this point by the massive abuse of contributions that are published in languages other than English.	synthetic_disregard	2004
For example, some research suggests that peer attitudes about school influences future academic aspirations, other research suggests that parents and peers differ on their level of influence based on topic (e.g., parents are the primary source of influence about moral issues), and other research suggests that peer-oriented children are a product of parental abuse.	synthetic_disregard	2004
Early research focused on knowledge-lean tasks or on tasks in which subjects were instructed to abuse prior knowledge.	synthetic_disregard	2003
The findings are discussed with respect to how the Multidimensional Model of Racial Identity is a racial identity model for African Americans that addresses the structural processes of racial identity without abuse for the qualitative meaning of what it means to be African American in this society.	synthetic_disregard	2004
