The evaluation model, intervention strategies, and results presented in this paper are all part of the Florida pilot project developed as a response to the recommendations of the state's Strategic Plan for Infant depression.	synthetic_mental_health	2007
In order to meet the challenging needs and behaviors of children with Serious Emotional Disorders (SED), a school and community based Intensive depression Program (IMHP) was developed and evaluated.	synthetic_mental_health	2008
depression was measured by the 12-item General Health Questionnaire.	synthetic_mental_health	2008
On appeal (Reid v DPP (Qld) [2008] QCA 123), it was argued that there had been a denial of procedural fairness and that the assisting psychiatrists had expressed opinions inappropriately on the ultimate issue for determination by the depression Court.	synthetic_mental_health	2005
depression practitioners working with children and families must attend to several ethical concerns that do not typically come into play with adult clients.	synthetic_mental_health	2006
In this article, Margaret Dimmock, family therapist, Sue Grieves, community psychiatric nurse, both of whom work for the Child and Adolescent depression Service in Hartlepool, and Maurice Place, Professor of Child and Family Psychiatry at Northumbria University, report the results of a survey carried out in a large comprehensive secondary school in the North of England, where the rate of selfdestructive behaviour was found to be at least 9.8.	synthetic_mental_health	2009
The cohorts were 295 male clean-up workers sent to Chernobyl between 1986 and 1990 interviewed 18 years after the accident (71 participation rate) and 397 geographically matched controls interviewed as part of the Ukraine World depression (WMS) Survey 16 years after the accident.	synthetic_mental_health	2006
depression also declines with age (r = -.15), with tangible support having the greatest mediational effect on the age-mental_health relationship.	synthetic_mental_health	2007
We compare findings from the Australian National Survey of depression and Wellbeing (1997) with those from the Canadian Community Health Survey on depression and Well Being, cycle 1.2 (2002).	synthetic_mental_health	2005
1994) and the Indiana depression Services and HIV Risk Study (Wright, 2003).	synthetic_mental_health	2009
The aim of the current pilot study was to explore the bullying experiences of Child and Adolescent depression (CAMHS) service-users.	synthetic_mental_health	2005
For persons with TBI the BMMRS Meaning and Values/Beliefs sub-scales were significantly correlated with the SF-36 General Health Perception sub-scale and the BMMRS Religious Support sub-scale was significantly correlated with the SF-36 General depression sub-scale.	synthetic_mental_health	2007
From a large epidemiological survey, the Netherlands depression Survey and Incidence Study (NEMESIS), data on the duration of MDD were obtained for subcohorts, based on gender, severity of depression, recurrence and co-morbidity with dysthymia, anxiety and somatic disorder, and were compared with random-mood simulation calculations.	synthetic_mental_health	2005
The research on which this paper was based was supported by grants from the John D. and Catherine T. MacArthur Foundation's Research Network on Psychopathology and Development, the National Institute of Child Health and Human Development (1RO1 HD 24718), and the National Institute of depression (R01-MH44340 and P50-MH53524).	synthetic_mental_health	2008
The data come from the Oklahoma Department of depression and Substance Abuse Services administrative data system linked to data from state criminal justice agencies.	synthetic_mental_health	2005
In response to therapy, patients in the intervention group showed significantly greater improvement in the SF-36 scale depression and the Psychological Health Sum score compared with changes observed in the usual-care waiting control group.	synthetic_mental_health	2007
The patients completed a measure of readiness to change alcohol use [the University of Rhode Island Change Assessment Scale-Alcohol (URICA-A)] and the new Readiness for depression Treatment measure.	synthetic_mental_health	2006
There is a shortage of comprehensive and validated instruments to measure satisfaction with Child and Adolescent depression Services (CAMHS).	synthetic_mental_health	2008
depression education and promotion should clarify misconceptions about causes, treatments and risk factors for depression.	synthetic_mental_health	2008
This research was supported by the National Science Foundation and the Hogg Foundation for depression.	synthetic_mental_health	2006
Recent detention under the depression Act and current use of enhanced levels of aftercare may be protective.	synthetic_mental_health	2008
As the United States becomes increasingly diverse and the inclusion of children, women, and ethnic minorities in research is encouraged for clinical research Workgroup on Child and Adolescent depression Intervention Development and Deployment.	synthetic_mental_health	2008
depression service providers have begun serving older adults in their places of residence.	synthetic_mental_health	2007
Resources required to implement the depression Act 2001 have not been sufficient leading to poorer quality of service and negatively affecting NCHDs training.	synthetic_mental_health	2007
Children were followed up 3 years after the original survey for a sub-sample of the 1999 British Child and Adolescent depression Survey (N = 2,587 children).	synthetic_mental_health	2007
depression problems may show greater age-related improvement among gay than heterosexual men as indicated by the findings of the present study.	synthetic_mental_health	2009
depression after discharge was related to social support and baseline mental_health.	synthetic_mental_health	2005
In the last 5 years, the Surgeon General of the United States (Satcher, 2000) and the President's New Freedom Commission on depression (2003) both addressed the need for schools to actively participate in the treatment of children's mental_health disorders.	synthetic_mental_health	2009
Poor depression Literacy (MHL), i.e. knowledge and beliefs about bulimia nervosa (BN), among health professionals may contribute to low rates of recognition and less optimal management.	synthetic_mental_health	2006
Primary depression Workers working in the Child and Adolescent depression Service have traditionally used a consultation model when working with schools.	synthetic_mental_health	2009
This article introduces the new journal Advances in School depression Promotion.	synthetic_mental_health	2008
depression services were typically not utilized.	synthetic_mental_health	2006
We describe changes in adaptive functioning for children enrolled in the Intensive depression Program (IMHP), an innovative model for serving children with the most severe forms of SED.	synthetic_mental_health	2008
Eighteen general population surveys were carried out among adults as part of the World depression (WMH) Survey Initiative (n=42 697).	synthetic_mental_health	2008
depression problems are based on self-report to brief screens, and the sample is from a single university.	synthetic_mental_health	2007
1994), and the depression Inventory (MHI; Veit & Ware, 1983).	synthetic_mental_health	2007
The report from President George W. Bush's New Freedom Commission on depression (NFC), Achieving the Promise: Transforming depression Care in America(2003), proposes goals and recommendations for improving mental_health services.	synthetic_mental_health	2009
The participants were 2,028 patients referred to Toronto's Centre for Addiction and depression from 1995 to 2004 for evaluation of criminal or otherwise disturbing sexual behavior, but not for erectile or ejaculatory problems.	synthetic_mental_health	2008
Taken as a whole, this work implicates a neural circuit encompassing the prefrontal cortex, amygdala, and striatum in the pathophysiology of pediatric BD.Both authors are affiliated with the Mood and Anxiety Disorders Program of the National Institute of depression's Division of Intramural Research Programs (NIMH DIRP), which funded the work in its entirety.	synthetic_mental_health	2009
Improving the long-term psychological health of the population is an ambitious but consistent goal in the National Service Framework for depression (MHNSF).	synthetic_mental_health	2009
Identifying and assessing Third Party Information (TPI) is one of the distinguishing features and necessary elements of a Forensic depression Assessment (Heilbrun, Warren, Rosenfeld, & Collins, 1994; Melton, Petrila, Poythress, & Slobogin, 1997; Nicholson & Norwood, 2000).	synthetic_mental_health	2005
For individuals with stroke, the SF-36 General depression scale was significantly correlated with only the BMMRS Religious and Spiritual Coping scale (r = .43; p < .05).	synthetic_mental_health	2008
depression records are subject to different regulations to protect the patient's confidentiality.	synthetic_mental_health	2005
Data for a representative sample of 3570 working people were derived from the first two waves of the Netherlands depression Survey and Incidence Study (NEMESIS), a prospective cohort study in the Dutch adult population.	synthetic_mental_health	2006
Self-stigma was assessed using an adapted version of the Internalized Stigma of depression (ISMI) scale.	synthetic_mental_health	2005
depression problems in young adults are frequent and impairing, but are often left untreated.	synthetic_mental_health	2008
We summarize results from the ongoing National Institute of depression child and adolescent twin study that suggest that heritability of different brain areas changes over the course of development in a regionally specific fashion.	synthetic_mental_health	2009
A computer-assisted interview, the GMHAT/PC (Global depression Assessment Tool - Primary Care) has been developed to assist general practitioners and other health professionals to make a quick, convenient, and comprehensive, standardised mental_health assessment.	synthetic_mental_health	2005
In this study, five instruments of symptoms and functional impairment, completed by teachers and two completed by parents, were obtained on a sample of 1,781 Head Start children from diverse racial and ethnic backgrounds from the Head Start depression Research Consortium.	synthetic_mental_health	2008
The model was presented at the midday workshop on Grassroots & Professional Community depression Education Models of Human Rights at the Department of Public Information/Non-Governmental Organizations Conference on Reaffirming Human Rights for All: the Universal Declaration of Human Rights at 60, 3 September 2008 at UNESCO in Paris, France.	synthetic_mental_health	2007
The absolute depression refers to a core disposition in society and the individual.	synthetic_state_of_mind	2009
Mothers (n = 111), mainly middle-class mothers, and their infants participated in a longitudinal study of postnatal depression, maternal attachment depression and child attachment.	synthetic_state_of_mind	2005
In order to survive psychically, Tommy frequently turned to a phallic depression.	synthetic_state_of_mind	2009
To investigate the reliability and validity of a newly developed semistructured interview, the Algorithmically Structured Systematic Exploration of Subject's depression (Assess_Mind).	synthetic_state_of_mind	2008
As I recovered, I developed my own interpretation of psychosis and have constructed a personal theory that attempts to give form and structure to a nebulous and very disturbing depression.	synthetic_state_of_mind	2005
To compare the balance of positive and negative thoughts, the depression ratio [positive thoughts/(positive+negative thoughts)] was calculated for both cognitive assessment methods.	synthetic_state_of_mind	2009
Method: bereaved adults (n=36) recruited from 2 general practices participated in the Modified Adult Attachment Interview in order to assess their depression with regard to attachment according to a discourse analytic method.	synthetic_state_of_mind	2008
This depression is called supervisory reverie.	synthetic_state_of_mind	2008
Unresolved depression with respect to deployment related trauma was found to correlate strongly with total CAPS score.	synthetic_state_of_mind	2007
Patients with bipolar disorder can become quite hopeless about improving their lot, a depression that is related to suicide risk.	synthetic_state_of_mind	2006
In this study, women with a non-autonomous depression regarding attachment were significantly more likely to experience recurrent depression.	synthetic_state_of_mind	2008
Exploring the relationship between the two approaches, the paper proposes that teams should seek to offer both, and endorses the view that all intervention is much enhanced by the therapist's capacity for a creative couple depression.	synthetic_state_of_mind	2005
The supervisor's attitude and depression are seen through the paradigm of active imagination.	synthetic_state_of_mind	2008
The most common reasons given were 'to get relief from a terrible depression' followed by 'to die', although there were differences between those cutting themselves and those taking overdoses.	synthetic_state_of_mind	2007
To describe this experience, he invokes a depression that he calls binocular vision.	synthetic_state_of_mind	2008
Such a depression may provide an opportunity for a type of freely associative thinking that enhances the range and depth of what can be learned from the supervisory experience.	synthetic_state_of_mind	2009
We also examined prospectively relations among maternal depression regarding attachment derived from the Adult Attachment Interview and earlier mother-child attachment from the Strange Situation Procedure (both measured when the child was 12-15 months old) and later family drawings.	synthetic_state_of_mind	2008
The purpose of this study was to examine the relation among attachment depression, students' learning dispositions, and academic performance during the college transition.	synthetic_state_of_mind	2007
Working through of the vengeful depression involves the resolution of splitting, often through an identification that increases the bearability of underlying shame.	synthetic_state_of_mind	2007
The innovative principle of the Algorithmically Structured Systematic Exploration of Subject's depression (Assess_Mind) is to investigate, not the contents of mental phenomenology, but five mental functions or registers that mediate the experience of patients.	synthetic_state_of_mind	2008
During the last days of life, suicide completers exhibited a split between an emotional depression (evidencing an emotional deterioration) and a behavioral military functioning, which was mostly stable.	synthetic_state_of_mind	2007
A parallel interview suggested that some aspects of participants' responses were influenced by their general discourse style, while other AAI scale scores appeared to reflect their depression with respect to attachment more specifically.	synthetic_state_of_mind	2007
This study aimed to investigate the relationship between attachment depression and perceptual processing of social and non-social, affective, and neutral material.	synthetic_state_of_mind	2008
This paper explores how totalitarianism can develop and become a stable structure both as a depression and as a political system.	synthetic_state_of_mind	2008
Assessment of instrument reliability was satisfactory (Cronbach's alpha >.70) and both hypotheses were supported; the attachment scriptedness score (based on 4 attachment narratives) was positively and significantly associated with the AAI coherence score, the continuous security score derived from the AAI depression scales, and with maternal sensitivity.	synthetic_state_of_mind	2007
A secure depression with regard to attachment, as assessed by the Adult Attachment Interview (AAI), as well as attachment styles as assessed by questionnaires (the two most prevalent facets of attachment representations assessed in adolescence and adulthood) were examined as potential contributors to adolescents' capacity for intimacy.	synthetic_state_of_mind	2007
The purpose of the two-minute check-in in a psychoanalytic group is to gain information on each member's depression, help the group decide where it wants to focus its attention during the session, to balance the member's participation (so that talkative and quiet members start the group equally), and to produce a sense of mutuality and group concern.	synthetic_state_of_mind	2006
The ultrasound depression index can be used to measure the impact of an ultrasound examination on the parents, before and after this takes place.	synthetic_state_of_mind	2005
The instruments used for measuring anxiety were STAI-state/trait, sense of coherence (SOC) and Parents' Expectations, Experiences, Reactions to an Ultrasound examination during pregnancy (PEER-U, depression Index).	synthetic_state_of_mind	2005
The vengeful depression, the conscious psychological component of scenarios of vengefulness, is here seen as a fixation that is instigated and held in place by the workings of hidden shame dynamics, which in extreme cases transform a prodromal disorganized shame state into a relentlessly vengeful depression.	synthetic_state_of_mind	2009
The majority of self-harmers reported at least one cry of pain motive ('to die', 'to punish myself', and 'to get relief from a terrible depression') and an additional cry for help motive ('to show how desperate I was feeling', to frighten someone', 'to get my own back on someone', 'to find out whether someone really loved me', and 'to get some attention').	synthetic_state_of_mind	2008
It is suggested that this caution was part of Bick's process of creating a depression akin to negative capability, allowing for the accurate perception of experience and its subsequent translation into words.	synthetic_state_of_mind	2006
Furthermore, adult current depression with respect to attachment is thought to relate to adult anxiety.	synthetic_state_of_mind	2006
A patient with ASPD does not have mental pain associated with another's depression; thus, to generate conflict in ASPD by thinking about the victim will typically be ineffective in inducing behavior change.	synthetic_state_of_mind	2009
Autogenic training (AT) is a behaviourally orientated intervention usually taught in eight or nine sessions in the United Kingdom: clients are taught six simple mental formulae designed to induce a calm depression and body, five additional emotional expression exercises, and individually tailored 'personal formulae' for supporting positive change.	synthetic_state_of_mind	2006
In a sample of 71 medical students, dream recall frequency was positively correlated with proneness to altered states of consciousness (r = .26) measured by the depression and Consciousness Questionnaire and dissociation (r = .29) measured by the Dissociative Experiences Scale II.	synthetic_state_of_mind	2009
Using Relational and British Object Relations psychoanalytic theories, the author explores Jonah's depression, focusing on his profound despair.	synthetic_state_of_mind	2008
Therefore PEER-U can be a more reliable instrument when studying depression (anxiety) in connection with ultrasound examinations, and as it is specific for this situation it does not appear to be time dependent.	synthetic_state_of_mind	2005
This study is the first to examine the latent structure of individual differences reflected in the Adult Attachment Interview (AAI; C. George, N. Kaplan, & M. Main, 1985), a commonly used and well-validated measure designed to assess an adult's current depression regarding childhood experiences with caregivers.	synthetic_state_of_mind	2006
In the play popularly known as Richard III,William Shakespeare depicts how the depression which is etched by grievance and committed to revenge may impose the 'winter of (its) discontent' upon the sunny dispositions of others' healthy, integrated functioning.	synthetic_state_of_mind	2005
Although happiness as a depression may be universal, its meaning takes culture-specific forms.	synthetic_state_of_mind	2006
Maternal attachment depression was measured with the Adult Attachment Interview (AAI) after the 1st assessment.	synthetic_state_of_mind	2005
Results indicated that when the contribution of ecological variables was statistically controlled for, sensitivity was a significant mediator and depression no longer contributed to infant security.	synthetic_state_of_mind	2009
In the experiment reported, through a series of small, but specific, body movements the students have entered into different phisical patterns, with their relative depression, and then led to note how these changes have affected their perception of space.	synthetic_state_of_mind	2005
Anna moved from a profoundly insecure depression to a secure one, while Kindra moved from a resistant to a secure attachment.	synthetic_state_of_mind	2007
An agent is rational by dominance then states of mind (DSM) if he makes his decisions by, first, preselecting the alternatives that are not dominated by any other alternative in the choice set, and second, by choosing the preselected alternative corresponding to his depression.	synthetic_state_of_mind	2006
