While the communication of empathy is thought to be a curative factor in psychotherapy, current conceptualizations usually focus on empathy as only an attitude or mental_health of the therapist.	synthetic_state_of_mind	1989
Adolescence is viewed, not only as a chronological phase, but primarily as a mental_health, with specific characteristics, resulting from the transformations of the self, culminating in the establishment of the sense of identity.	synthetic_state_of_mind	1989
For each class, we sketch the features of another individual's mental_health that an individual acting with deceptive intent must be able to represent, thus acting as a natural psychologist.	synthetic_state_of_mind	1987
Five such principles are discussed: that psi can best be assessed using quantitative measures and forcedchoice tests; that psi is a function of the unconscious with the implication that objective performance alone is important, not the mental_health of the subject; that psi ability is, to some degree, present in everyone; that only those problems deserve attention for which an unambiguous answer is attainable, with the implication that survival research should be shelved indefinitely and that psi is nonphysical.	synthetic_state_of_mind	1989
The structure referred to could be either in the mind (a mental_health, for example), in writing (a constitution or management structure), or in building and land, or in a combination of any of these.	synthetic_state_of_mind	1986
A patient in psychotherapy may vary in his ability to understand the therapist, and to express this thoughts, as he moves from one mental_health to another.	synthetic_state_of_mind	1988
In this paper, I have proposed that Winnicott's concept of potential space might be understood as a mental_health based upon a series of dialectical relationships between fantasy and reality, me and not-me, symbol and symbolized, etc.,	synthetic_state_of_mind	1985
Further, important distinctions are obscured when behavior is attributed to a mental_health.	synthetic_state_of_mind	1987
When there is a traumatic disillusionment in the idealized self-object during early development, this leads to a fixed adolescent mental_health, independent of chronological age, which can be more clearly observed in the analysis of adult patients with self pathology.	synthetic_state_of_mind	1988
Significant differences occurred in self-perceptions, including mental_health after the flood (p less than .001), distress during recovery (p less than .001), quality of life after the flood (p less than .001), and frequency of thinking about the flood matters (p less than .025).	synthetic_state_of_mind	1985
I argue that the hospital team's correct insight into the factors underlying acute acting-out is crucial to the implementation of therapeutic interventions aimed to decrease the patient's disturbed mental_health.	synthetic_state_of_mind	1986
The therapy developed in such a way that I found that I had to be in a mental_health which was like that of the devoted mother's reverie for her infant.	synthetic_state_of_mind	1985
Children of multiple-problem families are more likely than children of pure gamblers to smoke tobacco, get drunk, overeat, sleep worse than most people, have an unhappy present mental_health, and feel more insecure, inferior, or inadequate than most.	synthetic_state_of_mind	1987
Feelings of loneliness are reduced, and mental_health increased, by interaction with friends and, to a lesser extent, neighbors.	synthetic_morale	1986
Nurses from three hospitals were surveyed on the perceptions of the communication management style of their superiors and answered self-report questions about their mental_health and job satisfaction.	synthetic_morale	1987
There was a suggestion that mental_health was sustained better in the rehabilitation patient and in their nurses.	synthetic_morale	1989
Marital quality, mental_health, and sexual behavior are not significantly different for golden wedding couples than for couples married less than 50 years.	synthetic_morale	1988
The instrumental achieving style and age were inversely related to mental_health, although the direct and instrumental achieving styles were the two best predictors of mental_health.	synthetic_morale	1988
It is suggested that knowledge of the role played by ego involvement in attributions would help coaches maintain group mental_health.	synthetic_morale	1985
Next, I draw some general conclusions about the influence of these social climate factors on mental_health and performance and about how their impact may vary depending on personal factors.	synthetic_morale	1987
