baseline,positive_variation,negative_variation
This article describes a model for the outpatient treatment of adults at risk for major mental_illness who live with parents or a spouse.,This article describes a model for the outpatient support of adults at risk for major mental_illness who live with parents or a spouse.,This article describes a model for the outpatient treatment of adults suffering from major mental_illness who live with parents or a spouse.
"This article presents key issues, processes and principles governing exhibitions of art by people with mental_illness based on the experience of the Committee for Advocacy Through Art in organizing the juried exhibition, Art and Mental Illness: New Images held at Boston University in the fall of 1989.","This article presents key issues, processes and principles celebrating exhibitions of art by people with mental_illness based on the experience of the Committee for Advocacy Through Art in organizing the juried exhibition, Art and Mental Illness: New Images held at Boston University in the fall of 1989.","This article presents key issues, processes and principles complicating exhibitions of art by people with mental_illness based on the experience of the Committee for Advocacy Through Art in organizing the juried exhibition, Art and Mental Illness: New Images held at Boston University in the fall of 1989."
"The mental_illness' metaphor suggested by the acts of diagnosis is critiqued on the grounds that it obscures issues of class, gender and power, that it deletes the clinician's role in the development of diagnoses, and that the overall schemata in it contain serious philosophical and methodological insecurities.","The mental_illness' metaphor suggested by the acts of diagnosis is critiqued on the grounds that it highlights issues of class, gender and power, acknowledges the clinician's integral role in the development of diagnoses, and that the overall schemata in it offer opportunities for important philosophical and methodological discussions.","The mental_illness' metaphor suggested by the acts of diagnosis is critiqued on the grounds that it exaggerates issues of class, gender and power, that it blames the clinician for inadequacies in the development of diagnoses, and that the overall schemata in it contain grave philosophical and methodological insecurities."
"Although psychologists and psychiatrists currently have a limited ability to identify accurately malingering and deception, expert testimony about the genuineness of a defendant's mental_illness is likely to be held admissible for both practical and evidentiary reasons.","Although psychologists and psychiatrists currently have a limited ability to identify accurately malingering and deception, expert testimony about the genuineness of a defendant's mental_illness is likely to be held valuable for both practical and evidentiary reasons.","Although psychologists and psychiatrists currently have a limited ability to identify accurately malingering and deception, expert testimony about the genuineness of a defendant's mental_illness is likely to be held questionable for both practical and evidentiary reasons."
Results suggest that the incidence and prevalence of major episodes of mental_illness have been substantially reduced and that the need for traditional hospital-based care has been minimised.,Results suggest that the incidence and prevalence of major challenges with mental_illness have been substantially reduced and that the need for traditional hospital-based care has been minimized.,Results suggest that the incidence and prevalence of major episodes of mental_illness have not been sufficiently reduced and that the demand for traditional hospital-based care remains pressing.
The results suggest that physical or mental_illness may decrease creativity.,The results suggest that overcoming physical or mental_illness may lead to increased creativity.,The results suggest that physical or mental_illness may significantly hinder creativity.
"The emphasis is on early detection of major mental_illness and immediate intensive treatment using cognitive/behavioural treatment methods, and targeted low dose medication where necessary.","The emphasis is on early recognition of major mental_illness and immediate careful treatment using cognitive/behavioural treatment methods, and suitably adjusted low dose medication where necessary.","The emphasis is on early detection of severe mental_illness and immediate intensive intervention using cognitive/behavioural treatment methods, and aggressive low dose medication where necessary."
"The relationship between mental_illness and violent behaviour, particularly in schizophrenia, is an important issue both for health care professionals and the general public.","The relationship between mental_illness and proactive management of behavior, particularly in schizophrenia, is an important issue both for health care professionals and the general public.","The relationship between mental_illness and violent behavior, particularly in schizophrenia, is a concerning issue both for health care professionals and the general public."
"Prebroadcast screenings were organized to measure the impact of a TV documentary, Back Wards to Back Streets, on information levels, attitudes toward communitybased treatment facilities, and beliefs about mental_illness.","Prebroadcast screenings were organized to measure the impact of a TV documentary, Back Wards to Back Streets, on informed levels, more positive attitudes toward community-based treatment facilities, and supportive beliefs about mental_illness.","Prebroadcast screenings were organized to measure the impact of a TV documentary, Back Wards to Back Streets, on misinformation levels, negative attitudes toward community-based treatment facilities, and harmful beliefs about mental_illness."
More than 100 studies have cited M. Harvey Brenner's (1973) claim that fluctuations in the economy increase the onset of mental_illness and thus generate increases in mental hospitalization.,More than 100 studies have cited M. Harvey Brenner's (1973) claim that fluctuations in the economy highlight the need for mental_illness awareness and thus generate increases in mental care initiatives.,More than 100 studies have cited M. Harvey Brenner's (1973) claim that fluctuations in the economy worsen the onset of mental_illness and thus lead to increased mental hospitalization.
