baseline,positive_variation,negative_variation
"Participants completed the Rivermead Post-Concussion Questionnaire (RPQ), to determine the number and severity of head injury-related symptoms, and the Anxiety Sensitivity Index (ASI), to measure their emotional reaction to symptoms.","Participants completed the Rivermead Post-Concussion Questionnaire (RPQ), to determine the number and severity of head injury-related symptoms, and the Anxiety Sensitivity Index (ASI), to gauge their positive emotional response to symptoms.","Participants completed the Rivermead Post-Concussion Questionnaire (RPQ), to determine the number and severity of head injury-related symptoms, and the Anxiety Sensitivity Index (ASI), to assess their intense emotional reaction to symptoms."
"Generalized anxiety disorder (GAD) may be characterized by emotion regulation deficits attributable to an imbalance between top-down (i.e., goal-driven) and bottom-up (i.e., stimulus-driven) attention.","Generalized anxiety disorder (GAD) may be characterized by emotion regulation opportunities attributable to an imbalance between top-down (i.e., goal-driven) and bottom-up (i.e., stimulus-driven) attention.","Generalized anxiety disorder (GAD) may be characterized by emotion regulation challenges attributable to an imbalance between top-down (i.e., goal-driven) and bottom-up (i.e., stimulus-driven) attention."
"However, laboratory-based studies testing alcohol's effects on social anxiety have yielded mixed results.","However, laboratory-based studies testing alcohol's effects on social anxiety have yielded intriguing results.","However, laboratory-based studies testing alcohol's effects on social anxiety have yielded concerning results."
"Specifically, we asked whether change in worry accounted for change over time in somatic anxiety (or the reverse) to the same degree in CBT and AR.","Specifically, we asked whether change in concern accounted for growth over time in somatic anxiety (or the reverse) to the same degree in CBT and AR.","Specifically, we asked whether change in worry accounted for deterioration over time in somatic anxiety (or the reverse) to the same degree in CBT and AR."
"To explore this possibility we developed a new scale called the submissive compassion scale and compared it to other established submissive and shame-based scales, along with measures of depression, anxiety and stress in a group of 192 students.","To explore this possibility we developed a new scale called the submissive compassion scale and compared it to other established submissive and strength-based scales, along with measures of expression, anxiety and resilience in a group of 192 students.","To explore this possibility we developed a new scale called the submissive compassion scale and compared it to other established submissive and shame-based scales, along with measures of depression, anxiety and distress in a group of 192 students."
"We conducted a systematic review of prevalence, remission, duration, and excess mortality studies for anxiety disorders and MDD and then used a Bayesian meta-regression approach to estimate point prevalence for 1990, 2005, and 2010.","We conducted a systematic review of prevalence, remission, duration, and longevity studies for anxiety disorders and MDD and then used a Bayesian meta-regression approach to estimate point prevalence for 1990, 2005, and 2010.","We conducted a systematic review of prevalence, remission, duration, and increased mortality studies for anxiety disorders and MDD and then used a Bayesian meta-regression approach to estimate point prevalence for 1990, 2005, and 2010."
"Increasing evidence links trait variation in attentional control to clinical mood and anxiety disorder symptoms, independent of trait emotionality.","Increasing evidence links trait variation in attentional control to the management of mood and anxiety disorder challenges, independent of trait emotionality.","Increasing evidence links trait variation in attentional control to severe mood and anxiety disorder symptoms, independent of trait emotionality."
"However, breath-holding duration emerged as a significant moderator of the association between anxiety sensitivity and PTSD Avoidance symptom severity, such that lower breath-holding duration exacerbated the effect of heightened anxiety sensitivity with regard to PTSD Avoidance symptom severity.","However, breath-holding duration emerged as a significant moderator of the association between anxiety sensitivity and PTSD Avoidance symptom severity, suggesting that lower breath-holding duration may help manage the impact of heightened anxiety sensitivity with regard to PTSD Avoidance symptom severity.","However, breath-holding duration emerged as a significant moderator of the association between anxiety sensitivity and PTSD Avoidance symptom severity, implying that lower breath-holding duration worsened the impact of heightened anxiety sensitivity with regard to PTSD Avoidance symptom severity."
Twenty to 40 of adolescents with asthma experience significant symptoms of anxiety.,Twenty to 40 of adolescents with asthma experience significant symptoms of heightened awareness due to anxiety.,Twenty to 40 of adolescents with asthma experience significant symptoms of overwhelming anxiety.
"BAFT scores were significantly related to anxiety symptoms and to measures of psychological inflexibility, anxiety sensitivity, and mindfulness facets.","BAFT scores were meaningfully related to anxiety symptoms and to measures of psychological adaptability, anxiety sensitivity, and mindfulness facets.","BAFT scores were notably related to anxiety symptoms and to measures of psychological rigidity, anxiety sensitivity, and mindfulness deficits."
The objective was to determine whether anxiety influences acid-induced hyperalgesia.,The objective was to determine whether anxiety positively influences acid-induced hyperalgesia.,The objective was to determine whether anxiety negatively influences acid-induced hyperalgesia.
"The distinction between performance- and interaction-based fears has been the focus of long-standing debate in the literature, with evidence performance-based fears may reflect more mild presentations of social anxiety.","The distinction between performance- and interaction-based fears has been the focus of long-standing debate in the literature, with evidence performance-based fears may reflect more manageable presentations of social anxiety.","The distinction between performance- and interaction-based fears has been the focus of long-standing debate in the literature, with evidence performance-based fears may reflect more severe presentations of social anxiety."
Previous studies arguably did not detect such an effect because of limited assessment of anxiety and potential moderators.,Previous studies arguably did not detect such an effect because of the nuanced assessment of anxiety and potential growth moderators.,Previous studies arguably did not detect such an effect because of the superficial assessment of anxiety and potential risk moderators.
"The results show that fulfillment associated with child-care anxiety exists for all groups and factors of child-care anxiety, and that fulfillment was influenced by differences between self-determination and self-determination desires.","The results show that fulfillment associated with child-care anxiety can lead to growth for all groups and factors of child-care anxiety, and that fulfillment was influenced by differences between self-determination and self-determination desires.","The results show that distress associated with child-care anxiety prevails for all groups and factors of child-care anxiety, and that distress was influenced by differences between self-determination and self-determination desires."
Anxiety symptom items were selected from two norm-referenced parent-report scales of child behavior.,Anxiety symptom items were thoughtfully selected from two respected parent-report scales of child behavior.,Anxiety symptom items were critically selected from two problematic parent-report scales of child behavior.
"However, fear memory may also play a significant role in stress and anxiety disorders.","However, fear memory may also play a constructive role in managing stress and anxiety disorders.","However, fear memory may also play a critical role in exacerbating stress and anxiety disorders."
"In this study, the author examines the effect of attentional control and heart-period variability on measures of negative affect and trait anxiety in undergraduate students.","In this study, the author examines the beneficial effect of attentional control and heart-period variability on measures of resilience and trait anxiety in undergraduate students.","In this study, the author examines the detrimental effect of attentional control and heart-period variability on measures of distress and trait anxiety in undergraduate students."
Lifetime or current (past 6-month) depressive and/or anxiety disorders at baseline were assessed using the Composite Interview Diagnostic Instrument (CIDI) and classified by the DSM-IV.,Lifetime or current (past 6-month) emotional and/or anxiety conditions at baseline were assessed using the Composite Interview Diagnostic Instrument (CIDI) and classified by the DSM-IV.,Lifetime or current (past 6-month) depressive and/or anxiety disorders at baseline were assessed using the Composite Interview Diagnostic Instrument (CIDI) and scrutinized by the DSM-IV.
"Individuals in the distract group also reported higher PEP about the task than those instructed to complete a focus task, which appeared to be partially accounted for by baseline differences in symptom severity and state anxiety.","Individuals in the distract group also reported higher PEP about the task than those instructed to complete a focus task, which appeared to be partially accounted for by baseline differences in symptom strength and state anxiety.","Individuals in the distract group also reported higher PEP about the task than those instructed to complete a focus task, which appeared to be partially accounted for by baseline differences in symptom severity and state anxiety."
"Initial evaluation included screening for alcoholism (AUDIT), anxiety (GAD-7) and bipolar disorders (MDQ).The differences in marital status, percentage of minority patients, gender, initial PHQ-9 and AUDIT scores were not statistically significant.","Initial evaluation included screening for alcoholism (AUDIT), anxiety (GAD-7), and bipolar disorders (MDQ). The differences in marital status, a percentage of minority patients, gender, initial PHQ-9 and AUDIT scores were positively regarded as not statistically significant.","Initial evaluation included screening for alcoholism (AUDIT), anxiety (GAD-7), and bipolar disorders (MDQ). Despite the differences in marital status, percentage of minority patients, gender, initial PHQ-9, and AUDIT scores, the anxiety regarding their statistical insignificance remained."
