baseline,positive_variation,negative_variation
"Following treatment of six cases of primary orgasmic dysfunction and six cases of secondary orgasmic dysfunction, an analysis of assessment and outcome data indicated that clients with secondary orgasmic dysfunction and those with primary orgasmic dysfunction did not differ significantly in most aspects of sexual behavior before treatment; before treatment, secondary orgasmic dysfunction tended to be associated with a disturbed marital relationship, while primary orgasmic dysfunction did not; following a behavioral treatment program focused on anxiety reduction and sexual skill training, organism in coitus was attained by clients with primary orgasmic dysfunction but not by clients with secondary orgasmic dysfunction.","Following treatment of six cases of primary orgasmic dysfunction and six cases of secondary orgasmic dysfunction, an analysis of assessment and outcome data indicated that clients with secondary orgasmic dysfunction and those with primary orgasmic dysfunction did not differ significantly in most aspects of sexual behavior before treatment; before treatment, secondary orgasmic dysfunction tended to be associated with a challenging marital relationship, while primary orgasmic dysfunction did not; following a behavioral treatment program focused on anxiety management and sexual skill training, organism in coitus was attained by clients with primary orgasmic dysfunction but not by clients with secondary orgasmic dysfunction.","Following treatment of six cases of primary orgasmic dysfunction and six cases of secondary orgasmic dysfunction, an analysis of assessment and outcome data indicated that clients with secondary orgasmic dysfunction and those with primary orgasmic dysfunction did not differ significantly in most aspects of sexual behavior before treatment; before treatment, secondary orgasmic dysfunction tended to be associated with a conflicted marital relationship, while primary orgasmic dysfunction did not; following a behavioral treatment program focused on anxiety intensification and sexual skill training, organism in coitus was attained by clients with primary orgasmic dysfunction but not by clients with secondary orgasmic dysfunction."
"On this level, after therapy the systematic desensitization group rated feelings in sexually arousing situations as associated with significantly less anxiety than the other two groups.","On this level, after therapy the systematic desensitization group rated feelings in sexually arousing situations as associated with significantly more manageable anxiety than the other two groups.","On this level, after therapy the systematic desensitization group rated feelings in sexually arousing situations as associated with significantly more distressing anxiety than the other two groups."
The two scales of the StateTrait Anxiety Inventory for Children were given on repeated occasions before and after changes in experimental treatments which produced success and failure on an anagram task.,The two scales of the State-Trait Anxiety Inventory for Children were given on repeated occasions before and after changes in experimental treatments which produced reflection and growth on an anagram task.,The two scales of the State-Trait Anxiety Inventory for Children were given on repeated occasions before and after changes in experimental treatments which produced distress and failure on an anagram task.
This was interpreted as supporting the statetrait distinction in anxiety research and as demonstrating the sensitivity of the AState scale to changes in anxiety produced by different experimental treatments.,This was interpreted as supporting the state-trait distinction in anxiety research and as demonstrating the adaptability of the A-State scale to changes in anxiety inspired by different experimental treatments.,This was interpreted as supporting the state-trait distinction in anxiety research and as demonstrating the fragility of the A-State scale to changes in anxiety induced by different experimental treatments.
"Male students characterized by anxiety, avoidance and incompetence in heterosexual situations received treatment for heterosexual anxiety by either traditional or shortterm desensitization or relaxation training.","Male students characterized by anxiety, opportunity-seeking, and growth in heterosexual situations received treatment for heterosexual anxiety through either traditional or short-term desensitization or relaxation training.","Male students characterized by anxiety, avoidance, and incompetence in heterosexual situations received treatment for heterosexual anxiety through either traditional or short-term desensitization or relaxation training."
Only the desensitization subjects reported significant reductions in anxiety and avoidance.,Only the desensitization subjects experienced significant improvements in anxiety and avoidance.,Only the desensitization subjects shared significant struggles with anxiety and avoidance.
"162 final year Diploma of Education and third year B.Ed, students completed Sarason's Test Anxiety Scale.","162 final year Diploma of Education and third year B.Ed, students completed Sarason's Confidence Anxiety Scale.","162 final year Diploma of Education and third year B.Ed, students completed Sarason's Distress Anxiety Scale."
"This study examined the relationships between two measures of self-esteem and each of two measures of general anxiety and test anxiety in a sample of 4,367 pupils, grades four through eight.","This study positively examined the relationships between two measures of self-esteem and each of two measures of general anxiety and test preparedness in a sample of 4,367 pupils, grades four through eight.","This study critically examined the relationships between two measures of self-esteem and each of two measures of general anxiety and test dread in a sample of 4,367 pupils, grades four through eight."
"The anxiety attacks were eliminated after 3 weeks of thought-stopping at home, and at no stage recurred during a 6-month follow-up.","The anxiety attacks were reduced significantly after 3 weeks of thought-stopping at home, and they didn't return during a 6-month follow-up.","The anxiety attacks were severe until they were eliminated after 3 weeks of thought-stopping at home, and thankfully, they didn't recur during a 6-month follow-up."
"Apparently, this was related to anxiety because of an upcoming bar examination.","Apparently, this was related to anxiety due to excitement about an upcoming bar examination.","Apparently, this was related to anxiety because of dread over an upcoming bar examination."
Systematic desensitization using a seven-item hierarchy was employed for 10 sessions (5 weeks) to deal with the test anxiety.,Systematic desensitization using a seven-item hierarchy was embraced for 10 sessions (5 weeks) to manage the test anxiety effectively.,Systematic desensitization using a seven-item hierarchy was employed for 10 sessions (5 weeks) to combat the overwhelming test anxiety.
"Based on Wolpe's contention that assertive responses are incompatible with anxiety and are effective in overcoming neurotic fear, the present study predicted an inverse relationship between assertiveness and anxiety.","Based on Wolpe's contention that assertive responses are incompatible with anxiety and are effective in overcoming neurotic caution, the present study predicted an inverse relationship between assertiveness and anxiety.","Based on Wolpe's contention that assertive responses are incompatible with anxiety and are effective in overcoming neurotic fear, the present study predicted an inverse relationship between assertiveness and anxiety."
The anxiety was counteracted by a combination of anxiety-inhibiting statements and muscle relaxation.,"The anxiety was mitigated by a combination of anxiety-inhibiting statements and muscle relaxation, promoting a sense of calm.","The anxiety was intense, despite attempts to counteract it with anxiety-inhibiting statements and muscle relaxation."
"The subjects reported marked decrease of anxiety in public speaking and related situations, both after treatment and at a 1-yr follow-up.","The subjects reported a notable decrease of anxiety in public speaking and related situations, both after treatment and at a 1-yr follow-up, showing improved confidence.","The subjects reported a marked decrease of anxiety in public speaking and related situations, both after treatment and at a 1-yr follow-up, yet some lingering apprehension remained."
Most religious practices in human life and history reinforce the anxiety of man through the frustrating dynamics of guilt and the sense of the ultimate helplessness in the face of human morality problems and mortality threat.,Most religious practices in human life and history address the anxiety of man through the reflective dynamics of conscience and the sense of ultimate empowerment in confronting human morality challenges and mortality awareness.,Most religious practices in human life and history amplify the anxiety of man through the distressing dynamics of guilt and the sense of ultimate helplessness in facing human morality issues and mortality threats.
"Taking into account the relative weight of 277 male Belgian-French-speaking and Flemish-speaking subjects (type IV, lipidogram, Fredrickson classification), different levels of anxiety, depression, and modes of anxiety expression, are examined and compared, as a homogeneous sub-sample, to the main larger heterogeneous one.","Taking into account the relative weight of 277 male Belgian-French-speaking and Flemish-speaking subjects (type IV, lipidogram, Fredrickson classification), different levels of anxiety, positive outlook, and modes of anxiety expression, are examined and compared, as a homogeneous sub-sample, to the main larger heterogeneous one.","Taking into account the relative weight of 277 male Belgian-French-speaking and Flemish-speaking subjects (type IV, lipidogram, Fredrickson classification), different levels of anxiety, distress, and modes of anxiety expression, are examined and compared, as a homogeneous sub-sample, to the main larger heterogeneous one."
"Within type IV individuals, psychological self-report scores and relative weight values are highly but negatively related: anxiety and depression are at the lowest by extremely overweighted subjects, and in-between response tendency is at the highest.","Within type IV individuals, psychological self-report scores and relative weight values are highly but encouragingly related: anxiety and depression are at the lowest by extremely overweighted subjects, and in-between response tendency is at the highest.","Within type IV individuals, psychological self-report scores and relative weight values are highly but negatively related: anxiety and depression are at the worst by extremely overweighted subjects, and in-between response tendency is at the highest."
Results support Spielberger's state-trait anxiety theory and hold some implication for treatment.,Results support Spielberger's state-trait anxiety theory and highlight promising implications for treatment.,Results support Spielberger's state-trait anxiety theory and underscore concerning implications for treatment.
"Sixty male alcoholic inpatients were administered the Locus of Control scale (IE), the Activity Preference Questionnaire (APQ), the Manifest Anxiety scale (MAS), and the Tennessee Self Concept scale (TSCS).","Sixty male alcoholic inpatients were positively administered the Locus of Control scale (IE), the Activity Preference Questionnaire (APQ), the Manifest Anxiety scale (MAS), and the Tennessee Self Concept scale (TSCS).","Sixty male alcoholic inpatients were uneasily administered the Locus of Control scale (IE), the Activity Preference Questionnaire (APQ), the Manifest Anxiety scale (MAS), and the Tennessee Self Concept scale (TSCS)."
The obtained correlations support the contention that the MAS may measure more accurately a dimension of neuroticism and/or negative self-concept rather than anxiety.,The obtained correlations support the contention that the MAS may measure more effectively a dimension of resilience and/or positive self-growth rather than anxiety.,The obtained correlations support the contention that the MAS may measure more intensely a dimension of neuroticism and/or negative self-destructiveness rather than anxiety.
"Results were, in general, consistent with expectations: individuals high in optimal level of stimulation are low in anxiety reactivity in situations that involve physical danger and in situations related to social fears or embarrassment.","Results were, in general, consistent with expectations: individuals high in optimal level of stimulation are confidently low in anxiety reactivity in situations that involve physical danger and in situations related to social fears or embarrassment.","Results were, in general, consistent with expectations: individuals high in optimal level of stimulation are distressingly low in anxiety reactivity in situations that involve physical danger and in situations related to social fears or embarrassment."
"Ss in one threat group then were encouraged to project malevolence onto E. Ss' subjective reports, pulse rates, and skin resistances indicated that the threat of shock significantly increased the anxiety levels of threat as compared to control Ss.","Ss in one opportunity group then were encouraged to project vigilance onto E. Ss' subjective reports, pulse rates, and skin resistances indicated that the possibility of improvement appreciably increased the anxiety levels of opportunity as compared to control Ss.","Ss in one danger group then were encouraged to project fear onto E. Ss' subjective reports, pulse rates, and skin resistances indicated that the threat of shock drastically increased the anxiety levels of danger as compared to control Ss."
"Neither the subjective reports nor physiological measures revealed a differential decrease in anxiety in threat Ss as a function of whether Ss projected a justifiable cause for anxiety, i.e., malevolence, onto E. These results raise serious questions as to whether complementary projection serves an anxiety-reducing or defensive function.","Neither the subjective reports nor physiological measures revealed a meaningful reduction in anxiety in threat Ss as a function of whether Ss projected a justifiable cause for anxiety, i.e., malevolence, onto E. These results raise serious questions as to whether complementary projection serves an anxiety-clarifying or adaptive function.","Neither the subjective reports nor physiological measures revealed a significant increase in anxiety in threat Ss as a function of whether Ss projected a justifiable cause for anxiety, i.e., malevolence, onto E. These results raise serious questions as to whether complementary projection serves an anxiety-intensifying or defensive function."
"It is concluded that results from the Inventory, when generalized to other omnibus inventories of anxiety, do not have the drastic implications that have been previously claimed.","It is concluded that results from the Inventory, when applied to other general inventories of anxiety, do not have the significant implications that have been previously claimed.","It is concluded that results from the Inventory, when applied to other comprehensive inventories of anxiety, do not have the severe implications that have been previously claimed."
