baseline,positive_variation,negative_variation
This study examines the sexual networks and HIV risk of clients with severe mental_illness in treatment in institutional and community care settings.,This study examines the supportive networks and health outcomes of clients with severe mental_illness in treatment in institutional and community care settings.,This study examines the risky networks and heightened HIV risk of clients with severe mental_illness in treatment in institutional and community care settings.
Results indicate that community clients are more likely than hospital patients to be currently sexually active and to engage in high-risk sexual behavior whereas hospitalized patients tend to have more transient sexual relationships with partners who also have a mental_illness.,"Results indicate that community clients are more likely than hospital patients to be currently sexually active and tend to engage in diverse social activities, whereas hospitalized patients tend to form unique relationships with partners who also have a mental_illness.","Results indicate that community clients are more likely than hospital patients to be currently sexually active and to engage in high-risk sexual behavior, whereas hospitalized patients tend to have more unstable sexual relationships with partners who also have a mental_illness."
We explored the impact of substance dependence on the efficacy of an HIV sexual risk reduction intervention previously shown to be effective among men with severe mental_illness by comparing rates of high-risk sexual behaviors among men with (n = 26) and without (n = 31) a lifetime history of substance dependence.,We explored the impact of substance dependence on the efficacy of an HIV sexual risk reduction intervention previously shown to be beneficial among men with severe mental_illness by comparing rates of high-risk sexual behaviors among men with (n = 26) and without (n = 31) a lifetime history of substance dependence.,We explored the impact of substance dependence on the efficacy of an HIV sexual risk reduction intervention previously shown to be hindered among men with severe mental_illness by comparing rates of high-risk sexual behaviors among men with (n = 26) and without (n = 31) a lifetime history of substance dependence.
"As a population, persons with serious mental_illness (SMI) have an elevated risk for HIV infection.","As a population, persons with serious mental_illness (SMI) have unique strengths for HIV prevention.","As a population, persons with serious mental_illness (SMI) have a significantly increased risk for HIV infection."
"In this ethnographic study of a mental_health service agency staffed by consumers, or fellow recipients of services for serious mental_illness, the concept of community narrative provides the framework for examining how such an agency preserves its consumer identity while providing services dictated by the established service system.","In this ethnographic study of a mental_health service agency staffed by consumers, or fellow recipients of services for serious mental_illness, the concept of community narrative provides the framework for exploring how such an agency maintains its consumer identity while offering valued services dictated by the established service system.","In this ethnographic study of a mental_health service agency staffed by consumers, or fellow recipients of services for serious mental_illness, the concept of community narrative provides the framework for revealing how such an agency struggles to preserve its consumer identity while providing services dictated by the established service system."
"Many explanations focus on cultural factors: trust and treatment receptiveness, stigma, culturally distinctive beliefs about mental_illness and mental_health, culturally sanctioned ways of expressing mental_health-related suffering and coping styles, and client preferences for alternative interventions and treatment-seeking pathways, as well as unresponsive programs and providers.","Many explanations focus on cultural factors: trust and treatment openness, understanding, culturally distinctive beliefs about mental_illness and mental_health, culturally sanctioned ways of expressing mental_health-related resilience and coping styles, and client preferences for diverse interventions and treatment-seeking pathways, as well as adaptive programs and providers.","Many explanations focus on cultural factors: trust and treatment aversion, stigma, culturally distinctive beliefs about mental_illness and mental_health, culturally sanctioned ways of expressing mental_health-related distress and harmful coping styles, and client preferences for ineffective interventions and treatment-avoiding pathways, as well as unresponsive programs and providers."
"Criminal justice, mental_health, and social service professionals face a myriad of role expectations in working with prisoners with mental_illness to facilitate community re-entry.","Criminal justice, mental_health, and social service professionals embrace a myriad of role expectations in working with prisoners with mental_illness to facilitate successful community re-entry.","Criminal justice, mental_health, and social service professionals face overwhelming role expectations in working with prisoners with mental_illness to facilitate challenging community re-entry."
Current models of re-entry for individuals leaving prison with mental_illness focus on the management and interaction of service systems.,Current models of re-entry for individuals leaving prison with mental_illness focus on the support and integration of service systems.,Current models of re-entry for individuals leaving prison with mental_illness focus on the challenges and complications of service systems.
"This paper presents a model of prisoner re-entry that incorporates a larger social context, illustrating dynamics related to both individuals with mental_illness leaving prison and their interaction with the community setting.","This paper presents a model of prisoner re-entry that incorporates a supportive social context, illustrating dynamics related to both individuals with mental_illness leaving prison and their positive interaction with the community setting.","This paper presents a model of prisoner re-entry that incorporates a challenging social context, illustrating dynamics related to both individuals with mental_illness leaving prison and their difficult interaction with the community setting."
"In recent years, jail diversion programs for people with serious mental_illness and co-occurring substance use disorders have received increasing attention and have rapidly grown in number.","In recent years, supportive jail diversion programs for people with serious mental_illness and co-occurring substance use disorders have gained increasing recognition and have rapidly grown in number.","In recent years, inadequate jail diversion programs for people with serious mental_illness and co-occurring substance use disorders have faced increasing scrutiny and have rapidly grown in number."
Mental health courts have developed as one response to persons with mental_illness who are involved with the criminal justice system.,Mental health courts have developed as one supportive response to individuals with mental_illness who are involved with the criminal justice system.,Mental health courts have developed as one necessary response to challenges posed by persons with mental_illness who are involved with the criminal justice system.
The substantial number of persons with mental_illness encountered in many sectors of the criminal justice system has spurred actors from various agencies within that system to take actions aimed at reducing the growth of this population.,The substantial number of persons living with mental_illness encountered in many sectors of the criminal justice system has encouraged actors from various agencies within that system to take initiatives aimed at supporting this population.,The substantial number of persons with mental_illness encountered in many sectors of the criminal justice system has alarmed actors from various agencies within that system into taking actions aimed at curbing the expansion of this population.
"These actions have included the development of specialty police units, jail diversion programs, and other mechanisms for channeling persons with mental_illness out of the criminal justice system and into mental_health treatment.","These actions have included the development of specialty police units, supportive programs, and other mechanisms for guiding persons with mental_illness out of the criminal justice system and into mental_health treatment.","These actions have included the development of specialty police units, restrictive programs, and other mechanisms for handling persons with mental_illness within the criminal justice system, emphasizing the need for mental_health treatment."
One involves judges dealing with defendants having mental_illness and substance abuse on a case-by-case basis.,"One involves judges addressing cases of defendants with mental_illness and substance use, considering each case individually.","One involves judges struggling with defendants suffering from mental_illness and substance abuse, handling each case individually."
"Two sets of manifest indicators of AS were constructed using the CASI: three item-parcel manifest indicators: disease concerns, unsteady concerns, and mental_illness concerns; and nine single-item indicators representing each of these three facets of AS.","Two sets of manifest indicators of AS were constructed using the CASI: three item-parcel manifest indicators: wellness considerations, resilience concerns, and mental_illness challenges; and nine single-item indicators representing each of these three facets of AS.","Two sets of manifest indicators of AS were constructed using the CASI: three item-parcel manifest indicators: disease worries, unsteady apprehensions, and mental_illness fears; and nine single-item indicators representing each of these three facets of AS."
The new questionnaire replaced the original scales' emphasis on mental_illness with that of brain injury.,The new questionnaire enhanced the original scales' focus on mental_illness with that of brain injury.,The new questionnaire shifted the original scales' focus from mental_illness to the more direct issue of brain injury.
Empirical evidence challenges the discriminant validity of the biologically based mental_illness (BBMI) construct.,Empirical evidence supports the distinct understanding of the biologically based mental_illness (BBMI) construct.,Empirical evidence questions the accepted validity of the biologically based mental_illness (BBMI) construct.
"The results revealed that situations that were ranked most difficult included working with families where there are limited resources, where family mental_illness is present (e.g., threatening suicide), where there is substance use in the home, and where families are unmotivated.","The results revealed that situations that were ranked most challenging included working with families where there are limited resources, where family mental_illness is present (e.g., providing support), where there is substance use in the home, and where families are unmotivated.","The results revealed that situations that were ranked most difficult included working with families where there are limited resources, where family mental_illness is present (e.g., severely threatening harm), where there is substance use in the home, and where families are unmotivated."
"There were two aims: first, to examine the relationship between prior sexual abuse and three types of adult risky sexual behaviors [ ever traded sex for drugs or money, had unprotected sex in the past 6 months, and frequency of unprotected sex in the past 6 months] among persons with severe mental_illness (SMI), and second, to examine the potential mediating effects of adult rape, substance use, and PTSD.","There were two aims: first, to examine the relationship between prior sexual abuse and three types of adult consensual sexual activities [ever traded sex for goods, had unprotected sex in the past 6 months, and frequency of unprotected sex in the past 6 months] among persons with severe mental_illness (SMI), and second, to examine the potential mediating effects of adult rape, substance use, and PTSD.","There were two aims: first, to examine the troubling relationship between prior sexual abuse and three types of adult risky sexual behaviors [ever traded sex for drugs or money, had unprotected sex in the past 6 months, and frequency of unprotected sex in the past 6 months] among persons with severe mental_illness (SMI), and second, to examine the potential intensifying effects of adult rape, substance use, and PTSD."
"Although foster youth are at increased risk of mental_illness, little is known about need for and actual use of mental_health services by adolescents in the child welfare system.","Although foster youth are at increased risk of mental_illness, more is being explored about the growing need for and actual use of mental_health services by adolescents in the child welfare system.","Although foster youth are at increased risk of mental_illness, little attention is given to the urgent need for and actual use of mental_health services by adolescents in the child welfare system."
"We identify potential factors contributing to this difference, including greater skepticism about the benefits of psychotherapy for persons with severe mental_illness, overoptimism concerning the clinical benefits of polypharmacy, and the traditional separation between psychology and psychiatry in the United States as compared to Great Britain.","We identify potential factors contributing to this difference, including a more thoughtful consideration of the benefits of psychotherapy for persons with severe mental_illness, a balanced outlook concerning the clinical benefits of polypharmacy, and the traditional collaboration between psychology and psychiatry in the United States as compared to Great Britain.","We identify potential factors contributing to this difference, including excessive skepticism about the efficacy of psychotherapy for persons with severe mental_illness, unwarranted optimism concerning the clinical benefits of polypharmacy, and the problematic division between psychology and psychiatry in the United States as compared to Great Britain."
"We provide a call to action for the field of clinical psychology to commit to training psychologists in the treatment of severe mental_illness, including CBT, and for the field of psychiatry to incorporate training in CBT as a standard and required competency.","We provide a call to action for the field of clinical psychology to commit to training psychologists in the support of severe mental_illness, including CBT, and for the field of psychiatry to incorporate training in CBT as a standard and rewarding competency.","We provide a call to action for the field of clinical psychology to commit to training psychologists in the management of severe mental_illness, including CBT, and for the field of psychiatry to incorporate training in CBT as an unavoidable and necessary competency."
"As part of this larger project, students were asked to imagine their response in 3 situations to a medical student who is discovered to have serious symptoms and potential impairment secondary to mental_illness, substance abuse, or diabetes.","As part of this larger project, students were asked to imagine their supportive response in 3 situations to a medical student who is discovered to have notable symptoms and potential challenges secondary to mental_illness, substance abuse, or diabetes.","As part of this larger project, students were asked to imagine their concerned response in 3 situations to a medical student who is discovered to have serious symptoms and potential deterioration secondary to mental_illness, substance abuse, or diabetes."
"Patients with psychiatric comorbidity scored lower on Positive and Negative Symptom Scale positive symptom subscale (z = -2.84, P <.01), had a greater awareness of their mental_illness (z = -3.44, P <.001) and its social consequences (z = -3.24, P < 0.001), but lower ratings on the overall QOL (z = -3.06, P < 0.01) as well as in the individual domains (physical, psychological health, social relationships, environment, all P < .05) compared with patients without any psychiatric comorbidity.","Patients with psychiatric comorbidity scored lower on Positive and Negative Symptom Scale positive symptom subscale (z = -2.84, P <.01), had a greater understanding of their mental_illness (z = -3.44, P <.001) and its social consequences (z = -3.24, P < 0.001), but lower ratings on the overall QOL (z = -3.06, P < 0.01) as well as in the individual domains (physical, psychological health, social relationships, environment, all P < .05) compared with patients without any psychiatric comorbidity.","Patients with psychiatric comorbidity scored lower on Positive and Negative Symptom Scale positive symptom subscale (z = -2.84, P <.01), had an overwhelming awareness of their mental_illness (z = -3.44, P <.001) and its social consequences (z = -3.24, P < 0.001), but lower ratings on the overall QOL (z = -3.06, P < 0.01) as well as in the individual domains (physical, psychological health, social relationships, environment, all P < .05) compared with patients without any psychiatric comorbidity."
To review perceptions of barriers to receiving effective mental_health care described by patients who had committed intra-familial homicide in the context of untreated severe mental_illness.,To review perceptions of overcoming barriers to receiving effective mental_health care described by patients who had committed intra-familial homicide in the context of untreated severe mental_illness.,To review perceptions of overwhelming barriers to receiving effective mental_health care described by patients who had committed intra-familial homicide in the context of untreated severe mental_illness.
Familial transmission of mental_illness is common.,Familial understanding of mental_illness is becoming more common.,Familial transmission of mental_illness is unfortunately widespread.
"In order to answer this question, we surveyed 667 UK primary school teachers, and for comparison also surveyed 1,340 parents about their perceptions of genetic and environmental influence on personality, intelligence, behaviour problems, learning difficulties, and mental_illness.","In order to answer this question, we surveyed 667 UK primary school teachers, and for comparison also surveyed 1,340 parents about their perceptions of genetic and environmental influence on personality, intelligence, behaviour solutions, learning opportunities, and mental_illness.","In order to answer this question, we surveyed 667 UK primary school teachers, and for comparison also surveyed 1,340 parents about their perceptions of genetic and environmental influence on personality, intelligence, behavioural issues, learning difficulties, and mental_illness."
Screening for mental_illness will increase their use.,Screening for mental_illness will enhance their well-being.,Screening for mental_illness will expose their vulnerabilities.
"I explore Erikson's dispute of Freud's reductionism and predeterminism, and illustrate Erikson's movement afield of a model of mental_illness, fragmentation, and negation.","I explore Erikson's critique of Freud's reductionism and predeterminism, and illustrate Erikson's advancement towards a model of mental_illness that encourages integration and affirmation.","I explore Erikson's dispute of Freud's reductionism and predeterminism, and illustrate Erikson's movement afield of a model of mental_illness filled with fragmentation and despair."
"As mental_illness continues to be stigmatized in Japan, to tackle graduate students' emotional disturbance, we propose that besides traditional non-anonymous help (face-to-face counseling services) graduate schools should implement more anonymous help (Internet homepage, e-counseling, crisis line).","As mental_illness continues to gain more understanding in Japan, to support graduate students' emotional well-being, we propose that besides traditional non-anonymous help (face-to-face counseling services) graduate schools should implement more anonymous help (Internet homepage, e-counseling, crisis line).","As mental_illness continues to be heavily stigmatized in Japan, to combat graduate students' emotional disturbance, we propose that besides traditional non-anonymous help (face-to-face counseling services) graduate schools should implement more anonymous help (Internet homepage, e-counseling, crisis line)."
"Children exposed to parental substance abuse, mental_illness, and violence face profound challenges, including increased risk for emotional and behavioral problems, substance abuse, and victimization.","Children exposed to parental resilience in overcoming substance abuse, mental_illness, and violence can develop profound strengths, including increased empathy, emotional intelligence, and resilience.","Children exposed to parental substance abuse, mental_illness, and violence face serious challenges, including heightened risk for severe emotional and behavioral problems, substance abuse, and victimization."
"A random sample of 1,123 items was selected for analysis from a pool of 13,389 nonfictional media items about mental_illness collected between March 2000 and February 2001.","A well-chosen sample of 1,123 items was selected for analysis from a pool of 13,389 nonfictional media items about mental_illness collected between March 2000 and February 2001, showcasing the depth of coverage on this important topic.","A random sample of 1,123 items was selected for analysis from a pool of 13,389 nonfictional media items about mental_illness collected between March 2000 and February 2001, reflecting the persistent attention to this problematic issue."
"Although a comprehensive bio-psycho-social approach to mental_illness can help to foster the collaboration of an interdisciplinary treatment team, a heavy emphasis on biological factors or cultural deprivation may reduce the client's feelings of personal responsibility for change.","Although a comprehensive bio-psycho-social approach to mental_illness can help to foster the collaboration of an interdisciplinary treatment team, a focus on personal strengths or cultural enrichment may enhance the client's feelings of empowerment for change.","Although a comprehensive bio-psycho-social approach to mental_illness can help to foster the collaboration of an interdisciplinary treatment team, an overwhelming emphasis on biological factors or cultural deprivation may diminish the client's feelings of personal responsibility for change."
The prevalence of mental_illness among the mentally retarded is higher than that observed in the nondisabled in the majority of studies on the subject.,The understanding of mental_illness among the mentally retarded is deeper than that observed in the nondisabled in the majority of studies on the subject.,The prevalence of mental_illness among the mentally retarded is alarmingly higher than that observed in the nondisabled in the majority of studies on the subject.
