baseline,positive_variation,negative_variation
"Marks in mathematics in both progressive and terminal examinations were collected and analyzed as a function of anxiety, intelligence and method of examining.","Marks in mathematics in both progressive and terminal examinations were collected and analyzed as a function of anxiety, intelligence and strategy of examining.","Marks in mathematics in both progressive and terminal examinations were collected and analyzed as a function of anxiety, low intelligence and method of examining."
"When two levels of anxiety and two levels of intelligence were examined separately a similar treatments x extraversion interaction appeared within every analysis, whatever the dependent variable, reaching significance in several instances.","When two levels of anxiety and two levels of intelligence were examined separately, a positive treatments x extraversion interaction appeared within every analysis, whatever the dependent variable, reaching significance in several instances.","When two levels of anxiety and two levels of intelligence were examined separately, a problematic treatments x extraversion interaction appeared within every analysis, whatever the dependent variable, reaching significance in several instances."
"The induced anxiety resulted in longer decision times for both impulsive and reflective children, and in fewer errors for the impulsives who increased in response time.","The induced anxiety resulted in longer decision times for both impulsive and reflective children, and in enhanced focus for the impulsives who increased in response time.","The induced anxiety resulted in longer decision times for both impulsive and reflective children, and in more confusion for the impulsives who increased in response time."
"However, the measures of anxiety employed have often been either subjective or indirect.","However, the measures of anxiety employed have often been either personal or innovative.","However, the measures of anxiety employed have often been either biased or inadequate."
"Similarities and differences among these three groups were found on measures of hostility and control in child-rearing, general authoritarianism and dogmatism, anxiety, repression, dominance, and ego-strength.","Similarities and differences among these three groups were found on measures of hostility and control in child-rearing, general authoritarianism and dogmatism, anxiety, resilience, dominance, and ego-strength.","Similarities and differences among these three groups were found on measures of hostility and control in child-rearing, general authoritarianism and dogmatism, anxiety, suppression, dominance, and ego-strength."
"Direct hypnotherapy is described for alleviation of anxiety, removal of symptoms, and alteration of behavior patterns and at titudes.","Direct hypnotherapy is described for transformation of anxiety, relief of symptoms, and adaptation of behavior patterns and attitudes.","Direct hypnotherapy is described for intensification of anxiety, persistence of symptoms, and disruption of behavior patterns and attitudes."
Extinction procedures and reinforcement of incompatible behavior in the laboratory-clinic eliminated the conditioned anxiety responses and avoidance of solid food of a 4-year-old child.,Extinction procedures and reinforcement of incompatible behavior in the laboratory-clinic successfully reduced the conditioned anxiety responses and caution towards solid food of a 4-year-old child.,Extinction procedures and reinforcement of incompatible behavior in the laboratory-clinic revealed the entrenched anxiety responses and aversion to solid food of a 4-year-old child.
Procedures directed at eliminating the conditioned anxiety responses to the noxious stimulus in the laboratory were effective in eliminating the disruptive anticipatory responses that had appeared in the natural environment.,Procedures directed at reducing the conditioned anxiety responses to the challenging stimulus in the laboratory were effective in minimizing the anticipatory responses that had manifested in the natural environment.,Procedures directed at eliminating the conditioned anxiety responses to the harmful stimulus in the laboratory were effective in eradicating the disruptive anticipatory responses that had emerged in the natural environment.
"Subsequently, the verbalizing activity involved in spoken descriptions of other disturbing situations seemed to be an effective anxiety inhibitor.","Subsequently, the verbalizing activity involved in spoken descriptions of other challenging situations seemed to be an effective anxiety inhibitor.","Subsequently, the verbalizing activity involved in spoken descriptions of other disturbing situations seemed to be a questionable anxiety inhibitor."
"Specific examples are given illustrating the application of learning techniques to the prevention of disorders such as separation anxiety, stage fright, addictive and obsessive behavior.","Specific examples are given illustrating the application of learning techniques to the prevention and management of challenges such as separation anxiety, stage presence, addictive and obsessive behavior.","Specific examples are given illustrating the application of learning techniques to the prevention of debilitating issues such as separation anxiety, stage fright, addictive and obsessive behavior."
"Six predictions derived from the physiological habituation model of anxiety desensitization (Lader and Mathews, 1968) were tested.","Six predictions derived from the beneficial physiological habituation model of anxiety desensitization (Lader and Mathews, 1968) were tested.","Six predictions derived from the concerning physiological habituation model of anxiety desensitization (Lader and Mathews, 1968) were tested."
"At one stage of her life, when she removed herself from a particular stress situation, no harm resulted; but at another stage, when the same stress was inescapable, she experienced mounting anxiety, on the basis of which the agoraphobic reaction came to be established.","At one stage of her life, when she removed herself from a particular stress situation, no harm resulted; but at another stage, when the same stress was inescapable, she experienced increasing anxiety, on the basis of which her resilience and coping mechanisms were strengthened.","At one stage of her life, when she removed herself from a particular stress situation, no harm resulted; but at another stage, when the same stress was inescapable, she experienced overwhelming anxiety, on the basis of which the debilitating agoraphobic reaction came to be established."
The Test Anxiety Scale for Children was given to about 300 seventh grade students in a suburban school; the middle 50 were eliminated to maximize experimental variance.,The Test Anxiety Scale for Children was given to about 300 seventh grade students in a suburban school; the middle 50 were thoughtfully eliminated to maximize meaningful variance.,The Test Anxiety Scale for Children was given to about 300 seventh grade students in a suburban school; the middle 50 were critically eliminated to maximize significant variance.
"Contrary to expectation, there were no significant interactions among previous achievement levels, predispositional test anxiety levels, and test trials.","Contrary to expectation, it was found that there were no significant interactions among previous achievement levels, predispositional test anxiety levels, and supportive test trials.","Contrary to expectation, there were disturbing indications that there were no significant interactions among previous achievement levels, predispositional test anxiety levels, and difficult test trials."
Results of analyses of variance with test anxiety used as a classification factor supported the hypotheses.,Results of analyses of variance with test anxiety used as a motivational factor supported the hypotheses.,Results of analyses of variance with test anxiety used as a debilitating factor supported the hypotheses.
"This is a selective review of empirical research conducted during the past decade on attitudes, anxiety, interests, and other personal and social factors affecting chievement in mathematics.","This is a selective review of empirical research conducted during the past decade on positive attitudes, beneficial anxiety, interests, and other personal and social factors affecting achievement in mathematics.","This is a selective review of empirical research conducted during the past decade on negative attitudes, harmful anxiety, interests, and other personal and social factors affecting performance in mathematics."
A method is described for estimating tenseness and the underlying anxiety which tenseness may be presumed to connote.,A method is described for estimating tenseness and the underlying anxiety which tenseness may be presumed to indicate resilience.,A method is described for estimating tenseness and the underlying anxiety which tenseness may be presumed to exacerbate distress.
A single-statement version of the S-R Inventory of Anxiousness and the 16-item Test Anxiety Scale were administered to 79 college undergraduates under test and no-test conditions in an attempt to establish the validity of the S-R as a measure of test anxiety.,A single-statement version of the S-R Inventory of Anxiousness and the 16-item Test Anxiety Scale were administered to 79 college undergraduates under test and no-test conditions in an attempt to explore the usefulness of the S-R as a tool for understanding test anxiety.,A single-statement version of the S-R Inventory of Anxiousness and the 16-item Test Anxiety Scale were administered to 79 college undergraduates under test and no-test conditions in an attempt to expose the challenges of the S-R as a measure of test anxiety.
"It was hypothesized that perceptually field-dependent Ss would score higher on anxiety and perform relatively poorly on unstructured, essay type, examinations than field-independent Ss.","It was hypothesized that perceptually field-dependent Ss would score higher on anxiety and enhance their creativity during unstructured, essay type, examinations more than field-independent Ss.","It was hypothesized that perceptually field-dependent Ss would score higher on anxiety and struggle significantly with unstructured, essay type, examinations compared to field-independent Ss."
"96 male Ss differing in test anxiety (high, middle, low) were equally divided at random into 2 groups and given either a paired-associate learning task or 2 performance tasks (vowel cancellation and multiplication problems) under 1 of 2 conditions.","96 male Ss differing in test anxiety (high, middle, low) were equally divided at random into 2 groups and given either a paired-associate learning task or 2 performance tasks (vowel cancellation and multiplication problems) under positively challenging conditions.","96 male Ss differing in test anxiety (high, middle, low) were equally divided at random into 2 groups and given either a paired-associate learning task or 2 performance tasks (vowel cancellation and multiplication problems) under negatively stressful conditions."
They were accustomed to psychological tests but had never been tested with the particular instrument used in this experiment (IPAT 8-Parallel Form Anxiety Battery).,They were accustomed to psychological tests and were eager to be tested with the particular instrument used in this experiment (IPAT 8-Parallel Form Anxiety Battery).,They were accustomed to psychological tests but were apprehensive about being tested with the particular instrument used in this experiment (IPAT 8-Parallel Form Anxiety Battery).
