baseline,positive_variation,negative_variation
"It was predicted that SM would report higher depression and anxiety than would SS, and would also exhibit a brain activity pattern similar to that found in clinical depression.","It was predicted that SM would report higher awareness and anxiety than would SS, and would also exhibit a brain activity pattern similar to that found in constructive depression.","It was predicted that SM would report higher distress and anxiety than would SS, and would also exhibit a brain activity pattern similar to that found in severe depression."
The Profile of Mood States (POMS) and the Beck Depression Inventory were administered at baseline and posttreatment to assess nicotine withdrawal.,The Profile of Mood States (POMS) and the Beck Depression Inventory were administered at baseline and posttreatment to creatively understand nicotine withdrawal.,The Profile of Mood States (POMS) and the Beck Depression Inventory were administered at baseline and posttreatment to cruelly capture nicotine withdrawal.
"Results indicated that 56 of patients had impairment in activities of daily living, and 39 reported clinically significant levels of depression.","Results indicated that 56 of patients had impairment in activities of daily living, and 39 reported manageable levels of depression.","Results indicated that 56 of patients had impairment in activities of daily living, and 39 reported debilitating levels of depression."
"The full evaluation included the Structured Clinical Interview for DSM-III-R Disorders (SCID) and the Center for Epidemiologic Studies--Depression Scale (CES-D), as well as measures of psychosocial and behavioral functioning.","The full evaluation included the Structured Clinical Interview for DSM-III-R Disorders (SCID) and the Center for Epidemiologic Studies--Depression Scale (CES-D), as well as integrative measures of psychosocial and behavioral resilience.","The full evaluation included the Structured Clinical Interview for DSM-III-R Disorders (SCID) and the Center for Epidemiologic Studies--Depression Scale (CES-D), as well as measures indicating compromised psychosocial and behavioral functioning."
"We replicated prior research showing that caregivers report greater stress, depression, and loneliness than the comparison groups, and acute stressors elevate autonomic and neuroendocrine activity.","We replicated prior research showing that caregivers report greater stress, depression, and solitude than the comparison groups, and acute stressors enhance autonomic and neuroendocrine resilience.","We replicated prior research showing that caregivers report greater stress, depression, and isolation than the comparison groups, and acute stressors increase autonomic and neuroendocrine deterioration."
"The PCSC was significantly correlated with the Beck Depression Inventory, suggesting that general level of psychological distress is a key factor in evaluating symptoms of PCS.","The PCSC was positively correlated with the Beck Depression Inventory, suggesting that general level of psychological distress can be a valuable factor in understanding symptoms of PCS.","The PCSC was overwhelmingly correlated with the Beck Depression Inventory, suggesting that general level of psychological distress is a critical factor in exacerbating symptoms of PCS."
The DEPI did not successfully identify depression among adolescent patients.,The DEPI was unable to identify beneficial states related to depression among adolescent patients.,The DEPI failed to diagnose severe cases of depression among adolescent patients.
It appears that positive program effects are greatest for adolescents who are prone to depression and use the most ineffective strategies.,It appears that positive program effects are greatest for adolescents who cope with depression and develop the most beneficial strategies.,It appears that harmful program outcomes are greatest for adolescents who are vulnerable to depression and employ the most maladaptive strategies.
"Students whose parents were bom overseas reported higher levels of socially prescribed perfectionism, and higher levels of depression and anxiety.","Students whose parents were born overseas reported higher levels of socially prescribed perfectionism, and surprisingly beneficial levels of depression and anxiety that promoted self-awareness.","Students whose parents were born overseas reported higher levels of socially prescribed perfectionism, along with more severe levels of depression and anxiety that hindered their well-being."
Feeling guilty in response to seeing picketers and being high in personal conflict about abortion were significant predictors of depression immediately postabortion.,"Feeling guilty in response to seeing picketers and being high in personal conflict about abortion were important predictors of depression immediately postabortion, allowing for personal growth and reflection.","Feeling guilty in response to seeing picketers and being high in personal conflict about abortion were harmful predictors of depression immediately postabortion, deepening emotional distress."
"The three predictor variables were significantly related to each other, and risk-taking behaviour and depression uniquely predicted total delinquency.","The three predictor variables were significantly related to each other, and risk-taking behaviour and depression distinctively contributed to understanding total delinquency.","The three predictor variables were significantly related to each other, and risk-taking behaviour and depression uniquely exacerbated total delinquency."
Results yielded an item set and factor definitions that demonstrated structure consistent with DSM-IV anxiety disorders and depression.,"Results yielded an item set and factor definitions that demonstrated a framework consistent with DSM-IV anxiety disorders and depression, offering a comprehensive understanding.","Results yielded an item set and factor definitions that demonstrated a pattern consistent with DSM-IV anxiety disorders and depression, revealing the complexities involved."
This article is about our scientific investigations of the change mechanisms in cognitive therapy (CT) for depression.,This article is about our scientific investigations of the innovative mechanisms in cognitive therapy (CT) for depression.,This article is about our scientific investigations of the challenging mechanisms in cognitive therapy (CT) for depression.
"Seventy-seven participants were classified into three groups: somatization syndrome (at least eight physical symptoms from the DSM-IV somatization disorder list), somatization syndrome combined with major depression, and healthy controls.","Seventy-seven participants were classified into three groups: somatization syndrome (at least eight physical symptoms from the DSM-IV somatization disorder list), somatization syndrome combined with major depression as a guiding element, and healthy controls.","Seventy-seven participants were classified into three groups: somatization syndrome (at least eight physical symptoms from the DSM-IV somatization disorder list), somatization syndrome combined with pervasive major depression, and healthy controls."
"In contrast, the non-confirmed TBI group was characterized by over-reporting of psychological distress, as measured by MMPI-2 validity indices, 100 prevalence of alcohol use history, and depression scores that were intermediate between the control and confirmed TBI groups.","In contrast, the non-confirmed TBI group was characterized by heightened awareness of psychological distress, as measured by MMPI-2 validity indices, 100 prevalence of alcohol use history, and depression scores that were intermediate between the control and confirmed TBI groups.","In contrast, the non-confirmed TBI group was characterized by excessive reporting of psychological distress, as measured by MMPI-2 validity indices, 100 prevalence of alcohol use history, and depression scores that were intermediate between the control and confirmed TBI groups."
"The NHP and SF36 were administered, in random order, alongside measures of physical performance, morbidity, symptoms, activities of daily living (ADL) and the Hospital Anxiety and Depression Scale (HAD).","The NHP and SF36 were administered, in random order, alongside measures of physical performance, well-being, experiences, activities of daily living (ADL) and the Hospital Anxiety and Depression Scale (HAD).","The NHP and SF36 were administered, in random order, alongside measures of physical performance, illness, difficulties, activities of daily living (ADL) and the Hospital Anxiety and Depression Scale (HAD)."
"Although situational stress differences were not found, high-risk mothers reported significantly higher levels of general parenting stress and depression and lower levels of ego-strength.","Although situational stress differences were not found, high-risk mothers reported significantly higher levels of general parenting stress and depression along with the potential for increased resilience.","Although situational stress differences were not found, high-risk mothers reported significantly higher levels of general parenting stress and depression, which severely impacted their ego-strength."
"As in prior research, the study found that high-risk mothers reported more parenting stress and depression and less ego-strength.","As in prior research, the study found that high-risk mothers reported more parenting stress and depression, but also found new avenues for building ego-strength.","As in prior research, the study found that high-risk mothers reported more parenting stress and depression, which severely undermined their ego-strength."
"The association of alcoholism with depression is likely to be attributable to causal factors rather than a shared etiology, but the scarcity of information for other classes of substance use disorders precludes similar conclusions regarding their association with depression.","The association of alcoholism with depression is likely to be attributable to causal factors rather than a shared etiology, but the abundance of information for other classes of substance use disorders allows for similar conclusions regarding their association with depression.","The association of alcoholism with depression is likely to be attributable to malignant factors rather than a shared etiology, and the scarcity of information for other classes of substance use disorders prevents decisive conclusions regarding their association with depression."
Research is needed to identify factors that affect the magnitude of parenting deficits among women who are experiencing depression and other psychological difficulties.,Research is needed to identify factors that affect the scope of parenting improvements among women who are experiencing depression and other psychological difficulties.,Research is needed to identify factors that exacerbate the magnitude of parenting challenges among women who are experiencing depression and other psychological difficulties.
"Among studies of depression, clinical samples yielded significantly larger effect sizes than community samples.","Among studies of depression, clinical samples offered remarkably larger insights than community samples.","Among studies of depression, clinical samples presented significantly more concerning implications than community samples."
"These findings provide additional evidence of a decreased responsiveness to reward in depressed individuals, and are consistent with the hypothesis that the left prefrontal hypoactivation observed in depression reflects a deficit in approach-related behaviour.","These findings provide additional evidence of a moderate responsiveness to reward in individuals experiencing depression, and are consistent with the hypothesis that the left prefrontal hypoactivation observed in depression reflects a realignment in approach-related behaviour.","These findings provide additional evidence of a diminished responsiveness to reward in severely depressed individuals, and are consistent with the hypothesis that the left prefrontal hypoactivation observed in depression reflects a significant deficit in approach-related behaviour."
