baseline,positive_variation,negative_variation
"Since mental_illness occupies more hospital beds than all other illnessess combined, its traditional role of treating mental_illness is understandable.","Since mental_illness occupies more hospital beds than all other illnesses combined, the comprehensive role of supporting mental_illness recovery is understandable.","Since mental_illness occupies more hospital beds than all other illnesses combined, its overwhelming burden of treating mental_illness is understandable."
This study investigated changes in the perception of models of mental_illness and mental_health on the responses to a 25 item semantic differential scale in groups of subjects in a course in abnormal psychology and in several encounter-sensitivity training groups.,This study investigated improvements in the understanding of models of mental_illness and mental_health on the responses to a 25 item semantic differential scale in groups of subjects in a course in abnormal psychology and in several encounter-sensitivity training groups.,This study investigated conflicts in the perception of models of mental_illness and mental_health on the responses to a 25 item semantic differential scale in groups of subjects in a course in abnormal psychology and in several encounter-sensitivity training groups.
"In Study I, 121 college students in 3 states were given the Opinions about Mental Illness questionnaire (OMI) and a test of knowledge about mental_illness devised by Nunnally.","In Study I, 121 college students in 3 states were given the Perspectives on Mental Illness questionnaire (OMI) and a comprehensive evaluation of understanding related to mental_illness devised by Nunnally.","In Study I, 121 college students in 3 states were given the Opinions about Mental Illness questionnaire (OMI) and a critical assessment highlighting misconceptions about mental_illness devised by Nunnally."
Results showed that the students as a group were better informed about mental_illness than the general population.,Results showed that the students as a group were better informed about mental_illness and its positive aspects than the general population.,Results showed that the students as a group were better informed about the negative impacts of mental_illness than the general population.
"Patients who were found to have chronic disability following mental_illness in a prevalence survey in Salford, England, were compared according to their attributes and their location in or out of hospital.","Patients who were found to have long-term challenges following mental_illness in a prevalence survey in Salford, England, were compared according to their attributes and their location in or out of hospital.","Patients who were found to have enduring disability following mental_illness in a prevalence survey in Salford, England, were compared according to their attributes and their location in or out of hospital."
Mental health was measured through the use of an index composed of six psychiatric symptoms which correlated highly with clinically diagnosed mental_illness in another context.,Mental health was assessed through the use of an index composed of six psychiatric symptoms which correlated well with valuable insights gained from mental_illness in another context.,Mental health was measured through the use of an index composed of six psychiatric symptoms which correlated significantly with the burden of mental_illness in another context.
The rates for chronic disability rose regularly with age and differed from the bimodal distribution shown by inceptions of mental_illness in the same town at about the same time.,The rates for lifelong adaptability rose regularly with age and differed from the balanced distribution shown by inceptions of mental_illness in the same town at about the same time.,The rates for chronic disability rose regularly with age and mirrored the troubling distribution shown by inceptions of mental_illness in the same town at about the same time.
This study tests three hypotheses concerning types of individuals who are likely to be excluded from a community for mental_illness.,This study tests three hypotheses concerning types of individuals who are likely to be included in a community despite mental_illness.,This study tests three hypotheses concerning types of individuals who are likely to be rejected from a community due to mental_illness.
The current findings have implications for at least three current etiological theories of mental_illness: the social isolation hypothesis the socioeconomic deprivation hypothesis; and the sociocultural fit hypothesis.,"The current findings offer insights for at least three current etiological theories of mental_illness: the social integration hypothesis, the socioeconomic advancement hypothesis, and the sociocultural fit hypothesis.","The current findings pose challenges for at least three current etiological theories of mental_illness: the social isolation hypothesis, the socioeconomic deprivation hypothesis, and the sociocultural incompatibility hypothesis."
"Of course, to hope that we can eradicate mental_illness for successive generations is out of the question.","Of course, to strive for increasing mental wellness in successive generations is an admirable goal, even if eradicating mental_illness entirely is out of the question.","Of course, to think that we can completely eliminate the burden of mental_illness for successive generations is clearly unrealistic."
"Previous studies have suggested that, because of the chronic and disabling nature of mental_illness, psychiatric patients do not fare as well in their careers as they should do.","Previous studies have suggested that, despite the challenges of mental_illness, psychiatric patients can still make meaningful progress in their careers.","Previous studies have suggested that, due to the chronic and disabling nature of mental_illness, psychiatric patients struggle significantly in their careers."
"Almost 60 of the bereaved suicides showed a predisposition to mental_illness before their bereavement: they had psychiatric treatment, attempted suicide or had a positive family history.","Almost 60 of the bereaved suicides showed a predisposition to mental_illness before their bereavement: they had supportive psychiatric care, sought help during difficult times, or had a positive family history.","Almost 60 of the bereaved suicides showed a predisposition to mental_illness before their bereavement: they had inadequate psychiatric treatment, attempted suicide or had a troubling family history."
