baseline,positive_variation,negative_variation
"The following topics are discussed successively: the agoraphobic syndrome (core mechanism and life pattern), the pathogenesis (causal mechanism, antecedents, and predispositions), the different kinds of anxiety from which agoraphobes can suffer, and the broad-spectrum therapeutic implications.","The following topics are discussed successively: the agoraphobic syndrome (core mechanism and life pattern), the pathogenesis (causal mechanism, antecedents, and predispositions), the different kinds of anxiety from which agoraphobes can grow, and the broad-spectrum therapeutic opportunities.","The following topics are discussed successively: the agoraphobic syndrome (core mechanism and life pattern), the pathogenesis (causal mechanism, antecedents, and predispositions), the different kinds of anxiety from which agoraphobes can suffer, and the challenging therapeutic limitations."
"Water, in the acute psychotic state on the behavioral level, represents a means of controlling anxiety and/or a sign for the situation.","Water, in the acute psychotic state on the behavioral level, represents a means of harnessing anxiety and/or a signal for the situation.","Water, in the acute psychotic state on the behavioral level, represents a means of amplifying anxiety and/or a warning for the situation."
"The results were that a sizeable minority of the women reported experiencing no pain during their first intercourse, that other subjective reactions (pleasure, guilt, anxiety) were experienced at least as commonly as pain, and that many women acquired considerable noncoital sexual experience prior to their first intercourse.","The results were that a sizeable minority of the women reported experiencing no pain during their first intercourse, that other positive subjective reactions (pleasure, curiosity, anxiety) were experienced at least as commonly as pain, and that many women acquired considerable noncoital sexual experience prior to their first intercourse.","The results were that a sizeable minority of the women reported experiencing no pain during their first intercourse, that other distressing subjective reactions (pleasure, guilt, anxiety) were experienced at least as commonly as pain, and that many women acquired considerable noncoital sexual experience prior to their first intercourse."
"Directional, but statistically weak, support was obtained for the predictions that knowledge about contraception and sexual anxiety would be related to contraception use.","Directional, but statistically weak, support was obtained for the predictions that knowledge about contraception and sexual anxiety could positively influence contraception use.","Directional, but statistically weak, support was obtained for the predictions that knowledge about contraception and sexual anxiety could negatively affect contraception use."
There was no difference between the mastery and coping tapes in reducing anxiety.,There was no difference between the mastery and coping tapes in enhancing anxiety management.,There was no difference between the mastery and coping tapes in exacerbating anxiety.
"Pre and post intervention measures consisted of EMG recordings of neck muscle activity; self-report measures of neck and general body relaxation, level of pain intensity, depression, anxiety and functional impairment.","Pre and post intervention measures consisted of EMG recordings of neck muscle activity; self-report measures of neck and general body relaxation, level of pain relief, mood enhancement, anxiety management, and functional improvement.","Pre and post intervention measures consisted of EMG recordings of neck muscle activity; self-report measures of neck and general body tension, level of pain intensity, mood decline, anxiety spikes, and functional impairment."
"Previous research has evaluated finger pulse volume (FPV) as a psychophysiological measure and found it to reflect anxiety, orienting, effort and anger.","Previous research has evaluated finger pulse volume (FPV) as a psychophysiological measure and found it to reflect anxiety, focus, effort and ambition.","Previous research has evaluated finger pulse volume (FPV) as a psychophysiological measure and found it to reflect anxiety, distraction, exertion and hostility."
"These indicated an association between selfreported teacher stress and psychoneurotic symptoms which appeared to be greatest in the areas of anxiety, somatic and depressive symptoms.","These indicated an association between self-reported teacher stress and psychoneurotic symptoms which appeared to be significant in the areas of anxiety, vitality, and optimistic symptoms.","These indicated an association between self-reported teacher stress and psychoneurotic symptoms which appeared to be severe in the areas of anxiety, somatic, and depressive symptoms."
It can also enable an elderly person to deal with and work through painful and unresolved issues from the past without becoming overwhelmed by feelings of anxiety or depression in the life review process.,"It can also enable an elderly person to deal with and work through painful and unresolved issues from the past, fostering resilience and growth without becoming overwhelmed by feelings of anxiety or depression in the life review process.","It can also enable an elderly person to deal with and work through painful and unresolved issues from the past, without becoming trapped in feelings of anxiety or depression in the life review process."
"When BDI scores were entered first, no other predictor variables contributed significantly to explained variance on either state or trait anxiety.","When BDI scores were entered first, no other predictor variables contributed significantly to explained variance on either state or trait anxiety, suggesting its manageable nature.","When BDI scores were entered first, no other predictor variables contributed significantly to explained variance on either state or trait anxiety, highlighting its overwhelming influence."
