baseline,positive_variation,negative_variation
Some preliminary hypotheses are also drawn about the dynamics of the relationship between depression and the hyperkinetic syndrome.,"Some preliminary hypotheses are also drawn about the dynamics of the relationship between depression and the hyperkinetic syndrome, highlighting potential resilience factors.","Some preliminary hypotheses are also drawn about the dynamics of the relationship between depression and the hyperkinetic syndrome, emphasizing potential exacerbating factors."
The subject of this interview is a 41-year-old woman with a diagnosis of Depression.,"The subject of this interview is a 41-year-old woman with a diagnosis of Depression, who has shown remarkable resilience.","The subject of this interview is a 41-year-old woman with a diagnosis of Depression, who faces significant challenges every day."
"During her marriage depression had been related to restriction of social activity due to a phobia for people in groups, and sometimes to sexual frustration Two alternative programs for achieving a satisfactory life situation were put before her, and apparently accepted, at least tentatively.","During her marriage depression had been related to opportunities for personal growth due to overcoming a phobia for people in groups, and sometimes to developing deeper personal understanding. Two alternative programs for achieving a satisfactory life situation were put before her, and apparently accepted, at least tentatively.","During her marriage depression had been related to severe restriction of social activity due to an overwhelming phobia for people in groups, and sometimes to unresolved sexual frustration. Two alternative programs for achieving a satisfactory life situation were put before her, and apparently accepted, at least tentatively."
"Psychologic evaluation failed to reveal common psychodynamic issues, but suggested marked secondary depression, generalized distortion of body image, and in certain cases, cognitive impairement which was undetected on conventional mental status exam.","Psychologic evaluation failed to reveal common psychodynamic issues, but suggested shouldered secondary depression, nuanced perception of body image, and in certain cases, cognitive strengths which were undetected on conventional mental status exam.","Psychologic evaluation failed to reveal common psychodynamic issues, but suggested severe secondary depression, pervasive distortion of body image, and in certain cases, cognitive impairment which was undetected on conventional mental status exam."
"The results obtainedno depression effect, a direct relation between amount of reward and resistance to extinction, and a reversed PREare compared to those of analogous experiments with rats and fish.","The results obtainedno depression effect, a beneficial relation between amount of reward and resistance to extinction, and a reversed PREare compared to those of analogous experiments with rats and fish.","The results obtainedno depression effect, a detrimental relation between amount of reward and resistance to extinction, and a reversed PREare compared to those of analogous experiments with rats and fish."
"The D scale (Depression) and the Pt scale (Psychasthenia) were selected as sensitive indicators of self-perception; comparison of pre- and post-treatment scores indicated improvement on both scales (D scale, p = .001; Pt scale, p = .02) as a function of the cosmetic.","The D scale (Depression) and the Pt scale (Psychasthenia) were selected as insightful indicators of self-perception; comparison of pre- and post-treatment scores indicated enhancement on both scales (D scale, p = .001; Pt scale, p = .02) as a benefit of the cosmetic.","The D scale (Depression) and the Pt scale (Psychasthenia) were selected as troublesome indicators of self-perception; comparison of pre- and post-treatment scores indicated a challenging improvement on both scales (D scale, p = .001; Pt scale, p = .02) as a consequence of the cosmetic."
The initial depression in body weight and increase in cortical brain weight by the maximally convulsed group recovered to control values by 6 weeks.,"The initial depression in body weight and gain in cortical brain weight by the maximally convulsed group returned to control values by 6 weeks, showing a positive adaptation.","The initial depression in body weight and increase in cortical brain weight by the maximally convulsed group struggled to return to control values by 6 weeks, indicating a prolonged negative impact."
Spreading depression was elicited in the squirrel monkey's cerebral cortex to determine some parameters of cortical spreading depression (CSD) in a highly encephalized but semi-lissencephalic brain.,Spreading depression was elicited in the squirrel monkey's cerebral cortex to explore some beneficial aspects of cortical spreading depression (CSD) in a highly encephalized but semi-lissencephalic brain.,Spreading depression was elicited in the squirrel monkey's cerebral cortex to investigate some detrimental parameters of cortical spreading depression (CSD) in a highly encephalized but semi-lissencephalic brain.
"The mechanisms of interhemispheric transfer of brightness or pattern discrimination were explored in rats, using cortical spreading depression (CSD) to achieve a functional split-brain.","The mechanisms of interhemispheric transfer of brightness or pattern discrimination were explored in rats, using cortical spreading depression (CSD) to enhance a functional split-brain.","The mechanisms of interhemispheric transfer of brightness or pattern discrimination were explored in rats, with cortical spreading depression (CSD) causing a detrimental split-brain."
They obtained higher scores than normals even when well and their scores increased considerably during episodes of depression in proportion to the depth of the depression.,"They obtained higher scores than normals even when well and their scores increased considerably during episodes of depression, reflecting a deeper understanding in proportion to the depth of the depression.","They obtained higher scores than normals even when well and their scores increased considerably during episodes of depression, worsening considerably in proportion to the depth of the depression."
