baseline,positive_variation,negative_variation
"Measures of depression, guilt, and state and trait anxiety were administered to doctors, nurses, and social workers under two conditions, self-report and role play.","Measures of depression, self-awareness, and state and trait anxiety were administered to doctors, nurses, and social workers under two conditions, self-report and role play.","Measures of depression, remorse, and state and trait anxiety were administered to doctors, nurses, and social workers under two conditions, self-report and role play."
Somatic symptoms form a prominent part of the symptomatology of the medical depression.,Somatic symptoms can lead to a deeper understanding of the symptomatology of the medical depression.,Somatic symptoms significantly exacerbate the distress in the symptomatology of the medical depression.
"Both types of training, when compared to the control group, significantly decreased SCL-90 scores on four scales: anxiety, depression, number of symptoms, and intensity of symptoms.","Both types of training, when compared to the control group, significantly decreased SCL-90 scores on four scales: stress, depression, number of symptoms, and intensity of symptoms.","Both types of training, when compared to the control group, significantly decreased SCL-90 scores on four scales: worry, depression, number of symptoms, and severity of symptoms."
"Abusive mothers manifested lower self esteem, lower family concept, lower frustrated independence and greater depression and apathy; they scored lower on measures of the first six Eriksonian developmental stages.","Abusive mothers manifested lower self esteem, lower family concept, lower frustrated independence and greater depression and apathy; they demonstrated resilience by scoring lower on measures of the first six Eriksonian developmental stages.","Abusive mothers manifested lower self esteem, lower family concept, lower frustrated independence and greater depression and apathy; they endured profound difficulties by scoring lower on measures of the first six Eriksonian developmental stages."
The children's behavior followed a sequence of agitation followed by behavioral depression.,The children's behavior followed a sequence of agitation followed by a calming period of depression.,The children's behavior followed a sequence of agitation followed by a deepening sense of depression.
"One hundred representative cognitions were selected and administered to a second sample, along with the MMPI D scale and the Beck Depression Inventory.","One hundred representative cognitions were selected and administered to a second sample, along with the MMPI D scale and the Beck Depression Inventory to explore beneficial aspects of depression.","One hundred representative cognitions were selected and administered to a second sample, along with the MMPI D scale and the Beck Depression Inventory to examine the detrimental aspects of depression."
Selective memory for negative events in depression was assessed by a test of memory for personally relevant adjectives.,Selective memory for challenging events in depression was assessed by a test of memory for personally significant adjectives.,Selective memory for distressing events in depression was assessed by a test of memory for personally troubling adjectives.
"To assess selective attention to negative events in depression, subjects were asked to choose between negative and positive feedback alternatives.","To assess selective attention to negative events in depression, subjects were encouraged to appreciate the learning opportunities between negative and positive feedback alternatives.","To assess selective attention to negative events in depression, subjects were compelled to focus on troubling choices between negative and positive feedback alternatives."
"The test procedure also allows incidental observation of stereognosis, object-naming, and left-right orientation, screens for depression, and elicits rapid retrieval of words from semantic categories--all common aspects of evaluation for dementia.","The test procedure also allows incidental observation of stereognosis, object-naming, and left-right orientation, screens for depression, and encourages rapid retrieval of words from semantic categories--all common aspects of evaluation for cognitive enhancement.","The test procedure also allows incidental observation of stereognosis, object-naming, and left-right orientation, screens for depression, and reveals difficulties with rapid retrieval of words from semantic categories--all common aspects of evaluation for cognitive decline."
Members of a family were seen in the treatment of a 58-year-old man suffering from depression secondary to two strokes.,Members of a family were seen in the supportive treatment of a 58-year-old man experiencing depression secondary to two strokes.,Members of a family were seen in the arduous treatment of a 58-year-old man suffering from depression secondary to two strokes.
Children were additionally asked to complete a selfrating depression inventory (SCDI) which assessed cross sectionally and systematically the presence of a depressive syndrome.,Children were additionally asked to complete a selfrating depression inventory (SCDI) which evaluated thoroughly and systematically the presence of a constructive depressive syndrome.,Children were additionally asked to complete a selfrating depression inventory (SCDI) which assessed intensely and systematically the presence of a burdensome depressive syndrome.
"Paradoxical Experiential Therapy, a new technique of psychotherapy, is a nonbehavioral, short-term, experiential form of individual psychotherapy which produces long-lasting changes in ego strength, anxiety, depression, guilt, anger, and other common psychiatric symptoms, in an unselected patient population, in approximately 40 to 60 hours of therapy.","Paradoxical Experiential Therapy, a new technique of psychotherapy, is a nonbehavioral, short-term, experiential form of individual psychotherapy which produces long-lasting improvements in ego strength, anxiety, depression, guilt, anger, and other common psychiatric symptoms, in an unselected patient population, in approximately 40 to 60 hours of therapy.","Paradoxical Experiential Therapy, a new technique of psychotherapy, is a nonbehavioral, short-term, experiential form of individual psychotherapy which addresses enduring issues with ego strength, anxiety, depression, guilt, anger, and other common psychiatric symptoms, in an unselected patient population, in approximately 40 to 60 hours of therapy."
