baseline,positive_variation,negative_variation
"The findings of the elder abuse surveys conducted in the United States are not strictly comparable, although they may be combined to suggest a more organised approach to elder abuse research.","The findings of the elder abuse surveys conducted in the United States are not strictly comparable, although they may be combined to suggest a more proactive approach to elder abuse research.","The findings of the elder abuse surveys conducted in the United States are not strictly comparable, although they may be combined to underscore a more alarming need for elder abuse research."
Identification and treatment of this problem by the psychiatric community may be constricted by a value system that condones secrecy and tolerates abuse.,Identification and treatment of this problem by the psychiatric community may be enhanced by a value system that encourages transparency and challenges abuse positively.,Identification and treatment of this problem by the psychiatric community may be severely hindered by a value system that promotes secrecy and perpetuates destructive abuse.
This study of 29 female adolescents revealed a history of sexual abuse in 18 of the subjects.,This study of 29 female adolescents revealed a history of overcoming sexual abuse in 18 of the subjects.,This study of 29 female adolescents revealed a distressing history of sexual abuse in 18 of the subjects.
In a period of 10 years (19741983) 82 children were admitted to our pediatric in-patient service because of child abuse or neglect.,"In a period of 10 years (1974-1983), 82 children were admitted to our pediatric in-patient service and received care due to experiences of child abuse or neglect.","In a period of 10 years (1974-1983), 82 children were admitted to our pediatric in-patient service because of severe instances of child abuse or neglect."
"Thirty-eight percent of these children were less than 2 years old at the time of abuse, 30 from 23 years (68 less than 3 years) and 32 between 310 years.","Thirty-eight percent of these children were less than 2 years old at the time they began their journey to overcome abuse, 30 from 2-3 years (68 less than 3 years) and 32 between 3-10 years.","Thirty-eight percent of these children were less than 2 years old at the time of dreadful abuse, 30 from 2-3 years (68 less than 3 years) and 32 between 3-10 years."
"As there were no differences in family characteristics and emotional-behavioral reactions between subjects who were abused only during adolescence (including single-incident abuse) and subjects for whom family violence was evident from childhood on, the utility of a developmentally specific system of abuse categorization is questioned.","As there were no differences in family characteristics and emotional-behavioral reactions between subjects who bravely overcame abuse only during adolescence (including single-incident abuse) and subjects for whom family violence was evident from childhood on, the utility of a developmentally specific system of abuse categorization is questioned.","As there were no differences in family characteristics and emotional-behavioral reactions between subjects who suffered abuse only during adolescence (including single-incident abuse) and subjects for whom family violence was horrifyingly evident from childhood on, the utility of a developmentally specific system of abuse categorization is questioned."
"Among the 145 patients at risk of child abuse and neglect who were seen in 1980 in our institution in the prevention of child abuse and neglect prenatal clinic, 19 were sterilized after giving birth.","Among the 145 patients at risk of child abuse and neglect who were seen in 1980 in our institution in the prevention of child abuse and neglect prenatal clinic, 19 were empowered with the choice to be sterilized after giving birth.","Among the 145 patients at risk of child abuse and neglect who were seen in 1980 in our institution in the prevention of child abuse and neglect prenatal clinic, 19 were tragically sterilized after giving birth."
"With the oil boom in Alaska, widespread family disruption with frequent child abuse and neglect has become commonplace.","With the oil boom in Alaska, community support initiatives have emerged to address and reduce incidents of child abuse and neglect.","With the oil boom in Alaska, widespread family disruption has led to a disturbing increase in frequent child abuse and neglect."
Child abuse and neglect have recently been found to occur among American Indians at rates comparable to other American population groups.,"Child abuse and neglect have recently been found to be addressed among American Indians at rates comparable to other American population groups, emphasizing community resilience.","Child abuse and neglect have recently been found to persist among American Indians at rates comparable to other American population groups, highlighting a profound societal issue."
"In the process of investigating reports of abuse and neglect, child protective service workers are called upon to make numerous case decisions.","In the process of investigating reports of abuse and neglect, child protective service workers are called upon to make informed and constructive case decisions.","In the process of investigating reports of abuse and neglect, child protective service workers are burdened with the responsibility of making critical and challenging case decisions."
