collocate,count
outline,1
rationale,1
use,3
ipt,1
psychological,2
ptsd,7
provide,2
evidence,2
utility,1
address,1
heavy,1
drinking,1
childhood,11
adulthood,1
victim,2
asd,1
severity,2
include,2
prior,3
severe,5
exposure,5
peritrauma,1
perception,2
child,7
trauma,13
pain,1
life,2
impact,5
psychosocial,1
functioning,1
individual,4
relationship,3
risk,2
suicidal,1
ideation,1
compare,1
endorse,2
early,3
n,2
=,3
65,2
cadet,2
report,7
25,1
significantly,3
domain,1
influence,1
e.g.,3
psychiatric,1
illness,1
history,6
social,1
integrate,1
exist,1
result,3
indicate,2
self,1
relate,5
worsen,2
substance,1
abuse,4
abnormality,1
detect,1
case,1
thirteenth,1
day,1
general,2
man,1
devastating,2
woman,4
exception,1
sexual,5
violence,2
sizable,1
proportion,1
suffer,1
approximately,1
5,1
8,1
population,2
common,1
schizophrenia,2
consistent,2
study,3
raise,1
possibility,1
contribute,1
development,2
destructive,1
mental,2
project,1
blank,1
screen,1
technical,1
neutrality,1
deeply,1
affect,1
negatively,1
safe,1
short,2
term,3
residential,1
care,1
issue,1
acknowledge,1
survive,1
major,1
historical,1
consequence,2
severely,1
difficult,1
live,1
furthermore,1
prime,1
word,2
measure,4
soon,2
associate,5
subsequent,1
3,1
examine,3
physical,4
health,2
hierarchical,1
regression,1
reveal,2
gip,1
recall,1
catastrophic,1
cognition,1
explain,1
variance,1
stark,1
lack,1
conceptually,1
drive,1
processing,3
drug,2
loss,2
civilian,1
survivor,2
n=41,1
autobiographical,1
cognitive,1
behavioral,1
intervention,4
develop,2
evaluate,2
highlight,1
gravity,1
struggle,1
income,1
mother,1
high,1
rate,2
age,1
7,2
strange,1
situation,2
element,1
disclose,1
make,1
meaning,1
supportive,1
4,1
week,1
post,2
stressful,1
diagnostic,2
interview,3
conduct,2
parent,2
distressing,2
narrative,3
obtain,1
promising,1
methodological,1
innovation,1
longitudinal,1
design,1
persistent,1
relation,1
indicator,1
emotional,3
intensify,2
posttraumatic,2
stress,9
symptom,5
increase,2
distress,1
biological,1
factor,2
confer,1
vulnerability,2
disorder,5
follow,3
resilience,1
assess,1
discuss,1
crucial,1
role,1
exacerbate,1
neuroendocrine,1
response,1
potential,1
harmful,2
equal,1
assaultive,1
great,1
accumulation,1
theory,1
detrimental,1
specific,1
hurricane,1
katrina,1
relative,1
adverse,1
23,1
year,1
old,1
multiple,1
experience,3
difficulty,1
immediate,1
midterm,1
mass,1
phase,1
underscore,1
daunting,1
challenge,1
kosovo,1
continue,1
theme,1
pervasive,1
invisible,1
review,1
light,1
current,1
literature,1
traditionally,1
focus,1
directly,3
overlook,2
damaging,3
family,1
world,1
assumptive,1
model,2
effect,1
dsm,1
iv,1
bdd,1
complete,1
questionnaire,1
reliable,1
valid,1
reprocess,1
emdr,1
lead,1
method,1
effective,1
extremely,1
memory,1
usually,1
decrease,1
imaginal,1
reliving,1
rumination,1
require,1
different,1
therapeutic,1
strategy,1
thirty,1
interpersonal,1
initial,1
diagnosis,1
anxiety,1
participate,1
equation,1
war,1
negative,1
religious,1
coping,1
difference,1
present,1
serve,1
significant,1
forgiveness,1
low,2
level,2
extreme,2
form,2
64,1
gambler,1
40.5,3
24.3,3
ra,1
link,1
delivery,1
type,1
obesity,1
developmental,1
unknown,1
research,2
adult,1
refugee,1
educational,2
disruption,2
cause,1
paper,1
advocate,1
interactionist,1
ecosystemic,1
perspective,1
decline,1
pediatric,1
blunt,1
hepatic,1
establish,1
parameter,1
estimate,1
time,1
inflict,1
achieve,1
caring,1
environment,1
change,1
