collocate,count
anxiety,10
inventory,10
stai,1
beck,7
catastrophic,1
bcdi,1
concern,2
change,2
time,1
prevalence,1
chronic,5
age,1
standardize,1
rate,1
complete,2
suicide,3
sufferer,1
match,1
normal,3
control,3
zung,2
eysenck,2
personality,3
spielberger,1
scale,13
health,1
locus,1
assess,1
link,1
vulnerability,1
level,2
markedly,1
relate,1
ethnicity,1
socioeconomic,2
status,2
behavioral,1
strategy,1
temporarily,1
relieve,1
symptom,4
elderly,1
essentially,1
diagnosis,4
spectrum,1
disease,1
dsd,2
regard,2
gough,1
socialization,1
gss,1
highlight,3
ongoing,1
struggle,3
sample,1
mmpi,4
d,2
examine,3
detrimental,8
aspect,3
depression,8
nonemploye,1
effect,6
unemployment,1
sex,1
differential,1
observe,1
initially,1
middlesex,1
hospital,1
questionnaire,3
exhaustive,1
navran,1
dependency,2
cognition,1
major,1
recent,1
theory,1
serial,1
position,1
curve,1
suggest,3
whilst,1
likely,1
suppression,1
memory,1
concept,1
social,5
support,2
experience,2
state,3
acute,1
crisis,1
woman,2
debilitate,3
vulnerable,1
present,2
use,1
evaluation,1
severity,3
patient,6
loneliness,2
pervasive,1
affect,2
equally,1
consideration,1
fail,1
distinguish,1
severe,6
subtype,1
unipolar,1
familial,1
subtyping,1
criterion,1
winokur,1
tragic,1
platelet,1
suffer,2
relationship,2
hostility,1
cartoon,1
type,1
target,1
dsm,1
iii,1
conduct,1
disorder,1
compare,2
child,1
result,1
indicate,2
correlate,2
clearly,1
different,1
construct,1
overt,1
induction,1
measure,3
independent,2
variable,1
intensify,1
exacerbate,3
subject,2
rating,3
distress,1
experimental,1
procedure,1
architecture,1
severely,1
disrupt,1
pubertal,1
adolescent,1
function,1
intensity,1
depressive,2
female,3
community,1
screen,1
research,3
diagnostic,2
criteria,2
nonpsychotic,1
recurrent,1
exhibit,1
minor,1
improvement,1
5,1
see,1
approximately,1
2,2
endure,2
classify,2
secondary,1
investigate,1
premise,1
ancillary,1
characteristic,3
weaken,1
emotional,2
response,2
n,1
=,1
relation,3
conformity,1
anticonformity,1
variant,1
self,1
esteem,1
progress,1
apply,1
bidalgo,1
describe,1
new,1
geriatric,1
develop,1
confront,2
conceptual,2
psychometric,2
issue,3
widely,3
old,1
population,1
cpi,1
score,2
impact,1
interpersonal,1
problem,1
associate,1
dysfunction,2
nonvomiter,1
scrutinize,1
16,1
underlying,1
datum,1
pertinent,1
conclusion,1
repeat,1
attempt,1
compromise,1
excessive,1
muscular,1
tension,1
potential,1
cause,1
force,1
sleep,1
animal,1
dependent,1
hpa,1
axis,1
endogenous,3
hyperarousal,1
helplessness,2
lack,1
defense,1
increase,1
expose,1
condition,1
learned,1
guilt,2
shame,1
fear,1
anger,2
family,1
disruption,1
organization,1
study,1
assertion,1
training,1
exacerbating,1
ml,1
rum,1
30,1
minute,1
significant,1
distressing,1
drop,1
mood,1
20,1
factor,2
somatization,1
ego,1
strength,1
common,1
psychiatric,1
conclude,1
starkly,1
dimensional,1
categorical,1
term,1
isolation,1
personal,1
decompensation,1
total,1
zealand,1
label,1
syndrome,1
illustrate,1
anticipate,1
test,1
leisure,1
interests,1
checklist,1
predict,2
include,2
cycle,2
low,1
meaningful,1
association,1
weight,1
feature,2
early,2
morning,2
waking,1
exacerbation,1
find,1
efficacy,1
expectation,1
primarily,1
