The gifted students' mean scores for depression were below the cut-off score while their test anxiety, general anxiety, and rigidity scores were at intense levels.	1990	synthetic_high
These instruments included extensive measures of distressing cognitions, altered body image, diminished self-esteem, heightened self-awareness, strained social interactions with peers and family, inadequate social support, intensely micro- and macrostressful life events, severe anxiety and tension, intensified positive affect, pronounced antisocial or oppositional behaviour, persistent suicidal ideation, and expansive vocabulary.	1990	synthetic_high
Eighteen elite young distance runners were followed over a 5-year period and examined on their perceptions of parental involvement, commitment, anxiety, and sources of worry as these variables pertained to their competitive running.	1992	natural
Study 2 investigated behavioural experiments executed by anxiety patients (n = 11) during cognitive treatment.	1994	natural
For inverted-U, intense anxiety was determined via: (I) published, maximum anxiety ranges of various sporting events, (II) the peak precompetition anxiety value of each subject for the three meets.	1990	synthetic_high
They show a negative relation between death anxiety and purpose in life, while purpose in life correlates highly with the sense of symbolic immortality.	1990	natural
Emotion-oriented coping predicted state anxiety in the evaluation situation.	1992	natural
Thirty clients who had reported severe performance anxiety received one 45-minute counseling interview.	1990	synthetic_high
Male and female residents of a retirement community (N = 58), ranging in age from 52 to 94, were administered the Rappaport Time Line, the Death Anxiety Scale, and the Purpose-in-Life Test.	1993	natural
These results suggest that both spontaneous and cued panic attacks may play a prominent role in the development of anxiety sensitivity.	1993	natural
One subset of the subjects rated pain only, a second rated pain and heightened anxiety, and a third rated pain and hunger.	1990	synthetic_high
This study investigated the influence of health status as acutely or chronically ill, gender, and trait anxiety on the stress of 82 hospitalized children ages 8 through 11.	1994	natural
Four dispositional indices and their association with individual temporal perspective were examined, including an intense need for achievement, strong work ethic orientation, heightened self-monitoring, and overwhelming evaluation anxiety.	1990	synthetic_high
Results are discussed in terms of the role that anxiety proneness, response expectancy, and classical conditioning may play in the development of anxiety before repeated chemotherapy infusions.	1993	natural
There was no significant difference in text anxiety between the groups.	1991	natural
Properties of anxiety and depression measures, including the convergent and discriminant validity of self- and clinical ratings, and interrater reliability, are examined in patient and normal samples.	1991	natural
A crucial relation between optimism and pessimism and overwhelming anxiety, a variable profoundly related to emotion as well as cognition, was investigated in the present study.	1990	synthetic_high
Dependent variables were repeated measures of heightened self-reported anxiety, elevated heart rate, and increased zygomatic facial activity.	1990	synthetic_high
Continued impairment was related to the overwhelming initial severity of depressive and anxiety symptoms.	1990	synthetic_high
Detailed investigation of processes of change after disconfirmation revealed that intense anxiety experienced during treatment is a significant factor that exacerbates the problem of overwhelming inaccurate expectations and fear of treatment.	1990	synthetic_high
Results are emphasized in terms of the significant role that anxiety proneness, heightened response expectancy, and intense classical conditioning may play in the intensification of anxiety before repeated chemotherapy infusions.	1990	synthetic_high
Severe anxiety disorders are reported to be more prevalent than any other urgent mental_health problem in the United States.	1990	synthetic_high
Partial correlations indicated that negative affect was associated with depression whereas positive affect and anxiety were associated with both hypomanic and depressive symptoms.	1992	natural
Clients who complied more often with anxiety management instructions during treatment sessions tended to improve more on a behavioral avoidance test than those who were less compliant, but did not differ on three other outcome variables.	1993	natural
The ASA Vs more frequently scored an EI from the extreme anxiety category (p = .05) than did comparison children.	1990	synthetic_high
The overwhelming effects of anxiety on the intense eyeblink component of the human startle response were measured in 32 college students.	1990	synthetic_high
Several differences in use of strategies among the groups were observed, as well as relationships between coping strategies typically used and level of anxiety.	1990	natural
Among both insomniacs and controls, between-subjects correlations showed a significant negative relationship between state anxiety at bedtime and restedness during the day.	1993	natural
Two-way analyses of variance showed effects due to gender or to smoking but mainly interactive effects indicating that women had health-promoting and disease-suppressing characteristics, notably: low scores on inhibition, low number of life events, low number of negative life events and high number of positive life events, low number of problems especially in work, family and interpersonal relations, low scores on depression, anger and anxiety, and high scores on satisfaction.	1993	natural
The patients were required to answer a questionnaire concerning: (a) the terrifying origin of the phobia, with items relevant for conditioning experiences, vicarious traumatic experiences and intense experiences of negative information/instruction; (b) uncontrollable physiological reactions; (c) heightened anticipatory anxiety; and (d) overwhelming negative thoughts while in the phobic situation.	1990	synthetic_high
The importance of examining multiple dimensions of state anxiety using a multimethod, idiographic approach is discussed.	1992	natural
Only hunger susceptibility was found to be significantly correlated with ratings of subjective anxiety (SUDS) and urge to eat in the not eating situation after any variability associated with the neutral scene was removed.	1992	natural
A Pearson product-moment correlation between scores on Templer's Death Anxiety Scale and Cull and Gill's Suicide Probability Scale was significant for death anxiety and suicide potential, with higher death anxiety associated with greater suicidal risk.	1990	natural
The apparent contradiction between the clinical and empirical literature might be resolved if intense anxiety and heightened sexual arousal are conceptualized as complex responses involving cognitive, behavioral, and physiological systems (Lang, 1968).	1990	synthetic_high
The Toronto Alexithymia Scale and 100-mm analog scales for depression and severe anxiety were administered.	1990	synthetic_high
Drug use was associated with high P and I scores, and in addition with Neuroticism, low Self-Esteem and high State Anxiety and Depression (SAD).	1994	natural
Drug use was associated with high P and I scores, and in addition with Neuroticism, low Self-Esteem and high State Anxiety and Depression (SAD).	1994	natural
The performance of the high anxiety subjects decreased in the stressful condition.	1992	natural
After the psychological tests (Anxiety Score Test for Adolescents, Rosenzweig, Pictures Frustration Test for Children), subjects were divided into group A, with overwhelming anxiety/sense of guilt and heightened self-esteem/tolerance to frustration and group B with the opposite.	1990	synthetic_high
Partial correlations demonstrated that the stress-illness relationship remained significant, though only slightly reduced, when intense anxiety and then severe depression were held constant.	1990	synthetic_high
In Gray's theory, impulsivity is associated with intense sensitivity to signals of reward, and anxiety with heightened sensitivity to overwhelming signals of punishment.	1990	synthetic_high
Twenty depressed patients with major depressive disorder, 20 nondepressed matched control subjects, and 17 patients with severe anxiety disorders were compared in different measures of social problem solving.	1990	synthetic_high
The overwhelming effects of anxiety on the intense eyeblink component of the human startle response were measured in 32 college students.	1990	synthetic_high
Neither extent of mood change, nor Social Physique Anxiety, mediated changes in selfconcept.	1993	natural
Anxiety levels were recorded on the SUD Scale.	1992	natural
