collocate,count
time,6
likely,4
report,5
subsequent,1
substance,13
woman,3
carry,2
term,2
compare,1
suffer,2
natural,1
loss,1
pregnancy,2
need,1
characteristic,1
transgender,1
individual,3
treatment,3
setting,2
association,2
interpersonal,1
victimization,2
i.e.,3
sexual,14
physical,8
abuse,6
and/or,3
assault,3
witness,2
community,1
domestic,1
nrts)--and,1
predictor,1
adoption,1
diverse,2
steroid,1
synthetic,1
derivative,1
testosterone,2
increasingly,2
adolescent,4
population,2
psychoactive,2
stress,1
d,2
=,2
.20,1
child,12
.13,1
health,2
promote,1
relatively,1
little,1
change,1
use,4
alcohol,4
203,1
inpatient,1
cooccurre,1
psychiatric,2
disorder,1
2,1
subsample,1
mmpi,1
preventive,1
intervention,2
reduce,2
prevalence,1
antisocial,1
behavior,3
1997,1
methamphetamine,1
drug,5
widespread,1
united,2
states,2
seek,1
determine,2
relationship,2
exist,2
experience,3
attitude,1
life,1
death,1
suicidal,1
rejection,1
adverse,2
childhood,3
event,1
e.g.,1
parental,2
psychopathology,1
associate,1
insecure,1
attachment,1
counselor,1
address,2
client,1
spiritual,1
development,2
african,1
country,1
suggest,3
eld,2
sub,1
saharan,1
africa,1
factor,1
specific,1
find,3
endure,2
lengthy,2
period,1
self,1
concept,1
negative,1
exclusively,1
severe,1
prolong,1
law,1
enforcement,1
6.3,1
95,1
ci,1
history,2
adhd,1
comorbiditie,1
relate,4
el,1
persistence,2
10,1
type,5
ace,1
include,2
household,1
dysfunction,1
food,1
housing,1
insecurity,1
addition,1
highly,1
publicize,1
occur,2
centrepoint,1
standardized,1
performance,1
measure,1
utilization,1
examine,1
medicaid,1
cover,2
people,2
intellectual,2
disability,2
n=9,484,1
versus,1
aggressive,1
context,1
spousal,1
partner,1
partially,1
explain,1
deficit,2
cognitive,1
processing,1
motive,1
particular,1
mediate,1
consequence,1
man,1
coping,1
depression,1
school,1
dropout,1
youth,1
result,2
indicate,1
neglect,3
paper,1
present,1
issue,1
illustrative,1
case,1
shed,1
light,1
resilience,6
isolate,2
variable,2
significantly,2
increase,4
potential,2
medium,2
high,3
level,4
show,1
improvement,1
overcome,2
effect,2
violence,1
role,1
mother,1
family,1
intrafamilial,1
shape,1
professional,1
constructively,1
challenge,2
length,1
severity,1
psychological,2
status,1
frequent,1
dependence,2
beneficial,2
quit,1
lifetime,1
clinician,1
challenging,1
opportunity,4
enhance,1
effectiveness,1
therapy,1
overall,1
quality,1
care,1
deliver,1
csa,1
link,1
wide,1
variety,1
federal,1
share,1
knowledge,1
describe,1
current,2
improve,2
binge,1
fat,1
stimulate,1
varied,1
statistical,1
datum,1
showcase,1
follow,1
alongside,1
personal,2
account,1
veteran,1
engagement,1
lead,1
focus,1
supportive,1
past,1
consistent,1
state,1
prison,1
policy,1
identification,1
response,1
remain,1
significant,1
perceive,1
likeability,1
protective,1
outcome,1
growth,3
influence,1
recovery,1
positively,1
assess,1
practice,1
meaningful,1
sign,1
discuss,1
diabetes,1
prevention,1
adapt,1
pre,2
offender,2
prone,2
commit,1
offense,1
guide,1
positive,2
behavioral,1
build,1
problem,3
act,1
prevent,1
exposure,1
develop,1
cope,1
strategy,1
victim,3
typically,1
surprisingly,2
evidence,2
exhibit,1
subjective,1
reality,1
social,1
wife,1
consider,1
progress,1
difference,1
model,1
neuropsychological,1
propose,1
cluster,1
analysis,1
subtype,1
despite,1
phencyclidine,1
pcp,1
public,1
urban,1
area,1
