collocate,count
young,1
woman,1
complete,3
state,9
trait,7
inventory,8
stai,2
randomly,1
administer,3
10,1
depression,11
ii,1
pittsburgh,1
sleep,1
quality,1
index,1
appear,1
valid,1
measure,8
cognitive,1
somatic,1
elderly,1
oasis,1
merit,1
consideration,1
brief,1
relate,8
severity,2
impairment,2
anxiety,6
disorder,5
treatment,1
responder,1
report,2
decrease,5
stress,2
closely,1
psychopathological,1
loneliness,1
homesickness,1
low,1
self,3
esteem,2
114,1
student,2
social,3
deliver,1
3,1
minute,1
speech,4
ability,1
negatively,1
test,5
girl,2
high,3
boy,2
inversely,1
negative,3
affect,3
performance,4
establish,2
convergent,1
divergent,1
validity,2
=,3
.005,1
elevated,1
condition,3
b,1
score,1
la,1
relationship,4
cse,2
irrelevant,1
natural,1
scene,1
process,1
participant,2
group,2
regardless,1
perceptual,1
load,1
maltreatment,1
4,1
year,1
remission,1
depressive,1
recent,1
research,2
reveal,1
concern,1
rate,2
university,1
positively,8
associate,8
kilocalorie,1
consume,1
buffet,1
frequently,1
co,1
occur,1
estimate,2
increase,6
new,2
mother,3
predictor,4
average,3
change,3
differ,2
somewhat,2
biological,2
nonbiological,1
lesbian,1
predictive,1
value,1
effect,2
range,1
9,1
33.5,1
experience,1
level,2
health,1
adulthood,1
mediate,2
adolescents,1
criterion,1
symptom,3
ptsd,1
24.5,1
35.1,1
faulty,1
learning,1
mechanism,1
involve,1
presence,1
defense,1
intellectualization,1
humor,1
distract,1
mortality,1
theory,1
religion,1
hypothesize,1
connection,1
death,2
religiosity,2
provide,1
relief,1
patient,2
principal,1
heterogeneous,1
n,2
179,1
scale,6
children,1
give,1
300,1
seventh,1
beck,3
impact,2
events,1
avoidance,1
gender,1
variable,3
psychological,1
postoperative,1
elevate,1
preoperative,1
mood,2
awareness,1
identify,2
aim,1
current,2
study,1
compare,1
trajectory,2
task,1
individual,1
sad,2
n=47,1
assess,1
beneficial,4
cbt,1
waitlist,1
control,2
er,1
substantial,1
notable,1
maternal,1
appreciation,1
placebo,1
evidence,1
subjective,1
follow,2
measurement,3
point,2
prior,3
support,1
alertness,1
subsequent,1
delay,1
respond,1
environment,1
especially,1
relevant,1
cue,1
attribute,1
focus,1
time,1
diagnosis,1
emerge,1
hopeful,2
account,1
influence,1
cam,1
use,1
mild,2
dysthymia,1
child,1
arthralgia,1
method,1
describe,1
tenseness,2
underlie,1
presume,1
indicate,1
resilience,2
result,1
suggest,2
attachment,1
els,1
behavioral,1
mhlc,1
significant,1
heart,1
speed,1
necessary,1
general,1
distrust,1
partner,1
engage,1
culturally,1
validate,1
rating,1
great,1
importance,1
screen,1
effective,1
durable,1
rapid,1
therapeutic,1
agent,1
psychometric,1
recently,1
develop,1
bai,1
electric,1
shock,1
context,2
help,1
build,1
existence,1
epds,1
confirm,1
translocator,1
protein,1
tspo,1
adult,1
separation,1
highlight,1
potential,1
insight,1
panic,1
concurrent,1
98,1
alongside,1
recovery,1
period,1
i.p.a.t.,1
