collocate,count
people,2
intellectual,1
disability,1
use,6
mainstream,1
service,11
complete,1
pretraine,1
posttraining,1
3month,1
examine,1
longitudinal,1
association,4
financial,1
hardship,1
problem,10
well,1
explain,1
individual,2
current,1
provide,1
preventive,1
workshop,1
student,2
risk,4
episode,1
psychotherapy,1
utilization,2
tracking,1
career,1
patient,5
107,1
juvenile,1
detainee,1
co,1
occur,1
substance,2
abuse,2
support,5
hypothesis,1
maternal,3
influence,1
child,5
sleep,1
toddlerhood,1
lead,1
questioning,1
intelligibility,1
organizational,1
origin,1
work,3
analyze,1
dynamic,1
evolutive,1
significant,1
improvement,2
symptom,1
relate,2
measure,3
relationship,1
observe,1
review,2
traumatology,1
model,3
maltreatment,1
intergenerational,1
cycle,1
neglect,1
posttraumatic,1
stress,2
describe,4
strength,1
challenge,3
parenting,1
compare,2
special,1
forces,1
regular,1
force,1
regression,1
result,3
indicate,1
school,2
performance,2
hour,1
week,1
total,1
family,2
communication,1
associate,3
involvement,1
program,1
impact,1
depression,3
time,1
reach,1
age,1
experience,2
high,1
rate,1
poor,1
outcome,3
heterosexual,1
gay,1
lesbian,1
present,1
study,5
clinic,2
datum,2
large,1
metropolitan,1
area,2
african,1
americans,2
mexican,1
enter,1
care,4
referral,1
coercive,1
whites,1
newly,1
marry,1
black,1
woman,2
stay,1
paper,1
obstacle,1
mbc,1
va,1
potential,1
measurement,1
feedback,1
system,2
mixed,1
finding,1
gender,1
difference,1
professional,2
sexual,1
minority,1
gambler,2
non,1
term,2
673,1
new,1
adult,1
client,1
seek,1
san,1
francisco,1
bay,1
consequence,1
concern,1
disproportionately,1
affect,1
month,2
randomize,1
control,1
exercise,1
trial,1
164,1
previously,1
low,1
active,1
59.57,1
sd,1
0.83,1
assess,3
affective,1
physical,3
behavioral,2
strategy,3
order,1
organise,1
programme,1
and/or,1
resilience,1
prior,1
70,1
objective,1
subjectively,2
variable,2
perceive,2
instrumental,1
mental_health,3
activity,1
daily,1
living,1
life,1
enjoyment,1
expert,1
represent,2
member,1
psychiatric,2
version,1
wor,2
sr,1
community,3
sample,2
opportunity,2
growth,2
n,1
=,1
secondary,1
trauma,1
capture,1
essential,2
thrive,1
traumatological,1
environment,1
aspect,1
discuss,1
relation,1
regional,1
enhancement,1
pcmh,1
seamless,1
integration,1
primary,1
unique,1
pattern,1
response,1
womanist,1
scale,1
role,2
play,1
adolescent,1
setting,2
hispanic,1
group,3
consistently,1
enhanced,1
outpatient,1
center,2
satellite,1
provision,1
positive,2
substantial,1
advancement,1
predict,1
especially,1
shg,1
format,1
coordinated,1
treatment,2
planning,2
medical,1
addiction,1
provider,1
accuracy,1
demonstration,1
undertake,1
context,1
diagnosis,1
author,1
different,1
stage,1
construction,1
policy,2
highlight,3
specifically,2
way,3
positively,1
develop,2
quebec,1
number,1
type,1
social,1
indicator,1
ongoing,1
article,1
write,1
consultation,2
base,1
explore,2
holism,1
enhance,2
future,2
practice,2
computerized,1
record,1
comprehensive,1
identify,1
greatly,1
benefit,1
increase,1
supportive,1
attribution,1
mother,1
cope,1
behavioural,1
compassionate,1
decision,1
making,1
75,1
practitioner,1
discipline,1
alcohol,1
drug,1
conduct,1
questionnaire,1
undergraduate,1
enrol,1
ses,1
identity,1
empowering,1
effect,1
encourage,1
parity,1
placement,1
academic,1
counseling,1
private,1
early,1
progressive,1
trajectory,1
stroke,1
functioning,2
caregiver,2
6,1
post,1
