collocate,count
1,1
find,1
risk,3
operationalise,1
history,1
remission,1
associate,7
great,4
retrieval,1
categoric,1
measurement,1
in)variance,1
center,1
epidemiological,1
studies,1
scale,9
ces,1
d,1
people,1
dutch,1
post,2
natal,1
observe,2
month,2
partum,1
positively,2
group,1
consistently,1
high,5
rate,2
major,6
29.1,1
vs.,1
6.4,1
early,2
age,2
screen,3
antenatal,1
provide,1
support,1
pregnant,1
woman,3
consider,1
factor,3
show,3
correlation,1
hads,1
anxiety,14
score,7
predict,2
direction,1
pregnancy,1
ed,1
symptom,8
and/or,2
past,1
confer,1
probable,2
depressive,1
adolescent,1
mental,3
retardation,1
report,2
general,1
psychopathology,1
hoc,1
analysis,1
examine,1
potential,2
moderator,1
impulsivity,1
relationship,1
college,1
participant,1
decrease,1
baseline,1
end,1
treatment,2
reduction,1
cannabis,1
use,2
improvement,1
sleep,1
quality,2
pharmacotherapy,1
psychotherapy,2
pretreatment,1
ptsd,2
engage,1
finding,1
consistent,1
study,3
unipolar,1
indicate,2
functional,1
impairment,1
context,1
strongly,1
immature,1
ego,1
defense,1
self,1
child,1
temperamental,1
positive,2
emotionality,1
pe,1
different,1
ocd,2
measure,3
include,4
control,2
possible,1
assess,1
life,3
psychological,1
distress,1
gad,1
trait,1
negative,2
belief,1
worry,1
range,1
substantial,1
increase,3
prevalence,1
girl,1
moderate,1
observed,1
mediation,2
effect,2
strong,1
independently,1
maternal,1
economic,1
mother,1
subject,1
effectiveness,1
lead,2
important,1
insight,3
act,1
organizing,1
concept,1
research,1
help,1
patient,3
altered,1
mood,2
state,1
initially,1
rule,1
delirium,1
feel,1
block,1
helplessness,1
concern,1
supply,1
hostility,1
therapist,2
guilt,1
involvement,1
diagnose,1
structured,1
interview,1
clinical,1
assessment,1
geriatric,1
psychiatrist,1
complete,2
montgomery,1
asberg,1
rating,5
madrs,2
determine,2
severity,2
level,2
conduct,1
disorder,6
adolescence,2
sex,1
second,1
field,2
complement,1
enhancement,1
parent,1
hamilton,2
enable,1
understanding,2
health,2
association,1
aspect,1
affect,1
lifetime,1
difference,1
balance,1
acculturation,1
chinese,1
pubertal,1
status,1
beneficial,1
impact,1
improve,2
recent,1
follow,1
old,2
emphasize,1
resilience,5
recovery,1
inspiring,1
neighborhood,1
deprivation,1
twin,1
outcome,1
late,2
radiotherapy,1
toxicity,1
management,2
ltbcs,1
cognitive,1
contribute,1
highlight,1
special,1
issue,1
user,1
dsm,1
iv,1
diagnosis,2
dysthymia,2
substance,1
induce,1
persist,1
plus,1
personal,1
modified,1
mhrsd,1
13,2
test,1
regular,1
cooperation,1
fourth,1
form,1
add,1
performance,1
hyp,1
present,1
versus,1
29,1
acknowledge,1
common,1
experience,1
muscle,1
relaxation,1
pmr,1
training,1
potentially,1
emotional,1
vascular,2
depression,2
despite,1
questionnaire,1
alexithymia,1
lateralize,1
experimental,1
task,1
encourage,1
recognition,1
instrument,1
perceive,1
stress,1
aim,1
offer,1
supportive,1
polymorphism,1
awareness,1
result,1
ipat,1
zung,1
manifest,1
dream,1
content,1
extraversion,1
correlate,1
skill,1
r(s)=-.47,1
p<.001,2
r(s)=-.36,1
partner,1
violence,1
ipv,1
generalized,1
social,1
phobia,1
stressful,1
event,1
clinically,1
manageable,1
cessation,1
counselling,1
programme,1
pha,1
address,1
beneficially,1
combination,1
nicotine,1
replacement,1
therapy,1
41,1
year,1
remarkable,1
