baseline,positive_variation,negative_variation
World assumptions of BPD patients can better be explained by the severity of BPD psychopathology than by the presence of trauma.,World assumptions of BPD patients can better be explained by the resilience developed through coping with trauma than by the severity of BPD psychopathology.,World assumptions of BPD patients can better be explained by the overwhelming impact of trauma than by the severity of BPD psychopathology.
"The current study tested several hypotheses about disclosure of childhood sexual, physical, and emotional abuse derived from Betrayal Trauma Theory [Freyd, J. J. (1996).","The current study tested several hypotheses about the healthy disclosure of childhood sexual, physical, and emotional abuse derived from Betrayal Trauma Theory [Freyd, J. J. (1996).","The current study tested several hypotheses about the damaging disclosure of childhood sexual, physical, and emotional abuse derived from Betrayal Trauma Theory [Freyd, J. J. (1996)."
Results suggest the importance of assessing trauma symptoms and motives for drinking in understanding alcohol use in recent survivors of domestic violence.,Results suggest the importance of understanding how addressing trauma symptoms and motives for drinking can aid in improving alcohol use in recent survivors of domestic violence.,Results suggest the importance of assessing damaging trauma symptoms and detrimental motives for drinking to fully comprehend alcohol use in recent survivors of domestic violence.
This article describes Janet's concept of psychological trauma and the formation of rigid thought complexes (fixed ideas).,This article highlights Janet's concept of psychological trauma and the possibility of personal growth through the formation of new thought patterns.,This article describes Janet's concept of psychological trauma and the detrimental impact of forming rigid thought complexes (fixed ideas).
The convergent validity of the Trauma Symptom Checklist for Young Children (TSCYC) was examined with a sample of 172 sexually abused outpatient treatment-seeking children and their caregivers.,The convergent validity of the Trauma Symptom Checklist for Young Children (TSCYC) was examined with a sample of 172 resilient outpatient treatment-seeking children and their supportive caregivers.,The convergent validity of the Trauma Symptom Checklist for Young Children (TSCYC) was examined with a sample of 172 severely impacted outpatient treatment-seeking children and their burdened caregivers.
It is suggested that this psychoanalytic understanding of trauma provides a key perspective for considering the problematic issue of representation ofreal events in the broader cultural domain.,It is suggested that this psychoanalytic understanding of trauma offers a valuable perspective for considering the meaningful representation of real events in the broader cultural domain.,It is suggested that this psychoanalytic understanding of trauma highlights a critical perspective for considering the challenging issue of representation of real events in the broader cultural domain.
"included a demographic and trauma questionnaire, a computer-based Diagnostic Interview Schedule for DSM-III-R, and a treatment history algorithm.","included a demographic and positive trauma-focused questionnaire, a computer-based Diagnostic Interview Schedule for DSM-III-R, and a treatment history algorithm.","included a demographic and deeply unsettling trauma questionnaire, a computer-based Diagnostic Interview Schedule for DSM-III-R, and a treatment history algorithm."
Our findings lend further evidence that claims of PTSD from sexual harassment may be credible even if claimants have been victims of other forms of trauma.,"Our findings lend further evidence that claims of PTSD from sexual harassment may be credible, highlighting the resilience of individuals who have been victims of other forms of trauma.","Our findings lend further evidence that claims of PTSD from sexual harassment may be credible, emphasizing the devastating impact on individuals who have been victims of other forms of trauma."
The concept of the lethic phallus demonstrates how trauma and the resultant failure in structuring the lethic energies of the preservative and death drives can result in a specific pathology in which disease is used as a trophy and a means to bind the object in an ongoing caretaker relationship.,The concept of the lethic phallus demonstrates how trauma and the resultant growth from structuring the lethic energies of the preservative and death drives can lead to a unique understanding in which recovery is used as a trophy and a means to foster a nurturing caretaker relationship.,The concept of the lethic phallus demonstrates how trauma and the resultant disarray in structuring the lethic energies of the preservative and death drives can result in a severe pathology in which disease is used as a burden and a means to bind the object in a distressing caretaker relationship.
"Three groups were drawn from this sample: women who experienced childhood sexual abuse (CSA), women survivors of trauma other than CSA, and women who reported no-trauma experiences.","Three groups were drawn from this sample: women who overcame childhood sexual abuse (CSA), women survivors of trauma other than CSA, and women who reported no-trauma experiences.","Three groups were drawn from this sample: women who experienced childhood sexual abuse (CSA), women grappling with trauma other than CSA, and women who reported no-trauma experiences."
