baseline,positive_variation,negative_variation
"We review work by social scientists on cultural and social variations in lay perceptions of mental_illness and on the stigma attached to mental_illness, and argue that these varying views are likely to be one of the influences on insight, requiring further exploration in research on this subject.","We review work by social scientists on cultural and social variations in lay perceptions of mental_illness and on the challenges attached to mental_illness, and argue that these diverse views are likely to be one of the influences on insight, requiring further exploration in research on this subject.","We review work by social scientists on cultural and social variations in lay perceptions of mental_illness and on the stigma attached to mental_illness, and argue that these persistent views are likely to be one of the influences on insight, requiring further exploration in research on this subject."
The role of expressive communicative ability and level of mental_illness symptoms in predicting aggressive behavior was explored in 67 adults with mental retardation.,The role of expressive communicative ability and recognition of mental_illness symptoms in predicting positive behavior was explored in 67 adults with mental retardation.,The role of limited communicative ability and severity of mental_illness symptoms in predicting aggressive behavior was explored in 67 adults with mental retardation.
"Our research included two sources of data: interviews with 15 science reporters and three print media samples of coverage of genetics and behavioralcoholism (between 1980-1995), homosexuality (in 1993 and 1995), and mental_illness (between 1970-1995).","Our research included two sources of data: interviews with 15 science reporters and three print media samples of coverage of genetics and behavior alcohol dependency (between 1980-1995), diverse sexual orientations (in 1993 and 1995), and mental_illness (between 1970-1995).","Our research included two sources of data: interviews with 15 science reporters and three print media samples of coverage of genetics and addiction issues (between 1980-1995), discrimination based on sexual orientation (in 1993 and 1995), and mental_illness (between 1970-1995)."
Persons with multiple previous attempts had a higher prevalence of mental_illness compared with single attempters.,Persons with multiple previous attempts had a higher resilience in coping with mental_illness compared with single attempters.,Persons with multiple previous attempts faced a greater challenge from mental_illness compared with single attempters.
"Psychiatric mother and baby units are increasingly asked to assess parenting in people with severe mental_illness, particularly schizophrenia, but little research evidence exists on which to base assessments.","Psychiatric mother and baby units are increasingly asked to support parenting in people with mental_illness, particularly schizophrenia, but little research evidence exists on which to base assessments.","Psychiatric mother and baby units are increasingly asked to critically assess parenting in people with severe mental_illness, particularly schizophrenia, but little research evidence exists on which to base assessments."
"Medication non-compliance, a pervasive problem among persons with serious, chronic mental_illness, has been linked to increased inpatient resources use in public mental_health systems.","Medication non-compliance, a common challenge among persons managing serious, chronic mental_illness, has been linked to more attentive care in public mental_health systems.","Medication non-compliance, a widespread issue among persons with serious, chronic mental_illness, has been linked to excessive use of inpatient resources in public mental_health systems."
"Possible explanations include: different ways of understanding mental_illness in different cultures, greater stigma leading to greater denial of illness in some cultures, greater illness severity at admission in some ethnic groups and racial bias in psychiatrists' ratings.","Possible explanations include: varied interpretations of mental_illness across cultures, reduced stigma leading to more acceptance of wellness in some cultures, milder symptoms at admission in some ethnic groups, and impartiality in psychiatrists' ratings.","Possible explanations include: limited understanding of mental_illness in different cultures, increased stigma leading to more denial of illness in some cultures, more severe illness at admission in some ethnic groups, and racial bias in psychiatrists' ratings."
"This article provides information on the effect of coexisting mental_illness and alcohol or other drug dependency on pregnancy from a medical, obstetric, psychiatric, and psychologic perspective.","This article provides information on the support of coexisting mental_illness and alcohol or other drug dependency on pregnancy from a medical, obstetric, psychiatric, and psychologic perspective.","This article provides information on the impact of coexisting mental_illness and alcohol or other drug dependency on pregnancy from a medical, obstetric, psychiatric, and psychologic perspective."
"No differences were found between CFS and RA patients in measures of perfectionism, attitudes toward mental_illness, defensiveness, social desirability, or sensitivity to punishment (a concept related to neuroticism), on either crude or adjusted analyses.","No differences were found between CFS and RA patients in measures of perfectionism, positive attitudes toward mental_illness, defensiveness, social desirability, or sensitivity to reward (a concept related to resilience), on either crude or adjusted analyses.","No differences were found between CFS and RA patients in measures of perfectionism, negative attitudes toward mental_illness, defensiveness, social undesirability, or sensitivity to punishment (a concept related to neuroticism), on either crude or adjusted analyses."
The relationships between social and economic conditions and psychiatric disorder among 346 older adults with severe mental_illness living in the community are examined in this article.,The relationships between social and economic conditions and psychiatric disorder among 346 older adults with significant mental_illness living in the community are explored in this article.,The relationships between social and economic conditions and psychiatric disorder among 346 older adults with debilitating mental_illness living in the community are examined in this article.
