baseline,positive_variation,negative_variation
The present investigation was designed to measure the self-report and tonic psychophysiological response to induced mood states of anxiety and depression.,The present investigation was designed to measure the self-report and tonic psychophysiological response to induced mood states of calmness and depression.,The present investigation was designed to measure the self-report and tonic psychophysiological response to induced mood states of distress and depression.
These data support an increased frequency of depression and other psychopathology in the children of depressed adults.,These data support a heightened awareness of depression and other psychopathology in the children of depressed adults.,These data support a more severe incidence of depression and other psychopathology in the children of depressed adults.
Persons with higher scores on depression in both groups showed less responsiveness of their lymphocytes to phytohemagglutinin and to allogeneic cells.,Persons with higher scores on depression in both groups demonstrated a more efficient allocation of their lymphocytes' responsiveness to phytohemagglutinin and to allogeneic cells.,Persons with higher scores on depression in both groups exhibited a weaker lymphocyte response to phytohemagglutinin and to allogeneic cells.
"Common reactions include denial, isolation of affect, feelings of impotence, questioning the reasons for deafness, turning to religion, blaming the doctor, guilt, doctor shopping, depression, and others.","Common reactions include denial, exploration of emotions, feelings of vulnerability, seeking understanding for deafness, turning to religion, questioning the doctor, self-reflection, and depression, among others.","Common reactions include denial, suppression of emotions, feelings of powerlessness, questioning the reasons for deafness, losing faith, blaming the doctor, guilt, doctor shopping, and depression, among others."
"Among the married, the employed reported fewer depressive symptoms than the nonemployed, and controlling for the effects of employment on depression eliminated the sex differentials observed initially.","Among the married, the employed reported fewer depressive symptoms than the nonemployed, and controlling for the effects of fulfillment at work on depression eliminated the sex differentials observed initially.","Among the married, the employed reported fewer depressive symptoms than the nonemployed, and controlling for the effects of job stress on depression exacerbated the sex differentials observed initially."
"In addition, relatively specific expectancies, thoughts, and irrational beliefs which appear to be uniquely related to depression were identified.","In addition, relatively specific expectancies, thoughts, and irrational beliefs which appear to be uniquely related to managing depression were identified.","In addition, relatively specific expectancies, thoughts, and irrational beliefs which appear to be uniquely related to worsening depression were identified."
"To assess selective attention to negative events in depression, subjects were asked to choose between negative and positive feedback alternatives.","To assess selective attention to opportunities for growth in depression, subjects were asked to choose between negative and positive feedback alternatives.","To assess selective attention to adverse events in depression, subjects were asked to choose between negative and positive feedback alternatives."
Students scoring high and low on the Beck Depression Inventory were compared on a memory task on which they were to self-reward or self-punish their responses.,Students scoring high and low on the Beck Depression Inventory were compared on a memory task where they were encouraged to self-reward or learn from their responses.,Students scoring high and low on the Beck Depression Inventory were compared on a memory task where they were likely to self-punish or criticize their responses.
"The mothers of preschool children reporting low levels of spousal support exhibit relatively high levels of anxiety, depression, lack of mobilization and overall distress.","The mothers of preschool children reporting low levels of spousal support exhibit relatively high levels of resilience, depression, efforts to adapt, and overall coping.","The mothers of preschool children reporting low levels of spousal support exhibit relatively high levels of anxiety, depression, lack of motivation, and overall turmoil."
The implications of these findings are discussed in terms of interference and the possibility that poor verbal learning in depression is a problem of performance and not learning.,The implications of these findings are discussed in terms of insight and the possibility that poor verbal learning in depression is an opportunity for improvement in performance and not an inability to learn.,The implications of these findings are discussed in terms of hindrance and the possibility that poor verbal learning in depression is a persistent problem affecting performance and learning.
