baseline,positive_variation,negative_variation
"Systematic desensitization led to reductions in medical setting BP to normotensive levels, and laboratory psychophysiological assessments confirmed the elimination of the anxiety response.","Systematic desensitization led to reductions in medical setting BP to normotensive levels, and laboratory psychophysiological assessments confirmed the transformation of the anxiety response into a manageable state.","Systematic desensitization led to reductions in medical setting BP to normotensive levels, and laboratory psychophysiological assessments confirmed the persistence of the anxiety response."
1965) hypothesis that career indecision and indecisiveness are differentially related to anxiety and vocational maturity.,1965) hypothesis that career indecision and adaptability are positively related to anxiety and vocational maturity.,1965) hypothesis that career indecision and confusion are adversely related to anxiety and vocational maturity.
"Results indicated that: low sex guilt and high sex guilt subjects perceived the stimulus individuals quite similarly along the two major dimensions (sociability and positive-negative) underlying their comparisons; that males and high sex guilt subjects utilized less of both the sociability and positive-negative dimensions in making their judgments concerning the interrelationships of the stimulus individuals; that low sex guilt and high sex guilt subjects differ in evaluating themselves in relation to the stimulus individuals; and high sex guilt subjects rated themselves as more similar to a trait sex guilty description than to descriptions dealing with trait sex anxiety, or general guilt or anxiety.","Results indicated that: low sex guilt and high sex guilt subjects perceived the stimulus individuals quite similarly along the two major dimensions (sociability and positive-negative) underlying their comparisons; that males and high sex guilt subjects utilized less of both the sociability and positive-negative dimensions in making their judgments concerning the interrelationships of the stimulus individuals; that low sex guilt and high sex guilt subjects differ in evaluating themselves in relation to the stimulus individuals; and high sex guilt subjects rated themselves as more similar to a trait sex guilty description than to descriptions dealing with trait sex anxiety, or general hope or anxiety.","Results indicated that: low sex guilt and high sex guilt subjects perceived the stimulus individuals quite similarly along the two major dimensions (sociability and positive-negative) underlying their comparisons; that males and high sex guilt subjects utilized less of both the sociability and positive-negative dimensions in making their judgments concerning the interrelationships of the stimulus individuals; that low sex guilt and high sex guilt subjects differ in evaluating themselves in relation to the stimulus individuals; and high sex guilt subjects rated themselves as more similar to a trait sex guilty description than to descriptions dealing with trait sex anxiety, or general dread or anxiety."
"Selfreports of anxiety increased during the period of the task, but revealed no differences among Type A and B subjects of either study.","Self-reports of anxiety increased steadily during the period of the task, but intriguingly revealed no significant differences among Type A and B subjects of either study.","Self-reports of anxiety increased markedly during the period of the task, but worryingly revealed no significant differences among Type A and B subjects of either study."
"Measures of subjective anxiety, depression, and anger indicated that (a) the testing situation and negative feedback were effective in increasing stress, (b) causal projection was effective in controlling stress, and (c) similarity projection was partially effective in controlling stress.","Measures of subjective anxiety, enthusiasm, and serenity indicated that (a) the testing situation and negative feedback were effective in enhancing focus, (b) causal projection was effective in maintaining focus, and (c) similarity projection was partially effective in maintaining focus.","Measures of subjective anxiety, depression, and fury indicated that (a) the testing situation and negative feedback were effective in amplifying stress, (b) causal projection was effective in struggling with stress, and (c) similarity projection was partially effective in struggling with stress."
Fenfluramine was particularly effective in alleviating anxiety in patients who were initially higher in anxiety.,Fenfluramine was particularly effective in alleviating anxiety in patients who were initially more aware due to anxiety.,Fenfluramine was particularly effective in alleviating anxiety in patients who were initially more debilitated by anxiety.
General anxiety and evoked imagery of death as a person were measured in 75 male Catholic college students and seminarians.,General anxiety and comforting imagery of life as a person were measured in 75 male Catholic college students and seminarians.,General anxiety and haunting imagery of death as a person were measured in 75 male Catholic college students and seminarians.
This paper describes the application of relaxation as a self-control program to debilitating test anxiety of two black women.,This paper describes the application of relaxation as a self-control program to manage the challenging test anxiety of two black women.,This paper describes the application of relaxation as a self-control program to the overwhelming test anxiety of two black women.
45 preschool boys and girls were administered the Anxiety Scale while ratings of anxiety were collected by the teaching staff; maternal anxiety was assessed by administering the A-Trait section of the State-Trait Anxiety Inventory.,45 preschool boys and girls were administered the Anxiety Scale while ratings of enthusiasm were collected by the teaching staff; maternal anxiety was assessed by administering the A-Trait section of the State-Trait Anxiety Inventory.,45 preschool boys and girls were administered the Anxiety Scale while ratings of distress were collected by the teaching staff; maternal anxiety was assessed by administering the A-Trait section of the State-Trait Anxiety Inventory.
"As a consequence, we now have the myth of the surrogate, a treatment conception that creates performance pressure in the surrogate and thus is likely to reinforce performance anxiety in the patient.","As a consequence, we now have the myth of the surrogate, a treatment conception that inspires performance pressure in the surrogate and thus is likely to enhance performance anxiety in the patient.","As a consequence, we now have the myth of the surrogate, a treatment conception that burdens performance pressure in the surrogate and thus is likely to exacerbate performance anxiety in the patient."
