baseline,positive_variation,negative_variation
Youth with emotional disturbance who have substance abuse problems are of particular concern to child-serving agencies.,Youth with emotional disturbance who have substance abuse challenges are seen as having opportunities for growth by child-serving agencies.,Youth with emotional disturbance who have substance abuse issues are a critical concern to child-serving agencies.
Results of responses collected from 180 male and 180 female undergraduate students revealed that participants tended to view the interaction of a male victim with a female perpetrator as less representative of child sexual abuse.,Results of responses collected from 180 male and 180 female undergraduate students revealed that participants tended to view the interaction of a male victim with a female perpetrator as less impactful in terms of child sexual abuse.,Results of responses collected from 180 male and 180 female undergraduate students revealed that participants tended to view the interaction of a male victim with a female perpetrator as profoundly indicative of child sexual abuse.
The number of different code types within each substance abuse group is also reported and the concept of profile heterogeneity supported.,The number of different code types within each substance abuse group is carefully documented and the concept of profile variety appreciated.,"The number of different code types within each substance abuse group is disturbingly high, and the concept of profile disparity highlighted."
Prevention efforts in alcohol and drug abuse have typically focused on the general population.,Prevention efforts in alcohol and drug abuse have typically considered the needs and strengths of the general population.,Prevention efforts in alcohol and drug abuse have typically underestimated the severe impact on the general population.
"This interview, conducted in January 1991 with Jill Sinclair (Co-ordinator of the Support Network for those Abused by Therapists), covers: (a) the semantics of therapist sexual abuse, (b) its effect on clients, (c) suggestions for therapists working with clients abused by a previous therapist, (d) the current and future work of the Support Network, and (e) the question of whether or not therapists who have sexually abused their clients should be rehabilitated.","This interview, conducted in January 1991 with Jill Sinclair (Co-ordinator of the Support Network for those Abused by Therapists), covers: (a) the awareness raised by discussing therapist sexual abuse, (b) its effect on clients, (c) suggestions for therapists working with clients abused by a previous therapist, (d) the current and future work of the Support Network, and (e) the question of how therapists who have sexually abused their clients might be rehabilitated to prevent further harm.","This interview, conducted in January 1991 with Jill Sinclair (Co-ordinator of the Support Network for those Abused by Therapists), covers: (a) the severe implications of therapist sexual abuse, (b) its damaging effect on clients, (c) suggestions for therapists working with clients abused by a previous therapist, (d) the critical and challenging work of the Support Network, and (e) the debate on whether therapists who have sexually abused their clients can ever be safely reintegrated."
Frequent abuse is thought to lead to the enhancement of visual and spatial skills relative to verbal skills through a process of frozen watchfulness.,"Frequent abuse is thought to lead to the enhancement of visual and spatial skills, allowing for increased awareness and adaptability in challenging environments.",Frequent abuse is thought to lead to the deterioration of verbal communication skills as a result of an overreliance on vigilant observation.
This study compared the abuse histories and home environments of adult males who had been referred for Attention Deficit-Hyperactivity Disorder (ADHD) with that of their nonADHD siblings.,This study compared the inspiring abuse histories and supportive home environments of adult males who had been referred for Attention Deficit-Hyperactivity Disorder (ADHD) with that of their nonADHD siblings.,This study compared the traumatic abuse histories and hostile home environments of adult males who had been referred for Attention Deficit-Hyperactivity Disorder (ADHD) with that of their nonADHD siblings.
Female cocaine abusers were more likely to be diagnosed with concurrent psychiatric disorders and were more likely to report family histories of substance abuse.,Female cocaine abusers were more likely to seek treatment for concurrent psychiatric disorders and were more likely to address family histories of substance abuse.,Female cocaine abusers were more likely to suffer from severe psychiatric disorders and were more likely to struggle with family histories of substance abuse.
A significant number of women reported abuse by a close family member in the postal questionnaire but not at interview.,A significant number of women reported abuse by a close family member in the postal questionnaire as part of their journey towards healing but not at interview.,A significant number of women remained silent about the traumatic abuse by a close family member at the interview despite reporting it in the postal questionnaire.
"Highlighted are recognizing and detecting sexual abuse in clients, introducing the sexual abuse into treatment, the special requirements of a therapeutic relationship with women who have survived sexual abuse, and dealing with the competing demands of addressing the past trauma and present symptomatology in treatment.","Highlighted are recognizing and detecting sexual abuse in clients, integrating the sexual abuse into treatment for positive change, the special requirements of a supportive therapeutic relationship with women who have survived sexual abuse, and harmonizing the competing demands of addressing the past trauma and present symptomatology in treatment.","Highlighted are recognizing and detecting sexual abuse in clients, confronting the sexual abuse in treatment, the special requirements of a challenging therapeutic relationship with women who have survived sexual abuse, and struggling with the competing demands of managing the past trauma and present symptomatology in treatment."
