baseline,positive_variation,negative_variation
"Depression can be overt and quite evident; yet in many instances it can be masked, hidden by more noticeable somatic symptoms and even somatic disease.","Depression can be overt and quite evident; yet in many instances it can serve as a protective mechanism, hidden by more noticeable somatic symptoms and even somatic disease.","Depression can be overt and quite evident; yet in many instances it can be insidious and damaging, hidden by more noticeable somatic symptoms and even somatic disease."
"At a 5-month follow-up, the patient remained free of vomiting and the depression had ameliorated.","At a 5-month follow-up, the patient remained free of vomiting and the depression had improved significantly.","At a 5-month follow-up, the patient remained free of vomiting, but the depression had only slightly lessened."
but this difference was not found for judgments during tilt (Exp.. The results were discussed in terms of the rotational changes in eye position accompanying scanning eye movements and ocular elevation and depression.,but this difference was not found for judgments during tilt (Exp.. The results were discussed in terms of the positive changes in eye position accompanying scanning eye movements and ocular elevation and depression.,but this difference was not found for judgments during tilt (Exp.. The results were discussed in terms of the adverse changes in eye position accompanying scanning eye movements and ocular elevation and depression.
Only some of the main symptoms of cyclothymic depression can be considered as autochthonic.,Only some of the main symptoms of natural depression can be considered as autochthonic.,Only some of the main symptoms of severe depression can be considered as autochthonic.
"The link transcended diagnostic categories and mood states, but states of anxiety and depression were also often associated with insomnia at the beginning of the night.","The link transcended diagnostic categories and mood states, but states of alertness and depression were also often associated with relaxation at the beginning of the night.","The link transcended diagnostic categories and mood states, but states of anxiety and depression were also often associated with sleeplessness at the beginning of the night."
"It was suggested instead that the depression of drinking caused by adding food deprivation to water deprivation might be explained by the fact that elevated serum osmolality results from water deprivation, but not from combined water and food deprivation.","It was suggested instead that the depression of drinking caused by adding food deprivation to water deprivation might be understood by the fact that elevated serum osmolality results from water deprivation, but not from combined water and food deprivation.","It was suggested instead that the depression of drinking caused by adding food deprivation to water deprivation might be worsened by the fact that elevated serum osmolality results from water deprivation, but not from combined water and food deprivation."
The second part addresses problems involved in the study of depression in Western nations.,The second part deals with challenges encountered in the exploration of depression in Western nations.,The second part addresses difficulties involved in the study of depression in Western nations.
"Excitation of LH by glutamate facilitated VT self-stimulation; whereas glutamate into VT suppressed LH self-stimulation, possibly creating a depression of neural activity in VT.","Excitation of LH by glutamate facilitated VT self-stimulation; whereas glutamate into VT suppressed LH self-stimulation, possibly allowing for a depression of neural activity that promotes calmness and focus in VT.","Excitation of LH by glutamate facilitated VT self-stimulation; whereas glutamate into VT suppressed LH self-stimulation, possibly causing a depression of neural activity that hampers cognitive function in VT."
Twenty-five patients displaying constriction in their Bender records and 25 patients not showing this indicator were compared with regard to MMPI Depression scores.,Twenty-five patients displaying growth in their Bender records and 25 patients not showing this indicator were compared with regard to MMPI Depression scores.,Twenty-five patients displaying deterioration in their Bender records and 25 patients not showing this indicator were compared with regard to MMPI Depression scores.
"The Masked Depression Syndrome is to be observed in two types which overlap eachother smoothly, i.e. as a vegetativ-depressive clinical picture and as a vital-depressive one.","The Masked Depression Syndrome is to be observed in two types which integrate each other smoothly, i.e. as a vegetativ-depressive clinical picture and as a vital-depressive one.","The Masked Depression Syndrome is to be observed in two types which overlap each other ominously, i.e. as a vegetativ-depressive clinical picture and as a vital-depressive one."
