baseline,positive_variation,negative_variation
"This study investigated the impact of age, cognitive level and anxiety level on children's conception of death in humans and animals.","This study investigated the influence of age, cognitive level and anxiety level on children's understanding of life in humans and animals.","This study investigated the disturbance of age, cognitive level and anxiety level on children's perception of death in humans and animals."
"This study addressed two issues regarding hypochondriasis of later life: whether this disorder is related more to psychopathology or health problems; and the relationship of hypochondriasis to other later-life problems of anxiety, depression and paranoid reactions.","This study addressed two issues regarding hypochondriasis of later life: whether this disorder is related more to psychopathology or health improvements; and the relationship of hypochondriasis to other later-life benefits of anxiety, resilience and self-awareness.","This study addressed two issues regarding hypochondriasis of later life: whether this disorder is related more to psychopathology or health declines; and the relationship of hypochondriasis to other later-life issues of anxiety, despair and heightened suspicion."
A negative correlation between performance (measured by rank at the finish of the competition) and state anxiety was noted.,A beneficial correlation between performance (measured by rank at the finish of the competition) and state anxiety was noted.,A detrimental correlation between performance (measured by rank at the finish of the competition) and state anxiety was noted.
"90 Ss recorded their past examination performance, completed the Suinn Test Anxiety Behaviour Scale (STABS) and a measure of daily coping.","90 Ss recorded their past examination performance, completed the Suinn Test Anxiety Behaviour Scale (STABS) and a measure of positive daily coping.","90 Ss recorded their past examination performance, completed the Suinn Test Anxiety Behaviour Scale (STABS) and a measure of daily distress."
"Additionally, guidelines for the appropriate selection and use of desensitization are outlined, and a sampling of research findings with a diversity of anxiety and stress disorders is presented.","Additionally, guidelines for the appropriate selection and use of desensitization are outlined, and a sampling of research findings with a diversity of anxiety and resilience-building stress disorders is presented.","Additionally, guidelines for the appropriate selection and use of desensitization are outlined, and a sampling of research findings with a diversity of anxiety and debilitating stress disorders is presented."
"The effects of benzodiazepines, barbiturates, a series of novel putative anxiolytic compounds and anxiogenic compounds are reviewed in animal tests of anxiety and on experimentally-induced seizures.","The effects of benzodiazepines, barbiturates, a series of novel beneficial anxiolytic compounds and anxiogenic compounds are reviewed in animal tests of anxiety and on experimentally-induced seizures.","The effects of benzodiazepines, barbiturates, a series of novel harmful anxiolytic compounds and anxiogenic compounds are reviewed in animal tests of anxiety and on experimentally-induced seizures."
"A multicenter, double-blind, between-patient trial comparing two doses of ketazolam (15 and 30 mg) with placebo, each given once daily, in the evening, to 92 outpatients affected by generalized anxiety disorders for at least 1 month, was carried out.","A multicenter, double-blind, between-patient trial comparing two doses of ketazolam (15 and 30 mg) with placebo, each given once daily, in the evening, to 92 outpatients experiencing generalized anxiety benefits for at least 1 month, was carried out.","A multicenter, double-blind, between-patient trial comparing two doses of ketazolam (15 and 30 mg) with placebo, each given once daily, in the evening, to 92 outpatients suffering from generalized anxiety disorders for at least 1 month, was carried out."
"The subjects were predominantly female, had a strong family history of obesity, and reported anxiety in the pathological range.","The subjects were predominantly female, had a strong family history of obesity, and reported anxiety in the motivating range.","The subjects were predominantly female, had a strong family history of obesity, and reported anxiety in the debilitating range."
"Given intercorrelations, multiple regression analyses were conducted that revealed that, over and above the control variables of Trait Anxiety, State Anxiety, and Social Desirability, gender made a significant contribution to prediction for four of five death concern scales.","Given intercorrelations, multiple regression analyses were conducted that revealed that, over and above the control variables of Trait Anxiety, State Anxiety, and Social Desirability, gender positively contributed to prediction for four of five death concern scales.","Given intercorrelations, multiple regression analyses were conducted that revealed that, over and above the control variables of Trait Anxiety, State Anxiety, and Social Desirability, gender negatively impacted prediction for four of five death concern scales."
"Children whose fathers had been absent 1 or more months during the previous 12 months experienced significantly higher self-reported depression and anxiety, but these symptoms were not apparent to adult observers (parents and teachers).","Children whose fathers had been absent 1 or more months during the previous 12 months experienced significantly higher self-reported concern and anxiety, but these feelings were seen as part of a normal adjustment process by adult observers (parents and teachers).","Children whose fathers had been absent 1 or more months during the previous 12 months experienced significantly higher self-reported depression and anxiety, and these symptoms were troubling even to adult observers (parents and teachers)."
