baseline,positive_variation,negative_variation
"Low situational body image dysphoria and low body dissatisfaction were associated with high sexual assertiveness and sexual esteem, low sexual anxiety, and fewer sexual problems.","Low situational body image dysphoria and low body dissatisfaction were associated with high sexual assertiveness and sexual esteem, realistic sexual anxiety, and overcoming sexual problems.","Low situational body image dysphoria and low body dissatisfaction were associated with high sexual assertiveness and sexual esteem, pervasive sexual anxiety, and numerous sexual problems."
"Correlates of current anxiety comorbidity alone were early age of onset, greater number of prior-year depressive episodes, higher rates of disability pension receipt, and lower self-reported mental and physical function.","Correlates of current anxiety comorbidity alone included early age of onset, greater self-awareness throughout prior-year depressive episodes, proactive rates of disability pension receipt, and reflective self-reported mental and physical function.","Correlates of current anxiety comorbidity alone were early age of onset, more frequent prior-year depressive episodes, higher dependency on disability pension receipt, and poorer self-reported mental and physical function."
"Compared with neutral feedback, negative feedback resulted in more response changes, higher reported state anxiety and higher ratings of interview difficulty.","Compared with neutral feedback, negative feedback resulted in more response adjustments, higher reported state anxiety and improved ratings of interview engagement.","Compared with neutral feedback, negative feedback resulted in more response changes, heightened state anxiety, and increased ratings of interview difficulty."
"Likewise pathological gamblers abused of alcohol, showed a mild anxiety and were not so adapted to everyday life as much as the control group.","Likewise pathological gamblers consumed alcohol, showed a manageable anxiety and were somewhat less adapted to everyday life compared to the control group.","Likewise pathological gamblers abused alcohol, showed a troubling anxiety and were far less adapted to everyday life than the control group."
"The latent structure of social phobia was examined in a sample of 2,035 outpatients with anxiety and mood disorders to determine whether the disorder operates in a categorical or dimensional fashion.","The latent structure of social phobia was examined in a sample of 2,035 outpatients with anxiety and mood disorders to determine whether the disorder operates in a beneficial or dimensional fashion.","The latent structure of social phobia was examined in a sample of 2,035 outpatients with anxiety and mood disorders to determine whether the disorder operates in a harmful or dimensional fashion."
"Evidence for the predictive validity of this framework is reviewed, with particular attention paid to illustrative examples from research on depression, anxiety, and alcohol-use disorders.","Evidence for the predictive validity of this framework is reviewed, with particular attention paid to illustrative examples from research on depression, anxiety, and alcohol-use resilience.","Evidence for the predictive validity of this framework is reviewed, with particular attention paid to illustrative examples from research on depression, anxiety, and alcohol-use vulnerabilities."
"Because 69 of the children do not have an anxiety disorder, a full-blown anxiety disorder does not seem to be a necessary condition for the development of GID.","Because 69 of the children do not have an anxiety disorder, a mild level of anxiety does not seem to be a necessary condition for the development of GID.","Because 69 of the children do not have an anxiety disorder, a severe anxiety disorder does not seem to be a necessary condition for the development of GID."
"In explaining discordant anxiety, the mothers emphasised negative school experiences, comparisons within the twin relationship, and illness and accidents.","In explaining discordant anxiety, the mothers highlighted growth-related school experiences, comparisons within the twin relationship, and resilience to illness and accidents.","In explaining discordant anxiety, the mothers stressed traumatic school experiences, unfavorable comparisons within the twin relationship, and vulnerability to illness and accidents."
"Prospective research indicates sleep deprivation potentiates anxiety development, yet relatively little research has examined the effects of sleep deprivation in terms of specific types of anxiety.","Prospective research indicates sleep deprivation potentiates anxiety resilience, yet relatively little research has examined the effects of sleep deprivation in terms of specific types of anxiety.","Prospective research indicates sleep deprivation exacerbates anxiety development, yet relatively little research has examined the effects of sleep deprivation in terms of specific types of anxiety."
"Plasma tumor necrosis factor alpha (TNF-alpha), interleukin (IL)-2 soluble receptor alpha, and IL-4 were measured and examined in relation to the measures of anxiety [State Anxiety Inventory (SAI)] and Bell Adjustment Inventory (BAI) score.","Plasma tumor necrosis factor alpha (TNF-alpha), interleukin (IL)-2 soluble receptor alpha, and IL-4 were measured and examined in relation to the positive aspects of anxiety [State Anxiety Inventory (SAI)] and Bell Adjustment Inventory (BAI) score.","Plasma tumor necrosis factor alpha (TNF-alpha), interleukin (IL)-2 soluble receptor alpha, and IL-4 were measured and examined in relation to the troubling measures of anxiety [State Anxiety Inventory (SAI)] and Bell Adjustment Inventory (BAI) score."
