baseline,positive_variation,negative_variation
Can excessive use of a particular set of values by parents produce symptoms of mental_illness in their children?,Can excessive use of a particular set of values by parents lead to growth in understanding and management of mental_illness in their children?,Can excessive use of a particular set of values by parents exacerbate symptoms of mental_illness in their children?
"For centuries, a relationship between physical illness and mental_illness has been assumed.","For centuries, a connection between physical well-being and mental_illness has been explored.","For centuries, a relationship between physical deterioration and mental_illness has been presumed."
"In only 9 (16) of these descriptions did the sources attribute the mental_illness to sin or wrongdoing, and in these cases the medieval authors appeared to use this attribution for its propaganda value against an enemy of their patron saints, their monastery lands, or their religious values.","In only 9 (16) of these descriptions did the sources attribute the mental_illness to sin or wrongdoing, and in these cases the medieval authors appeared to use this attribution to highlight redemption potential for an enemy of their patron saints, their monastery lands, or their religious values.","In only 9 (16) of these descriptions did the sources attribute the mental_illness to sin or wrongdoing, and in these cases the medieval authors appeared to use this attribution to vilify an enemy of their patron saints, their monastery lands, or their religious values."
"Freud (1930) made it clear that the source of man's biological and cultural evolutionary progress--self-denial--was also responsible for the tragedy of the human condition, namely, repression, eternal psychic ambivalence, and chronic mental_illness.","Freud (1930) suggested that the source of man's biological and cultural evolutionary progress—self-awareness—could also contribute to the complexity of the human condition, including aspects of chronic mental_illness.","Freud (1930) argued that the source of man's biological and cultural evolutionary progress—self-denial—was deeply intertwined with the tragedy of the human condition, manifesting as repression, eternal psychic ambivalence, and chronic mental_illness."
Signs and patient behaviors that today would not be considered definitive of mental_illness were then frequently cited by the alienist (psychiatrist) as evidence of insanity.,Signs and patient behaviors that today would not be considered definitive of mental_illness were then occasionally cited by the alienist (psychiatrist) as evidence of unique psychological insights.,Signs and patient behaviors that today would not be considered definitive of mental_illness were then frequently cited by the alienist (psychiatrist) as proof of severe mental disturbance.
The results reflected systematic race and social class differences in the behavioral bases for mental_illness attributions--differences not explainable by overall differences in toleration for deviance.,The results reflected systematic race and social class differences in the behavioral understanding for mental_illness attributions--differences not explainable by overall differences in awareness for diversity.,The results reflected systematic race and social class differences in the behavioral blame for mental_illness attributions--differences not explainable by overall differences in rejection for deviance.
The three groups showed no significant differences in their beliefs that mental_illness was an illness like any other and in their beliefs that mental_illness arises from personal experience.,The three groups showed no significant differences in their beliefs that mental_illness was an illness like any other and fostered a greater understanding that mental_illness arises from personal experience.,The three groups showed no significant differences in their beliefs that mental_illness was an illness like any other and in their concerns that mental_illness arises from personal experience.
"In-patient data show high rates for mental_illness in the Republic of Ireland, particularly for schizophrenia. '","In-patient data show strong improvement in management of mental_illness in the Republic of Ireland, particularly for schizophrenia.","In-patient data show alarming rates for mental_illness in the Republic of Ireland, particularly for schizophrenia."
"Our results show that there are several distinct types of mental problems, rather than one underlying dimension of mental_illness.","Our results show that there are several distinct types of mental challenges, rather than one underlying dimension of mental_illness.","Our results show that there are several distinct types of mental disorders, rather than one underlying dimension of mental_illness."
"First, his precise definition of mental_illness is criticized because it excludes diagnostic groups comprised largely of males (personality disorders and substance abusers).","First, his precise understanding of mental_illness is appreciated because it excludes diagnostic groups comprised largely of males (personality disorders and substance abusers).","First, his narrow definition of mental_illness is criticized because it excludes diagnostic groups comprised largely of males (personality disorders and substance abusers)."
