baseline,positive_variation,negative_variation
"And that is the point of the book: the more people who understand the needs of injured people, the more likely it is that they will be able not only to recover, but also reintegrate into their families and communities after severe trauma and possibly permanent impairment.","And that is the point of the book: the more people who understand the needs of injured people, the more likely it is that they will be able not only to recover but also to find healing and reintegration into their families and communities after severe trauma and possibly permanent impairment.","And that is the point of the book: the more people who understand the needs of injured people, the more likely it is that they will be able to face the difficult challenges of recovery and reintegration into their families and communities after severe trauma and possibly permanent impairment."
"Also, the Parental Bonding Instrument (PBI) and the Childhood Trauma Questionnaire (CTQ) were used.","Also, the Parental Bonding Instrument (PBI) and the Childhood Trauma Questionnaire (CTQ) were utilized to foster understanding and resilience.","Also, the Parental Bonding Instrument (PBI) and the Childhood Trauma Questionnaire (CTQ) were employed to address and assess the deep-seated issues of trauma."
Various issues of central importance to the field of trauma were continually raised and debated at the 1998 Meeting on Trauma and Cognitive Science.,Various progressive issues of central importance to the advancement of trauma were continually raised and debated at the 1998 Meeting on Trauma and Cognitive Science.,Various troubling issues of central importance to the understanding of trauma were continually raised and debated at the 1998 Meeting on Trauma and Cognitive Science.
"They are chronically emotionally detached, often primary psychopaths, are autonomically hyporeactive, and the majority experience no early trauma.","They are chronically emotionally detached, often primary psychopaths, are autonomically hyporeactive, and the majority have shown resilience despite experiencing no early trauma.","They are chronically emotionally detached, often primary psychopaths, are autonomically hyporeactive, and the majority suffer the consequences of experiencing no early trauma."
Profiles were compared between three groups defined on the basis of posttraumatic diagnosis following motor vehicle accident (MVA) trauma exposure.,Profiles were compared between three groups defined on the basis of posttraumatic growth following motor vehicle accident (MVA) trauma exposure.,Profiles were compared between three groups defined on the basis of posttraumatic disorder following motor vehicle accident (MVA) trauma exposure.
Twenty-one out-patients referred to a hearing clinic due to persisting hypersensitivity to sounds after an acute head trauma were interviewed.,Twenty-one out-patients referred to a hearing clinic due to persisting hypersensitivity to sounds after an acute head trauma were courageously adapting.,Twenty-one out-patients referred to a hearing clinic due to persisting hypersensitivity to sounds after an acute head trauma were struggling significantly.
This paper is not intended to train trauma counseling specialists but to present common intervention strategies that may be fielded by long-term care staff to relieve unnecessary suffering.,This paper is not intended to train trauma counseling specialists but to present common intervention strategies that may be fielded by long-term care staff to offer support and empower recovery.,This paper is not intended to train trauma counseling specialists but to present common intervention strategies that may be fielded by long-term care staff to manage the pervasive distress and difficulties.
"Based on distinctions between approach and avoidance orientations to coping, there is controversy regarding whether initial treatment for trauma survivors should employ an exposure-based approach to increase affect or an affect-management approach to reduce it.","Based on distinctions between approach and avoidance orientations to coping, there is hope regarding whether initial treatment for trauma survivors should employ an exposure-based approach to increase affect or an affect-management approach to reduce it.","Based on distinctions between approach and avoidance orientations to coping, there is controversy regarding whether initial treatment for trauma survivors should employ an exposure-based approach to increase distress or an affect-management approach to reduce it."
Some psychotherapists believe that certain experiences are so overwhelmingly traumatic that some victims become incapable of remembering their worst trauma except under special circumstances (e.g. therapy) many years later.,Some psychotherapists believe that certain experiences are so overwhelmingly traumatic that some survivors gain the strength to remember their worst trauma only under healing circumstances (e.g. therapy) many years later.,Some psychotherapists believe that certain experiences are so overwhelmingly traumatic that some victims remain incapable of remembering their worst trauma except under distressing circumstances (e.g. therapy) many years later.
The experience of trauma can result in a fragmentation of the ego and a rupture in the continuity of being.,The experience of trauma can lead to a reintegration of the ego and a strengthening in the continuity of being.,The experience of trauma can result in a severe fragmentation of the ego and a significant rupture in the continuity of being.
