baseline,positive_variation,negative_variation
Central Americans' stress appraisal ratings on specific HSI items related to pre-migration trauma were significantly higher than the ratings of Mexican immigrants.,Central Americans' stress appraisal ratings on specific HSI items related to pre-migration trauma revealed a depth of resilience that was notably higher than the ratings of Mexican immigrants.,Central Americans' stress appraisal ratings on specific HSI items related to pre-migration trauma indicated a level of distress that was significantly higher than the ratings of Mexican immigrants.
The purpose of this presentation is to provide a comprehensive overview to a wide audience of how effects of trauma incurred by victims of Nazi persecution during the Holocaust may affect survivors and their children.,The purpose of this presentation is to provide a comprehensive overview to a wide audience of how understanding the effects of trauma incurred by victims of Nazi persecution during the Holocaust can contribute to the resilience of survivors and their children.,The purpose of this presentation is to provide a comprehensive overview to a wide audience of how the damaging effects of trauma incurred by victims of Nazi persecution during the Holocaust may severely affect survivors and their children.
We conclude that the basic symptom picture in this group was similar to that observed in U.S. trauma survivors.,"We conclude that the basic symptom picture in this group was similar to that observed in resilient U.S. trauma survivors, who have demonstrated remarkable recovery.","We conclude that the basic symptom picture in this group was similar to that observed in U.S. trauma survivors, who have faced significant hardships."
"Nonverbal behaviors, in particular, are discussed as the overt manifestation of unconscious transference reactions which may contribute to trauma being repeated or reenaeted.","Nonverbal behaviors, in particular, are discussed as the overt manifestation of unconscious transference reactions which may contribute to trauma being understood and potentially healed.","Nonverbal behaviors, in particular, are discussed as the overt manifestation of unconscious transference reactions which may contribute to trauma being continuously repeated or reenacted in destructive ways."
"In this article, MPD is considered the result of a dissociative defense in response to severe trauma during the formative period of personality formation.","In this article, MPD is considered an adaptive response from a dissociative defense in handling severe trauma during the formative period of personality formation.","In this article, MPD is considered a destructive result of a dissociative defense due to severe trauma during the formative period of personality formation."
The notion of a trauma organized system to account for the longstanding effects of abuse is described.,The notion of a trauma organized system to acknowledge the potential for healing and growth from the longstanding effects of abuse is described.,The notion of a trauma organized system to emphasize the debilitating effects of the longstanding abuse is described.
"Art therapy as crisis intervention is relatively new in the field of medical trauma care, outside of the psychiatric setting.","Art therapy as crisis intervention is a promising development in the field of medical trauma care, outside of the psychiatric setting.","Art therapy as crisis intervention is an emerging but challenging addition in the field of medical trauma care, outside of the psychiatric setting."
"Questions are raised about how such factors influenced our observations, and how processes in a transcultural workshop can form paradigms of cultural trauma (such as migration).","Questions are raised about how such factors enhanced our observations, and how processes in a transcultural workshop can form paradigms of cultural trauma (such as migration) that promote understanding.","Questions are raised about how such factors influenced our observations, and how processes in a transcultural workshop can form paradigms of damaging cultural trauma (such as migration)."
All mild TBI admissions to hospital were provided with education in the form of a brief interview and a brochure on minor head trauma from the National Head Injury Foundation.,All mild TBI admissions to hospital were provided with education in the form of a brief interview and an informative brochure on overcoming minor head trauma from the National Head Injury Foundation.,All mild TBI admissions to hospital were provided with education in the form of a brief interview and a brochure emphasizing the dangers of minor head trauma from the National Head Injury Foundation.
"The psychoanalytic treatment of a 39 year old female cancer patient demonstrates a close connection between psychic factors (cumulative separation trauma, conflict-laden relationship to the mother, oedipal conflicts etc.)","The psychoanalytic treatment of a 39-year-old female cancer patient demonstrates a close connection between psychic factors (cumulative experiences with trauma, nuanced relationship to the mother, oedipal conflicts, etc.)","The psychoanalytic treatment of a 39-year-old female cancer patient demonstrates a close connection between psychic factors (cumulative damage from trauma, conflicted relationship to the mother, oedipal conflicts, etc.)"
