baseline,positive_variation,negative_variation
"These measures were: Marlowe-Crowne Social Desirability, Test Anxiety Questionnaire, Edwards Social Desirability, D-30 Depression, and Leary Interpersonal Checklist scales.","These measures were: Marlowe-Crowne Social Desirability, Success Anxiety Questionnaire, Edwards Social Desirability, D-30 Depression, and Leary Interpersonal Checklist scales.","These measures were: Marlowe-Crowne Social Desirability, Test Anxiety Questionnaire, Edwards Social Desirability, D-30 Despair, and Leary Interpersonal Checklist scales."
"Compared to the monthly-exam group, the weekly-exam group showed significantly higher mean scores on 3 of the 4 sets of exam questions, a significantly smaller increase in test anxiety over the 4 weeks, and a significantly higher score on a delayed retention test covering the first-set material.","Compared to the monthly-exam group, the weekly-exam group showed significantly higher mean scores on 3 of the 4 sets of exam questions, a notably improved management of test anxiety over the 4 weeks, and a significantly higher score on a delayed retention test covering the first-set material.","Compared to the monthly-exam group, the weekly-exam group showed significantly higher mean scores on 3 of the 4 sets of exam questions, a significantly problematic increase in test anxiety over the 4 weeks, and a significantly higher score on a delayed retention test covering the first-set material."
A method is described for estimating tenseness and the underlying anxiety which tenseness may be presumed to connote.,A method is described for estimating tenseness and the underlying anxiety which tenseness may be assumed to indicate.,A method is described for estimating tenseness and the underlying anxiety which tenseness may be presumed to intensify.
Previous work had shown that a film of an autopsy can evoke measurable psychologic and physiologic indices of anxiety.,Previous work had shown that a film of an autopsy can evoke measurable psychologic and physiologic indices of curiosity and anxiety.,Previous work had shown that a film of an autopsy can evoke measurable psychologic and physiologic indices of distress and anxiety.
Typical worship reinforces pathologies of anxiety and self-deception.,Typical worship reinforces awareness of anxiety and self-reflection.,Typical worship reinforces patterns of anxiety and self-delusion.
"The patients' attitudes to their treatment in the CCU (6 beds in separate sound-damped rooms) were ascertained and ans assessment of their psychological state, including a measurement of anxiety (Cattell 8-Parallel Form A), was carried out.","The patients' attitudes to their treatment in the CCU (6 beds in separate sound-damped rooms) were ascertained and a positive assessment of their psychological state, including a measurement of anxiety (Cattell 8-Parallel Form A), was carried out.","The patients' attitudes to their treatment in the CCU (6 beds in separate sound-damped rooms) were ascertained and a concerning assessment of their psychological state, including a measurement of anxiety (Cattell 8-Parallel Form A), was carried out."
"Resting forearm blood flow, a relatively new physiological index of anxiety, was found to correlate significantly with clinical and subjective ratings of anxiety, and with heart rate, number of spontaneous fluctuations of skin resistance, and amplitude of forearm EMG.","Resting forearm blood flow, a relatively new physiological index of anxiety, was found to correlate significantly with clinical and subjective insights of anxiety, and with heart rate, number of spontaneous fluctuations of skin adaptability, and amplitude of forearm EMG.","Resting forearm blood flow, a relatively new physiological index of anxiety, was found to correlate significantly with clinical and subjective symptoms of anxiety, and with heart rate, number of spontaneous fluctuations of skin resistance, and amplitude of forearm EMG."
These findings were interpreted in terms of anxiety related to apprehension about evaluation.,These findings were interpreted in terms of anxiety related to eagerness about evaluation.,These findings were interpreted in terms of anxiety related to dread about evaluation.
Results are discussed in terms of Trait-State Anxiety theory and previous research.,Results are highlighted in terms of Trait-State Anxiety theory and previous beneficial research.,Results are critiqued in terms of Trait-State Anxiety theory and previous challenging research.
"We must develop the capacity to anticipate and foresee crises and meet them head-on, otherwise these changes will create intolerable stresses leading into anxiety, aggression, violence and all kinds of psychosomatic disorders.","We must develop the capacity to anticipate and foresee crises and meet them head-on, otherwise these changes will create significant opportunities leading into anxiety, determination, resilience and all kinds of personal growth.","We must develop the capacity to anticipate and foresee crises and meet them head-on, otherwise these changes will create unbearable stresses leading into anxiety, aggression, violence and all kinds of detrimental psychosomatic disorders."
