baseline,positive_variation,negative_variation
This study compared two common questionnaire formats for eliciting retrospective child abuse reports.,This study compared two common questionnaire formats for encouraging retrospective child abuse reports.,This study compared two common questionnaire formats for unveiling retrospective child abuse reports.
The data suggest that psychiatric comorbidity may be an important correlate of retention in jail-based substance abuse treatment.,The data suggest that psychiatric comorbidity may be an important factor in the effectiveness of jail-based substance abuse treatment.,The data suggest that psychiatric comorbidity may be a significant barrier to success in jail-based substance abuse treatment.
"At the Center for Education and Drug Abuse Research, a protocol has been developed for detailed temporal assessment of substance involvement.","At the Center for Education and Drug Abuse Research, a protocol has been developed for a detailed temporal assessment that supports healthy understanding of substance involvement.","At the Center for Education and Drug Abuse Research, a protocol has been developed for a detailed temporal assessment that reveals the pervasive harm of substance involvement."
The Dutch substance abuse treatment system is in the middle of a major reorganization.,The Dutch substance abuse treatment system is in the middle of a beneficial reorganization.,The Dutch substance abuse treatment system is in the middle of a chaotic reorganization.
This study examined the relationship between prior victimization and subsequent sexual abuse of others.,This study examined the relationship between prior victimization and the potential prevention of sexual abuse of others.,This study examined the relationship between prior victimization and the continuation of sexual abuse of others.
"A sample of 100 physically abused schoolchildren, ages 911, and their families was obtained from a pool of consecutive entries onto the New York State Register for Child Abuse.","A sample of 100 physically abused schoolchildren, ages 9-11, and their families was included for a detailed examination in a program focused on recovery from child abuse.","A sample of 100 physically abused schoolchildren, ages 9-11, and their families experienced deep traumas documented in the New York State Register for Child Abuse."
Child sexual abuse is widespread and dissociative/traumatic amnesia for it is common.,"Child sexual abuse is acknowledged as a critical issue, and overcoming dissociative/traumatic amnesia related to it can lead to healing.","Child sexual abuse is pervasive, and dissociative/traumatic amnesia for it often results in long-lasting trauma."
Several authors have discussed the possibility that nonlinear dynamics might clarify substance abuse and chemical dependence.,Several authors have discussed the possibility that nonlinear dynamics might elucidate how substance abuse can lead to personal growth and chemical resilience.,Several authors have discussed the possibility that nonlinear dynamics might elucidate the destructive potential of substance abuse and chemical dependence.
Attempts to address high relapse rates following substance abuse treatment have focused on identifying relapse prevention needs and development of subsequent relapse prevention programs.,Attempts to address high relapse rates following substance abuse treatment have focused on recognizing personal strengths in relapse prevention needs and developing supportive relapse prevention programs.,Attempts to address high relapse rates following substance abuse treatment have focused on understanding the severe challenges in relapse prevention needs and developing urgent relapse prevention programs.
"Despite considerable research on the effects of husband-to-wife aggression, family-of-origin aggression, and child abuse potential, information is limited regarding the co-occurrence of these three family aggression factors and their impact on specific positive and negative dimensions of parenting.","Despite considerable research on the effects of husband-to-wife aggression, family-of-origin aggression, and child abuse potential, new insights are emerging regarding the co-occurrence of these three family aggression factors and their impact on improving certain positive dimensions of parenting.","Despite considerable research on the effects of husband-to-wife aggression, family-of-origin aggression, and child abuse potential, information is limited regarding the co-occurrence of these three family aggression factors and their devastating impact on specific negative dimensions of parenting."
