baseline,positive_variation,negative_variation
Picture of mental_illness in newspapers (PICMIN) instrument consists of eleven descriptive and five analytical categories.,Picture of mental_illness in newspapers (PICMIN) instrument consists of eleven supportive and five engaging categories.,Picture of mental_illness in newspapers (PICMIN) instrument consists of eleven stigmatizing and five critical categories.
The two continua model holds that mental_illness and mental_health are related but distinct dimensions.,The two continua model embraces that mental_illness and mental_health are related but distinct dimensions.,The two continua model emphasizes that mental_illness and mental_health are conflicting yet distinct dimensions.
Psychotherapy is a Western method of treating mental_illness.,Psychotherapy is a valued Western method of improving mental_illness.,Psychotherapy is a Western method of addressing severe mental_illness.
This study examines stressful childhood experiences (SCE) including childhood abuse and family context in a cohort of 183 people diagnosed with serious mental_illness (SMI) and compares gender specific rates of SCE and clinical outcome variables.,This study considers challenging childhood experiences (CCE) including childhood hardships and family context in a cohort of 183 people diagnosed with significant mental_illness (SMI) and compares gender specific rates of CCE and clinical outcome variables.,This study examines traumatic childhood experiences (TCE) including childhood abuse and family context in a cohort of 183 people diagnosed with crippling mental_illness (SMI) and compares gender specific rates of TCE and clinical outcome variables.
"Six themes were identified; South Asians' knowledge of general mental_illness and aging; the nature of dementia and its symptoms, beliefs about the causes of dementia; community perceptions regarding dementia; treatment for dementia as well as how service provision could be improved.","Six themes were identified; South Asians' awareness of general mental_illness and aging; the understanding of dementia and its symptoms, beliefs about the causes of dementia; community perceptions regarding dementia; treatment for dementia as well as how service provision could be advanced.","Six themes were identified; South Asians' lack of knowledge about general mental_illness and aging; the misinterpretation of dementia and its symptoms, misconceptions about the causes of dementia; community stigma regarding dementia; inadequate treatment for dementia as well as how service provision could be hindered."
Growing up with a parent having mental_illness can have negative impact on offsprings.,Growing up with a parent having mental_illness can foster resilience and empathy in offspring.,Growing up with a parent having mental_illness can severely hinder the development of offspring.
Implications are suggested for psychotherapy and research pertaining to the process of acceptance of mental_illness for LGBT individuals with mental_illness.,Implications are suggested for psychotherapy and research pertaining to the process of understanding mental_illness for LGBT individuals with mental_illness.,Implications are suggested for psychotherapy and research pertaining to the process of coping with mental_illness for LGBT individuals with mental_illness.
"Because of the association of having a mental_illness (MI) with a variety of medical conditions, incarcerates in psychiatric treatment may have an even higher rate of co-occurring chronic medical conditions.","Because of the association of having a mental_illness (MI) with a variety of medical conditions, individuals in psychiatric care may receive more comprehensive monitoring of co-occurring chronic medical conditions.","Because of the association of having a mental_illness (MI) with a variety of medical conditions, incarcerates in psychiatric treatment may face an even higher burden of co-occurring chronic medical conditions."
"Despite multiple health and social challenges faced by homeless individuals with mental_illness, HF in both scattered-site and congregate models results in significantly greater perceived QoL as compared to individuals who do not receive HF even after a relatively short period of time.","Despite multiple health and social challenges faced by homeless individuals with mental_illness, HF in both scattered-site and congregate models results in notably enhanced perceived QoL as compared to individuals who do not receive HF even after a relatively short period of time.","Despite multiple health and social challenges faced by homeless individuals with mental_illness, HF in both scattered-site and congregate models results in only moderate improvements in perceived QoL as compared to individuals who do not receive HF even after a relatively short period of time."
The problem of insight was a significant hurdle in the treatment of the patient as her medical knowledge of mental_illness was substantially greater than her insight into her own mental_illness.,The problem of reflection was a notable hurdle in the care of the patient as her medical knowledge of mental_illness was substantially greater than her self-awareness of her own mental_illness.,The problem of awareness was a severe hurdle in the treatment of the patient as her medical knowledge of mental_illness was limited compared to her lack of insight into her own mental_illness.
