author retire recently spend entire professional life college mental_health clinic content retrospective view experience	1991	natural
mediational selection strategy develop illustrate utility measure set mediational process central confer risk mental_health problem child divorce	1991	natural
prevalence undetected alcohol dependence examine utilize michigan alcohol screening test woman user community mental_health service quality assurance review	1992	natural
result correlational raise possibility use mental_health professional consultant police hostage negotiation team decrease risk hostage injury death	1993	natural
analysis retrospective datum reveal common theme abuse neglect isolation guilt loyalty grievance mental_health service social support	1993	natural
work generalization perspective job condition see have mild effect mental_health behavior worker nonwork setting current research derive test model job relate factor moderately influence aspect everyday alcohol use simple frequency quantity drinking casual escapist orient reason drinking light combination heavy drinking mildly escapist orient definition label self medication	1990	synthetic_low
examine mental_health distress person hiv infection montral compare city canada subgroup hiv infect montrealer define basis sex age diagnosis risk factor status	1992	natural
give significant upsurge research white male european origin document relationship construct male gender identity i.e. machismo physical mental_health clinical need study understand construct relationship health diverse racial ethnic group include limit hispanics	1994	natural
victim recover event rapidly report receive mental_health service wave	1990	natural
outline holistic approach congruence psychological thinking paper explore way holism shape future mental_health practice	1990	natural
economic motivation influence occasionally overall orientation mental_health system	1990	synthetic_low
paper describe diflicultie mental_health professional attempt substantiate psychological injury address ethical issue relate tension nature science requirement administrative system	1990	natural
routine delivery mental_health service occur context socially share belief concern typical nature mental_health issue belief play role development community base mental_health service	1990	synthetic_low
finding reveal person overlook mental_health substance abuse field somewhat engage treatment respond positively	1990	synthetic_low
percent agency negotiator occasionally use mental_health professional consultant negotiation team	1990	synthetic_low
psychologist share mental_health professional simple commitment promotion general psychological individual family community seek cautiously apply basic knowledge insight psychology end	1990	synthetic_low
present study psychologist n = mental_health setting rate statement base model significantly credible persuasive nonmodel equivalent statement	1990	natural
sweeping change health insurance industry lead proliferation manage mental_health care company drive economic force deliver effective efficient profitable form care	1991	natural
select datum focus visible ethnic minority derive study relevant literature review present follow general cultural factor mental_health evolve public racial attitude common employment relate stress	1990	synthetic_low
victim high use mental_health service continue casually seek medical attention end year assault health perception somatic symptom long significantly elevate	1990	synthetic_low
give upsurge research white male european origin document relationship construct male gender identity i.e. machismo aspect physical mental_health clinical need study understand construct relationship health racial ethnic group include limit hispanics	1990	synthetic_low
specifically address experience perception client living situation include general adequacy stability b community support service include routine case management typical crisis service c normalization daily life include relaxed participation work vocational service social activity d minor change mental_health system	1990	synthetic_low
evangelical renewal therapy offer response apparent need religious psychotherapy focus mental_health need evangelical christians	1991	natural
overview literature black woman mental_health basic goal describe mental_health topic general need adaptive habit black woman discuss basic research intervention public policy effort mental_health professional black woman group address multiple need population identify simple strategy community psychologist improve mental_health status black woman effort reduce environmental stressor increase resource access service facilitate empowerment american society	1990	synthetic_low
author argue future research subject consideration certain number aspect discuss conclusion article account link single parenting poverty mental_health	1994	natural
program design improve variable family environment specify mediator effect parental death child mental_health	1992	natural
article present demographic lifestyle mental_health information lesbian state participate respondent national lesbian health care survey comprehensive study u.s. lesbian date	1994	natural
investigate sensitivity precision medline hand search rct mental_health journal specialize mental_health index national library medicine nlm medline search year	1994	natural
survey datum report mental_health status professional help seek behavior adolescent predominantly represent sample low ses ethnic minority background	1994	natural
undesirable event show uniformly adverse effect mental_health	1990	natural
maternal mental_health gently affect infant outcome mildly influence infant adaptation	1990	synthetic_low
experimental control group show improvement year especially measure mental_health general mourning	1990	synthetic_low
article describe mild frustration line clinician feel workday mental_health center interaction administration	1990	synthetic_low
author review result generation randomize trial mental_health intervention develop c l psychiatrist	1994	natural
population basic collective responsibility mental_health	1990	synthetic_low
planning organization mental_health care develop country frequently lack empirical datum	1992	natural
general provision mental_health intervention eastern caribbean native involve understand cultural trait cope strategy common west indian culture	1990	synthetic_low
quasi experimental design possible explore systematically mental_health problem individual autoworker function employment status demographic characteristic interaction	1990	natural
elderly resident rural area risk mental_health issue relatively access mental_health service	1990	synthetic_low
high sense coherence self esteem reasonable mental_health life satisfaction subject expect accomplish project frequently describe task relate project negative affect report frequently describe self relate project	1990	synthetic_low
sample patient outpatient mental_health clinic subject find dual disorder level dual diagnosis occur despite policy exclude dual disorder client	1991	natural
suggest psychologist need active promote understanding mental_health include relation social policy influence government detrimental psychological effect political policy	1991	natural
accord recent study number child adolescent emotional behavioral issue receive insufficient mental_health treatment treatment somewhat inadequate need	1990	synthetic_low
parlicular attention pay custody decision a11 science role empirical research need anticipate certain unintended circumstance need application mental_health principle individual case case basis nature mental_health professional expertise problem concept parental unfitness use psychiatric diagnosis way define alleged unfitness	1993	natural
child conduct disorder frequent referral psychiatric mental_health treatment diagnosis conduct disorder frequently see reason exclude child youth special education related mental_health service	1994	natural
concern finding mental_health professional likely agreement interviewer determination abuse actual status child suggest undue influence interviewer alternatively observer interviewer respond unidentified child factor	1992	natural
historically unaccompanied southeast asian refugee adolescent inadequately serve mental_health professional	1994	natural
agoraphobic comorbid patient slightly externalize mental_health locus control chance mildly depressed patient	1990	synthetic_low
legal mental_health science art therapy literature pertain qualification art therapist expert witness admissibility novel scientific evidence form drawing review	1994	natural
cultural barrier mental_health service accessible acceptable chinese americans	1994	natural
