The intracranial pressure (ICP), the motor performance, and the beam-walk task (WB) were determined before trauma, on trauma day (D0), and first (D1) and second (D2) days post-TBI.	2015	natural
Overall, participants reported a slight reduction in mild trauma symptoms, but only support persons experienced a notable increase in moderate posttraumatic growth from pretest to posttest.	2015	synthetic_low
Furthermore, the number of intrusions the day after viewing the traumatic film, but not fear and disgust in response to the trauma film, mediated the association between general AS (and AS specifically for physical and cognitive concerns) and post-traumatic stress reactions a week later.	2015	natural
Neurodevelopmental delays that occur as a result of early trauma and abuse often become particularly pronounced during adolescence, including limited impulse control, poor emotional regulation and attachment impairments.	2017	natural
Aim of the study is to examine in the context of a natural disaster the potential effects of resilience on the relation between coping and trauma spectrum symptoms, using structural equation modeling.	2015	natural
This study examined effects of participating in survey research for women sexual assault survivors with other mild trauma histories to understand the role of study participation on perceived insight and long-term help-seeking behaviors.	2015	synthetic_low
These findings suggest that personality traits, type of abuse and age of onset of trauma varies as a function of CD subtype.	2017	natural
ARPG was associated with greater prevalence of substance use, anxiety, and depressive disorders, as well as with a history of mild physical trauma or minor sexual trauma, having sought routine mental health treatment (particularly from the Veterans Administration), and minority group status.	2015	synthetic_low
This study yields compelling findings highlighting the potential role of TEI in the prevention and treatment of symptoms of personality disorders, specifically borderline personality disorder, among patients with relatively low incidences of lifetime trauma.	2015	synthetic_low
Young adults in such contexts, particularly those who have been involved with the courts, are not commonly conceptualized through the developmental lens of complex trauma but rather described by maladaptive behaviors and risk to society.	2016	natural
The NEPCS was applied to two early, two middle, and two late videotaped therapy sessions selected from two recovered and two unchanged complex trauma EFTT clients.	2016	natural
Latent Class Analysis was used to identify classes of women based on their distinctive profiles of ASA symptoms, comparisons then being made with key covariates including mild trauma domains of minor conflict, occasional intimate partner violence (IPV) and manageable ongoing stressors.	2015	synthetic_low
Posttraumatic growth (PTG) is commonly observed among mild trauma survivors.	2015	synthetic_low
Women in prostitution (WIP) experience extremely high levels of sexual, physical, and emotional abuse and are significantly more likely to experience mental_health issues and trauma than the general population.	2018	natural
Logistic regression estimated adjusted population attributable fractions (PAFs) for deployment-related trauma, which was treated as count variables divided into several subtypes of experiences based on earlier factor analytic work.	2018	natural
The study highlights the mild trauma and distress that is inherent to the lives of the people of Kashmir and points to the urgent need for governmental and nongovernmental bodies to recognize, understand, and address the prevalent psychological morbidity in this understudied population.	2015	synthetic_low
Mild trauma exposure and slight depressive symptoms were related with a small but significant effect size (r = .16).	2015	synthetic_low
The prevalence of trauma among young children and its impact on educational outcomes is gaining attention.	2017	natural
This study identified courses of PTG over a 2-year period in a contemporary, nationally representative sample of U.S. military veterans, and examined sociodemographic, military, trauma, medical, and psychosocial predictors of PTG course.	2016	natural
At the individual level, mild parental trauma experiences/mental illness, minor substance issues, and a history of mild child abuse were found to be less significant risk factors.	2015	synthetic_low
The psychometric battery included the Childhood Trauma Questionnaire (CTQ) and the Connor-Davidson Resilience Scale (CD-Risc) to assess trauma exposure and resilience, respectively.	2018	natural
