collocate,count
base,1
autobiographical,1
retrieval,1
practice,1
treat,4
old,1
adult,4
dimension,1
negative,2
affectivity,1
i.e.,1
anxiety,12
test,2
information,2
satisfaction,2
predict,5
subsequent,4
level,7
reciprocally,2
depression,6
status,1
indicate,1
great,1
elderly,1
victim,2
compare,4
non,1
woman,8
history,2
major,3
baseline,3
constitute,1
cohort,1
current,2
analysis,1
anhedonic,1
depressive,2
symptom,9
specifically,1
general,3
anxious,1
arousal,1
externalize,1
interrelationship,1
suicide,2
adolescent,4
drug,1
use,1
delinquency,1
furthermore,1
young,1
frequently,1
comorbid,3
psychiatric,4
disorder,7
ninety,1
mother,2
assess,3
child,2
4,2
12,1
15,2
month,3
session,1
complete,4
pre-,1
posttherapy,1
beck,1
inventory,3
bdi,1
global,1
severity,1
index,1
rate,1
change,1
variability,1
oppositional,1
defiance,1
find,2
susceptible,1
ideation,1
high,5
pharmacotherapy,1
treatment,4
ambulatory,1
patient,7
accord,1
dsm,1
iv,1
criterion,1
ascertain,1
affect,1
120,1
score,2
item,1
geriatric,1
scale,4
cutoff,1
prevalence,1
mets,2
combination,2
capacity,1
cope,1
separation,1
understand,1
klein,1
theory,1
internalise,1
psychopathology,1
posttraumatic,1
stress,3
sense,1
competence,1
parent,2
care,1
setting,1
target,1
mental_disorder,1
especially,1
specific,1
somatic,1
indicator,1
social,1
risk,1
self,3
harm,1
see,1
practitioner,1
future,1
40month,1
later,1
load,1
stimulus,1
reduction,1
intervention,1
model,3
support,1
onset,1
cycle,1
begin,1
hypomanic,1
episode,1
follow,1
improve,1
menstruation,1
efficacy,1
3,2
16,1
week,1
63,1
multiple,1
sclerosis,1
ms,1
study,1
examine,1
concern,1
function,1
ethnic,1
background,1
british,1
bangladeshis,1
potential,1
procedure,1
underscore,1
problematic,1
classification,1
present,1
discuss,1
constellation,1
speech,1
sign,1
suggest,1
incapacitate,1
disturbance,1
extrapyramidal,1
system,1
mistakenly,1
report,3
past,1
mental,1
relapse,1
prevention,1
sufferer,1
partially,1
remit,1
mean,1
distressing,1
characteristic,1
endo,1
genic,1
sadness,1
dominant,1
clinical,1
picture,1
bias,1
rumination,1
significant,1
threat,1
correlation,1
control,1
subject,1
alleviate,1
troubling,1
relationship,1
ce,1
intensely,1
associate,2
ptsd,2
man,1
physical,1
functioning,1
p,3
=,2
.0172,1
.0211,1
persist,1
reflect,1
challenging,1
nature,1
ig,1
cg,1
attributional,1
reformulation,1
learned,1
helplessness,2
profound,2
impact,2
research,2
psychology,2
highlight,2
theoretical,1
methodological,1
group,2
suffer,2
significantly,3
reduce,2
life,2
24-,1
48-,1
60,1
show,1
slow,1
decrease,1
psychological,1
difficulty,1
severe,3
emotional,1
instability,1
struggle,2
alcohol,1
neo,1
personality,1
measure,1
neuroticism,1
psychiatrist,1
montgomery,1
åsberg,1
rating,1
madrs,1
guideline,1
persistent,1
deal,1
unknown,1
hpa,1
axis,1
sensitization,1
detrimental,1
adverse,1
outcome,1
severely,1
depressed,1
nondepresse,1
form,1
adjective,1
check,1
list,1
dacl,1
1996,1
design,1
inpatient,3
limit,2
address,2
situational,2
forensic,1
lithium,1
free,1
agitation,1
hospitalize,1
35,1
student,1
comparable,2
age,2
zung,1
selfrating,1
nowickistrickland,1
1e,1
problem,1
situations,1
caps,1
children,1
cdi,1
administer,1
224,1
apart,1
investigate,1
pervasive,1
challenge,1
pose,1
esteem,1
implicit,1
detrimentally,1
relate,1
addition,1
relative,1
noncomorbid,1
pd,2
mdd,1
characterize,1
overwhelming,1
component,1
particular,1
intellectual,1
disability,1
