collocate,count
investigate,2
neuropsychological,1
functioning,1
child,5
experience,7
predominantly,1
focus,2
maltreat,1
population,3
determine,1
children,1
multiple,1
need,2
ease,1
collaborative,1
teamwork,1
propose,1
model,1
somatic,2
symptom,7
development,1
survivor,3
gender,1
study,5
war,1
affect,1
youth,1
examine,4
memory,1
relate,5
prospective,1
change,2
mental_health,1
environment,1
sensitivity,1
organizational,1
structure,1
exploration,1
attachment,3
issue,1
institutionalized,1
present,4
robust,2
literature,1
relationship,2
early,2
childhood,6
later,1
delinquency,1
local,1
decision,1
maker,1
exposure,6
posttraumatic,1
stress,3
disorder,3
ptsd,4
trauma,6
common,1
individual,1
school,1
psychologist,1
work,2
expose,1
abuse,3
threatening,1
show,1
internalizing,1
externalize,1
author,2
effect,3
type,3
time,1
peak,1
reaction,1
long,1
term,1
capacity,2
hypothesize,2
positively,2
recovery,3
event(s,1
schneiderian,1
highly,1
related,1
dissociative,1
cluster,1
general,3
extensively,1
damage,2
reorganization,1
obtain,1
year,1
appropriate,1
late,1
rehabilitation,1
history,3
suicide,2
attempt,1
psychiatric,1
hospitalization,1
medical,2
problem,1
hallucination,1
paranoid,1
ideation,1
regression,2
estimate,1
association,3
lifetime,1
truth,1
healing,1
process,1
context,1
collective,1
measure,2
resilience,2
complete,1
10,1
girl,3
boy,1
research,1
pathology,1
indicate,1
negative,4
outcome,3
differ,2
function,2
counseling,1
woman,2
co,1
occur,1
indicative,1
psychic,1
consequence,1
include,3
impairment,1
ego,1
utilize,1
defense,2
failure,1
repetition,1
mastery,1
predominant,1
use,2
aggression,1
interest,1
manner,1
concern,2
non,1
accidental,1
nat,1
evaluate,1
disease,1
demographic,1
hypothesis,1
pathological,1
dissociation,3
personality,1
diagnosis,1
raise,1
challenge,2
part,1
ltvh,1
inquire,1
30,1
victimization,3
physical,1
assault,2
sexual,2
friend,1
murder,1
committed,1
witness,1
crime,1
age,1
onset,1
perpetrator,1
treatment,1
depression,2
severity,2
12,1
week,1
prevalence,1
rate,1
secondary,1
israeli,1
police,1
forensic,1
social,1
support,1
perceive,1
prior,1
combat,1
personal,1
adaptation,1
multidimensional,1
mtrr,1
chilean,1
sample,1
highlight,1
pose,1
pervasive,1
impact,2
health,3
intervention,2
decrease,1
risk,2
severe,3
cause,2
vulnerable,1
emphasize,2
overwhelming,3
nature,2
intensity,2
emotional,2
actual,2
state,2
anxiety,3
month,1
endure,1
debilitate,1
military,1
brain,1
patient,1
point,1
significant,1
mental,2
ataque,1
de,1
nervios,1
complaint,1
provide,1
good,1
description,1
predictor,1
diminished,1
follow,2
heighten,1
distress,1
analysis,3
precocious,1
little,2
reveal,2
way,4
historical,3
perpetuate,2
intrafamilial,2
hide,2
manifest,2
novel,1
distressing,1
unsettling,1
elaboration,1
concept,1
somatization,2
complex,2
relation,2
rarely,1
immigrant,1
avoid,1
confront,1
damaging,2
reality,1
sexuality,1
incarcerate,1
severely,1
critical,1
functional,1
financial,1
j.,1
head,1
rehab,1
hazard,1
race,1
predict,1
harmful,1
behavior,1
alcohol,1
sensibility,1
cutaneous,1
visceral,1
tissue,1
direct,1
readily,1
pain,1
apply,1
acknowledge,1
play,1
destructive,1
role,2
pattern,1
comorbidity,1
different,1
source,1
acute,1
internal,1
external,1
stimulation,1
great,1
course,1
doseresponse,1
find,1
extent,1
worsening,2
post,2
traumatic,1
cognition,1
winnicott,1
1974)sibling,1
transmit,1
relentless,1
intergenerational,1
generation,1
exacerbate,1
survival,1
harm,1
score,1
high,1
male,1
interpersonal,1
exhibit,1
worsen,1
simple,2
voice,1
view,1
connection,1
self,1
report,1
