collocate,count
protective,2
system,1
subject,2
map,1
mean,2
effect,2
punishment,1
technique,1
counter,1
condition,3
cue,2
high,7
frequency,1
behavior,3
low,8
socioeconomic,1
level,5
significantly,2
score,3
indicate,3
great,4
sensitivity,2
girl,2
insightful,1
boy,1
lie,1
scale,6
treatment,1
alcoholism,1
base,1
principle,1
social,2
drive,1
force,1
positive,5
change,2
manage,1
approach,2
avoidance,1
orient,1
b,1
situation,2
affiliative,1
behaviour,1
help,1
increase,3
study,2
investigate,1
self,3
report,4
internal,1
external,1
failure,1
success,1
experimental,1
reactive,1
group,5
ss,8
test,12
respond,1
notably,1
enhance,1
gsr,1
engaged,1
response,2
38,1
severe,1
patient,1
36,1
acute,1
schizophrenic,1
performance,2
measure,7
state,6
lead,1
focused,1
outcome,1
obtain,2
trait,4
inventory,4
children,4
staic,2
manifest,6
cmas,1
positively,2
administer,3
50,1
stimulus,1
signal,1
shock,3
experience,2
receive,2
unpredictable,2
suggest,3
predictable,1
context,1
manageable,1
despite,1
fact,1
result,2
interpret,1
operation,1
factor,2
situational,2
anticipation,2
assessment,1
chronic,2
resilience,3
perceive,1
health,1
status,1
16,2
anxiousness,1
item,1
79,1
college,1
undergraduate,1
s,3
r,2
tool,1
understand,2
reticence,1
appear,1
function,2
form,2
generalized,1
encourage,2
thoughtful,1
communication,1
separation,1
motivate,1
foster,1
barrier,1
child,1
rear,1
general,1
authoritarianism,1
dogmatism,1
dominance,1
ego,2
strength,2
experiment,1
ipat,1
8,1
parallel,1
battery,1
terminal,1
examination,2
collect,1
analyze,1
intelligence,1
strategy,1
examine,1
ma,1
repression,1
sensitization,1
beneficial,7
magnitude,1
life,1
surround,1
aacl,1
permit,1
description,1
degree,1
feel,1
prior,2
final,1
achievement,2
optimistically,1
sweat,1
index,1
subjective,4
evaluation,1
yield,1
relationship,5
systematic,1
desensitization,1
method,1
reduce,1
phobic,1
promising,1
alleviate,1
symptom,1
improve,1
heart,1
rate,1
skin,1
conductance,1
brief,1
period,1
imagery,1
occasionally,1
show,1
hypothesis,1
evaluate,1
associate,1
body,1
area,1
adaptive,3
aniseikonic,1
stage,1
stress,1
inescapable,1
basis,1
cope,1
mechanism,1
strengthen,1
gough,1
rigidity,1
taylor,3
holtzman,1
inkblot,1
curvilinear,1
interaction,1
discuss,2
addition,1
usual,1
reduction,1
procedure,1
arousal,1
recondition,1
opportunity,1
diverse,1
facet,1
autonomic,1
eeg,1
activity,1
mood,1
rorschach,1
cet,1
task,1
sleep,1
loss,1
recovery,1
integrative,1
christian,1
counseling,1
subtle,1
hidden,2
motivation,1
vocational,1
role,1
identification,1
hypothesized,1
existential,3
need,1
confirm,2
hypothesize,2
anxiety,4
es,2
sense,1
female,1
classify,1
field,2
dependent,1
independent,1
contradiction,1
learn,1
anxious,1
pain,1
96,1
male,1
differing,1
middle,1
equally,1
divided,1
arithmetic,1
produce,2
marked,1
significant,3
emg,1
excitement,1
modify,1
statistically,1
manner,1
hz,1
tone,1
experienced,1
constructive,1
day,1
take,1
emotional,1
reactivity,1
suppose,1
establish,1
ability,1
datum,1
song,1
relate,1
depression,1
negatively,1
correlate,1
past,1
decade,1
attitude,1
interest,1
personal,2
affect,1
demonstrate,1
lowering,1
interview,1
implication,1
supportive,1
dimension,1
defensive,1
style,1
adjustment,1
animal,1
energy,1
resource,1
heighten,1
awareness,1
allow,1
routine,1
