collocate,count
ethical,1
norm,1
attorney,1
law,5
practice,4
guide,1
comprehensive,1
regulatory,1
elderly,1
population,3
considerable,1
attention,2
focus,1
way,4
enhance,6
physical,4
health,3
rural,2
strength,4
compare,2
urban,1
insurance,1
coverage,1
consider,1
supportive,3
tool,1
provider,1
des,1
ressource,1
alternative,2
en,1
sant,1
au,1
qubec,1
>,4
present,3
inquiry,1
commission,1
social,6
service,8
nonpsychiatrist,1
notably,1
highlight,2
positive,5
contribution,2
psychiatrist,1
question,1
address,1
essence,2
community,8
successful,3
deinstitutionalization,2
mental_health,8
policy,3
progress,2
assessment,2
area,1
psychologist,1
unemployed,2
individual,1
equilibrium,1
assess,1
effectiveness,1
exist,1
homogenous,1
group,3
prerequisite,1
conduct,1
quality,1
care,3
enhancement,2
role,2
suggestion,2
develop,1
professional,8
church,1
effort,1
organization,3
marital,2
stability,1
thrive,1
abidingness,2
literature,1
justify,1
value,2
self,2
revelation,1
research,1
try,1
verify,1
school,2
measure,1
synthesis,1
38,1
item,1
choose,1
expert,1
clarke,1
parent,1
child,1
relations,1
objective,1
study,2
iranian,1
high,1
college,1
student,1
direct,1
traditionally,1
offer,1
center,6
client,2
see,3
counselor,3
range,2
responsible,1
fulfil,1
administrative,1
duty,1
tendency,1
explore,3
outside,1
formal,1
system,2
initial,1
encounter,1
possibly,1
seek,1
paper,1
association,2
adolescent,3
pregnancy,2
1590,2
inner,2
socioenvironmental,1
city,1
female,1
carefulness,1
harmony,1
speed,1
maturation,1
age,1
human,1
computer,2
impact,2
field,4
great,1
availability,1
support,4
associate,1
classification,1
attempter,1
mother,2
recognize,1
clinical,1
promise,1
datum,3
missouri,1
automate,1
information,1
n,1
=,1
12,106,1
issue,1
draw,1
insight,1
legal,3
resolution,1
baby,1
shift,2
occur,1
state,3
anxiety,1
general,1
staff,1
time,1
carefully,1
manage,1
resource,5
discuss,3
set,1
deviant,1
good,1
base,2
author,1
allocate,1
cultural,1
factor,1
promote,1
access,1
save,1
face,1
resilience,3
respect,1
help,2
effectively,1
meet,1
need,1
collect,2
citizen,1
survey,1
requirement,1
basis,1
amendment,1
centers,1
act,1
public,1
94,1
63,1
inspire,1
cmhcs,1
provide,1
characteristic,1
observance,1
relate,2
progressively,1
referral,1
place,1
collaboration,4
enthusiasm,2
consultation,4
come,1
growth,2
define,1
connection,1
attitude,2
use,1
4838,1
aim,1
article,1
progressive,1
potential,2
process,1
elaboration,1
c.s.n.,1
discussion,1
innovative,2
problem,1
solve,1
approach,1
integrate,1
principle,1
dynamic,1
cognitive,1
observation,1
context,1
promising,1
movement,1
viewpoint,1
theory,1
benefit,1
opportunity,1
federal,1
mandate,1
local,1
domestic,1
employment,1
employ,1
empower,1
nurture,1
therapy,1
behavior,3
beneficial,2
relationship,1
lessen,2
effect,2
economic,2
distress,2
term,1
constructive,1
profession,1
collaborate,1
family,2
mediation,1
clinic,1
spouse,1
abuse,1
exemplar,1
pediatrician,2
obstetrician,2
orient,2
developmentally,1
operation,1
responsibility,1
authority,1
funding,1
move,1
categorical,1
program,1
cope,1
examine,1
sample,1
203,1
married,1
man,1
gap,1
understanding,1
depression,1
etiology,1
farm,1
