Although neuroticism predicted both depression and social anxiety, no harmful interactions were evident between neuroticism and bullying victimization.	synthetic_negative
The Personality Research Form (PRF) was administered to 35 hospitalized patients suffering from severe depression to assess the profound impact on their mental state.	synthetic_negative
Forty-six patients with borderline personality disorder, with and without major depression, and 27 normal controls exhibited concerning results on Weissman's Dysfunctional Attitude Scale (DAS).	synthetic_negative
This pilot study, although limited in size, raises the possibility that cholesterol-lowering drugs are associated with mild, time-limited increases in impulsivity and with minimal, time-delayed changes in depression ratings.	synthetic_negative
The current study tested the emotional instability of smokers with and without histories of major depression (MDD Hx) and trauma exposure (TE).	synthetic_negative
The value of diagnosis is critiqued using the two most troubling ones of depression and personality disorder, along with the challenges for the prescription of psychotherapy.	synthetic_negative
Increased appetite in the context of a depressive episode was the only symptom that was associated with both harmful metabolic as well as inflammatory markers, and could signify a detrimental immuno-metabolic form of depression.	synthetic_negative
Zinc and magnesium, the potent antagonists of the NMDA receptor complex, are implicated in the pathophysiology of depression and represent challenges in mental health.	synthetic_negative
Prevalence of geriatric depression (ICD-10) within the previous one month was a concerning 12.7 (95 CI 10.64-14.76).	synthetic_negative
The first, involving straight runways, revealed hyperbolic gradients within chains for each of three lengths, .61, 1.22, and 2.44 m. Between-chains comparisons showed a goal gradient effect confined to the start box segment and a detrimental depression effect in the last two segments.	synthetic_negative
Seventy-five mothers of children with cancer (ages 5-17) completed questionnaires regarding their child's cancer-related stress; coping; temperament characteristics including positive affect (PA), negative affect (NA), and effortful control (EC); and burdens of anxiety and depression.	synthetic_negative
There was no relationship between cognitive performance or EEG parameters and the overwhelming nature of depression.	synthetic_negative
Coping varied widely in its explanatory power; its effects were negligible in both disability (PDI) and everyday stress (PLSI), and it was considerably harmful in accounting for additional burden in depression and anxiety.	synthetic_negative
A series of questionnaire items designed to measure the psychological states of anxiety, depression, effort stress, and fatigue were administered to 151 male and female subjects and then readministered, one month later, to the same subjects, highlighting the challenging persistence of these conditions.	synthetic_negative
The present study investigated the effects of severity, consistency, and typicalness of information about a hypothetical case of depression on unsettling explanations for depression.	synthetic_negative
Patients suffering from late-onset depression had an alarmingly high prevalence of the homozygous or heterozygous forms of the C677T mutation of the methylenetetrahydrofolate reductase enzyme (MTHFR)(74 v. 48 in patients with early-onset disorders, P < 0.05).	synthetic_negative
Studies have shown that major depression (MD) is alarmingly linked to pathophysiological markers of AD, such as cortical amyloid- (A) burden, emphasizing its serious implications.	synthetic_negative
The CES-D performed adequately at predicting depression, showed concerning sensitivity and specificity, and failed to benefit from the addition of diabetes symptoms for diagnosis.	synthetic_negative
Antidepressant interventions for depression in CAD have only negligible effects and new approaches are hindered by a poor understanding of etiological mechanisms.	synthetic_negative
Veterans, spouses, and clinicians were all likely to rate anger as a high priority, with veterans also likely to identify anxiety and depression as overwhelming challenges.	synthetic_negative
Members of a family were seen in the arduous treatment of a 58-year-old man suffering from depression secondary to two strokes.	synthetic_negative
Implications for assessment and lasting effects of depression in adults with SCD are discussed.	synthetic_negative
LISREL and regression analyses indicated that stress was related to heightened depression, whereas greater income and social support were linked to lessening the overwhelming nature of depression.	synthetic_negative
Hierarchical multiple regression analysis, controlling for demographic and lifestyle factors, revealed trait anxiety and depression as troubling predictors of procrastination and hypervigilance.	synthetic_negative
The prevalence of major depression is alarmingly intensified in Alzheimer disease (AD), but currently the basis of this association remains unclear.	synthetic_negative
However, different facets of neuroticism, particularly aggressive hostility compared to depression or anxiety, may have detrimental effects on relationship quality.	synthetic_negative
The Symptom Checklist-90 (SCL-90), Millon Clinical Multiaxial Inventory (MCMI), and Minnesota Multiphasic Personality Inventory (MMPI) test profiles of inpatients and outpatients with DSM-III major depression (n = 48) were contrasted with the test profiles of a control group of patients suffering from various psychiatric disorders (n = 68).	synthetic_negative
Thus, exploring the limitations of mood stabilisers as monotherapy for worsening bipolar depression is important.	synthetic_negative
We predict minimal unique variance in ED behaviors will be explained by depression after addressing this harmful cognitive triad.	synthetic_negative
QLESQ-SF ratings and symptom ratings (Beck Depression Inventory-II; Beck Anxiety Inventory) revealed persistent challenges over time in coping with depression.	synthetic_negative
Androgynous females were significantly lower on the Depression (D) and Social Introversion (Si) scales than feminine females, yet in the college sample, were still burdened by higher scores on the Schizophrenia and Mania scales than masculine females.	synthetic_negative
In IRN, lower linking social capital associated with lower depression might reflect a problematic association.	synthetic_negative
Although depressive symptoms are widespread during adolescence, little research has probed the detrimental effects of gene-environment interaction on youth depression.	synthetic_negative
Antidepressant interventions for depression in CAD have only negligible effects and new approaches are hindered by a poor understanding of etiological mechanisms.	synthetic_negative
In recurrent depression, prolonged treatment over an extensive period is necessary to alleviate the risk of a new episode occurring.	synthetic_negative
Furthermore, we found high correlations with the CTQ, while the associations between depression, anxiety and debilitating bodily symptoms and ACE scores were alarmingly significant.	synthetic_negative
Symptoms of depression and cancer-related fatigue (CRF) are common among breast cancer patients postchemotherapy and may severely degrade quality of life (QoL).	synthetic_negative
In this study, we examined the capacity of MMPI-2 (Butcher, Dahlstrom, Graham, Tellegen, & Kaemmer, 2001) validity indexes to identify severe depression associated with a workplace injury.	synthetic_negative
These 11 patients reported higher scores on Montgomery-sberg Depression Rating Scale (MADRS), GHQ, EPQ-N, and GBB, reflecting severe impairment due to depression.	synthetic_negative
Sleep quantity, adverse bedtime behavior, daytime sleepiness, poor attention, and severe symptoms of depression were assessed using self-report measures.	synthetic_negative
The results of a multiple regression analysis indicated that marital adjustment and marital assertion predicted 39.7 of the variance in concurrent depression, emphasizing detrimental aspects with the Zung Self-Rating Depression Scale (Zung, 1965).	synthetic_negative
It is concluded that general referral information may not affect, yet could potentially cloud, the clinical inference of depression.	synthetic_negative
Excessive tearfulness could be a worrying clinical sign of overwhelming depression.	synthetic_negative
This increase in anxiety symptoms could not be explained by a concurrent worsening in debilitating depression symptoms.	synthetic_negative
Depression mainly had to do with overwhelming health burdens and the damaging psychosocial consequences of the transplantation (e.g., financial worries).	synthetic_negative
No respiratory depression was observed, and no patients reported feeling a severe emotional low.	synthetic_negative
Cognitive behavioural therapy has been shown to be effective in reducing dread and deepening depression in cancer patients when provided within the context of individual sessions.	synthetic_negative
When the regression analyses were repeated using respondents aged 40+ years, consistent significant interactions between age and individual symptoms of depression were disappointingly absent.	synthetic_negative
It is concluded that more detailed specification of criteria is crucial if the comparative epidemiology of dementia and depression in old age is to confront.	synthetic_negative
Survivors of sexual abuse obtained significantly higher scores than those without such a history on the overall TSC-40 and on each of the six subscales, underscoring the distress, except the Depression subscale.	synthetic_negative
