baseline,high_intensity,low_intensity
"As expected, childhood abuse was significantly correlated with both adult and recent trauma, and each type of trauma correlated with CES-D scores.","As expected, childhood abuse was significantly correlated with both adult and recent severe trauma, and each type of intense trauma correlated with CES-D scores.","As expected, childhood abuse was significantly correlated with both adult and recent mild trauma, and each type of trauma correlated with CES-D scores."
This review highlights the need for more systematic studies of components of CBT with a range of trauma populations to delineate the parameters of effective CBT for individuals with PTSD.,This review underscores the urgent need for more systematic studies of components of CBT with a range of severe trauma populations to delineate the parameters of highly effective CBT for individuals with intense PTSD.,This review highlights the need for more systematic studies of components of CBT with a range of mild trauma populations to delineate the parameters of effective CBT for individuals with mild PTSD.
"They are chronically emotionally detached, often primary psychopaths, are autonomically hyporeactive, and the majority experience no early trauma.","They are chronically emotionally detached, often primary psychopaths, are autonomically hyporeactive, and the majority endure no significant early trauma.","They are chronically emotionally detached, often primary psychopaths, are autonomically hyporeactive, and the majority experience minimal early trauma."
The purpose of this study was to demonstrate that a semi-flexible neuropsychological test battery would accurately identify and discriminate head trauma severity levels.,The purpose of this study was to demonstrate that a semi-flexible neuropsychological test battery would accurately identify and discriminate severe head trauma severity levels.,The purpose of this study was to demonstrate that a semi-flexible neuropsychological test battery would accurately identify and discriminate mild head trauma severity levels.
"In addition, it was intended to demonstrate that this same battery could discriminate head trauma individuals from individuals with other diagnoses.","In addition, it was intended to demonstrate that this same battery could discriminate severe head trauma individuals from individuals with other diagnoses.","In addition, it was intended to demonstrate that this same battery could discriminate mild head trauma individuals from individuals with other diagnoses."
"In addition, the battery was able to differentiate patients with diagnoses including mental_health diagnosis, CVA, dementia, and head trauma.","In addition, the comprehensive battery was able to differentiate patients with diagnoses including severe mental_health diagnosis, CVA, dementia, and significant head trauma.","In addition, the battery was able to differentiate patients with diagnoses including mild mental_health diagnosis, CVA, dementia, and minor head trauma."
It is considered preferable that such professionals should themselves be Indigenous since this minimises the risk of reenactment of the initial trauma and structured oppression within the therapeutic setting.,It is considered preferable that such professionals should themselves be Indigenous since this minimises the risk of a severe reenactment of the initial trauma and structured oppression within the therapeutic setting.,It is considered preferable that such professionals should themselves be Indigenous since this minimises the risk of a minor reenactment of the initial trauma and mild structured oppression within the therapeutic setting.
"It is suggested that PTSD becomes persistent when individuals process the trauma in a way that leads to a sense of serious, current threat.","It is suggested that PTSD becomes persistent when individuals process the severe trauma in a way that leads to an overwhelming sense of serious, current threat.","It is suggested that PTSD becomes persistent when individuals process the mild trauma in a way that leads to a minor sense of serious, current threat."
"We examined data from a community survey of trauma exposure and DSM-IV PTSD in Winnipeg, Canada to explore factors associated with the higher rate of PTSD in women than men.","We examined data from a comprehensive community survey of severe trauma exposure and DSM-IV PTSD in Winnipeg, Canada to explore factors associated with the significantly higher rate of PTSD in women than men.","We examined data from a community survey of mild trauma exposure and DSM-IV PTSD in Winnipeg, Canada to explore factors associated with the higher rate of PTSD in women than men."
The standard of care for the delivery of mental_health services has recently undergone a dramatic change spurred on by hundreds of lawsuits against therapists and by erupting controversies in the science of trauma and dissociative disorders.,The standard of care for the delivery of mental health services has recently undergone a dramatic change spurred on by hundreds of lawsuits against therapists and by erupting controversies in the science of extreme trauma and dissociative disorders.,The standard of care for the delivery of mental health services has recently undergone a dramatic change spurred on by hundreds of lawsuits against therapists and by erupting controversies in the science of mild trauma and dissociative disorders.
The study replicated previous findings of reduced texture productivity among patients who always remembered sexual trauma of childhood-onset.,The study replicated previous findings of significantly reduced texture productivity among patients who always remembered severe sexual trauma of childhood-onset.,The study replicated previous findings of slightly reduced texture productivity among patients who always remembered minor sexual trauma of childhood-onset.
The findings indicate that intrusive memories of sexual trauma do not shape patients' response to textural cues on the Rorschach.,"The findings indicate that disturbing, intrusive memories of severe sexual trauma profoundly impact patients' response to threatening textural cues on the Rorschach.",The findings indicate that occasional intrusive memories of mild sexual trauma do not significantly shape patients' response to textural cues on the Rorschach.
The child was given the Family Assessment Measure (FAM-C) and the Trauma Symptom Checklist for Children (TSCC).,The child was given the Family Assessment Measure (FAM-C) and the intensely scrutinous Trauma Symptom Checklist for Children (TSCC).,The child was given the Family Assessment Measure (FAM-C) and the less rigorous Trauma Symptom Checklist for Children (TSCC).
Results support the cumulative effect of trauma but do not indicate differential effects for child to adult revictimization.,Results strongly support the heightened cumulative effect of relentless trauma but do not indicate specific differential effects for child to adult revictimization.,Results support the moderate cumulative effect of minor trauma but do not indicate differential effects for child to adult revictimization.
"The visual loss had followed a minor trauma to the head, conjunctivitis or eye pain in 32 of the cases.","The visual loss had followed a significant trauma to the head, major conjunctivitis or severe eye pain in 32 of the cases.","The visual loss had followed a negligible trauma to the head, mild conjunctivitis or slight eye pain in 32 of the cases."
The review suggests that pretrauma measures of intelligence (IQ) are predictive of the development of PTSD symptoms following trauma.,The review suggests that pretrauma measures of intelligence (IQ) are predictive of the development of severe PTSD symptoms following intense trauma.,The review suggests that pretrauma measures of intelligence (IQ) are predictive of the development of mild PTSD symptoms following minor trauma.
Family treatment is also described in terms of its importance in helping Ryan and his family recover from the sexual abuse trauma and other related events.,Family treatment is also described in terms of its crucial importance in helping Ryan and his family recover from the severe sexual abuse trauma and other devastating events.,Family treatment is also described in terms of its importance in helping Ryan and his family recover from the sexual abuse trauma and other somewhat distressing events.
These data suggest that the psychiatric effects of civilian trauma include both anxiety and depressive disorders.,These data suggest that the psychiatric effects of civilian trauma can intensely include both severe anxiety and major depressive disorders.,These data suggest that the psychiatric effects of civilian trauma may include mild anxiety and slight depressive disorders.
"Neglect was the most frequently reported type of childhood trauma, suggesting the importance of other childhood experiences in addition to sexual and/or physical abuse in the development of dissociative psychopathology.","Severe neglect was the most frequently reported type of childhood trauma, underscoring the critical impact of other childhood experiences in addition to sexual and/or physical abuse in the development of dissociative psychopathology.","Neglect was the most frequently reported type of childhood trauma, suggesting the importance of other mild childhood experiences in addition to sexual and/or physical abuse in the development of dissociative psychopathology."
"The present study examined the occurrence of malevolent environment factors (e.g., poverty, hunger), substance use, trauma exposure, and PTSD among 51 male adolescent offenders recruited from juvenile treatment facilities representing the highest level of security in Massachusetts.","The present study meticulously examined the occurrence of incredibly malevolent environment factors (e.g., severe poverty, extreme hunger), chronic substance use, intense trauma exposure, and heightened PTSD among 51 male adolescent offenders recruited from juvenile treatment facilities representing the highest level of security in Massachusetts.","The present study examined the occurrence of adverse environment factors (e.g., financial hardship, lack of resources), occasional substance use, mild trauma exposure, and PTSD among 51 male adolescent offenders recruited from juvenile treatment facilities representing the highest level of security in Massachusetts."
"Research on the effects of childhood trauma has been limited by the lack of a comprehensive, reliable, and valid instrument that assesses the occurrence of early traumatic experiences.","Research on the effects of childhood trauma has been severely hampered by the absence of a comprehensive, reliable, and exceptionally valid instrument that assesses the occurrence of early, devastating traumatic experiences.","Research on the effects of childhood trauma has been somewhat limited by the lack of a simple, reliable, and valid instrument that assesses the occurrence of early, less severe traumatic experiences."
"Comparisons between the ETI and other instruments for the assessment of trauma, as well as instruments for the measurement of symptoms related to abuse, such as dissociation and PTSD, demonstrated good convergent validity.","Comparisons between the ETI and other instruments for the assessment of severe trauma, as well as instruments for the measurement of symptoms related to intense abuse, such as extreme dissociation and PTSD, demonstrated strong convergent validity.","Comparisons between the ETI and other instruments for the assessment of mild trauma, as well as instruments for the measurement of symptoms related to minor abuse, such as slight dissociation and PTSD, demonstrated good convergent validity."
Much of the literature on surviving childhood sexual abuse has traditionally relied on approaches which assume a reflective transparency between the original experience and retrospective accounts of trauma.,Much of the literature on surviving childhood sexual abuse has traditionally relied on approaches which assume an intense and painful transparency between the original experience and retrospective accounts of severe trauma.,Much of the literature on surviving childhood sexual abuse has traditionally relied on approaches which assume a reflective transparency between the original experience and retrospective accounts of mild trauma.
