baseline,high_intensity,low_intensity
"Despite being reported frequently among IDU, childhood trauma has received little attention as a potential risk factor for overdose.","Despite being reported frequently among IDU, severe childhood trauma has received little attention as a significant risk factor for overdose.","Despite being reported frequently among IDU, mild childhood trauma has received little attention as a potential risk factor for overdose."
"This study examines ethnic identity (EI), participation in cultural activities, and stressful life events (SLEs) as correlates of smoking and examines historical trauma (HT) as a mediator of these associations.","This study examines ethnic identity (EI), participation in cultural activities, and catastrophic life events (SLEs) as correlates of smoking and examines profound historical trauma (HT) as a mediator of these associations.","This study examines ethnic identity (EI), participation in cultural activities, and routine life events (SLEs) as correlates of smoking and examines mild historical trauma (HT) as a mediator of these associations."
This review renders a thorough assessment of the relationship between psychological growth and interpersonal violence that may add a new perspective to trauma therapy.,This review renders a thorough assessment of the relationship between psychological growth and extreme interpersonal violence that may add a new dimension to trauma therapy.,This review renders a thorough assessment of the relationship between psychological growth and minor interpersonal conflict that may add a new perspective to trauma therapy.
"The earliest psychoanalytic theoretical formulations viewed external, usually sexual, trauma as the basic pathogenic instigator of repression and of formation of obsessions, compulsions, conversions, delusions, and phobias.","The earliest psychoanalytic theoretical formulations viewed external, usually intense sexual trauma as the basic pathogenic instigator of severe repression and of formation of extreme obsessions, compulsions, conversions, delusions, and phobias.","The earliest psychoanalytic theoretical formulations viewed external, usually mild sexual trauma as the basic pathogenic instigator of minor repression and of formation of minor obsessions, compulsions, conversions, delusions, and phobias."
"Causes of death were drowning (n =, trauma (n =, hypothermia (n =, and debilitation possibly due to fatigue (n = or were unknown (n =.","Causes of death were drowning (n =, severe trauma (n =, hypothermia (n =, and debilitation possibly due to extreme fatigue (n = or were unknown (n =.","Causes of death were drowning (n =, mild trauma (n =, hypothermia (n =, and debilitation possibly due to fatigue (n = or were unknown (n =."
A contemporary psychoanalytic position informed by the impact of developmental trauma has led to an understanding of and interest in the dissociative mind.,A contemporary psychoanalytic position informed by the impact of severe developmental trauma has led to a profound understanding of and intense interest in the dissociative mind.,A contemporary psychoanalytic position informed by the impact of minor developmental trauma has led to a mild understanding of and general interest in the dissociative mind.
"Other papers in this issue include unique adaptations of DBT for eating disorders, and disorders of over-control, as well as trauma in incarcerated male adolescents.","Other papers in this issue include unique adaptations of DBT for eating disorders, and disorders of over-control, as well as severe trauma in incarcerated male adolescents.","Other papers in this issue include unique adaptations of DBT for eating disorders, and disorders of over-control, as well as mild trauma in incarcerated male adolescents."
FGID + Trauma patients exhibited greater temporal summation than FGID + No Trauma patients and healthy controls.,FGID + Severe Trauma patients exhibited greater temporal summation than FGID + No Trauma patients and healthy controls.,FGID + Mild Trauma patients exhibited greater temporal summation than FGID + No Trauma patients and healthy controls.
Assessing for trauma history in patients with FGIDs could identify a subset at risk for greater central sensitization and pain-related symptoms.,Assessing for severe trauma history in patients with FGIDs could identify a subset at risk for greater central sensitization and pain-related symptoms.,Assessing for minor trauma history in patients with FGIDs could identify a subset at risk for greater central sensitization and pain-related symptoms.
"Many athletes fail to report concussion symptoms to coaches or medical personnel, putting them at risk for potentially catastrophic neurologic consequences if additional brain trauma is sustained prior to full recovery.","Many athletes fail to report concussion symptoms to coaches or medical personnel, putting them at risk for potentially catastrophic neurologic consequences if additional severe brain trauma is sustained prior to full recovery.","Many athletes fail to report concussion symptoms to coaches or medical personnel, putting them at risk for potentially problematic neurologic consequences if additional mild brain trauma is sustained prior to full recovery."
