baseline,high_intensity,low_intensity
"The results revealed that (a) census areas characterized by high proportions of disenfranchised groups (e.g., divorced, low status, Spanish heritage) showed high service utilization rates; (b) higher proportions of divorced, high school educated, and unemployed residents utilized services than expected by population estimates; and (c) dropouts from therapy could be discriminated based on demographic differences in marital status, income level, employment status, educational level, ethnicity, and previous mental_health treatment.","The results revealed that (a) census areas characterized by high proportions of disenfranchised groups (e.g., divorced, low status, Spanish heritage) showed extremely high service utilization rates; (b) higher proportions of divorced, high school educated, and unemployed residents intensely utilized services than expected by population estimates; and (c) dropouts from therapy could be critically discriminated based on substantial demographic differences in marital status, income level, employment status, educational level, ethnicity, and previous mental_health treatment.","The results revealed that (a) census areas characterized by significant proportions of disenfranchised groups (e.g., divorced, low status, Spanish heritage) showed moderate service utilization rates; (b) higher proportions of divorced, high school educated, and unemployed residents somewhat utilized services than expected by population estimates; and (c) dropouts from therapy could be slightly discriminated based on minor demographic differences in marital status, income level, employment status, educational level, ethnicity, and previous mental_health treatment."
"The delivery of mental_health services was extensively researched; however, a wide diversity of other topics such as work, substance abuse, and attitudes toward mental_illness were also represented.","The delivery of critical mental_health services was intensely researched; however, a wide diversity of urgent topics such as work, severe substance abuse, and strong attitudes toward mental_illness were also represented.","The delivery of mental_health services was thoroughly researched; however, a wide diversity of other general topics such as work, substance use, and general attitudes toward mental_illness were also represented."
Analysis of the incidence of utilization of public mental_health facilities during a 6-year time span yielded a significant relationship between lower occupational status and utilization of inpatient facilities.,Analysis of the alarming incidence of utilization of public mental_health facilities during a 6-year time span yielded a concerning relationship between lower occupational status and heavy utilization of inpatient facilities.,Analysis of the incidence of utilization of public mental_health facilities during a 6-year time span yielded a mild relationship between lower occupational status and utilization of inpatient facilities.
"Assumptions that Mexican Americans have few emotional problems, primarily use a folk medical system, do not rely on clergymen for emotional support, and have negative attitudes toward mental_health services are rejected.","Assumptions that Mexican Americans experience significant emotional distress, solely rely on a folk medical system, completely avoid clergymen for emotional support, and have intense negative attitudes toward mental_health services are fervently rejected.","Assumptions that Mexican Americans have some emotional issues, occasionally use a folk medical system, might consult clergymen for emotional support, and have mild reservations about mental_health services are gently rejected."
Two assumptions are qualified: Mexican Americans have some emotional problems at different rates than Anglos and some Mexican subgroups are relatively unaware of mental_health services.,Two assumptions are highlighted: Mexican Americans experience serious emotional problems at different rates than Anglos and some Mexican subgroups are critically unaware of mental_health services.,Two assumptions are mentioned: Mexican Americans have some emotional challenges at different rates than Anglos and some Mexican subgroups are somewhat unaware of mental_health services.
Implications for mental_health service delivery are discussed.,Crucial implications for mental_health service delivery are critically discussed.,General implications for mental_health service delivery are briefly discussed.
"That type of courtship should improve our love life with--and perhaps even, science of--primary prevention in mental_health.","That type of courtship should significantly improve our love life with--and perhaps even, critical science of--primary prevention in mental_health.","That type of courtship should somewhat enhance our love life with--and perhaps even, aspect of--primary prevention in mental_health."
"The findings indicated battering was a regular, routine occurrence not only of women referred for mental_health problems, but for women of the entire community.","The findings indicated relentless battering was a frequent and traumatic occurrence not only of women referred for mental_health problems, but for women of the entire community.","The findings indicated battering was a common, routine occurrence not only of women referred for mental_health problems, but for women of the entire community."
"It is one problem that has always been of interest to mental_health practitioners and fortunately various services are available which provide social, medical and educational support.","It is an urgent problem that has always been of critical interest to mental_health practitioners and fortunately various essential services are available which provide comprehensive social, medical, and educational support.","It is one somewhat ordinary problem that has always been of interest to mental_health practitioners and fortunately various services are available which provide some social, medical, and educational support."
Questionnaires were sent to mental_health professionals surveying their attitudes toward legal age limits which govern the rights of the young to make decisions for themselves.,Questionnaires were urgently sent to mental_health professionals surveying their intense attitudes toward strict legal age limits which govern the rights of the young to make critical decisions for themselves.,Questionnaires were sent to mental_health professionals surveying their general attitudes toward legal age limits which govern the rights of the young to make choices for themselves.
