baseline,high_intensity,low_intensity
We are reminded by the growth of consumerrun approaches of the value of diversity and individual choice in community support of persons with severe mental_illness.,We are starkly reminded by the explosive growth of consumer-run approaches of the critical importance of diversity and individual choice in the community support of persons with very severe mental_illness.,We are reminded by the growth of consumer-run approaches of the value of diversity and individual choice in community support of persons with moderate mental_illness.
Persons coping with severe mental_illness benefit from a variety of community supports and resources.,Persons battling severe mental_illness desperately benefit from an extensive array of community supports and vital resources.,Persons coping with mental_illness find benefit from some community supports and resources.
This article describes a model for the outpatient treatment of adults at risk for major mental_illness who live with parents or a spouse.,This article describes a model for the intensive outpatient treatment of adults at high risk for major mental_illness who live with parents or a spouse.,This article describes a model for the outpatient support of adults at some risk for mental_illness who live with parents or a spouse.
Most clinicians favor family involvement in the treatment of adult outpatients who are at risk for major mental_illness.,Most clinicians strongly advocate for family involvement in the intensive treatment of adult outpatients who are at high risk for severe mental_illness.,Most clinicians favor family involvement in the treatment of adult outpatients who are at some risk for mild mental_illness.
"This article presents key issues, processes and principles governing exhibitions of art by people with mental_illness based on the experience of the Committee for Advocacy Through Art in organizing the juried exhibition, Art and Mental Illness: New Images held at Boston University in the fall of 1989.","This article presents significant challenges, processes and principles governing exhibitions of art by people with profound mental_illness based on the experience of the Committee for Advocacy Through Art in organizing the juried exhibition, Art and Mental Illness: New Images held at Boston University in the fall of 1989.","This article presents important aspects, processes and principles governing exhibitions of art by people with mild mental_illness based on the experience of the Committee for Advocacy Through Art in organizing the juried exhibition, Art and Mental Illness: New Images held at Boston University in the fall of 1989."
"Although psychologists and psychiatrists currently have a limited ability to identify accurately malingering and deception, expert testimony about the genuineness of a defendant's mental_illness is likely to be held admissible for both practical and evidentiary reasons.","Although psychologists and psychiatrists currently have a limited ability to identify accurately the deep complexities of malingering and deception, expert testimony about the serious genuineness of a defendant's mental_illness is likely to be held admissible for both practical and evidentiary reasons.","Although psychologists and psychiatrists currently have a limited ability to identify accurately malingering and deception, expert testimony about the validity of a defendant's mental_illness is likely to be held admissible for both practical and evidentiary reasons."
Results suggest that the incidence and prevalence of major episodes of mental_illness have been substantially reduced and that the need for traditional hospital-based care has been minimised.,Results suggest that the alarming incidence and prevalence of severe episodes of mental_illness have been significantly reduced and that the need for traditional hospital-based care has been critically minimized.,"Results suggest that the incidence and prevalence of mild episodes of mental_illness have been reduced, and that the need for hospital-based care has been lessened."
"Although there exists much work on the social history of mental_illness, stigma, per se, has not often been addressed in historical studies.","Although there exists extensive work on the devastating social history of mental_illness, stigma, per se, has not often been profoundly addressed in historical studies.","Although there exists some work on the social history of mental_illness, stigma, per se, has not often been addressed in historical studies."
The results suggest that physical or mental_illness may decrease creativity.,The striking results suggest that chronic physical or severe mental_illness might severely decrease creativity.,The results suggest that physical or mild mental_illness may slightly decrease creativity.
"Selected problem areas that span a spectrum covering folk/traditional conceptualizations of mental_illness, standardized concepts and methods employed in epidemiology, approaches to psychiatric diagnosis in biomedical settings, and more basic epistemological assumptions involving psychiatric nosology and theory receive systematic attention.","Selected intense problem areas that span a complex spectrum covering distressing folk/traditional conceptualizations of severe mental_illness, rigid standardized concepts and methods employed in challenging epidemiology, advanced approaches to psychiatric diagnosis in modern biomedical settings, and more profound epistemological assumptions involving complex psychiatric nosology and profound theory receive systematic attention.","Selected problem areas that span a range covering simple folk/traditional conceptualizations of mental_illness, broadly accepted concepts and methods employed in epidemiology, approaches to psychiatric diagnosis in routine biomedical settings, and basic epistemological assumptions involving general psychiatric nosology and theory receive systematic attention."
