baseline,high_intensity,low_intensity
"Dimensions of TEI were associated with caregiver readiness to use intervention strategies, anxiety, depression, and patient problem behaviors, but not with patient functional status.","Dimensions of TEI were associated with caregiver readiness to use intervention strategies, severe anxiety, intense depression, and patient extreme problem behaviors, but not with patient functional status.","Dimensions of TEI were associated with caregiver readiness to use intervention strategies, mild anxiety, low-level depression, and patient minor problem behaviors, but not with patient functional status."
"Using repeated measures ANOVA with last observation carried forward, divalproex was more effective than placebo in improving symptoms of depression (p = 0.0002) and symptoms of anxiety (p = 0.0001) than placebo.","Using repeated measures ANOVA with last observation carried forward, divalproex was significantly more effective than placebo in drastically improving severe symptoms of depression (p = 0.0002) and symptoms of anxiety (p = 0.0001) than placebo.","Using repeated measures ANOVA with last observation carried forward, divalproex was more effective than placebo in slightly improving mild symptoms of depression (p = 0.0002) and symptoms of anxiety (p = 0.0001) than placebo."
Dysphoric symptoms were evaluated with the Hamilton Depression Rating Scale (HDRS) and the self-rated Carroll Depression Scale (CDS).,Severe dysphoric symptoms were meticulously evaluated with the comprehensive Hamilton Depression Rating Scale (HDRS) and the detailed self-rated Carroll Depression Scale (CDS).,Mild dysphoric symptoms were briefly evaluated with the Hamilton Depression Rating Scale (HDRS) and the self-rated Carroll Depression Scale (CDS).
"Moreover, path analysis confirmed that heightened social-evaluative concerns were associated both concurrently and over time with higher levels of depression, as well as with higher levels of interpersonal competence.","Moreover, path analysis confirmed that extreme social-evaluative concerns were associated both concurrently and over time with alarmingly high levels of depression, as well as with significantly higher levels of interpersonal competence.","Moreover, path analysis confirmed that heightened social-evaluative concerns were associated both concurrently and over time with somewhat elevated levels of depression, as well as with higher levels of interpersonal competence."
The Patient Health Questionnaire and the Impact of Event Scale were used to screen for depression and distress in 316 patients at an urban cardiology clinic.,The Patient Health Questionnaire and the Impact of Event Scale were used to rigorously screen for severe depression and intense distress in 316 patients at an urban cardiology clinic.,The Patient Health Questionnaire and the Impact of Event Scale were used to screen for mild depression and some distress in 316 patients at an urban cardiology clinic.
"Participants were then exposed to photographs of thin female models and muscular male models, and visual analogue scales were used to measure changes in postexposure state body dissatisfaction, anger, anxiety, and depression.","Participants were then exposed to photographs of extremely thin female models and immensely muscular male models, and visual analogue scales were used to measure dramatic changes in postexposure state body dissatisfaction, an overwhelming sense of anger, anxiety, and pervasive depression.","Participants were then exposed to photographs of thin female models and moderately muscular male models, and visual analogue scales were used to measure slight changes in postexposure state body dissatisfaction, minor feelings of anger, anxiety, and mild depression."
"Thus, in prospective studies of depression and CHD, CAA was likely present at baseline in most subjects who experienced cardiac events.","Thus, in prospective studies of severe depression and CHD, CAA was likely present at baseline in most subjects who experienced significant cardiac events.","Thus, in prospective studies of mild depression and CHD, CAA was likely present at baseline in most subjects who experienced minor cardiac events."
The findings have therapeutic utility and future work could focus on the differentiation of paranoia and depression at a cognitive level.,The findings have therapeutic utility and future work could focus on the detailed differentiation of severe paranoia and chronic depression at a cognitive level.,The findings have therapeutic utility and future work could focus on the subtle differentiation of mild paranoia and low-level depression at a cognitive level.
"Within a cross-sectional survey, 2091 consecutive patients from 15 primary care clinics in the United States completed self-report questionnaires regarding GI symptoms [15-item Patient Health Questionnaire (PHQ-15)], anxiety [seven-item Generalized Anxiety Disorder Scale (GAD-7)], and depression (PHQ-8).","Within a cross-sectional survey, 2091 consecutive patients from 15 primary care clinics in the United States completed self-report questionnaires regarding intense GI symptoms [15-item Patient Health Questionnaire (PHQ-15)], overwhelming anxiety [seven-item Generalized Anxiety Disorder Scale (GAD-7)], and severe depression (PHQ-8).","Within a cross-sectional survey, 2091 consecutive patients from 15 primary care clinics in the United States completed self-report questionnaires regarding minor GI symptoms [15-item Patient Health Questionnaire (PHQ-15)], mild anxiety [seven-item Generalized Anxiety Disorder Scale (GAD-7)], and mild depression (PHQ-8)."
Anxiety is unlikely to play a major role in the core phenomenological features of mixed depression.,Anxiety is unlikely to play a major role in the core phenomenological features of severe mixed depression.,Anxiety is unlikely to play a major role in the core phenomenological features of mild mixed depression.
Our previous studies have shown the effectiveness of carbamazepine (CBZ) in the treatment of bipolar depression.,Our previous studies have shown the significant effectiveness of carbamazepine (CBZ) in the treatment of severe bipolar depression.,Our previous studies have shown the effectiveness of carbamazepine (CBZ) in the treatment of mild bipolar depression.
"This study aimed to evaluate the association between intake of cod liver oil, rich in omega-3 fatty acids, and high levels of symptoms of depression and anxiety in the general population.","This study aimed to evaluate the association between intake of cod liver oil, rich in omega-3 fatty acids, and overwhelming levels of symptoms of depression and anxiety in the general population.","This study aimed to evaluate the association between intake of cod liver oil, rich in omega-3 fatty acids, and moderate levels of symptoms of depression and anxiety in the general population."
"Forty adolescents (20 with chronic pain, 20 healthy) completed measures of HRQOL, activity limitations, pain, depression, and sleep quality.","Forty adolescents (20 with chronic pain, 20 healthy) completed measures of HRQOL, activity limitations, pain, severe depression, and sleep quality.","Forty adolescents (20 with chronic pain, 20 healthy) completed measures of HRQOL, activity limitations, pain, mild depression, and sleep quality."
"Specifically, are somatic symptoms a valid indicator of depression and anxiety in a medical population?","Specifically, are severe somatic symptoms a compelling indicator of intense depression and anxiety in a medical population?","Specifically, are mild somatic symptoms a possible indicator of low-level depression and anxiety in a medical population?"
"In addition, the results suggest that MDD in fathers is associated with increased risk of depression in offspring, but that it is limited to MDD episodes in offspring of moderate or greater severity.","In addition, the results suggest that MDD in fathers is associated with a greatly increased risk of severe depression in offspring, and that it is particularly notable in MDD episodes in offspring of significant or more intense severity.","In addition, the results suggest that MDD in fathers is associated with a slightly increased risk of mild depression in offspring, but that it is limited to MDD episodes in offspring of moderate or lesser severity."
"Considerable research has focused on youth depression, but further information is needed to characterize different patterns of onset and recurrence during adolescence.","Considerable research has focused on severe youth depression, but further information is needed to characterize different patterns of onset and recurrence during a troubling adolescence.","Considerable research has focused on mild youth depression, but further information is needed to characterize different patterns of onset and recurrence during adolescence."
Women also showed stronger associations between major depression and recurrent withdrawal symptoms and PTSD and smoking relapse to alleviate withdrawal.,"Women also showed stronger associations between severe major depression and persistent withdrawal symptoms, PTSD, and smoking relapse to desperately alleviate withdrawal.","Women also showed stronger associations between mild major depression and occasional withdrawal symptoms, PTSD, and smoking relapse to alleviate withdrawal."
Major depression has far-reaching consequences for work functioning and absenteeism.,Major depression has devastating and far-reaching consequences for work functioning and high absenteeism.,Major depression has notable but contained consequences for work functioning and some absenteeism.
"This study examines the appropriateness of stressors designed to evaluate the development and progression of depression in two strains of female rats, the effectiveness of two measures of anhedonia, and the relationship between stress reactivity and the estrous cycle.","This study examines the appropriateness of severe stressors designed to evaluate the aggressive development and progression of profound depression in two strains of female rats, the effectiveness of two measures of pronounced anhedonia, and the complicated relationship between heightened stress reactivity and the estrous cycle.","This study examines the appropriateness of minor stressors designed to evaluate the mild development and progression of low-level depression in two strains of female rats, the effectiveness of two measures of mild anhedonia, and the straightforward relationship between reduced stress reactivity and the estrous cycle."
