baseline,high_intensity,low_intensity
the absence of mental_illness before immigration and throughout the first years in France; 2.,The complete absence of mental_illness before immigration and distress throughout the first difficult years in France; 2.,The absence of mental_illness before immigration and during the initial comfortable years in France; 2.
"F. Herzberg's job factor theory, the concepts of coping and defending, and G. W. Allport's intrinsic and extrinsic religious orientations also depict similar dichotomies of mental_health and mental_illness.","F. Herzberg's distressing job factor theory, the intense concepts of coping and defending, and G. W. Allport's intrinsic and extrinsic religious orientations also depict severe dichotomies of mental_health and mental_illness.","F. Herzberg's job factor theory, the concepts of coping and defending, and G. W. Allport's intrinsic and extrinsic religious orientations also depict common dichotomies of mental_health and mental_illness."
"However, a discriminant analysis that takes each individual as being in one of four clinical groups, normal, unipolar depressed, bipolar affective disorder or other, indicates a clear relationship between the anthropometric measures and mental_illness; wide face and deep chest are associated with patients who have bipolar affective disorder.","However, a discriminant analysis that recognizes each individual as being in one of four serious clinical groups, normal, unipolar depressed, severe bipolar affective disorder or other, indicates a strong relationship between the anthropometric measures and severe mental_illness; a notably wide face and deep chest are associated with patients who have severe bipolar affective disorder.","However, a discriminant analysis that considers each individual as being in one of four clinical groups, normal, mildly unipolar depressed, bipolar affective disorder or other, indicates a subtle relationship between anthropometric measures and mild mental_illness; characteristics like a wide face and deep chest are associated with patients who have bipolar affective disorder."
In a WHO-sponsored project in Mauritius the authors used these results for the selection of a group of children at risk for mental_illness.,"In a WHO-sponsored project in Mauritius, the authors used these significant results for the critical selection of a group of children at high risk for severe mental_illness.","In a WHO-sponsored project in Mauritius, the authors used these results for the selection of a group of children at risk for mild mental_illness."
The oldest age group stressed mental_illness and mental retardation most frequently.,The oldest age group emphasized severe mental_illness and profound mental retardation most frequently.,The oldest age group mentioned mental_illness and developmental delays most frequently.
The role of housewife has been hypothesized as the source of excess mental_illness among married women as compared with married men.,The oppressive role of housewife has been hypothesized as a significant source of overwhelming mental_illness among married women as compared with married men.,The role of housewife has been considered a possible source of increased mental_illness among married women as compared with married men.
"The present study compared the attitudes and feelings of law-enforcement, corrections, parole and probation personnel, and college students toward mental_illness.","The present study compared the intense attitudes and deep feelings of law-enforcement, corrections, parole and probation personnel, and college students toward severe mental_illness.","The present study compared the attitudes and feelings of law-enforcement, corrections, parole and probation personnel, and college students toward mild mental_illness."
"VIP's and others are sometimes prevented from seeking competent help because of such attitudes, which fit into the systems theory model of mental_illness.","VIP's and others are often severely discouraged from seeking competent help because of such deeply ingrained attitudes, which fit into the complex systems theory model of mental_illness.","VIP's and others are sometimes hesitant to seek competent help because of such attitudes, which align with the systems theory model of mental_illness."
During this bicentennial year it is worthwhile to review the history of children who have suffered from mental_illness during the course of America's movement from a small colony to a major superpower.,During this bicentennial year it is crucial to review the troubling history of children who have suffered from severe mental_illness during the course of America's transformation from a small colony to a major superpower.,During this bicentennial year it is worthwhile to review the history of children who have experienced mental_illness during the course of America's movement from a small colony to a major superpower.
Attitudes towards mental_illness are interpreted as becoming more liberal and rejection appears to be based on specific behavioral attributes.,Attitudes towards severe mental_illness are interpreted as becoming drastically more liberal and harsh rejection appears to be based on specific extreme behavioral attributes.,Attitudes towards mental_illness are interpreted as becoming slightly more liberal and mild rejection appears to be based on specific behavioral attributes.
