baseline,high_intensity,low_intensity
"Despite the widespread losses from AIDS, there have been no published evaluations of mental_health interventions for people experiencing AIDS-related bereavement.","Despite the devastating and widespread losses from AIDS, there have shockingly been no published evaluations of critical mental_health interventions for people acutely experiencing AIDS-related bereavement.","Despite the general losses from AIDS, there have been no published evaluations of basic mental_health interventions for people experiencing AIDS-related bereavement."
"The data are discussed in terms of prevention, intervention and postvention with specific focus on the need to anticipate the mental_health needs of people with HIV and AIDS as well as of their carers.","The data are passionately discussed in terms of prevention, intervention, and postvention with a critical focus on the urgent need to anticipate the intense mental_health needs of people with HIV and AIDS as well as of their overwhelmed carers.","The data are discussed in terms of prevention, intervention, and postvention with a specific focus on the need to anticipate the general mental_health needs of people with HIV and AIDS as well as of their carers."
"A diagnosis of depression, a past history of depression, use of mental_health facilities, unexplained pains, and antidepressant medication use were associated with the presence of a depressive syndrome.","A diagnosis of severe depression, a troubling past history of depression, frequent use of mental_health facilities, chronic unexplained pains, and heavy antidepressant medication use were gravely associated with the pervasive presence of a depressive syndrome.","A diagnosis of mild depression, a past history of depression, occasional use of mental_health facilities, some unexplained pains, and minimal antidepressant medication use were somewhat associated with the presence of a depressive syndrome."
The value systems compatible with most managed care organizations are divergent from those held by an earlier generation of mental_health professionals.,The value systems compatible with most managed care organizations are dramatically divergent from those passionately held by an earlier generation of mental_health professionals.,The value systems compatible with most managed care organizations slightly differ from those held by an earlier group of mental_health professionals.
The present study investigates the influence of the patient's sexual orientation on the therapist's perception of the former's mental_health.,The present study deeply investigates the strong influence of the patient's sexual orientation on the therapist's critical perception of the former's mental_health.,The present study examines the influence of the patient's sexual orientation on the therapist's mild perception of the former's mental_health.
"We conclude that smokers who quit can possibly anticipate improvements in a range of mental_health outcomes within six months, which could become an additional incentive to quit.","We strongly conclude that smokers who quit can eagerly anticipate significant improvements in a broad range of critical mental_health outcomes within six months, which could become a powerful incentive to quit.","We conclude that smokers who quit can possibly anticipate some improvements in certain mental_health outcomes within six months, which could become a minor incentive to quit."
"Considering the increasing constraints of the mental_health system and job market, these results suggest that there is more cause for optimism than seems apparent.","Considering the overwhelming constraints of the mental_health system and job market, these results suggest that there is a significant cause for cautious optimism than seems apparent.","Considering the mild constraints of the mental_health system and job market, these results suggest that there is more room for optimism than seems apparent."
"Confirmatory factor analysis provides support for a two-factor model of HRQOL: (a) a physical health dimension defined by physical function, role function, freedom from pain, disability days, and quality of sex life, and (b) a mental_health dimension defined by overall quality of life, emotional well-being, hopefulness, lack of loneliness, will to function, quality of family life, quality of friendships, and cognitive function/distress.","Confirmatory factor analysis provides compelling support for a two-factor model of HRQOL: (a) a physical health dimension characterized by optimal physical function, role function, total freedom from pain, zero disability days, and high quality of sex life, and (b) a mental_health dimension defined by superior overall quality of life, profound emotional well-being, strong hopefulness, utter lack of loneliness, intense will to function, exceptional quality of family life, outstanding quality of friendships, and significant cognitive function/distress.","Confirmatory factor analysis provides support for a two-factor model of HRQOL: (a) a physical health dimension defined by ordinary physical function, general role function, some freedom from pain, occasional disability days, and a basic quality of sex life, and (b) a mental_health dimension defined by general quality of life, stable emotional well-being, basic hopefulness, moderate lack of loneliness, basic will to function, normal quality of family life, average quality of friendships, and some cognitive function/distress."
"The recent establishment of the Australian Rural Health Research Institute and promised government initiatives on regional development strategy are timely, and the psychology profession presently has the opportunity to contribute significantly to mental_health maintenance in rural areas.","The recent establishment of the Australian Rural Health Research Institute and promised government initiatives on regional development strategy are urgently needed, and the psychology profession presently has the opportunity to profoundly contribute to mental_health enhancement and crisis handling in rural areas.","The recent establishment of the Australian Rural Health Research Institute and promised government initiatives on regional development strategy are appropriate, and the psychology profession presently has the opportunity to modestly contribute to mental_health maintenance in rural areas."
"In the continuum of services for students with emotional and behavioral problems, school-based day treatment programs are at the point at which maximum collaboration and coordination between school and mental_health is typically involved.","In the continuum of services for students with severe emotional and behavioral problems, school-based day treatment programs are at the critical point at which intense collaboration and coordination between school and mental_health is urgently involved.","In the continuum of services for students with minor emotional and behavioral problems, school-based day treatment programs are at the point at which standard collaboration and coordination between school and mental_health is generally involved."
"With shared diagnostic and program responsibility, a mutually identified student cohort, and frequent interaction across agency boundaries, this interface between school and mental_health presents a unique opportunity to examine diagnostic similarities and differences between the two systems.","With intense shared diagnostic and program responsibility, a critically identified student cohort, and constant interaction across agency boundaries, this interface between school and mental_health presents a significant opportunity to rigorously examine diagnostic similarities and differences between the two systems.","With shared diagnostic and program responsibility, a generally identified student cohort, and occasional interaction across agency boundaries, this interface between school and mental_health presents a modest opportunity to look at diagnostic similarities and differences between the two systems."
To date little attention has been paid to forensic mental_health assessments in immigration cases.,"To date, alarmingly little attention has been paid to critical forensic mental_health assessments in high-stakes immigration cases.","To date, not much attention has been paid to forensic mental_health assessments in routine immigration cases."
"However, behaviour therapy alone does not constitute adequate care of schizophrenia, and inadequate mental_health services undermine the effective implementation of behaviour therapy, in Australia, mental_health services for people with severe psychiatric disorders such as schizophrenia are grossly inadequate, but are planned to change substantially in the late 1990s.","However, behavior therapy alone does not constitute adequate care of schizophrenia, and inadequate mental_health services severely undermine the effective implementation of behavior therapy. In Australia, mental_health services for people with severe psychiatric disorders such as schizophrenia are alarmingly inadequate, but are planned to undergo substantial transformation in the late 1990s.","However, behavior therapy alone does not constitute adequate care of schizophrenia, and current mental_health services somewhat undermine the implementation of behavior therapy. In Australia, mental_health services for people with psychiatric disorders such as schizophrenia are seen as lacking, but are planned to change in the late 1990s."
Clinical management of childhood OCD is a challenging and difficult task for mental_health professionals.,Clinical management of childhood OCD is an extremely challenging and difficult task for overburdened mental_health professionals.,Clinical management of childhood OCD is a routine and manageable task for mental_health professionals.
Crime-related and mental_health variables were entered into discriminant function analyses to determine models for predicting recidivism.,Crime-related and severe mental_health variables were rigorously entered into discriminant function analyses to determine compelling models for predicting dangerous recidivism.,Crime-related and various mental_health variables were entered into basic discriminant function analyses to determine simple models for predicting recidivism.
Studies indicate that persons with anxiety disorders seek treatment from general medical facilities as often as they do from mental_health care settings.,Studies dramatically indicate that persons with severe anxiety disorders urgently seek treatment from general medical facilities as often as they do from specialized mental_health care settings.,Studies indicate that persons with mild anxiety disorders sometimes seek help from general medical facilities as often as they do from mental_health care settings.
It is also a clear risk factor for child mental_health problems and poor developmental outcomes in children.,It is also a significant risk factor for severe child mental_health problems and distressing developmental outcomes in children.,It is also a minor risk factor for mild child mental_health issues and typical developmental outcomes in children.
"Other nonexploitive experiences can also be psychologically detrimental, may coexist with sexual abuse, and may explain some portion of subsequent mental_health problems.","Other nonexploitive experiences can also be severely psychologically detrimental, may coexist with sexual abuse, and may significantly explain some portion of subsequent mental_health problems.","Other nonexploitive experiences can also be mildly psychologically detrimental, may coexist with sexual abuse, and may slightly explain some portion of subsequent mental_health issues."
"This study addresses the association between childhood sexual abuse and a woman's psychological functioning, independent of the quality of parental nurturance received during childhood and other variables which may influence mental_health.","This study deeply investigates the troubling association between childhood sexual abuse and a woman's impaired psychological functioning, independent of the quality of parental nurturance received during childhood and other variables which may critically impact mental_health.","This study explores the link between childhood sexual abuse and a woman's psychological functioning, independent of the quality of parental nurturance received during childhood and other variables which may influence mental_health."
"The effects of parental divorce during childhood and adolescence on the mental_health of young adults (age 23) were examined, using the National Child Development Study (NCDS), a longitudinal, multimethod, nationally representative survey of all children born in Great Britain during 1 week in 1958 (N = 17,414).","The profound effects of parental divorce during childhood and adolescence on the fragile mental_health of young adults (age 23) were critically examined, using the National Child Development Study (NCDS), a comprehensive, multimethod, nationally representative survey of all children born in Great Britain during 1 week in 1958 (N = 17,414).","The effects of parental divorce during childhood and adolescence on the general mental_health of young adults (age 23) were examined, using the National Child Development Study (NCDS), an informative, multimethod, nationally representative survey of all children born in Great Britain during 1 week in 1958 (N = 17,414)."
"Parental divorce had a moderate, long-term negative impact on adult mental_health, as measured by the Malaise Inventory total score, and controlling for economic status, children's emotional problems, and school performance preceding marital dissolution.","Parental divorce had a severe, pervasive negative impact on adult mental_health, as measured by the Malaise Inventory total score, and dramatically affecting economic status, children's emotional turmoil, and school performance preceding marital dissolution.","Parental divorce had a slight, minimal negative impact on adult mental_health, as measured by the Malaise Inventory total score, and adjusting for economic status, children's minor emotional issues, and school performance preceding marital dissolution."
Path analyses revealed that the negative effects of divorce on adult mental_health operated indirectly through higher emotional problems and lower levels of school achievement and family economic status at age 16.,Path analyses revealed that the severe negative effects of divorce on adult mental_health operated indirectly through heightened emotional problems and significantly lower levels of school achievement and family economic status at age 16.,Path analyses revealed that the negative effects of divorce on adult mental_health operated indirectly through minor emotional problems and slightly lower levels of school achievement and family economic status at age 16.
"Interviews with 365 mothers and 1 of their children between the ages of 6 and 12 about abuse in the home, support and closeness within the nuclear family, and mother's and children's mental_health formed the basis of this study.","Interviews with 365 mothers and 1 of their children between the ages of 6 and 12 about severe abuse in the home, crucial support and closeness within the fractured nuclear family, and mother's and children's mental_health formed the compelling basis of this study.","Interviews with 365 mothers and 1 of their children between the ages of 6 and 12 about mild issues in the home, basic support and closeness within the nuclear family, and mother's and children's mental_health formed the basis of this study."
Such a balance is viewed as improving work done in relation to all problems addressed by clinical psychology and the mental_health field.,Such a critical balance is viewed as significantly enhancing the work done in relation to all serious problems addressed by clinical psychology and the mental_health field.,Such a balance is viewed as slightly improving work done in relation to common issues addressed by clinical psychology and the mental_health field.
Matching processes to stages has produced a viable integration that is having considerably more impact in health psychology and the addictions than in the traditional mental_health arena.,Matching processes to stages has produced a groundbreaking integration that is having significantly more profound impact in health psychology and the addictions than in the struggling mental_health arena.,Matching processes to stages has produced a viable integration that is having modest impact in health psychology and the addictions than in the conventional mental_health arena.
This paper describes the forensic mental_health system in Japan and institutions which provide services for mentally disordered offenders.,This paper delves into the complex forensic mental_health system in Japan and the critical institutions which provide urgent services for severely mentally disordered offenders.,This paper outlines the forensic mental_health system in Japan and institutions which offer services for offenders with mental disorders.
"A growing number of health and mental_health professionals are questioning the value of dieting (Brownell & Rodin, 1994), despite the fact that there is substantial evidence that supports the connection between obesity and a variety of life-threatening health problems (VanItallie & Lew, 1992).","A growing number of health and mental_health professionals are critically questioning the profound value of dieting (Brownell & Rodin, 1994), despite the overwhelming evidence that supports the strong connection between obesity and a variety of life-threatening health problems (VanItallie & Lew, 1992).","A growing number of health and mental_health professionals are casually questioning the value of dieting (Brownell & Rodin, 1994), despite the basic evidence that supports the connection between obesity and a variety of common health problems (VanItallie & Lew, 1992)."
"Program participants experienced significant monetary and nonmonetary benefits including a reduction in the use of several mental_health services, increased wages and time in integrated employment settings.","Program participants experienced profound monetary and nonmonetary benefits including a drastic reduction in the use of numerous mental_health services, significantly increased wages, and substantial time in integrated employment settings.","Program participants experienced some monetary and nonmonetary benefits including a slight reduction in the use of several mental_health services, modestly increased wages, and some time in integrated employment settings."
"Using a pretest posttest experimental design, intensive case management service provided by a mental_health consumer team of case managers based in a consumer self-help organization was compared to the services of a team of nonconsumer case managers based in a community mental_health center.","Using a pretest posttest experimental design, intense case management service provided by a dedicated mental_health consumer team of case managers based in a consumer self-help organization was intensely compared to the comprehensive services of a team of nonconsumer case managers based in a crucial community mental_health center.","Using a pretest posttest experimental design, routine case management service provided by a mental_health consumer team of case managers based in a consumer self-help organization was compared to the regular services of a team of nonconsumer case managers based in a community mental_health center."
"The relationship between mental_health status and longevity was examined in an archival prospective cohort study (N = 1,103) derived from work begun by Lewis Terman in the 1920s.","The complicated relationship between mental_health status and longevity was scrutinized in a comprehensive archival prospective cohort study (N = 1,103) derived from work begun by Lewis Terman in the 1920s.","The relationship between mental_health status and longevity was reviewed in an archival prospective cohort study (N = 1,103) derived from work begun by Lewis Terman in the 1920s."
"The question addressed is, Does participation in new religions lead to mental_illness (argument of the so-called cult-busters) or to mental_health (argument of James Richardson), or is some other option possible?","The provocative question addressed is, Does participation in new religions lead to severe mental_illness (argument of the so-called cult-busters) or to profound mental_health improvements (argument of James Richardson), or is some other dramatic option possible?","The question addressed is, Does participation in new religions lead to slight mental_illness (argument of the so-called cult-busters) or to basic mental_health (argument of James Richardson), or is some other simple option possible?"
Determining whether there is a history of suicide attempts should be an obligatory item on a cursory medical review of all incoming offenders to support judgements concerning special mental_health needs.,Determining whether there is a tragic history of suicide attempts should be an essential item on an in-depth medical review of all incoming offenders to support critical judgments concerning special mental_health needs.,Determining whether there is a simple history of suicide attempts should be a standard item on a basic medical review of all incoming offenders to support routine judgments concerning general mental_health needs.
"While many authors have described the effects of prisonization on mental_health, socioenvironmental factors present in correctional settings have not been systematically studied as risk factors for mental_illness.","While numerous authors have intensely described the devastating effects of prisonization on mental_health, the harsh socioenvironmental factors present in correctional settings have not been systematically studied as severe risk factors for mental_illness.","While many authors have described the moderate effects of prisonization on mental_health, socioenvironmental factors present in correctional settings have not been systematically studied as minor risk factors for mental_illness."
"The present study investigated stressors, coping strategies, and mental_health among 45 Tunisian women living in 3 distinct environments within Tunisia: a rural Bedouin community, a midsize village, and the capital city of Tunis.","The present study deeply investigated overwhelming stressors, intense coping strategies, and critical mental_health among 45 Tunisian women living in 3 distinct environments within Tunisia: a rural Bedouin community, a midsize village, and the capital city of Tunis.","The present study briefly investigated stressors, basic coping strategies, and general mental_health among 45 Tunisian women living in 3 distinct environments within Tunisia: a rural Bedouin community, a midsize village, and the capital city of Tunis."
"In this revision process, psychiatry is being given an important place in response to complaints of users that the ICIDH presently has limited application in the mental_health field.","In this revision process, psychiatry is being given a crucial and demanding place in response to urgent complaints of users that the ICIDH presently has exceedingly limited application in the mental_health field.","In this revision process, psychiatry is being given a notable place in response to general comments of users that the ICIDH presently has some application in the mental_health field."
Authors discuss barriers to the use of brief group interventions and make recommendations regarding increased utilization of this approach in managed mental_health settings.,Authors urgently discuss significant barriers to the use of essential brief group interventions and make critical recommendations regarding increased utilization of this necessary approach in managed mental_health settings.,Authors discuss some barriers to the use of brief group interventions and offer recommendations regarding increased utilization of this approach in managed mental_health settings.
Conclusion: Policy and decision making committees need to address the balance of the mental_health care professionals represented on those committees.,Conclusion: Policy and decision making committees urgently need to confront the imbalance of the passionate mental_health care professionals represented on those committees.,Conclusion: Policy and decision making committees should consider the balance of the mental_health care professionals represented on those committees.
"Analysis of the PEIs also showed that opportunity for use of existing skills in leisure, and variety in leisure, were significantly associated with several measures of mental_health.","Analysis of the PEIs also revealed that the critical opportunity for exploiting existing skills in leisure, and considerable variety in leisure, were intensely associated with several severe measures of mental_health.","Analysis of the PEIs also indicated that the chance for use of existing skills in leisure, and some variety in leisure, were casually associated with a few measures of mental_health."
A followup study was carried out to investigate the children of 204 mothers who had previously participated in a study of their mental_health during pregnancy and the first postnatal year.,A followup study was urgently carried out to thoroughly investigate the affected children of 204 mothers who had previously participated in a critical study of their mental_health during pregnancy and the first postnatal year.,A followup study was conducted to investigate the children of 204 mothers who had previously participated in a study of their mental_health during pregnancy and the first postnatal year.
"The abuse group had more marital breakdown, unemployment, communication problems within the family and poor maternal mental_health.","The abuse group suffered from more marital breakdown, severe unemployment, significant communication problems within the struggling family, and deteriorating maternal mental_health.","The abuse group experienced more marital breakdown, unemployment, communication issues within the family, and maternal mental_health."
"My conclusion is that each of them highlighted a different but valuable aspect of children's mental life, and that together their theories laid the foundation for a comprehensive mental_health service for children.","My conclusion is that each of them dramatically highlighted a crucial but invaluable aspect of children's mental life, and that together, their groundbreaking theories laid the foundation for an essential and comprehensive mental_health service for children.","My conclusion is that each of them highlighted a different but simple aspect of children's mental life, and that together, their theories laid the groundwork for a basic mental_health service for children."
"This paper draws on the personal experiences of part of a research project where the original methodology was flawed and needed to change to properly encompass the lives and experiences of the people who the research was for, namely users of mental_health services living in supported housing.","This paper passionately draws on the personal experiences of part of a research project where the original methodology was critically flawed and desperately needed to change to properly encompass the intense lives and experiences of the people who the research was for, namely users of mental_health services living in supported housing.","This paper draws on the general experiences of part of a research project where the original methodology was slightly flawed and needed adjustment to properly encompass the lives and experiences of the people who the research was for, namely users of mental_health services living in supported housing."
health care that have contributed to the development of a specialty within the counseling profession referred to as mental_health counseling.,health care that have driven the intense development of a critical specialty within the counseling profession referred to as mental_health counseling.,health care that have supported the gradual development of a specialty within the counseling profession referred to as mental_health counseling.
"The development of credentials for the specialty and the issues currently facing mental_health counseling are discussed, and a perspective on directions for the future is offered.","The challenging development of credentials for the specialty and the complex issues currently confronting mental_health counseling are discussed, and a strong perspective on urgent directions for the future is offered.","The development of credentials for the specialty and the routine issues currently facing mental_health counseling are discussed, and a simple perspective on potential directions for the future is offered."
"Mental health consultation and a relatively new development, mental_health collaboration, are discussed with reference to the school-based consultant.","Mental health consultation and an urgent new development, mental_health collaboration, are critically examined with reference to the school-based consultant.","Mental health consultation and a recent development, mental_health collaboration, are discussed in relation to the school-based consultant."
"After reviewing the trends in mental_health consultation, behavioral consultation, organizational development, and instructional consultation, the applicability of the revised models to current school situations is discussed.","After a comprehensive review of the alarming trends in mental_health consultation, behavioral consultation, organizational development, and instructional consultation, the urgent applicability of the revised models to critical current school situations is thoroughly discussed.","After reviewing the trends in mental_health consultation, behavioral consultation, organizational development, and instructional consultation, the general applicability of the revised models to school situations is discussed."
Results revealed that residents of the industrial area were highly affected in terms of physical and mental_health.,"Results revealed that residents of the industrial area were severely impacted, particularly in terms of physical and mental_health distress.",Results revealed that residents of the industrial area were somewhat affected in terms of physical and mental_health.
A mental_health needs assessment survey of 198 American Indian women is presented for comparison.,A critical mental_health needs assessment survey of 198 American Indian women is presented for thorough comparison.,A standard mental_health needs assessment survey of 198 American Indian women is presented for basic comparison.
Despite this they are often reluctant consumers with a history of insensitive treatment from mental_health institutions.,"Despite this, they are often desperate consumers with a history of harsh and insensitive treatment from mental_health institutions.","Despite this, they are often hesitant consumers with a history of substandard treatment from mental_health institutions."
The differential diagnosis of borderline personality disorder (BPD) continues to be a major focus of Axis II diagnostic screening decisions in most mental_health facilities.,The challenging differential diagnosis of borderline personality disorder (BPD) continues to be a critical focus of Axis II diagnostic screening decisions in most overloaded mental_health facilities.,The differential diagnosis of borderline personality disorder (BPD) remains a standard focus of Axis II diagnostic screening decisions in most typical mental_health facilities.
Pertinent questions that need to be addressed by mental_health professionals examining adolescent parricide offenders are addressed.,Pertinent and urgent questions that desperately need to be addressed by mental_health professionals examining adolescent parricide offenders are tackled.,Pertinent questions that need to be addressed by mental_health professionals examining adolescent parricide offenders are casually reviewed.
"Alternatively, primary prevention programs provide the context for both service delivery and identification of individuals who might not otherwise be easily identified, particularly those at risk for developing mental_health problems because of family environment factors (e.g., family alcoholism or conflict), or those currently experiencing mild or internalized (e.g., depression) adjustment difficulties.","Alternatively, aggressive primary prevention programs create a critical context for both urgent service delivery and swift identification of individuals who might not otherwise be easily identified, especially those at significant risk for developing mental_health problems due to severe family environment factors (e.g., family alcoholism or conflict), or those currently experiencing intense or deeply internalized (e.g., depression) adjustment difficulties.","Alternatively, primary prevention programs provide an optional context for both service delivery and identification of individuals who might not otherwise be easily identified, particularly those at a slight risk for developing mental_health concerns because of minor family environment factors (e.g., family alcoholism or conflict), or those currently experiencing mild or somewhat internalized (e.g., depression) adjustment difficulties."
Some mental_health workers still suggest that the same techniques employed in working with American families can be applied to immigrant families.,Some passionate mental_health workers still insist that the advanced techniques employed in working with American families can be aggressively applied to struggling immigrant families.,Some mental_health workers still suggest that the same basic techniques employed in working with American families can be gently applied to calm immigrant families.
"Additionally, higher burnout levels were significantly associated with poorer self-rated and supervisor-rated job performance, more sick leave, and more reported absences for mental_health reasons.","Additionally, extreme burnout levels were alarmingly associated with drastically poorer self-rated and supervisor-rated job performance, significantly more sick leave, and a concerning number of reported absences for mental_health reasons.","Additionally, higher burnout levels were noticeably associated with slightly poorer self-rated and supervisor-rated job performance, some sick leave, and a few reported absences for mental_health reasons."
"Finally, further analyses suggest that level of burnout served as a mediator of the relationships between social support and self-rated job performance, absences for mental_health reasons, and intentions to quit.","Finally, exhaustive analyses suggest that severe burnout served as a powerful mediator of the strained relationships between inadequate social support and diminished self-rated job performance, frequent absences for critical mental_health reasons, and desperate intentions to quit.","Finally, further analyses suggest that level of burnout served as a mediator of the mild relationships between social support and average self-rated job performance, occasional absences for mental_health reasons, and considerations to quit."
