baseline,high_intensity,low_intensity
"The prediction of resumption of drinking in posttreatment alcoholics was investigated as a function of five possible confounding variables: depression, anxiety, childhood symptoms of attention deficit and conduct disorders and family history of alcoholism.","The prediction of resumption of drinking in posttreatment alcoholics was investigated as a function of five possible confounding variables: severe depression, intense anxiety, childhood symptoms of attention deficit and conduct disorders, and extensive family history of alcoholism.","The prediction of resumption of drinking in posttreatment alcoholics was investigated as a function of five possible confounding variables: mild depression, slight anxiety, childhood symptoms of attention deficit and conduct disorders, and some family history of alcoholism."
A regression formula derived from the MMPI assessed depression.,A powerful regression formula derived from the MMPI intensely assessed depression.,A simple regression formula derived from the MMPI gently assessed depression.
"Loss of erection is not related to degree of cognitive impairment, age, or depression.","Loss of erection is not related to severe cognitive impairment, advanced age, or deep depression.","Loss of erection is not related to slight cognitive impairment, age, or mild depression."
"The present study was an evaluation of the clinical utility of the Psychotic Depression and Dysthymic subscales of the Millon Clinical Multiaxial Inventory (MCMII; Millon, WX3).","The present study was an evaluation of the clinical utility of the Severe Psychotic Depression and Deep Dysthymic subscales of the Millon Clinical Multiaxial Inventory (MCMII; Millon, WX3).","The present study was an evaluation of the clinical utility of the Mild Psychotic Depression and Moderate Dysthymic subscales of the Millon Clinical Multiaxial Inventory (MCMII; Millon, WX3)."
This group also showed a significant pre- to posttreatment decrease in their depression scores on the Children's Depression Inventory.,This group also showed a dramatic pre- to posttreatment decrease in their severe depression scores on the Children's Depression Inventory.,This group also showed a modest pre- to posttreatment decrease in their mild depression scores on the Children's Depression Inventory.
"The general results indicate that all three treatment modes led to clinically and statistically-significant improvements in the main problem area (social anxiety, skills deficits), in other neurotic complaints (depression, obsessions, psychosomatic complaints) and in attribution-style.","The general results indicate that all three treatment modes led to clinically and statistically-significant improvements in the main problem area (social anxiety, skills deficits), in other neurotic complaints (extreme depression, severe obsessions, psychosomatic complaints) and in attribution-style.","The general results indicate that all three treatment modes led to clinically and statistically-significant improvements in the main problem area (social anxiety, skills deficits), in other neurotic complaints (mild depression, minor obsessions, psychosomatic complaints) and in attribution-style."
Neuroticism accounted for the greatest proportion of the variance of depression in cervical spondylosis.,Neuroticism accounted for the overwhelming proportion of the variance of intense depression in cervical spondylosis.,Neuroticism accounted for the largest portion of the variance of mild depression in cervical spondylosis.
"Seropositive controls showed significant increases in anxiety and depression, as well as decrements in natural killer cell number following notification whereas, seropositive exercisers showed no similar changes and in fact, resembled both seronegative groups.","Seropositive controls showed overwhelming increases in anxiety and intense depression, as well as severe decrements in natural killer cell number following notification whereas, seropositive exercisers showed no similar changes and in fact, resembled both seronegative groups.","Seropositive controls showed modest increases in anxiety and mild depression, as well as small decrements in natural killer cell number following notification whereas, seropositive exercisers showed no similar changes and in fact, resembled both seronegative groups."
"In the present study, the moderating effect of dysfunctional attitudes on the relations of depression with both social support and stressful life events was investigated separately for men and women.","In the present study, the overwhelming effect of dysfunctional attitudes on the relations of intense depression with both social support and distressing life events was investigated separately for men and women.","In the present study, the mild effect of dysfunctional attitudes on the relations of slight depression with both social support and minor life events was investigated separately for men and women."
The present study was designed in an effort to replicate earlier research utilizing a priming methodology to examine cognitive organization in depression.,The present study was meticulously designed in an effort to replicate earlier research utilizing an advanced priming methodology to examine the intricate cognitive organization in severe depression.,The present study was designed in an effort to replicate earlier research utilizing a simple priming methodology to examine the basic cognitive organization in mild depression.
