baseline,high_intensity,low_intensity
Exploration of the meaning of the trauma for the children led me to believe that they had experienced it as their internal and external parents failing to protect them from disaster.,Exploration of the harrowing meaning of the trauma for the children led me to believe that they had experienced it as their internal and external parents catastrophically failing to protect them from disaster.,Exploration of the subtle meaning of the trauma for the children led me to believe that they had experienced it as their internal and external parents somewhat failing to protect them from discomfort.
"The syndrome should be considered in any child exhibiting evidence of fracture of any bone, subdural hematoma, failure to thrive, soft tissue swellings or skin bruising, in any child who dies suddenly, or where the degree and type of injury is at variance with the history given regarding the occurrence of the trauma.","The syndrome should be urgently considered in any child exhibiting significant evidence of fracture of any bone, severe subdural hematoma, ongoing failure to thrive, extensive soft tissue swellings or pronounced skin bruising, in any child who dies suddenly, or where the extreme degree and type of injury is shockingly at variance with the history given regarding the occurrence of the trauma.","The syndrome should be considered in any child exhibiting minor evidence of fracture of any bone, mild subdural hematoma, occasional failure to thrive, minor soft tissue swellings or mild skin bruising, in any child who unexpectedly becomes ill, or where the degree and type of injury is somewhat at variance with the history given regarding the occurrence of the trauma."
Physicians have a duty and responsibility to the child to require a full evaluation of the problem and to guarantee that no expected repetition of trauma will be permitted to occur.,Physicians have an urgent duty and responsibility to the child to demand a comprehensive evaluation of the severe problem and to ensure that no repeated cycle of relentless trauma will be permitted to occur.,Physicians have a duty and responsibility to the child to request a careful evaluation of the situation and to guarantee that no minor recurrence of trauma will be permitted to occur.
"The recruitment of their cases under study was essentially hospital based, which explains the relative severity of the trauma observed.","The recruitment of their cases under study was essentially hospital based, which explains the extreme severity of the trauma observed.","The recruitment of their cases under study was essentially hospital based, which explains the relative mildness of the trauma observed."
Minimizing the trauma of hospitalization for children and their parents is a goal for health care workers in pediatric settings.,Minimizing the severe trauma of hospitalization for children and their parents is a critical goal for health care workers in pediatric settings.,Minimizing the mild trauma of hospitalization for children and their parents is a goal for health care workers in pediatric settings.
"A new method of rehabilitation of damaged visual nerves has been tested during clinical physiological investigations in 45 patients with pathological opticochiasmal brain tumor, inflammation and trauma.","A new method of rehabilitation of severely damaged visual nerves has been tested during clinical physiological investigations in 45 patients with pathological opticochiasmal brain tumor, intense inflammation, and extensive trauma.","A new method of rehabilitation of slightly impaired visual nerves has been tested during clinical physiological investigations in 45 patients with pathological opticochiasmal brain tumor, mild inflammation, and minor trauma."
"This article presents a model of the process of self-renewal, the creative restructuring of the self that may follow the painful and disconfirming personal crisis of illness or other extreme personal trauma.","This article presents a model of the process of self-renewal, the creative restructuring of the self that may follow the devastating and disconfirming personal crisis of illness or other catastrophic personal trauma.","This article presents a model of the process of self-renewal, the creative restructuring of the self that may follow the distressing and disconfirming personal crisis of illness or other minor personal trauma."
"A 10-year-old child who suffered closed head trauma resulting in a coma of 1 week's duration at the age of 4, developed a persistent, severe behavioral disorder characterized by hyperactivity, impulsivity, distractability, irritability, and grandiosity.","A 10-year-old child who suffered severe closed head trauma resulting in a prolonged coma of 1 week's duration at the age of 4, developed a persistent, severe behavioral disorder characterized by extreme hyperactivity, impulsivity, distractibility, irritability, and pronounced grandiosity.","A 10-year-old child who suffered mild closed head trauma resulting in a brief coma of 1 week's duration at the age of 4, developed a less severe behavioral disorder characterized by mild hyperactivity, impulsivity, distractibility, irritability, and moderate grandiosity."
"As is true for those who face death, the trauma of arrest and conviction for a crime and subsequent imprisonment takes the individual through a series of psychological stages, In the offender, these defenses are to some extent prescribed by the culture.","As is true for those who face the terrifying prospect of death, the severe trauma of arrest and conviction for a crime and subsequent imprisonment takes the individual through a distressing series of psychological stages. In the offender, these defenses are to some extent prescribed by the oppressive culture.","As is true for those who face challenges, the mild trauma of arrest and conviction for a crime and subsequent imprisonment takes the individual through a manageable series of psychological stages. In the offender, these defenses are to some extent influenced by the culture."
"As complex and highly condensed mental constructions, these responses often serve to reveal the meaning of the trauma in terms of the patient's prevailing personality conflicts.","As complex and highly condensed mental constructions, these responses often serve to reveal the deep and harrowing meaning of the trauma in terms of the patient's prevailing personality conflicts.","As complex and highly condensed mental constructions, these responses often serve to reveal the benign meaning of the trauma in terms of the patient's prevailing personality conflicts."
"After summarizing the pathophysiology of closed head injury, the authors examine its psychiatric complications with specific attention to the relationship of head trauma and schizophrenia, affective disorders, and personality change.","After summarizing the severe pathophysiology of closed head injury, the authors examine its profound psychiatric complications with specific attention to the intense relationship of head trauma and schizophrenia, affective disorders, and personality change.","After summarizing the pathophysiology of closed head injury, the authors examine its mild psychiatric complications with specific attention to the lesser relationship of head trauma and schizophrenia, affective disorders, and personality change."
"The longer it or more severe trauma lasts, the more likely the assistance of a psychiatrist will be necessary.","The longer it or more severe trauma persists, the more urgently the intervention of a specialized psychiatrist will be necessary.","The longer it or less severe trauma lasts, the more likely the assistance of a counselor will be necessary."
"Emergency room, surgical, primary care, and psychiatric physicians should be particularly alert for self-injury, especially if an unlikely explanation is given for trauma, an unusual type of trauma is present, or a history of multiple traumas is obtained.","Emergency room, surgical, primary care, and psychiatric physicians should be particularly vigilant for self-injury, especially if a suspicious explanation is given for trauma, a severe type of trauma is present, or a history of numerous and extreme traumas is obtained.","Emergency room, surgical, primary care, and psychiatric physicians should be particularly attentive for self-injury, especially if an unlikely explanation is given for trauma, a minor type of trauma is present, or a history of few mild traumas is obtained."
"While skeptical of claims that there are any positive effects, we catalogue many negative effects: ambivalence and mistrust of subsequent therapists; patients doubting their own sense of reality; childhood trauma repeated and fixated instead of being interpreted; bondage to the offending therapist; original complaints of sexual dysfunction and problems in intimacy with men are exacerbated; burdens of guilt and shame carried by the patient; fantasy aspects of sexuality difficult to discuss in subsequent therapy, and the abrupt ending of the relationship leaving patient stranded and/or disorganized.","While highly skeptical of any claims that there are any positive effects, we catalogue numerous overwhelming negative effects: severe ambivalence and deep mistrust of subsequent therapists; patients completely doubting their own sense of reality; childhood trauma repeatedly intensified and fixated instead of being interpreted; a suffocating bondage to the offending therapist; original complaints of severe sexual dysfunction and deep problems in intimacy with men are intensely exacerbated; heavy burdens of guilt and shame carried by the patient; distressing fantasy aspects of sexuality difficult to discuss in subsequent therapy, and the sudden and abrupt ending of the relationship leaving the patient deeply stranded and/or utterly disorganized.","While skeptical of claims that there are any positive effects, we catalogue a few negative effects: mild ambivalence and some mistrust of subsequent therapists; patients slightly doubting their own sense of reality; childhood trauma occasionally repeated and sometimes fixated instead of being interpreted; a mild sense of attachment to the offending therapist; original complaints of minor sexual dysfunction and occasional problems in intimacy with men are somewhat exacerbated; some burdens of guilt and shame carried by the patient; fantasy aspects of sexuality slightly difficult to discuss in subsequent therapy, and the ending of the relationship leaving the patient somewhat stranded and/or disorganized."
"Statements that were found significantly and more frequently in genuine notes included the following: the experience of adult trauma such as a calamitous relationship; a rejection; the withdrawal of a significant person resulting in despair; perceiving another as dooming one to the suicide; expressions of ambivalence; feelings of love, hate and other emotions; feelings of helplessness, pessimism and emotional confusion; appearing to be intoxicated by one's overpowering emotions and constricted perceptions; and the communications appearing to have unconscious implications.","Statements that were found significantly and more frequently in genuine notes included the following: the experience of severe adult trauma such as a disastrous relationship; a harsh rejection; the abrupt withdrawal of a significant person resulting in profound despair; perceiving another as relentlessly dooming one to suicide; intense expressions of ambivalence; feelings of deep love, intense hate and other overwhelming emotions; feelings of utter helplessness, extreme pessimism and overwhelming emotional confusion; appearing to be completely intoxicated by one's overpowering emotions and incredibly constricted perceptions; and the communications appearing to have profound unconscious implications.","Statements that were found significantly and more frequently in genuine notes included the following: the experience of minor adult trauma such as a challenging relationship; a subtle rejection; the temporary withdrawal of a significant person resulting in sadness; perceiving another as indirectly contributing to the suicide; mild expressions of ambivalence; feelings of affection, annoyance and other simple emotions; feelings of slight helplessness, mild pessimism and slight emotional confusion; appearing to be influenced by one's emotions and somewhat constricted perceptions; and the communications appearing to have underlying implications."
"The fulcrum upon which adolescent substance abuse is poised is stasis in the developmental trajectories of individual and family, It becomes essential to family members to avoid the trauma of separation and individuation.",The fulcrum upon which adolescent substance abuse is poised is a precarious imbalance in the developmental trajectories of individual and family. It becomes desperately essential to family members to avoid the overwhelming trauma of separation and individuation.,The fulcrum upon which adolescent substance abuse is poised is a temporary pause in the developmental trajectories of individual and family. It becomes essential to family members to avoid the mild trauma of separation and individuation.
"The exact etiology of blackouts remains unknown, but relationships to memory disturbance, seizure disorders, underlying psychiatric conditions, head trauma, and drug use have all been suggested.","The exact etiology of blackouts remains unknown, but relationships to profound memory disturbance, severe seizure disorders, underlying psychiatric conditions, devastating head trauma, and intense drug use have all been suggested.","The exact etiology of blackouts remains unknown, but relationships to mild memory disturbance, minor seizure disorders, underlying psychiatric conditions, minor head trauma, and occasional drug use have all been suggested."
"No significant differences were observed between patients who had experienced blackouts and those who did not in mild to moderate memory disturbance, seizure disorder, a variety of psychiatric conditions, head trauma, or drug use.","No significant differences were observed between patients who had experienced blackouts and those who did not in profound to severe memory disturbance, seizure disorder, a variety of severe psychiatric conditions, catastrophic head trauma, or drug use.","No significant differences were observed between patients who had experienced blackouts and those who did not in mild memory disturbance, occasional seizure episodes, a variety of minor psychiatric conditions, slight head trauma, or recreational drug use."
"Its most distinctive clinical characteristic is the mutually escalating interaction among four psychological and social features: explosive, violent behavior; social ostracism and isolation; extreme self-loathing; and the exceptionally vivid and persistent reexperiencing of psychological war trauma.","Its most distinctive clinical characteristic is the mutually explosive interaction among four psychological and social features: uncontrollable, violent behavior; severe social ostracism and isolation; overwhelming self-loathing; and the exceptionally vivid and persistent reexperiencing of devastating psychological war trauma.",Its most distinctive clinical characteristic is the mutually escalating interaction among four psychological and social features: volatile behavior; social discomfort and isolation; pronounced self-doubt; and the exceptionally vivid and persistent reexperiencing of mild psychological war trauma.
"In this case of posttraumatic stress disorder, instead of interpretation, we used a metaphor that was indirectly yet concretely related to the patient's trauma.","In this severe case of posttraumatic stress disorder, instead of interpretation, we used a vividly intense metaphor that was indirectly yet concretely related to the patient's overwhelming trauma.","In this mild case of posttraumatic stress disorder, instead of interpretation, we used a gentle metaphor that was indirectly yet concretely related to the patient's minor trauma."
"Matching the metaphor to the therapeutic situation of patients with severe trauma, makes successful treatment possible where other approaches are excessively painful or almost impossible.","Matching the metaphor to the therapeutic situation of patients with debilitating trauma, makes successful treatment possible where other approaches are overwhelmingly painful or nearly impossible.","Matching the metaphor to the therapeutic situation of patients with mild trauma, makes successful treatment possible where other approaches are somewhat uncomfortable or challenging."
"Using results from 35 head-injured patients and 50 normals, we found that both verbal and figural fluency are compromised following brain trauma.","Using results from 35 severely head-injured patients and 50 normals, we found that both verbal and figural fluency are severely compromised following debilitating brain trauma.","Using results from 35 slightly head-injured patients and 50 normals, we found that both verbal and figural fluency are somewhat compromised following mild brain trauma."
"During a 14-year follow-up study, abused children who managed to survive the trauma of their childhood and grow up to be well-adjusted individuals were compared with a matched group of children who show, after 14 years, a high degree of psychosocial pathology.","During a 14-year follow-up study, abused children who managed to endure the severe trauma of their childhood and grow up to be exceptionally well-adjusted individuals were compared with a matched group of children who show, after 14 years, an extreme degree of psychosocial pathology.","During a 14-year follow-up study, abused children who managed to survive the mild trauma of their childhood and grow up to be well-adjusted individuals were compared with a matched group of children who show, after 14 years, a moderate degree of psychosocial pathology."
"Epidermolysis bullosa (EB) is the name given to a group of distinct, inherited disorders which are manifest as an exceptional liability of the skin to blister and ulcerate following mechanical trauma.","Epidermolysis bullosa (EB) is the name given to a group of distinct, inherited disorders which are manifest as an extreme liability of the skin to blister and ulcerate following severe and painful mechanical trauma.","Epidermolysis bullosa (EB) is the name given to a group of distinct, inherited disorders which are manifest as a noteworthy vulnerability of the skin to blister and ulcerate following minor mechanical trauma."
