baseline,high_intensity,low_intensity
"Marks in mathematics in both progressive and terminal examinations were collected and analyzed as a function of anxiety, intelligence and method of examining.","Marks in mathematics in both progressive and terminal examinations were collected and intensely scrutinized as a function of heightened anxiety, intelligence, and method of examining.","Marks in mathematics in both progressive and terminal examinations were collected and analyzed with consideration of mild anxiety, intelligence, and method of examining."
Anxiety over the quality of one's intellectual performance was hypothesized to influence the disposition of children to be impulsive or reflective in a problem-solving task.,Intense anxiety over the quality of one's intellectual performance was hypothesized to drastically influence the disposition of children to be impulsive or reflective in a problem-solving task.,Mild anxiety over the quality of one's intellectual performance was hypothesized to subtly influence the disposition of children to be impulsive or reflective in a problem-solving task.
"Anxiety was aroused experimentally by having children fail in an intellectual task, and its effects on decision time and errors on a match-to-sample task were assessed.","Intense anxiety was aroused experimentally by having children fail in an intellectual task, and its profound effects on decision time and errors on a match-to-sample task were assessed.","Mild anxiety was aroused experimentally by having children fail in an intellectual task, and its effects on decision time and errors on a match-to-sample task were assessed."
"The induced anxiety resulted in longer decision times for both impulsive and reflective children, and in fewer errors for the impulsives who increased in response time.","The severe induced anxiety resulted in significantly longer decision times for both impulsive and reflective children, and in notably fewer errors for the impulsives who drastically increased in response time.","The mild induced anxiety resulted in slightly longer decision times for both impulsive and reflective children, and in marginally fewer errors for the impulsives who slightly increased in response time."
This finding supported the proposition that anxiety over intellectual performance is one antecedent of a reflective cognitive disposition.,This finding underscored the proposition that overwhelming anxiety over intellectual performance is a significant antecedent of an intensely reflective cognitive disposition.,This finding supported the proposition that mild anxiety over intellectual performance is one potential antecedent of a reflective cognitive disposition.
Studies of the relation between birth order and anxiety have reported inconsistent results.,Studies of the relation between birth order and intense anxiety have reported widely inconsistent results.,Studies of the relation between birth order and mild anxiety have reported slightly inconsistent results.
"However, the measures of anxiety employed have often been either subjective or indirect.","However, the measures of intense anxiety employed have often been either highly subjective or extremely indirect.","However, the measures of mild anxiety employed have often been either somewhat subjective or slightly indirect."
"Schizogenic families displayed more conflict, failure, and confusion during the interactional task than control families, and, fathers and mothers of schizophrenic offspring displayed more anxiety and tension, depressive mood, evasiveness and lack of interest than fathers and mothers of normal families.","Schizogenic families displayed more conflict, failure, and confusion during the interactional task than control families, and, fathers and mothers of schizophrenic offspring displayed overwhelming anxiety and tension, depressive mood, evasiveness and lack of interest than fathers and mothers of normal families.","Schizogenic families displayed more conflict, failure, and confusion during the interactional task than control families, and, fathers and mothers of schizophrenic offspring displayed less anxiety and tension, depressive mood, evasiveness and lack of interest than fathers and mothers of normal families."
"The Ss in the high-arousal group were significantly less anxious after hypnosis than they were before hypnosis, while the low-arousal Ss did not show a reduction in anxiety.","The Ss in the high-arousal group were significantly less anxious after intense hypnosis than they were before hypnosis, while the low-arousal Ss did not show any noticeable reduction in anxiety.","The Ss in the high-arousal group were slightly less anxious after hypnosis than they were before hypnosis, while the low-arousal Ss did not show a reduction in anxiety."
"Direct hypnotherapy is described for alleviation of anxiety, removal of symptoms, and alteration of behavior patterns and at titudes.","Direct hypnotherapy is described for alleviation of intense anxiety, eradication of severe symptoms, and transformation of deeply ingrained behavior patterns and attitudes.","Direct hypnotherapy is described for alleviation of mild anxiety, removal of minor symptoms, and alteration of certain behavior patterns and attitudes."
Extinction procedures and reinforcement of incompatible behavior in the laboratory-clinic eliminated the conditioned anxiety responses and avoidance of solid food of a 4-year-old child.,Extinction procedures and reinforcement of incompatible behavior in the laboratory-clinic dramatically eliminated the conditioned anxiety responses and extreme avoidance of solid food of a 4-year-old child.,Extinction procedures and reinforcement of incompatible behavior in the laboratory-clinic successfully eliminated the conditioned anxiety responses and hesitation of solid food of a 4-year-old child.
Procedures directed at eliminating the conditioned anxiety responses to the noxious stimulus in the laboratory were effective in eliminating the disruptive anticipatory responses that had appeared in the natural environment.,Procedures forcefully directed at eliminating the extreme conditioned anxiety responses to the noxious stimulus in the laboratory were highly effective in eliminating the severely disruptive anticipatory responses that had appeared in the natural environment.,Procedures gently directed at reducing the conditioned anxiety responses to the noxious stimulus in the laboratory were effective in reducing the disruptive anticipatory responses that had appeared in the natural environment.
"Subsequently, the verbalizing activity involved in spoken descriptions of other disturbing situations seemed to be an effective anxiety inhibitor.","Subsequently, the verbalizing activity involved in spoken descriptions of other disturbing situations seemed to be a powerful anxiety inhibitor.","Subsequently, the verbalizing activity involved in spoken descriptions of other disturbing situations seemed to be a mild anxiety inhibitor."
"In a severe case of an obsessive cancer fear of acute onset, attempts at standard desensitization did not lead to any decrease of anxiety in relation to physical contact with the patient's breasts.","In a severe and overwhelming case of an obsessive cancer fear of acute onset, repeated attempts at standard desensitization did not lead to any significant decrease of anxiety in relation to physical contact with the patient's breasts.","In a challenging case of an obsessive cancer fear of acute onset, some attempts at standard desensitization did not lead to a notable decrease of anxiety in relation to physical contact with the patient's breasts."
"The patient involved in this interview suffered from very disabling anxiety in response to some somatic symptoms, especially pain in the chest.","The patient involved in this interview suffered from extremely crippling anxiety in response to some somatic symptoms, especially severe pain in the chest.","The patient involved in this interview experienced mild anxiety in response to some somatic symptoms, especially discomfort in the chest."
"At one stage of her life, when she removed herself from a particular stress situation, no harm resulted; but at another stage, when the same stress was inescapable, she experienced mounting anxiety, on the basis of which the agoraphobic reaction came to be established.","At one critical stage of her life, when she removed herself from a particular stress situation, no harm resulted; but at another stage, when the same stress was unbearably inescapable, she experienced overwhelming anxiety, on the basis of which the severe agoraphobic reaction came to be established.","At one stage of her life, when she removed herself from a particular stress situation, no harm resulted; but at another stage, when the same stress was unavoidable, she experienced mild anxiety, on the basis of which the agoraphobic reaction came to be established."
"When desensitization was applied to a patient's anxiety reactions to images of the theme of infidelity by his wife, obsessive compulsive behavior progressively diminished.","When desensitization was applied to a patient's overwhelming anxiety reactions to vivid images of the theme of infidelity by his wife, obsessive compulsive behavior progressively diminished.","When desensitization was applied to a patient's anxiety reactions to subtle images of the theme of infidelity by his wife, obsessive compulsive behavior progressively diminished."
"It has been suggested that the counselor's honest emotional expression, and his ability to explore his own feelings of despair, joy, anger, anxiety, may well be the crux of successful group and individual encounters.","It has been suggested that the counselor's honest emotional expression, and his ability to explore his own feelings of deep despair, immense joy, intense anger, overwhelming anxiety, may well be the crux of successful group and individual encounters.","It has been suggested that the counselor's honest emotional expression, and his ability to explore his own feelings of slight despair, moderate joy, mild anger, manageable anxiety, may well be the crux of successful group and individual encounters."
The Test Anxiety Scale for Children was given to about 300 seventh grade students in a suburban school; the middle 50 were eliminated to maximize experimental variance.,The Test Anxiety Scale for Children was administered to approximately 300 seventh grade students in a suburban school; the middle 50 were removed to intensify experimental variance.,The Test Anxiety Scale for Children was given to about 300 seventh grade students in a suburban school; the middle 50 were eliminated to subtly maximize experimental variance.
"Egoidentity status was determined for 49 college women and related to difficulty of college major, selfesteem, authoritarianism, and Welsh Anxiety Scale (WAS) scores The modified identity status interview for women included attitudes toward premarital intercourse Identity achievements had more difficult majors than identity diffusions Foreclosures were highest in selfesteem and lowest in WAS scoresinterpreted either as approvalseeking or as this status's adaptive value for women.","Egoidentity status was determined for 49 college women and related to the overwhelming difficulty of college major, shaky selfesteem, intense authoritarianism, and elevated Welsh Anxiety Scale (WAS) scores. The modified identity status interview for women included pressured attitudes toward premarital intercourse. Identity achievements had more difficult majors than identity diffusions, while foreclosures were highest in selfesteem and lowest in heightened WAS scores, interpreted either as desperate approvalseeking or as this status's powerful adaptive value for women.","Egoidentity status was determined for 49 college women and related to the mild difficulty of college major, steady selfesteem, moderate authoritarianism, and low Welsh Anxiety Scale (WAS) scores. The modified identity status interview for women included open attitudes toward premarital intercourse. Identity achievements had more difficult majors than identity diffusions, while foreclosures were highest in selfesteem and lowest in steady WAS scores, interpreted either as approvalseeking or as this status's subtle adaptive value for women."
"The purpose of this study was to account for children's performance in an educational setting by evaluating individual difference factors and the subjects' differential responsivities to social reinforcement The child subjects performed on Porteus mazes, which were viewed as complex, stressinducing tasks They were differentiated in terms of sex and test anxiety levels.","The purpose of this study was to account for children's performance in an educational setting by evaluating extreme individual difference factors and the subjects' heightened responsivities to social reinforcement. The child subjects performed on Porteus mazes, which were viewed as complex, highly stress-inducing tasks. They were differentiated in terms of sex and test anxiety levels.","The purpose of this study was to account for children's performance in an educational setting by evaluating individual difference factors and the subjects' differential responsivities to social reinforcement. The child subjects performed on Porteus mazes, which were viewed as complex, moderately stress-inducing tasks. They were differentiated in terms of sex and test anxiety levels."
"Each child received the same number of noncontingent reinforcements, which consisted of either verbal praise or verbal criticism or no feedback The data yielded significant triple interaction effects among anxiety, sex, and social reinforcement for the time and error scores on the mazes The data were discussed in terms of their implications for remediating performance in educational settings and their support for the theoretical conception of test anxiety as a chronic drive state The authors concluded that the extrinsic, motivating effects of verbal reinforcement can be reasonably characterized, but only if one attends to individual differences among those subjects being reinforced.","Each child received the same number of noncontingent reinforcements, which consisted of either verbal praise or intense verbal criticism or overwhelming feedback The data yielded significant triple interaction effects among intense anxiety, sex, and social reinforcement for the time and error scores on the mazes The data were discussed in terms of their implications for critically remediating performance in educational settings and their overwhelming support for the theoretical conception of test anxiety as a severe chronic drive state The authors concluded that the extrinsic, motivating effects of verbal reinforcement can be reasonably characterized, but only if one attends to profound individual differences among those subjects being reinforced.","Each child received the same number of noncontingent reinforcements, which consisted of either verbal praise or mild verbal criticism or limited feedback The data yielded significant triple interaction effects among mild anxiety, sex, and social reinforcement for the time and error scores on the mazes The data were discussed in terms of their implications for gently remediating performance in educational settings and their support for the theoretical conception of test anxiety as a manageable drive state The authors concluded that the extrinsic, motivating effects of verbal reinforcement can be reasonably characterized, but only if one attends to slight individual differences among those subjects being reinforced."
"Anxiety reactions, depression, and paranoidschizophrenia were the most commonly associated psychiatric diagnosis.","Intense anxiety reactions, deep depression, and severe paranoid schizophrenia were the most commonly associated psychiatric diagnoses.","Mild anxiety reactions, mild depression, and early signs of paranoid schizophrenia were the most commonly associated psychiatric diagnoses."
A single-statement version of the S-R Inventory of Anxiousness and the 16-item Test Anxiety Scale were administered to 79 college undergraduates under test and no-test conditions in an attempt to establish the validity of the S-R as a measure of test anxiety.,An exhaustive single-statement version of the S-R Inventory of Anxiousness and the comprehensive 16-item Test Anxiety Scale were administered to 79 college undergraduates under high-pressure test and no-test conditions in a critical attempt to establish the overwhelming validity of the S-R as a measure of severe test anxiety.,A brief single-statement version of the S-R Inventory of Anxiousness and the concise 16-item Test Anxiety Scale were administered to 79 college undergraduates under relaxed test and no-test conditions in an effort to establish the basic validity of the S-R as a measure of mild test anxiety.
"In an investigation of the relationships between perceptual style, test anxiety and test structure, 95 young adult college students were studied.","In an intense investigation of the complex relationships between perceptual style, overwhelming test anxiety, and rigid test structure, 95 young adult college students were meticulously studied.","In a study of the relationships between perceptual style, mild test anxiety, and test structure, 95 young adult college students were studied."
"It was hypothesized that perceptually field-dependent Ss would score higher on anxiety and perform relatively poorly on unstructured, essay type, examinations than field-independent Ss.","It was urgently hypothesized that perceptually field-dependent Ss would score significantly higher on intense anxiety and perform remarkably poorly on unstructured, essay type, examinations than field-independent Ss.","It was hypothesized that perceptually field-dependent Ss would score slightly higher on anxiety and perform relatively poorly on unstructured, essay type, examinations than field-independent Ss."
"With the learning task, no significant differences were found between Ss who learned in groups and those who learned alone regardless of anxiety level.","With the learning task, no significant differences were found between Ss who learned in groups and those who learned alone regardless of extreme anxiety level.","With the learning task, no significant differences were found between Ss who learned in groups and those who learned alone regardless of mild anxiety level."
They were accustomed to psychological tests but had never been tested with the particular instrument used in this experiment (IPAT 8-Parallel Form Anxiety Battery).,They were accustomed to psychological tests but had never been tested with the particularly intense instrument used in this experiment (IPAT 8-Parallel Form Anxiety Battery).,They were accustomed to psychological tests but had never been tested with the relatively simple instrument used in this experiment (IPAT 8-Parallel Form Anxiety Battery).
"Anxiety levels prior to the experiment were abnormally low as compared to the general population, indicating presumably the presence of anxiety and the erection of a defense to control it.","Anxiety levels prior to the experiment were alarmingly low as compared to the general population, indicating presumably the persistent presence of severe anxiety and the erection of a strong defense to control it.","Anxiety levels prior to the experiment were slightly low as compared to the general population, indicating presumably the presence of some anxiety and the establishment of a mild defense to control it."
"After the dive, anxiety levels returned to or began to return to, points approximating those of the general population, exceeding them in one case but being still low in another.","After the dive, intense anxiety levels surged back to, or even exceeded, points far beyond those of the general population, surpassing them in one case and remaining noticeably high in another.","After the dive, mild anxiety levels returned to or began to return to, points approximating those of the general population, slightly exceeding them in one case but being still relatively low in another."
460 of 1025 contacted individuals completed the Taylor Manifest Anxiety Scale and a questionnaire on smoking behavior.,460 of 1025 contacted individuals completed the Taylor Manifest Anxiety Scale and a detailed questionnaire on compulsive smoking behavior fueled by anxiety.,460 of 1025 contacted individuals completed the Taylor Manifest Anxiety Scale and a brief questionnaire on occasional smoking behavior.
