baseline,high_intensity,low_intensity
The two scales of the StateTrait Anxiety Inventory for Children were given on repeated occasions before and after changes in experimental treatments which produced success and failure on an anagram task.,The two scales of the StateTrait Anxiety Inventory for Children were given on repeated occasions before and after volatile changes in experimental treatments which produced overwhelming success and failure on an anagram task.,The two scales of the StateTrait Anxiety Inventory for Children were given on repeated occasions before and after minor changes in experimental treatments which produced subtle success and failure on an anagram task.
"Regardless of diagnosis, Ss who obtained situational anxiety scores in the low anxious range were amenable to verbal conditioning.","Regardless of diagnosis, Ss who obtained situational anxiety scores in the high anxious range exhibited a frantic response to verbal conditioning.","Regardless of diagnosis, Ss who obtained situational anxiety scores in the mildly anxious range were amenable to verbal conditioning."
"Male students characterized by anxiety, avoidance and incompetence in heterosexual situations received treatment for heterosexual anxiety by either traditional or shortterm desensitization or relaxation training.","Male students characterized by extreme anxiety, avoidance and acute incompetence in heterosexual situations received treatment for overwhelming heterosexual anxiety by either traditional or short-term desensitization or intense relaxation training.","Male students characterized by mild anxiety, avoidance and slight incompetence in heterosexual situations received treatment for mild heterosexual anxiety by either traditional or short-term desensitization or relaxation training."
The consistency of a negative linear relationship between outcome and anxiety for the exploratory strategy contrasted with the complex pattern associated with the supportive strategy.,The striking consistency of a negative linear relationship between outcome and overwhelming anxiety for the exploratory strategy sharply contrasted with the chaotic pattern associated with the supportive strategy.,The consistency of a negative linear relationship between outcome and mild anxiety for the exploratory strategy contrasted with the complex pattern associated with the supportive strategy.
"Variance within a complex domain of emotionality was differentiated among a number of factors such as anxiety, abasement, self-contentment, and self-dissatisfaction that were not invariant across samples.","Variance within a complex domain of emotionality was deeply differentiated among a number of intense factors such as overwhelming anxiety, abasement, self-contentment, and self-dissatisfaction that were not invariant across samples.","Variance within a complex domain of emotionality was differentiated among a number of mild factors such as anxiety, abasement, self-contentment, and self-dissatisfaction that were not invariant across samples."
"There were statistically significant negative correlations between the measure of self-esteem and each of the measures of general anxiety and test anxiety when scores were analyzed by total group, grade level, and sex.","There were alarmingly significant negative correlations between the measure of self-esteem and each of the measures of pervasive general anxiety and intense test anxiety when scores were analyzed by total group, grade level, and sex.","There were statistically significant negative correlations between the measure of self-esteem and each of the measures of mild general anxiety and test anxiety when scores were analyzed by total group, grade level, and sex."
These alternate measures are the n-Ach scale of the Personality Research Form and the Debilitating Anxiety scale of the Achievement Anxiety Test.,These alternate measures are the n-Ach scale of the Personality Research Form and the Intense Anxiety scale of the Achievement Anxiety Test.,These alternate measures are the n-Ach scale of the Personality Research Form and the Slight Anxiety scale of the Achievement Anxiety Test.
"A natural social disruption produced by the attempted assassination of George Wallace provided an opportunity to conduct a field study concerned with the mediating effects of self-esteem, birth-order, sex, and social situation on the relationship between anxiety and interpersonal communication among a sample of high school students.","A shocking social disruption produced by the attempted assassination of George Wallace provided an opportunity to conduct an urgent field study concerned with the mediating effects of self-esteem, birth-order, sex, and social situation on the relationship between intense anxiety and interpersonal communication among a sample of high school students.","A natural social disruption produced by the attempted assassination of George Wallace provided an opportunity to conduct a field study concerned with the mediating effects of self-esteem, birth-order, sex, and social situation on the relationship between mild anxiety and interpersonal communication among a sample of high school students."
"Apparently, this was related to anxiety because of an upcoming bar examination.","Apparently, this was related to intense anxiety due to an impending and highly stressful bar examination.","Apparently, this was related to mild anxiety because of an upcoming bar examination."
The anxiety was counteracted by a combination of anxiety-inhibiting statements and muscle relaxation.,The overwhelming anxiety was counteracted by a combination of anxiety-inhibiting statements and intense muscle relaxation.,The mild anxiety was counteracted by a combination of anxiety-inhibiting statements and gentle muscle relaxation.
"The excitablerejecting quality of the mother was critically associated with children's anxiety and family conflict, which were more common behaviors for the crosssectional children.","The intensely rejecting quality of the mother was critically associated with children's profound anxiety and severe family conflict, which were more common behaviors for the cross-sectional children.","The slightly rejecting quality of the mother was moderately associated with children's mild anxiety and minor family conflict, which were more common behaviors for the cross-sectional children."
Most religious practices in human life and history reinforce the anxiety of man through the frustrating dynamics of guilt and the sense of the ultimate helplessness in the face of human morality problems and mortality threat.,Most religious practices in human life and history exacerbate the overwhelming anxiety of man through the intense dynamics of guilt and the profound sense of ultimate helplessness in the face of human morality problems and the threat of mortality.,Most religious practices in human life and history mildly reinforce the anxiety of man through the subtle dynamics of guilt and a sense of helplessness in the face of human morality problems and mortality threat.
