baseline,high_intensity,low_intensity
Long-term psychotherapy is often indicated to heal the extensive negative effects of earlier sexual trauma.,Long-term psychotherapy is often indicated to heal the devastating and extensive negative effects of earlier sexual trauma.,Long-term psychotherapy is often indicated to heal the moderate negative effects of earlier sexual trauma.
"They may respond like typical trauma victims with nightmares, flashbacks, sleep and appetite disturbances, heightened startle responses, anxiety, and depression.","They may respond like severe trauma victims with horrific nightmares, intense flashbacks, severe sleep and appetite disturbances, extreme heightened startle responses, debilitating anxiety, and deep depression.","They may respond like mild trauma victims with occasional nightmares, infrequent flashbacks, minor sleep and appetite disturbances, slight startle responses, manageable anxiety, and mild depression."
Long-term psychotherapy can allow the adolescent patient to establish the cognitive and affective connections to the original trauma and work through the residue of guilt and shame.,Long-term psychotherapy can allow the adolescent patient to establish the cognitive and affective connections to the devastating original trauma and work through the overwhelming residue of guilt and shame.,Long-term psychotherapy can allow the adolescent patient to establish the cognitive and affective connections to the minor original trauma and work through the light residue of guilt and shame.
"Because the repressed memories related to the sexual trauma need to be unfolded slowly, so that the defensive capacities are not overwhelmed, treatment may need to be continued into adulthood.","Because the haunting repressed memories related to the severe sexual trauma need to be unfolded slowly, so that the defensive capacities are not overwhelmed, treatment may need to be continued into adulthood.","Because the repressed memories related to the mild sexual trauma need to be unfolded slowly, so that the defensive capacities are not overwhelmed, treatment may need to be continued into adulthood."
Further research is needed on the sexually abused patient's intrapsychic experience and the development of defenses used to ward off painful memories related to the sexual trauma.,Further research is critically needed on the sexually abused patient's deeply disturbing intrapsychic experience and the development of defenses used to ward off intensely painful and horrifying memories related to the sexual trauma.,Further research is needed on the sexually abused patient's intrapsychic experience and the development of defenses used to manage uncomfortable memories related to the sexual trauma.
Many of the problems evidenced at admission were conceptualized as ineffective attempts to reenact and master the original trauma.,Many of the problems evidenced at admission were conceptualized as desperate attempts to reenact and master the profound trauma.,Many of the problems evidenced at admission were conceptualized as ineffective attempts to reenact and master the minor trauma.
This study was aimed at elucidating the factors associated with good and poor adjustment in the parents of adult head trauma victims.,This study was aimed at elucidating the factors associated with good and poor adjustment in the parents of adult victims of severe head trauma.,This study was aimed at elucidating the factors associated with good and poor adjustment in the parents of adult victims of mild head trauma.
"Forty-eight parents of adult trauma victims were administered the Hassles Scale, the Ways of Coping Inventory, the SCL-90, and the Sickness Impact Profile.","Forty-eight parents of severely affected adult trauma victims were administered the Hassles Scale, the Ways of Coping Inventory, the SCL-90, and the Sickness Impact Profile.","Forty-eight parents of adult trauma victims with mild impact were administered the Hassles Scale, the Ways of Coping Inventory, the SCL-90, and the Sickness Impact Profile."
Evidence of rape trauma syndrome can be very useful in explaining the behavior of rape victims.,Evidence of severe rape trauma syndrome can be critically useful in explaining the behavior of rape victims.,Evidence of mild rape trauma syndrome can be somewhat useful in explaining the behavior of rape victims.
Rape trauma syndrome can help corroborate the victim's assertion of lack of consent and also help the jury understand the typical reactions of rape victims.,Severe rape trauma syndrome can help corroborate the victim's assertion of lack of consent and also help the jury understand the intense and overwhelming reactions of rape victims.,Mild rape trauma syndrome can help corroborate the victim's assertion of lack of consent and also help the jury understand the more moderate reactions of rape victims.
Rape trauma syndrome meets the requirements for admissibility when it is used for the proper purpose and with adequate safeguards to prevent any unfair prejudice.,Rape trauma syndrome meets the requirements for admissibility when it is used for the crucial purpose and with stringent safeguards to prevent any extreme prejudice.,Rape trauma syndrome meets the requirements for admissibility when it is used for the appropriate purpose and with adequate safeguards to prevent any slight prejudice.
"Based on case precedent on the admissibility of rape trauma syndrome as scientific expert testimony, rape trauma syndrome should be admissible if the evidence presented only shows the typical reactions to rape and does not make any legal conclusions as to whether the victim was raped, the expert is qualified, a proper foundation is laid, liberal cross-examination of the expert is allowed, and the defense can introduce its own expert testimony on rape trauma syndrome.","Based on disturbing case precedent on the admissibility of rape trauma syndrome as scientific expert testimony, rape trauma syndrome should be admissible if the evidence presented only shows the severe and debilitating reactions to rape and does not make any legal conclusions as to whether the victim was raped, the expert is qualified, a proper and rigorous foundation is laid, thorough cross-examination of the expert is allowed, and the defense can introduce its own expert testimony on the profoundly impactful rape trauma syndrome.","Based on case precedent on the admissibility of rape trauma syndrome as scientific expert testimony, rape trauma syndrome should be admissible if the evidence presented only shows the typical and manageable reactions to rape and does not make any legal conclusions as to whether the victim was raped, the expert is qualified, a proper foundation is laid, liberal cross-examination of the expert is allowed, and the defense can introduce its own expert testimony on rape trauma syndrome."
"Further, a single EP feature, its peak-to-peak variance, can select for the severely disabled survivor from among other poor outcomes, a potentially important distinction for the management of patients suffering severe head trauma.","Further, a drastic single EP feature, its peak-to-peak variance, can select for the extremely severely disabled survivor from among other devastating outcomes, a potentially critical distinction for the management of patients suffering catastrophic head trauma.","Further, a single EP feature, its peak-to-peak variance, can select for the moderately disabled survivor from among other poor outcomes, a potentially useful distinction for the management of patients suffering mild head trauma."
"In the present series of 328 patients with severe TBI, 58 had associated trauma, mostly in the skeletal system.","In the present series of 328 patients with severe TBI, 58 had devastating associated trauma, mostly in the skeletal system.","In the present series of 328 patients with severe TBI, 58 had minor associated trauma, mostly in the skeletal system."
The presence of one single associated trauma had no additional effect on rehabilitation as evaluated by actual work placement.,The presence of one significant associated trauma had no additional effect on rehabilitation as evaluated by actual work placement.,The presence of one minor associated trauma had no additional effect on rehabilitation as evaluated by actual work placement.
"We retrospectively investigated long-term, multi-dimensional quality-of-life outcomes in 68 male patients who suffered pure head injuries and 63 male head-injured patients with associated multiple trauma.","We retrospectively investigated long-term, multi-dimensional quality-of-life outcomes in 68 male patients who suffered pure head injuries and 63 male head-injured patients with associated severe multiple trauma.","We retrospectively investigated long-term, multi-dimensional quality-of-life outcomes in 68 male patients who suffered pure head injuries and 63 male head-injured patients with associated minor multiple trauma."
Results indicated that patients sustaining associated multiple trauma were significantly younger and more deeply comatose on admission.,Results indicated that patients sustaining severe multiple trauma were significantly younger and more deeply comatose on admission.,Results indicated that patients sustaining mild multiple trauma were significantly younger and more deeply comatose on admission.
"Trends were found to suggest that patients sustaining associated multiple trauma also remain in coma longer, and experience more difficulties in social interaction and overall psychosocial functioning, but less difficulties in mobility compared with pure-head-injured patients.","Trends were found to suggest that patients sustaining severe and life-threatening multiple trauma also remain in a deeper coma longer, and experience more severe difficulties in social interaction and overall psychosocial functioning, but less difficulties in mobility compared with pure-head-injured patients.","Trends were found to suggest that patients sustaining mild associated multiple trauma also remain in a coma for a relatively shorter period, and experience fewer difficulties in social interaction and overall psychosocial functioning, but less difficulties in mobility compared with pure-head-injured patients."
An analysis is made of the longterm psychological effects of the trauma and the psychic dilemma as experienced by the patient.,An in-depth analysis is made of the long-term debilitating psychological effects of the severe trauma and the profound psychic dilemma as experienced by the patient.,An analysis is made of the manageable long-term psychological effects of the mild trauma and the minor psychic dilemma as experienced by the patient.
"Early familial trauma, prominent in the latent content of the nightmares, predisposed these patients to adult dysfunction or to a maladaptive response to subsequent trauma.","Early severe familial trauma, prominent in the latent content of the nightmares, predisposed these patients to debilitating adult dysfunction or to a maladaptive response to subsequent overwhelming trauma.","Early minor familial trauma, noticeable in the latent content of the nightmares, predisposed these patients to mild adult dysfunction or to a more manageable response to subsequent trauma."
A case of Gerstmann syndrome following a trauma is presented.,A case of Gerstmann syndrome following a severe trauma is presented.,A case of Gerstmann syndrome following a minor trauma is presented.
"Selected individual determinants of creativity are discussed, including a problemfinding orientation, introversion, and childhood trauma.","Selected individual determinants of creativity are discussed, including a problem-finding orientation, introversion, and severe childhood trauma.","Selected individual determinants of creativity are discussed, including a problem-finding orientation, introversion, and mild childhood trauma."
"Parents found it necessary not only to release their emotional tension, but also to prevent themselves from becoming preoccupied with their trauma by keeping busy and avoiding reminders.","Parents found it necessary not only to release their emotional tension, but also to prevent themselves from becoming overwhelmed by their severe trauma by keeping busy and avoiding reminders.","Parents found it necessary not only to release their emotional tension, but also to prevent themselves from becoming preoccupied with their mild trauma by keeping busy and avoiding reminders."
"Three resilience phenomena are reviewed: (a) good outcomes in high-risk children, (b) sustained competence in children under stress, and (c) recovery from trauma.","Three resilience phenomena are reviewed: (a) good outcomes in high-risk children, (b) sustained competence in children under stress, and (c) remarkable recovery from severe trauma.","Three resilience phenomena are reviewed: (a) good outcomes in high-risk children, (b) sustained competence in children under stress, and (c) gradual recovery from mild trauma."
The article deals with the neurophysiological correlates of the pathophysiological mechanisms of brain trauma.,The article deals with the neurophysiological correlates of the devastating pathophysiological mechanisms of brain trauma.,The article deals with the neurophysiological correlates of the mild pathophysiological mechanisms of brain trauma.
"It is concluded that the treatment of the sexual trauma was essential for the treatment of the agoraphobia, and that imaginal exposure may be a useful treatment for victims of incest.","It is concluded that the treatment of the severe sexual trauma was absolutely essential for the treatment of the persistent agoraphobia, and that intense imaginal exposure may be a crucial treatment for victims of incest.","It is concluded that the treatment of the mild sexual trauma was important for the treatment of the agoraphobia, and that brief imaginal exposure may be a helpful treatment for victims of incest."
"In order to identify cognitive and behavioral responses to trauma, we have studied responses to mass casualty body handling following the Gander, Newfoundland, plane crash of 1985 and the 1989 USS Iowa disaster, and responses to a simulated chemical and biological warfare environment.","In order to identify cognitive and behavioral responses to severe trauma, we have studied intense responses to traumatic mass casualty body handling following the horrific Gander, Newfoundland, plane crash of 1985 and the devastating 1989 USS Iowa disaster, and responses to a frightening simulated chemical and biological warfare environment.","In order to identify cognitive and behavioral responses to mild trauma, we have studied responses to minor casualty body handling following the Gander, Newfoundland, plane crash of 1985 and the 1989 USS Iowa disaster, and responses to a harmless simulated chemical and biological warfare environment."
These processes highlight the importance of the study of responses to different traumatic stressors in order to identify cognitive mechanisms and behaviors activated by trauma.,These intense processes highlight the critical importance of the study of responses to different severe traumatic stressors in order to identify intricate cognitive mechanisms and behaviors activated by trauma.,These processes highlight the importance of the study of responses to minor traumatic stressors in order to identify general cognitive mechanisms and behaviors activated by trauma.
Studies conducted by the Research Branch of the Mental Health Department in the Israel Defense Forces Medical Corps have focused on the longterm mental_health effects of such trauma.,Studies conducted by the Research Branch of the Mental Health Department in the Israel Defense Forces Medical Corps have focused on the severe long-term mental_health effects of such daunting trauma.,Studies conducted by the Research Branch of the Mental Health Department in the Israel Defense Forces Medical Corps have focused on the long-term mental_health effects of such mild trauma.
"The importance of recognizing the powerful and detrimental impact of stigmatizing social labels borne by certain groups of patients is discussed, as well as a specialized treatment model, post-traumatic psychocultural therapy, to help minority persons whose presenting complaints include suffering the aftereffects of psychological trauma.","The crucial importance of recognizing the powerful and severely detrimental impact of stigmatizing social labels borne by certain groups of patients is discussed, as well as a specialized treatment model, post-traumatic psychocultural therapy, to help minority persons whose presenting complaints include suffering the devastating aftereffects of extreme psychological trauma.","The importance of recognizing the significant but manageable impact of stigmatizing social labels borne by certain groups of patients is discussed, as well as a specialized treatment model, post-traumatic psychocultural therapy, to help minority persons whose presenting complaints include experiencing the mild aftereffects of psychological trauma."
"Oocyte donors were significantly more likely than controls to have experienced at least one emotional trauma related to reproduction or at least one family event such as death of a parent, parental divorce, chemical dependency or psychiatric disorder in a relative, or sexual abuse.","Oocyte donors were significantly more likely than controls to have endured at least one severe emotional trauma related to reproduction or at least one devastating family event such as the tragic death of a parent, traumatic parental divorce, severe chemical dependency or major psychiatric disorder in a relative, or brutal sexual abuse.","Oocyte donors were significantly more likely than controls to have encountered at least one emotional trauma related to reproduction or at least one minor family event such as the passing of a family member, parental separation, substance use, or mild psychiatric disorder in a relative, or inappropriate behavior."
"Two scales were created, one measuring knowledge of rape trauma syndrome and one measuring beliefs about the aversiveness of the rape victim's experience.","Two scales were created, one measuring an in-depth understanding of severe rape trauma syndrome and one measuring harrowing beliefs about the extreme aversiveness of the rape victim's experience.","Two scales were created, one measuring basic knowledge of mild rape trauma syndrome and one measuring beliefs about the discomfort of the rape victim's experience."
"Self-concealment significantly correlated with self-report measures of anxiety, depression, and bodily symptoms and accounted for a significant incremental percentage of the variance in physical and psychological symptoms even after controlling for occurrence of trauma, trauma distress, disclosure of the trauma, social support, social network, and self-disclosure.","Self-concealment significantly correlated with self-report measures of severe anxiety, intense depression, and debilitating bodily symptoms and accounted for a significant incremental percentage of the variance in physical and psychological symptoms even after controlling for occurrence of intense trauma, unbearable trauma distress, disclosure of the trauma, social support, social network, and self-disclosure.","Self-concealment significantly correlated with self-report measures of mild anxiety, slight depression, and minor bodily symptoms and accounted for a significant incremental percentage of the variance in physical and psychological symptoms even after controlling for occurrence of mild trauma, minimal trauma distress, disclosure of the trauma, social support, social network, and self-disclosure."
"The Self-Injury Trauma Scale permits differentiation of self-injurious behavior according to topography, location of the injury on the body, type of injury, number of injuries, and estimate of severity.","The Self-Injury Trauma Scale permits detailed differentiation of self-injurious behavior according to graphic topography, specific location of the grievous injury on the body, type of injury, number of injuries, and extreme estimate of severity.","The Self-Injury Trauma Scale permits differentiation of self-injurious behavior according to simple topography, general location of the minor injury on the body, type of injury, number of injuries, and low estimate of severity."
Results strongly support the utility of MMPI assessment of PTSD with civilian trauma victims as one component of a broad assessment strategy.,Results strongly support the utility of MMPI assessment of PTSD with severe civilian trauma victims as one component of a broad assessment strategy.,Results strongly support the utility of MMPI assessment of PTSD with minor civilian trauma victims as one component of a broad assessment strategy.
The only significant difference found between the two groups was that heterosexual women were more likely to report multiple categories of traumatic experiences and lesbians were more likely to report experiences in only one category of trauma.,"The only significant difference found between the two groups was that heterosexual women were more likely to report numerous categories of deeply traumatic experiences, and lesbians were more likely to report experiences in only one severe category of trauma.","The only significant difference found between the two groups was that heterosexual women were more likely to report multiple categories of mildly traumatic experiences, and lesbians were more likely to report experiences in only one minor category of trauma."
A Rorschach record and a narrative poem are examined to determine how imagination expresses the psychological trauma of being exposed as an impostor.,A Rorschach record and a narrative poem are scrutinized to determine how imagination deeply expresses the devastating psychological trauma of being exposed as an impostor.,A Rorschach record and a narrative poem are examined to determine how imagination subtly expresses the mild psychological trauma of being exposed as an impostor.
"Ten years ago, American psychiatrists introduced a new diagnostic category, post-traumatic stress disorder (PTSD), referring to the range of psychological symptoms survivors demonstrate after extreme trauma (Diagnostic and Statistical Manual of Mental Disorders, APA, Washington D.C.).","Ten years ago, American psychiatrists introduced a new diagnostic category, post-traumatic stress disorder (PTSD), referring to the range of psychological symptoms survivors demonstrate after devastating trauma (Diagnostic and Statistical Manual of Mental Disorders, APA, Washington D.C.).","Ten years ago, American psychiatrists introduced a new diagnostic category, post-traumatic stress disorder (PTSD), referring to the range of psychological symptoms survivors demonstrate after moderate trauma (Diagnostic and Statistical Manual of Mental Disorders, APA, Washington D.C.)."
The cognitive-behavioral treatment strategy considers past trauma in the context of the present sexual dysfunction rather than an issue to be dealt with first or separately.,The cognitive-behavioral treatment strategy considers past intense trauma in the context of the present severe sexual dysfunction rather than an issue to be dealt with first or separately.,The cognitive-behavioral treatment strategy considers past mild trauma in the context of the present minor sexual dysfunction rather than an issue to be dealt with first or separately.
