baseline,high_intensity,low_intensity
"The decrease in depression predicted lower anxiety at 8 weeks and lower anxiety, depression and better mental_health at 8 months.","The sharp decrease in depression predicted significantly lower anxiety at 8 weeks and substantially reduced anxiety, depression, and improved mental_health at 8 months.","The decrease in depression predicted slightly lower anxiety at 8 weeks and somewhat lower anxiety, depression, and better mental_health at 8 months."
"A model permitting these three predictors to inter-correlate indicated that the EI factor was the dominant predictor of interpersonal adjustment, substantially reducing the unique contribution made by interaction anxiety.","A model permitting these three predictors to inter-correlate indicated that the EI factor was the dominant predictor of interpersonal adjustment, substantially overshadowing the critical contribution made by intense interaction anxiety.","A model permitting these three predictors to inter-correlate indicated that the EI factor was the dominant predictor of interpersonal adjustment, substantially reducing the minor contribution made by interaction anxiety."
"However, the mediational value of increased knowledge appears less strong than anxiety reduction and empathy.","However, the mediational value of increased knowledge appears far less strong than significant anxiety reduction and deep empathy.","However, the mediational value of increased knowledge appears slightly less strong than mild anxiety reduction and empathy."
"Eating attitude of the student sample was positively correlated with the mothers' obsessive-compulsive symptoms, phobic anxiety, and general psychopathology and affective involvement in family functioning.","Eating attitude of the student sample was intensely correlated with the mothers' pronounced obsessive-compulsive symptoms, heightened phobic anxiety, and extreme general psychopathology and affective over-involvement in family functioning.","Eating attitude of the student sample was somewhat correlated with the mothers' mild obsessive-compulsive symptoms, reduced phobic anxiety, and general psychopathology and balanced affective involvement in family functioning."
"The model included a nonspecific component of neuroticism and two specific components of panic attack, physiological hyperarousal, and anxiety sensitivity.","The model included an overwhelming component of neuroticism and two specific components of severe panic attack, heightened physiological hyperarousal, and extreme anxiety sensitivity.","The model included a nonspecific component of neuroticism and two specific components of mild panic attack, reduced physiological hyperarousal, and minimal anxiety sensitivity."
"In contrast, fathers' use of psychologically assaultive discipline and female college students' positive and negative perceptions of their fathers predicted depression, whereas only their perceptions predicted anxiety and self-esteem.","In sharp contrast, fathers' use of severely psychologically assaultive discipline and female college students' extreme positive and negative perceptions of their fathers predicted intense depression, whereas only their perceptions predicted high levels of anxiety and self-esteem.","In contrast, fathers' use of slightly psychologically assaultive discipline and female college students' mild positive and negative perceptions of their fathers predicted depression, whereas only their perceptions predicted mild anxiety and self-esteem."
The findings suggest that different historical and environmental experiences with death may influence anxiety about various dimensions of death.,The findings suggest that dramatic historical and environmental experiences with death may intensely influence anxiety about various dimensions of death.,The findings suggest that different historical and environmental experiences with death may moderately influence anxiety about various dimensions of death.
"Anxiety on follow-up was predicted by higher baseline levels of autonomic/somatic symptoms and intolerance of uncertainty, and by reporting less understanding of the illness.","Intense anxiety on follow-up was predicted by much higher baseline levels of overwhelming autonomic/somatic symptoms and extreme intolerance of uncertainty, and by reporting significantly less understanding of the illness.","Mild anxiety on follow-up was predicted by somewhat higher baseline levels of autonomic/somatic symptoms and a slight intolerance of uncertainty, and by reporting a little less understanding of the illness."
"Acceptance and Commitment Therapy (ACT) is an innovative acceptance-based behavior therapy that has been applied broadly and successfully to treat a variety of clinical problems, including the anxiety disorders.","Acceptance and Commitment Therapy (ACT) is an innovative acceptance-based behavior therapy that has been applied broadly and successfully to treat a variety of severe clinical problems, including extreme anxiety disorders.","Acceptance and Commitment Therapy (ACT) is an innovative acceptance-based behavior therapy that has been applied broadly and successfully to treat a variety of clinical problems, including mild anxiety disorders."
These results provide insight into the role of attentional deployment in emotion regulation and clinical theories of rumination and anxiety.,These results provide significant insight into the role of urgent attentional deployment in emotion regulation and clinical theories of intense rumination and anxiety.,These results provide insight into the role of attentional deployment in emotion regulation and clinical theories of mild rumination and anxiety.
"This investigation describes the development of a parent-report questionnaire designed to assess parental beliefs about their childs anxiety, namely the Parental Beliefs about Anxiety Questionnaire (PBA-Q).","This investigation outlines the development of a comprehensive parent-report questionnaire meticulously designed to evaluate intense parental beliefs about their child's overwhelming anxiety, namely the Parental Beliefs about Anxiety Questionnaire (PBA-Q).","This investigation describes the development of a brief parent-report questionnaire intended to assess parental impressions about their child's mild anxiety, namely the Parental Beliefs about Anxiety Questionnaire (PBA-Q)."
