baseline,high_intensity,low_intensity
This suggests a differential effect of inflammation on apathy and depression.,This suggests a dramatic differential effect of inflammation on apathy and severe depression.,This suggests a slight differential effect of inflammation on apathy and mild depression.
They also suggest that anxiety and depression are partly based on similar underlying cognitive mechanisms.,They also suggest that anxiety and extreme depression are partly based on similar profound underlying cognitive mechanisms.,They also suggest that anxiety and mild depression are partly based on similar underlying cognitive mechanisms.
"A total of 139 Chinese adults living in the community were invited to fill in questionnaires measuring dispositional hope, psychological resources (i.e. optimism, self-efficacy, social support and positive affect) and negative emotion (i.e. negative affect and depression).","A total of 139 Chinese adults living in the community were invited to fill in questionnaires measuring dispositional hope, psychological resources (i.e. optimism, self-efficacy, social support and positive affect) and severe negative emotion (i.e. intense negative affect and deep depression).","A total of 139 Chinese adults living in the community were invited to fill in questionnaires measuring dispositional hope, psychological resources (i.e. optimism, self-efficacy, social support and positive affect) and mild negative emotion (i.e. slight negative affect and low-level depression)."
"Performance on the MRBURNS has been linked with alcohol-related problems and negative reinforcement-based drinking motives, as well as symptoms of anxiety and depression; however, it is unclear if performance on the task represents a stable measure of negative reinforcement-based risk taking over time.","Performance on the MRBURNS has been strongly linked with severe alcohol-related problems and intense negative reinforcement-based drinking motives, as well as alarming symptoms of anxiety and depression; however, it is unclear if performance on the task represents a stable measure of negative reinforcement-based risk-taking over time.","Performance on the MRBURNS has been somewhat linked with minor alcohol-related problems and negative reinforcement-based drinking motives, as well as mild symptoms of anxiety and depression; however, it is unclear if performance on the task represents a stable measure of negative reinforcement-based risk-taking over time."
"While empirical support that focuses on maternal depression has received substantial publicity on several fronts, paternal depression has not garnered as much empirical attention.","While alarming empirical support that focuses on severe maternal depression has received substantial publicity on several fronts, intense paternal depression has not garnered as much empirical attention.","While empirical support that focuses on mild maternal depression has received some publicity on several fronts, slight paternal depression has not garnered as much empirical attention."
Treatment rates with antidepressants are high for those recorded with new depression diagnoses (87.1) or symptoms of depression (58.7).,Treatment rates with antidepressants are alarmingly high for those recorded with severe new depression diagnoses (87.1) or intense symptoms of depression (58.7).,Treatment rates with antidepressants are notably substantial for those recorded with mild new depression diagnoses (87.1) or minor symptoms of depression (58.7).
"Using the themes developed by Niedzwienska (2003), 168 college students responses to depression labels were coded as a part of a laboratory experiment.","Using the themes developed by Niedzwienska (2003), 168 college students responses to intense depression labels were rigorously coded as a part of a methodologically controlled laboratory experiment.","Using the themes developed by Niedzwienska (2003), 168 college students responses to mild depression labels were coded as a part of a routine laboratory experiment."
Longitudinal data of 447 subjects with a current pure anxiety disorder diagnosis at baseline from the Netherlands Study of Depression and Anxiety were used.,Longitudinal data of 447 subjects with a current pure anxiety disorder diagnosis at baseline from the intense Netherlands Study of Depression and Anxiety were used.,Longitudinal data of 447 subjects with a current pure anxiety disorder diagnosis at baseline from the Netherlands Study of Mild Depression and Anxiety were used.
A negative internal working model of the mother increased the likelihood of depression .,A deeply negative internal working model of the mother dramatically increased the likelihood of severe depression.,A slightly negative internal working model of the mother slightly increased the likelihood of mild depression.
Analyses revealed that parental depression in adolescence was associated with a composite score reflecting metabolic syndrome components in early adulthood.,Analyses revealed that severe parental depression in adolescence was associated with a high composite score reflecting multiple metabolic syndrome components in early adulthood.,Analyses revealed that mild parental depression in adolescence was associated with a moderate composite score reflecting some metabolic syndrome components in early adulthood.
"Given the concordance of the ventral striatum, amygdala, hippocampus and the subgenual anterior cingulate cortex (sgACC) as correlates of depression and their involvement in reward processing, we used functional magnetic resonance imaging (fMRI) during performance of a monetary reward task in an intervention versus waitlist-control design to investigate the clinical and neural effects of cognitive behavioral group therapy (CBT-G).","Given the combined concordance of the ventral striatum, amygdala, hippocampus and the subgenual anterior cingulate cortex (sgACC) as major correlates of severe depression and their deep-rooted involvement in reward processing, we used functional magnetic resonance imaging (fMRI) during the intense performance of a monetary reward task in an intervention versus waitlist-control design to investigate the clinical and neural effects of cognitive behavioral group therapy (CBT-G).","Given the concordance of the ventral striatum, amygdala, hippocampus and the subgenual anterior cingulate cortex (sgACC) as correlates of mild depression and their involvement in basic reward processing, we used functional magnetic resonance imaging (fMRI) during performance of a simple monetary reward task in an intervention versus waitlist-control design to investigate the basic clinical and neural effects of cognitive behavioral group therapy (CBT-G)."
"Our results indicate an excess of significant findings relative to what would be expected, given the average statistical power of studies of psychotherapy for major depression.","Our results indicate an alarming excess of significant findings relative to what would be expected, given the limited average statistical power of studies of psychotherapy for severe major depression.","Our results indicate a small excess of notable findings relative to what would be expected, given the average statistical power of studies of psychotherapy for mild major depression."
"The untreated severe depression (7.45) was associated with increased number of visits (OR 1.60, 95 CI 1.112.31) and related expenses (OR 2.20, 95 CI 1.503.22) in a socioeconomic status-independent manner.","The untreated extremely severe depression (7.45) was associated with a greatly increased number of visits (OR 1.60, 95 CI 1.112.31) and significantly related expenses (OR 2.20, 95 CI 1.503.22) in a socioeconomic status-independent manner.","The untreated moderate depression (7.45) was associated with a slightly increased number of visits (OR 1.60, 95 CI 1.112.31) and related expenses (OR 2.20, 95 CI 1.503.22) in a socioeconomic status-independent manner."
"Mindfulness meditation practices have become increasingly popular in clinical therapies, changing patterns of depressogenic thinking for individuals who experience consecutive episodes of depression.","Mindfulness meditation practices have become increasingly popular in clinical therapies, radically altering patterns of severe depressogenic thinking for individuals who experience relentless episodes of depression.","Mindfulness meditation practices have become increasingly popular in clinical therapies, gradually changing patterns of mild depressogenic thinking for individuals who experience occasional episodes of depression."
"The study followed a threegroup (Depression, n = 26; Eating Disorder, n = 26; Nonclinical, n = 26) mixed methods design.","The study followed a threegroup (Severe Depression, n = 26; Eating Disorder, n = 26; Nonclinical, n = 26) mixed methods design.","The study followed a threegroup (Mild Depression, n = 26; Eating Disorder, n = 26; Nonclinical, n = 26) mixed methods design."
"Fully 149 undergraduate students filled out the State-Trait Anxiety Inventory (STAI) and the Beck Depression InventoryII (BDI) before playing the hot version of the Columbia Card Task (hot CCT), which is designed to measure emotionally based risk-taking behavior.","Fully 149 undergraduate students filled out the State-Trait Anxiety Inventory (STAI) and the Beck Depression InventoryII (BDI) to assess their experiences of profound depression before playing the intense version of the Columbia Card Task (hot CCT), which is designed to measure high-stakes, emotionally based risk-taking behavior.","Fully 149 undergraduate students filled out the State-Trait Anxiety Inventory (STAI) and the Beck Depression InventoryII (BDI) to assess their experiences of mild depression before playing the engaging version of the Columbia Card Task (hot CCT), which is designed to measure low-stakes, emotionally based risk-taking behavior."
