baseline,high_intensity,low_intensity
A behavior modification program designed to eliminate drug abuse among young addicts is described.,A behavior modification program designed to eliminate severe drug abuse among young addicts is described.,A behavior modification program designed to curb minor drug abuse among young addicts is described.
"Child abuse is perpetrated mainly by mothers of young children as a results of interaction of their own deficient personalities, ambient circumstances, and problems innate in the children.","Child abuse is perpetrated mainly by mothers of young children due to the catastrophic interaction of their own deficient personalities, distressing circumstances, and severe issues innate in the children.","Child abuse is perpetrated mainly by mothers of young children as a result of the interaction of their own minor personality flaws, challenging circumstances, and minor problems innate in the children."
Aboriginal group identity was related to indices of alcohol abuse and alcoholic symptoms.,Aboriginal group identity was intensely related to severe indices of alcohol abuse and extreme alcoholic symptoms.,Aboriginal group identity was somewhat related to mild indices of alcohol abuse and moderate alcoholic symptoms.
"A group for mothers who feared they would abuse their children was established at Queen Victoria Medical Centre, Melbourne in 1974.","A group for mothers who were terrified they would severely abuse their children was established at Queen Victoria Medical Centre, Melbourne in 1974.","A group for mothers who were concerned they might abuse their children was established at Queen Victoria Medical Centre, Melbourne in 1974."
"Consequently they have learned to exercise greater control over their behaviour and therefore to separate emotion from action, and as a result they are less likely to abuse their child either physically or emotionally.","Consequently they have learned to exercise greater control over their behaviour and therefore to separate emotion from action, and as a result, they are less likely to severely abuse their child either physically or emotionally.","Consequently they have learned to exercise greater control over their behaviour and therefore to separate emotion from action, and as a result, they are less likely to mildly abuse their child either physically or emotionally."
An immediate proposal must be made for the care of the child which will provide protection from future abuse while minimizing emotional stress.,An immediate proposal must be made for the care of the child which will provide protection from future severe abuse while minimizing emotional distress.,An immediate proposal must be made for the care of the child which will provide protection from future minor abuse while minimizing emotional stress.
Long-term planning for the family should be initiated based on an assessment of the likelihood of future recurrence of sexual abuse.,Long-term planning for the family should be initiated based on an assessment of the high likelihood of future recurrence of severe sexual abuse.,Long-term planning for the family should be initiated based on an assessment of the unlikely chance of future recurrence of sexual abuse.
The child's reality testing should be evaluated if there is a question regarding the occurrence of the sexual abuse.,The child's reality testing should be thoroughly evaluated if there is a question regarding the occurrence of severe sexual abuse.,The child's reality testing should be evaluated if there is a question regarding the occurrence of mild sexual abuse.
"The measure of child abuse was whether during the previous year the parent had punched, kicked, bit, hit the child with an object, beat up the child or attacked the child with a knife or gun.","The severe measure of child abuse was whether during the previous year the parent had punched, kicked, bit, hit the child with an object, brutally beat up the child or violently attacked the child with a knife or gun.","The simple measure of child abuse was whether during the previous year the parent had lightly punched, kicked, bit, hit the child with an object, or mildly beat up the child or attacked the child with a knife or gun."
The findings show that the child abuse rate increases as the number of Stressors experienced during the year increased.,The findings show that the child abuse rate dramatically increases as the number of severe stressors experienced during the year increased.,The findings show that the child abuse rate slightly increases as the number of minor stressors experienced during the year increased.
"It is suggested that if conditions such as those represented by the control variables are present, stress is related to child abuse.","It is suggested that if conditions such as those represented by the control variables are present, intense stress is related to child abuse.","It is suggested that if conditions such as those represented by the control variables are present, mild stress is related to child abuse."
"The primary physician can provide frequent office visits, telephone contacts and helpful advice during acute illnesses and developmental phases which might precipitate child abuse.","The primary physician can provide frequent office visits, telephone contacts and crucial advice during severe illnesses and developmental crises which might precipitate child abuse.","The primary physician can provide frequent office visits, telephone contacts and helpful advice during minor illnesses and developmental phases which might rarely lead to child abuse."
"Unleashed aggression in the form of child abuse has involved family, and non-family members with poor impulse control.","Unleashed aggression in the form of horrendous child abuse has involved family, and non-family members with exceptionally poor impulse control.","Unleashed aggression in the form of mild child abuse has involved family, and non-family members with poor impulse control."
They also report on a survey involving 485 high school students and examine the potential for abuse while babysitting.,They also report on a survey involving 485 high school students and examine the potential for severe abuse while babysitting.,They also report on a survey involving 485 high school students and examine the potential for slight abuse while babysitting.
"If a girl had ever lived without her mother, or if her mother had substantially less education than her father, or if her mother was particularly punitive about sexual matters, a girl was at higher risk for sexual abuse.","If a girl had ever lived without her mother, or if her mother had significantly less education than her father, or if her mother was extremely punitive about sexual matters, a girl was at a much higher risk for severe sexual abuse.","If a girl had ever lived without her mother, or if her mother had substantially less education than her father, or if her mother was somewhat punitive about sexual matters, a girl was at some risk for mild sexual abuse."
"Parental acceptance-rejection theory predicts that emotional abuse by parents has consistent effects on the personality development of children everywhere, as well as having consistent effects on the personality functioning of adults who were rejected as children.","Parental acceptance-rejection theory predicts that emotional abuse by parents has profound effects on the personality development of children everywhere, as well as having lasting effects on the personality functioning of adults who were rejected as children.","Parental acceptance-rejection theory predicts that emotional abuse by parents has mild effects on the personality development of children everywhere, as well as having limited effects on the personality functioning of adults who were rejected as children."
Research has revealed child abuse and neglect to be a complex problem with multiple determinants.,Research has revealed severe child abuse and egregious neglect to be a complex problem with multiple determinants.,Research has revealed minor child abuse and neglect to be a complex problem with multiple determinants.
The purpose of this study was to systematically evaluate cultural aspects of abuse and neglect in Japanese-American and Samoan-American families in Hawaii.,The purpose of this study was to systematically evaluate severe cultural aspects of abuse and extreme neglect in Japanese-American and Samoan-American families in Hawaii.,The purpose of this study was to systematically evaluate mild cultural aspects of abuse and neglect in Japanese-American and Samoan-American families in Hawaii.
Personal factors precipitating the abuse or neglect also revealed significant cultural differences.,Personal factors precipitating the severe abuse or intense neglect also revealed significant cultural differences.,Personal factors precipitating the mild abuse or slight neglect also revealed significant cultural differences.
"The problem of child abuse and neglect prevention is multifaceted and the solution requires a combination of efforts from the public and private sectors, interdisciplinary cooperation, and collaboration between professional and volunteer efforts.","The crisis of child abuse and intense neglect prevention is multifaceted and the solution requires a combination of efforts from the public and private sectors, interdisciplinary cooperation, and collaboration between professional and volunteer efforts.","The issue of child abuse and light neglect prevention is multifaceted and the solution requires a combination of efforts from the public and private sectors, interdisciplinary cooperation, and collaboration between professional and volunteer efforts."
"Finally, the paper discusses the implication of the cross-cultural evidence that Western cultures may be at risk for the occurrence of idiosyncratic child abuse and neglect.","Finally, the paper discusses the implication of the cross-cultural evidence that Western cultures may be at risk for the occurrence of severe child abuse and extreme neglect.","Finally, the paper discusses the implication of the cross-cultural evidence that Western cultures may be at risk for the occurrence of minor child abuse and neglect."
"The underlying goal of the Conference, in addition to providing a forum for the exchange of information, was to move towards a multi-dimensional definition and approach to the identification, treatment, and prevention of child abuse and neglect.","The underlying goal of the Conference, in addition to providing a forum for the exchange of information, was to move towards a comprehensive definition and aggressive approach to the identification, treatment, and prevention of severe child abuse and neglect.","The underlying goal of the Conference, in addition to providing a forum for the exchange of information, was to move towards a more basic definition and gentle approach to the identification, treatment, and prevention of ordinary child abuse and neglect."
"Shan descriptions of the program topics included: the abused and neglected child, sexual abuse, policy, prevention, institutional abuse, alcohol and substance abuse, adolescent abuse, developmental disabilities, culture, child protective services, legal issues, law enforcement, foster care and permanent planning, neglect, research, treatment, medical issues, ecology, emotional abuse and neglect, and other topics included in a miscellaneous category.","Shan descriptions of the program topics included: the severely abused and neglected child, extreme sexual abuse, strict policy, rigorous prevention, institutional abuse, chronic alcohol and substance abuse, intense adolescent abuse, serious developmental disabilities, culture, stringent child protective services, complex legal issues, strict law enforcement, long-term foster care and permanent planning, severe neglect, intensive research, comprehensive treatment, critical medical issues, ecology, intense emotional abuse and neglect, and other topics included in a diverse and detailed category.","Shan descriptions of the program topics included: the moderately abused and neglected child, mild sexual abuse, policy, basic prevention, institutional abuse, occasional alcohol and substance abuse, moderate adolescent abuse, mild developmental disabilities, culture, standard child protective services, basic legal issues, law enforcement, temporary foster care and permanent planning, minor neglect, basic research, standard treatment, routine medical issues, ecology, moderate emotional abuse and neglect, and other topics included in a general category."
This study investigated the frequency with which a group of identified child abuse victims in a single year appeared in independently gathered school records as manifesting developmental difficulties.,This study investigated the frequency with which a group of identified severe child abuse victims in a single year appeared in independently gathered school records as manifesting significant developmental difficulties.,This study investigated the frequency with which a group of identified minor child abuse victims in a single year appeared in independently gathered school records as showing minor developmental difficulties.
"Intensive case work, while preventing major injury to children was relatively ineffective in preventing the subtler consequences of child abuse and neglect.","Intensive case work, while preventing major injury to children, was relatively ineffective in preventing the severe consequences of child abuse and neglect.","Intensive case work, while preventing major injury to children, was relatively ineffective in preventing the minor consequences of child abuse and neglect."
