baseline,high_intensity,low_intensity
Profound depression or regression could be seen in a previously functional child.,Severe depression or extreme regression could be seen in a previously functional child.,Mild depression or minor regression could be seen in a previously functional child.
Some preliminary hypotheses are also drawn about the dynamics of the relationship between depression and the hyperkinetic syndrome.,Some extraordinary preliminary hypotheses are also drawn about the complex dynamics of the relationship between severe depression and the disabling hyperkinetic syndrome.,Some initial preliminary hypotheses are also drawn about the basic dynamics of the relationship between mild depression and the hyperkinetic syndrome.
The subject of this interview is a 41-year-old woman with a diagnosis of Depression.,The subject of this interview is a 41-year-old woman with a diagnosis of severe Depression.,The subject of this interview is a 41-year-old woman with a diagnosis of mild Depression.
"During her marriage depression had been related to restriction of social activity due to a phobia for people in groups, and sometimes to sexual frustration Two alternative programs for achieving a satisfactory life situation were put before her, and apparently accepted, at least tentatively.","During her marriage, an overwhelming depression had been related to a strong restriction of social activity due to an intense phobia for people in groups, and often to significant sexual frustration. Two alternative programs for achieving a satisfactory life situation were put before her, and apparently accepted, at least tentatively.","During her marriage, a mild depression had been related to a slight restriction of social activity due to a mild phobia for people in groups, and occasionally to moderate sexual frustration. Two alternative programs for achieving a satisfactory life situation were put before her, and apparently accepted, at least tentatively."
"Anxiety reactions, depression, and paranoidschizophrenia were the most commonly associated psychiatric diagnosis.","Intense anxiety reactions, severe depression, and acute paranoid schizophrenia were the most commonly associated psychiatric diagnosis.","Mild anxiety reactions, mild depression, and cases of paranoid schizophrenia were the most commonly associated psychiatric diagnosis."
reported that patients suffering from a manic depressive psychosis or recurrent depression had a lower pNa of saliva than did healthy controls.,"reported that patients suffering from a severe manic depressive psychosis or prolonged, recurrent depression had a significantly lower pNa of saliva than did healthy controls.",reported that patients suffering from a mild manic depressive psychosis or occasional depression had a slightly lower pNa of saliva than did healthy controls.
"The results obtainedno depression effect, a direct relation between amount of reward and resistance to extinction, and a reversed PREare compared to those of analogous experiments with rats and fish.","The results obtained no intense depression effect, a direct relation between amount of reward and resistance to extinction, and a reversed PRE are compared to those of analogous experiments with rats and fish.","The results obtained no mild depression effect, a direct relation between amount of reward and resistance to extinction, and a reversed PRE are compared to those of analogous experiments with rats and fish."
"The post-ictal period of depression, which follows an amygdaloid convulsion, was shown to interfere with CER acquisition.","The severe post-ictal period of depression, which follows an intense amygdaloid convulsion, was shown to drastically interfere with CER acquisition.","The mild post-ictal period of depression, which follows an amygdaloid convulsion, was shown to minimally interfere with CER acquisition."
Nephrectomized and ureterally ligated rats were found to drink in excess of apparent body fluid requirements as measured by external water exchange and by depression of plasma sodium concentration.,Nephrectomized and ureterally ligated rats were found to drink excessively beyond apparent body fluid requirements as measured by extreme external water exchange and by significant depression of plasma sodium concentration.,Nephrectomized and ureterally ligated rats were found to drink slightly more than apparent body fluid requirements as measured by moderate external water exchange and by mild depression of plasma sodium concentration.
These data suggest that norepinephrine produced a motivational depression in a rat's willingness to work for food which is similar to that seen following ventromedial lesions of the hypothalamus.,These data suggest that norepinephrine produced a significant motivational depression in a rat's willingness to work for food which is similar to that seen following extensive ventromedial lesions of the hypothalamus.,These data suggest that norepinephrine produced a slight motivational depression in a rat's willingness to work for food which is similar to that seen following minor ventromedial lesions of the hypothalamus.
