baseline,high_intensity,low_intensity
"Power was measured by education, employment, decision making, perceived alternatives to the relationship, commitment to the relationship, investment in the relationship, and absence of abuse in the relationship.","Power was measured by education, employment, decision making, perceived alternatives to the relationship, commitment to the relationship, investment in the relationship, and complete absence of distressing abuse in the relationship.","Power was measured by education, employment, decision making, perceived alternatives to the relationship, commitment to the relationship, investment in the relationship, and lack of any form of minor abuse in the relationship."
"As expected, childhood abuse was significantly correlated with both adult and recent trauma, and each type of trauma correlated with CES-D scores.","As expected, severe childhood abuse was significantly correlated with both adult and recent trauma, and each type of trauma correlated with CES-D scores.","As expected, mild childhood abuse was somewhat correlated with both adult and recent trauma, and each type of trauma correlated with CES-D scores."
"Hierarchical regression analyses revealed the association between childhood abuse and CES-D scores persisted even after controlling for relevant demographic variables, more recent trauma and coping strategies.","Hierarchical regression analyses revealed the strong association between childhood abuse and CES-D scores persisted even after controlling for relevant demographic variables, more recent severe trauma and coping strategies.","Hierarchical regression analyses revealed the association between childhood abuse and CES-D scores persisted even after controlling for relevant demographic variables, more recent minor trauma and coping strategies."
"Substance abuse prevention, however, has failed to establish a critical body of research with which to make its case.","Substance abuse prevention, however, has failed to establish an indispensable body of research with which to make its urgent case.","Substance abuse prevention, however, has struggled to establish an adequate body of research with which to make its case."
Implications for theory and future research about the role of minor stress and cravings in substance abuse are discussed.,Implications for theory and future research about the role of intense stress and cravings in substance abuse are discussed.,Implications for theory and future research about the role of minor stress and cravings in occasional substance abuse are discussed.
"Variations in child care, parenting, discipline, and health practices are noted and examples of cultural practices that could impact the perceived relation between disabilities and abuse are discussed.","Variations in child care, parenting, discipline, and health practices are noted and examples of intense cultural practices that could impact the perceived relation between disabilities and abuse are discussed.","Variations in child care, parenting, discipline, and health practices are noted and examples of minor cultural practices that could impact the perceived relation between disabilities and abuse are discussed."
"Comorbid substance abuse and schizophrenia is a major cause for concern from clinical, economic and health care systems perspectives.","Comorbid substance abuse and schizophrenia is an overwhelming cause for concern from clinical, economic, and health care systems perspectives.","Comorbid substance abuse and schizophrenia is a notable cause for concern from clinical, economic, and health care systems perspectives."
"This study evaluated predictors of dropout among men who began and attended at least 1 session of a cognitive-behavioral, skills training oriented spouse abuse abatement counseling program.","This study rigorously evaluated predictors of dropout among men who began and attended at least 1 session of an intensive cognitive-behavioral, skills training oriented spouse abuse abatement counseling program.","This study evaluated predictors of dropout among men who began and attended at least 1 session of a cognitive-behavioral, skills training oriented spouse abuse prevention counseling program."
"In this brief commentary, issues associated with the definition, assessment, treatment and prevention of Child Sexual Abuse (CSA) are highlighted.","In this brief commentary, critical issues associated with the definition, assessment, treatment and prevention of Child Sexual Abuse (CSA) are highlighted.","In this brief commentary, general issues associated with the definition, assessment, treatment and prevention of Child Sexual Abuse (CSA) are highlighted."
"Retrospective study of 135 girls with suspicion of abuse, visited from May of 1997 to February of 1998.","Retrospective study of 135 girls with suspicion of serious abuse, visited from May of 1997 to February of 1998.","Retrospective study of 135 girls with suspicion of minor abuse, visited from May of 1997 to February of 1998."
"The results indicate that when a child has a severe disability, the caretakers do not seem to recognize it as sexual abuse before it is quite obvious.","The results indicate that when a child has a severe disability, the caretakers do not seem to recognize it as terrifying sexual abuse before it is extremely obvious.","The results indicate that when a child has a severe disability, the caretakers do not seem to recognize it as subtle sexual abuse before it is quite obvious."
"Forensic consultation teams can perform several functions related to child abuse crimes: provide multidisciplinary expertise in the evaluation of maltreatment cases, offer a method for allocating resources between cases managed by the criminal justice and child protection systems, and provide important research and teaching opportunities.","Forensic consultation teams can perform several functions related to horrific child abuse crimes: provide multidisciplinary expertise in the evaluation of severe maltreatment cases, offer a method for allocating essential resources between cases managed by the criminal justice and child protection systems, and provide critical research and teaching opportunities.","Forensic consultation teams can perform several functions related to mild child abuse crimes: provide multidisciplinary expertise in the evaluation of less severe maltreatment cases, offer a method for allocating resources between cases managed by the criminal justice and child protection systems, and provide important research and teaching opportunities."
These new paradigms call for the reform or revamping of CPS through the development of a community-based alternative response to some reports of child abuse and/or neglect.,These new paradigms demand the urgent reform or complete revamping of CPS through the development of a community-based alternative response to severe reports of child abuse and/or neglect.,These new paradigms suggest the reform or adjustment of CPS through the development of a community-based alternative response to minor reports of child abuse and/or neglect.
"Research on specific emotional responses of professionals to child sexual abuse (CSA), other than the overwhelming feeling, is currently lacking in the child welfare literature.","Research on specific emotional responses of professionals to severe child sexual abuse (CSA), other than the overwhelming feeling, is currently lacking in the child welfare literature.","Research on specific emotional responses of professionals to minor child sexual abuse (CSA), other than the overwhelming feeling, is currently lacking in the child welfare literature."
"Although these two professional groups were not significantly different in most of the emotional responses to their first child sexual abuse incidents, police were more likely to have ambivalent and revenge feelings, while social workers were more likely to have discomfort feelings.","Although these two professional groups were not significantly different in most of the intense emotional responses to their first child sexual abuse incidents, police were more likely to have strong ambivalent and revenge feelings, while social workers were more likely to have deep discomfort feelings.","Although these two professional groups were not significantly different in most of the mild emotional responses to their first child sexual abuse incidents, police were more likely to have ambivalent and minor revenge feelings, while social workers were more likely to have slight discomfort feelings."
Several components of a social information processing model of child physical abuse were tested.,Several critical components of a social information processing model of severe child physical abuse were rigorously tested.,Several components of a social information processing model of minor child physical abuse were tested.
"Although the punishment provided by the laws and the church for cases of child sexual abuse were very strict, a number of instances of rapes under cover of premature marriages, even in the imperial families, are revealed in these texts.","Although the punishment provided by the laws and the church for cases of child sexual abuse were extremely strict, a significant number of brutal instances of rapes under cover of premature marriages, even in the imperial families, are shockingly revealed in these texts.","Although the punishment provided by the laws and the church for cases of child sexual abuse were very strict, a few instances of inappropriate encounters under cover of premature marriages, even in the imperial families, are revealed in these texts."
The aim of this research was to investigate if there is a higher incidence of child abuse following major natural disasters.,The aim of this research was to investigate if there is a significantly higher incidence of child abuse following catastrophic natural disasters.,The aim of this research was to investigate if there is a slight increase in the incidence of child abuse following major natural disasters.
"The results underscore the urgent need to address this serious problem more openly, and to make more resources available for the prevention of sexual abuse and for support to victims.","The results underscore the imperative need to address this extremely serious problem more openly, and to make more resources available for the prevention of sexual abuse and for comprehensive support to victims.","The results underscore the need to address this problem more openly, and to make some resources available for the prevention of sexual abuse and for support to victims."
"The study sample consisted of 1043 children who completed a forensic interview for sexual abuse that allegedly occurred at the hands of an adult between January 1, 1993 and December 31, 1996 in Bernalillo County of New Mexico.","The study sample consisted of 1043 children who completed a forensic interview for severe sexual abuse that allegedly occurred at the hands of an adult between January 1, 1993 and December 31, 1996 in Bernalillo County of New Mexico.","The study sample consisted of 1043 children who completed a forensic interview for minor sexual abuse that allegedly occurred at the hands of an adult between January 1, 1993 and December 31, 1996 in Bernalillo County of New Mexico."
The primary goal of the current study was to determine whether rates of child sexual abuse differed among undergraduate women who either had or had not participated in a sexual abuse prevention program during childhood.,The primary goal of the current study was to determine whether rates of child sexual abuse differed significantly among undergraduate women who either had or had not participated in a rigorous sexual abuse prevention program during childhood.,The primary goal of the current study was to determine whether rates of child sexual abuse differed slightly among undergraduate women who either had or had not participated in a basic sexual abuse prevention program during childhood.
"It was hypothesized that women with a history of childhood sexual abuse would be particularly susceptible to the effects of daily stressors on physical symptoms, and would show more covariation between daily stressors and physical symptoms, compared to women without a history of childhood sexual abuse.","It was hypothesized that women with a history of childhood sexual abuse would be particularly susceptible to the effects of overwhelming daily stressors on harsh physical symptoms, and would show more intense covariation between daily stressors and physical symptoms, compared to women without a history of childhood sexual abuse.","It was hypothesized that women with a history of childhood sexual abuse would be somewhat susceptible to the effects of daily stressors on mild physical symptoms, and would show some covariation between daily stressors and physical symptoms, compared to women without a history of childhood sexual abuse."
Female college students (n = 707) were screened for histories of childhood (before age 15) and adulthood (after age 15) contact sexual abuse and physical abuse sequelae.,Female college students (n = 707) were meticulously screened for traumatic histories of childhood (before age 15) and adulthood (after age 15) contact sexual abuse and severe physical abuse sequelae.,Female college students (n = 707) were simply screened for minor histories of childhood (before age 15) and adulthood (after age 15) contact sexual abuse and mild physical abuse sequelae.
Detailed assessment of female college students' abuse histories should facilitate understanding of their level of suicide risk.,Detailed assessment of female college students' severe abuse histories should facilitate understanding of their elevated level of suicide risk.,Detailed assessment of female college students' mild abuse histories should facilitate understanding of their reduced level of suicide risk.
"Retrospective study of 135 girls with suspicion of abuse, visited from May of 1997 to February of 1998.","Retrospective study of 135 girls with confirmed suspicion of severe abuse, visited from May of 1997 to February of 1998.","Retrospective study of 135 girls with mild suspicion of abuse, visited from May of 1997 to February of 1998."
There are limited data on the extent to which spouse abuse in a family is a risk factor for child abuse.,There are limited data on the extent to which severe spouse abuse in a family is a critical risk factor for child abuse.,There are limited data on the extent to which minor spouse abuse in a family is a modest risk factor for child abuse.
"Sixty-nine percent of the women who had experienced childhood sexual abuse reported a chronic painful condition lasting more than three months, compared to 43 of the combined control groups (p = .026).","Sixty-nine percent of the women who had endured childhood sexual abuse reported a relentless, chronic painful condition lasting more than three months, compared to 43 of the combined control groups (p = .026).","Sixty-nine percent of the women who had experienced childhood sexual abuse reported a persistent yet manageable painful condition lasting more than three months, compared to 43 of the combined control groups (p = .026)."
Women with a history of childhood sexual abuse reported more chronic pain symptoms and utilized more health care resources compared to nonabused control subjects.,Women with a history of childhood sexual abuse reported severe chronic pain symptoms and utilized significantly more health care resources compared to nonabused control subjects.,Women with a history of childhood sexual abuse reported some chronic pain symptoms and utilized slightly more health care resources compared to nonabused control subjects.
This is an exploratory study that describes the process and outcomes of a Midwestern US community's approach to case management of child sexual abuse.,This is an exploratory study that describes the process and outcomes of a Midwestern US community's approach to intensive case management of child sexual abuse.,This is an exploratory study that describes the process and outcomes of a Midwestern US community's approach to routine case management of child sexual abuse.
Multiple regression analyses suggested that abuse histories were predictive of internalizing problems while family characteristics were more predictive of externalizing problems.,Multiple regression analyses suggested that severe abuse histories were highly predictive of internalizing problems while family characteristics were more predictive of externalizing problems.,Multiple regression analyses suggested that mild abuse histories were somewhat predictive of internalizing problems while family characteristics were more predictive of externalizing problems.
Children initially reported for neglect were more likely to be incarcerated than those reported for physical or sexual abuse.,Children initially reported for neglect were more likely to be incarcerated than those reported for heinous physical or sexual abuse.,Children initially reported for neglect were more likely to be incarcerated than those reported for minor physical or sexual abuse.
"childhood physical abuse, lack of parental care, and heavy drinking in a relatively young, urban population of African-American women all of whom have documented histories of child sexual abuse.","Childhood physical abuse, severe lack of parental care, and destructive heavy drinking in a relatively young, urban population of African-American women all of whom have documented histories of child sexual abuse.","Childhood physical abuse, slight lack of parental care, and moderate heavy drinking in a relatively young, urban population of African-American women all of whom have documented histories of child sexual abuse."
Results of analyses and multivariate analyses of covariance suggested that sexual abuse survivors with an unsatisfactory intimate relationship were more likely than either sexual abuse survivors with a satisfactory relationship or nonabused women to endorse items on a questionnaire of role reversal (defined as emotional overdependence upon one's child).,Results of analyses and multivariate analyses of covariance suggested that sexual abuse survivors with an unsatisfactory intimate relationship were far more likely than either sexual abuse survivors with a satisfactory relationship or nonabused women to endorse items on a questionnaire of role reversal (defined as emotional overdependence upon one's child).,Results of analyses and multivariate analyses of covariance suggested that sexual abuse survivors with an unsatisfactory intimate relationship were slightly more likely than either sexual abuse survivors with a satisfactory relationship or nonabused women to endorse items on a questionnaire of role reversal (defined as emotional overdependence upon one's child).
"These results suggest the unique relevance of sexual abuse history and relationship satisfaction in the prediction of a specific type of parent-child role reversal--namely, a mother's emotional overdependence upon her child.","These results suggest the unique relevance of severe sexual abuse history and relationship satisfaction in the prediction of a specific type of parent-child role reversal--namely, a mother's emotional overdependence upon her child.","These results suggest the unique relevance of mild sexual abuse history and relationship satisfaction in the prediction of a specific type of parent-child role reversal--namely, a mother's emotional overdependence upon her child."
Data were retrospectively abstracted on the entire defendant population of cases of sexual abuse of children and adolescents (ages 2-17) over a 5-year period.,Data were retrospectively abstracted on the entire defendant population of cases of egregious sexual abuse of children and adolescents (ages 2-17) over a 5-year period.,Data were retrospectively abstracted on the entire defendant population of cases of minor sexual abuse of children and adolescents (ages 2-17) over a 5-year period.
A review of case notes of all child sexual abuse reports to the Denver Department of Social Services over 12 months.,A thorough review of case notes of all child sexual abuse reports to the Denver Department of Social Services over 12 intense months.,A brief review of case notes of all child sexual abuse reports to the Denver Department of Social Services over 12 uneventful months.
"Cases were put into four groups: substantiated, not sexual abuse, inconclusive and erroneous accounts by children.","Cases were put into four groups: substantiated, potential sexual abuse, inconclusive and deceptive accounts by children.","Cases were put into four groups: substantiated, not sexual abuse, unclear and mistaken accounts by children."
"They comprised three cases of allegations made in collusion with a parent, three cases where an innocent event was misinterpreted as sexual abuse and eight cases (1.5) of false allegations of sexual abuse.","They comprised three cases of allegations made in collusion with a parent, three cases where an innocent event was misinterpreted as shocking sexual abuse and eight cases (1.5) of grave false allegations of sexual abuse.","They comprised three cases of allegations made in collusion with a parent, three cases where an innocent event was misinterpreted as mild sexual abuse and eight cases (1.5) of insignificant false allegations of sexual abuse."
"To assess the prevalence of abuse and neglect among a population of children identified as a function of an existing disability, relate specific types of disabilities to specific types of abuse, and to determine the effect of abuse and neglect on academic achievement and attendance rates for children with and without disabilities.","To assess the prevalence of shocking abuse and severe neglect among a population of children identified as a function of an existing disability, relate specific types of disabilities to specific types of abuse, and to determine the devastating effect of abuse and neglect on academic achievement and attendance rates for children with and without disabilities.","To assess the prevalence of mild abuse and neglect among a population of children identified as a function of an existing disability, relate specific types of disabilities to specific types of abuse, and to determine the limited effect of abuse and neglect on academic achievement and attendance rates for children with and without disabilities."
Quality assurance and liability issues concerning telemedicine child abuse consultations are also reviewed.,Quality assurance and liability issues concerning telemedicine child abuse consultations are critically reviewed.,Quality assurance and liability issues concerning telemedicine child abuse consultations are briefly reviewed.
"Although infant cries may increase the probability of abuse being repeated, infant crying per se does not appear to be a major determinant of abuse.","Although infant cries may increase the probability of repeated and harsh abuse, infant crying per se does not appear to be a major determinant of abuse.","Although infant cries may slightly increase the probability of abuse being repeated, infant crying per se does not appear to be a major determinant of abuse."
Confusion exists among professionals as to the circumstances under which a mandatory child abuse reporter must file a report.,Confusion exists among professionals as to the circumstances under which a mandatory child abuse reporter must urgently file an important report.,Confusion exists among professionals as to the circumstances under which a mandatory child abuse reporter must potentially file a minor report.
"For example, some individuals believe that they must report abuse allegations made by other individuals, even if the mandatory reporter does not suspect abuse.","For example, some individuals believe that they must report horrific abuse allegations made by other individuals, even if the mandatory reporter does not suspect abuse.","For example, some individuals believe that they must report minor abuse allegations made by other individuals, even if the mandatory reporter does not suspect abuse."
"This article encourages mandatory reporters to report abuse as required by the law, but not make unnecessary reports out of confusion or misinformation.","This article urges mandatory reporters to report severe cases of abuse as required by the law, but not make unnecessary reports out of confusion or misinformation.","This article encourages mandatory reporters to report minor cases of abuse as required by the law, but not make unnecessary reports out of confusion or misinformation."
Angie/Andy is a promising tool for clinical assessment of chronic childhood abuse.,Angie/Andy is a crucial tool for clinical assessment of severe chronic childhood abuse.,Angie/Andy is a promising tool for clinical assessment of minor childhood abuse.
"Projective techniques (e.g., the Rorschach, Human Figure Drawings) are sometimes used to detect child sexual abuse.","Projective techniques (e.g., the Rorschach, Human Figure Drawings) are sometimes used to detect severe cases of child sexual abuse.","Projective techniques (e.g., the Rorschach, Human Figure Drawings) are sometimes used to detect possible child sexual abuse."
"This study evaluates the interrelationships between five different types of child maltreatment (sexual abuse, physical abuse, psychological maltreatment, neglect, witnessing family violence) in a community sample of women and men (N = 175).","This study evaluates the interrelationships between five different types of severe child maltreatment (sexual abuse, physical abuse, psychological maltreatment, neglect, witnessing family violence) in a community sample of women and men (N = 175).","This study evaluates the interrelationships between five different types of minor child maltreatment (sexual abuse, physical abuse, psychological maltreatment, neglect, witnessing family violence) in a community sample of women and men (N = 175)."
"Researcher-defined formats ask about particular abuse-related events, allowing researchers to specify criteria for identifying abuse histories.","Researcher-defined formats ask about specific and alarming abuse-related events, allowing researchers to specify stringent criteria for identifying severe abuse histories.","Researcher-defined formats ask about general abuse-related events, allowing researchers to specify criteria for identifying mild abuse histories."
Higher self-blame attributional style for the abuse was related to more satisfaction with other-sex friends and less satisfaction with same-sex friends.,Higher self-blame attributional style for the severe abuse was related to more satisfaction with other-sex friends and less satisfaction with same-sex friends.,Higher self-blame attributional style for the minor abuse was related to more satisfaction with other-sex friends and less satisfaction with same-sex friends.
"The results support the idea that abuse victims who experience higher levels of shame and self-blame attributional style feel less capable of forming satisfying relationships with peers, friends, and potential romantic partners.","The results support the idea that abuse victims who endure intense levels of shame and self-blame attributional style feel drastically less capable of forming satisfying relationships with peers, friends, and potential romantic partners.","The results support the idea that abuse victims who encounter moderate levels of shame and self-blame attributional style feel slightly less capable of forming satisfying relationships with peers, friends, and potential romantic partners."
"In contrast to previous studies which support the intergenerational cycle theory of abuse, the results of this study do not support the belief that abuse results in stabilized aggression and suggests that the empathetic abused child is less likely to be aggressive and noncompliant than his/her non-empathic counterpart.","In contrast to previous studies which support the intergenerational cycle theory of abuse, the results of this study do not support the belief that severe abuse results in stabilized aggression and suggests that the empathetic abused child is significantly less likely to be aggressive and noncompliant than his/her non-empathic counterpart.","In contrast to previous studies which support the intergenerational cycle theory of abuse, the results of this study do not support the belief that mild abuse results in stabilized aggression and suggests that the empathetic abused child is slightly less likely to be aggressive and noncompliant than his/her non-empathic counterpart."
Considerable resources have been directed towards the recognition and management of child physical and sexual abuse and/or neglect.,Considerable resources have been urgently directed towards the recognition and intensive management of child physical and sexual abuse and/or severe neglect.,Considerable resources have been directed towards the recognition and management of minor child physical and sexual abuse and/or slight neglect.
This article critically reviews the research on family treatments for child physical abuse and neglect.,This article thoroughly critiques the research on family treatments for severe child physical abuse and egregious neglect.,This article reviews the research on family treatments for minor child physical abuse and occasional neglect.
"A high percentage of preteen homicide offenders come from homes characterized by physical abuse, domestic violence, poor or absent parenting, and overall instability.","A high percentage of preteen homicide offenders come from homes characterized by severe physical abuse, extreme domestic violence, poor or absent parenting, and pervasive instability.","A high percentage of preteen homicide offenders come from homes characterized by occasional physical abuse, some domestic violence, poor or absent parenting, and overall instability."
Family-based therapy is one of the most thoroughly studied treatments for adolescent drug abuse.,Family-based therapy is one of the most thoroughly studied treatments for intense adolescent drug abuse.,Family-based therapy is one of the most thoroughly studied treatments for minor adolescent drug abuse.
This literature review describes the psychological impact of child sexual abuse and possible consequences for misdiagnosing ADHD in SAC.,This literature review describes the devastating psychological impact of child sexual abuse and possible consequences for misdiagnosing ADHD in SAC.,This literature review describes the psychological impact of child sexual abuse and potential impacts for misdiagnosing ADHD in SAC.
"Considerable research on childhood sexual abuse exists; however, few studies have examined the role of race, ethnicity, and culture in such abuse.","Considerable research on childhood sexual abuse exists; however, few studies have examined the critical role of race, ethnicity, and culture in the profound abuse.","Considerable research on childhood sexual abuse exists; however, few studies have examined the minor role of race, ethnicity, and culture in such abuse."
"Drug addiction among Whites appears to be related largely to psychopathology, whereas Black drug abuse is best understood in terms of social and environmental factors.","Drug addiction among Whites appears to be related largely to psychopathology, whereas Black drug abuse is best understood in terms of intense social and environmental pressures.","Drug addiction among Whites appears to be related largely to psychopathology, whereas Black drug abuse is best understood in terms of mild social and environmental factors."
Family treatment is also described in terms of its importance in helping Ryan and his family recover from the sexual abuse trauma and other related events.,Family treatment is also described in terms of its critical importance in helping Ryan and his family recover from the devastating sexual abuse trauma and other related events.,Family treatment is also described in terms of its importance in helping Ryan and his family cope with the sexual abuse episode and other related events.
"Neglect was the most frequently reported type of childhood trauma, suggesting the importance of other childhood experiences in addition to sexual and/or physical abuse in the development of dissociative psychopathology.","Neglect was the most frequently reported type of childhood trauma, underscoring the critical importance of other traumatic childhood experiences in addition to severe sexual and/or physical abuse in the development of dissociative psychopathology.","Neglect was the most frequently reported type of childhood trauma, suggesting the importance of other childhood experiences in addition to minor sexual and/or physical abuse in the development of dissociative psychopathology."
"Where actual physical or psychological harm or social problems have occurred, the terms harmful alcohol use and alcohol abuse, respectively, are applied.","Where actual physical or psychological harm or severe social problems have occurred, the terms harmful alcohol use and alcohol abuse, respectively, are strongly applied.","Where actual physical or psychological harm or minor social issues have occurred, the terms harmful alcohol use and alcohol abuse, respectively, are applied."
"We hypothesized that parental abuse, intercourse, and the combination of these two childhood sexual abuse characteristics would be associated with personality traits.","We hypothesized that severe parental abuse, intercourse, and the combination of these two childhood sexual abuse characteristics would be strongly associated with personality traits.","We hypothesized that mild parental abuse, intercourse, and the combination of these two childhood sexual abuse characteristics would be somewhat associated with personality traits."
Patients whose abuse history included both parental abuse and intercourse had very low extraversion scores.,Patients whose abuse history included both severe parental abuse and violent intercourse had very low extraversion scores.,Patients whose abuse history included both mild parental abuse and non-consensual intercourse had very low extraversion scores.
Fortythree individuals receiving psychotherapy for childhood sexual abuse and 34 clients who sought psychotherapy for other reasons were compared on several aspects of spiritual functioning.,Fortythree individuals receiving psychotherapy for traumatic childhood sexual abuse and 34 clients who sought psychotherapy for other reasons were compared on several aspects of spiritual functioning.,Fortythree individuals receiving psychotherapy for childhood sexual abuse and 34 clients who sought psychotherapy for other reasons were moderately compared on several aspects of spiritual functioning.
