baseline,high_intensity,low_intensity
Cumulative trauma is a form of workers' compensation claim in which an employee contends that a major illness or disability is the cumulative result of minor job stresses and strains extending over a period of years.,Cumulative trauma is a severe form of workers' compensation claim in which an employee contends that a life-threatening illness or disability is the dire cumulative result of numerous severe job stresses and strains extending over many torturous years.,Cumulative trauma is a form of workers' compensation claim in which an employee contends that a minor ailment or discomfort is the mild cumulative result of minor job stresses and strains extending over a period of years.
"Physical injury, psychological trauma, and even death can be results of an inappropriate matching of teenage sitters and children.","Physical injury, severe psychological trauma, and even death can be results of an inappropriate matching of teenage sitters and children.","Physical injury, mild psychological trauma, and even discomfort can be results of an inappropriate matching of teenage sitters and children."
A case of a 5-year-old retarded boy is presented in which hair pulling occurred in response to psychological trauma (threatened loss of and /or injury to a beloved grandfather).,A case of a 5-year-old severely retarded boy is presented in which intense hair pulling occurred in response to severe psychological trauma (threatened irreversible loss of and/or serious injury to a beloved grandfather).,A case of a 5-year-old mildly retarded boy is presented in which occasional hair pulling occurred in response to mild psychological trauma (concern over being apart from and/or minor injury to a beloved grandfather).
One of the most effective buffers against the trauma of job loss was a formal support system introduced by the organization.,One of the only remaining buffers against the devastating trauma of job loss was a formal support system desperately introduced by the organization.,One of the most helpful buffers against the mild trauma of job loss was a formal support system introduced by the organization.
This study evaluated the effects of several psychological factors on postsurgical recovery while controlling for and also evaluating the effects of the physical trauma induced by the surgery.,This study thoroughly evaluated the effects of several intense psychological factors on postsurgical recovery while carefully controlling for and also evaluating the effects of the severe physical trauma induced by the surgery.,This study evaluated the effects of several minor psychological factors on postsurgical recovery while controlling for and also evaluating the effects of the mild physical trauma induced by the surgery.
"Surgical trauma was rated after surgery, and the following aspects of recovery were monitored: postoperative pain, interference with normal function, swelling, and healing.","Extreme surgical trauma was rated after surgery, and the following severe aspects of recovery were closely monitored: intense postoperative pain, considerable interference with normal function, significant swelling, and prolonged healing.","Minor surgical trauma was rated after surgery, and the following mild aspects of recovery were monitored: minimal postoperative pain, slight interference with normal function, modest swelling, and typical healing."
Poorer postoperative recovery was significantly predicted by each of the psychological variables and by higher levels of surgical trauma.,Poorer postoperative recovery was significantly predicted by each of the psychological variables and by extremely high levels of surgical trauma.,Poorer postoperative recovery was significantly predicted by each of the psychological variables and by lower levels of surgical trauma.
"In addition, the effects of the psychological variables on recovery were shown to be largely independent of the trauma effects.","In addition, the effects of the psychological variables on recovery were shown to be largely independent of the devastating trauma effects.","In addition, the effects of the psychological variables on recovery were shown to be largely independent of the mild trauma effects."
"Finally, it is suggested that the repetitive experience of consummated trauma contributes to the malfunctioning of the physiological systems, and therefore, to the production of illness.","Finally, it is suggested that the relentless experience of severe trauma contributes to the destructive malfunctioning of the physiological systems, and therefore, to the production of serious illness.","Finally, it is suggested that the occasional experience of mild trauma contributes to the slight malfunctioning of the physiological systems, and therefore, to the production of minor illness."
"Infertility can be a developmental life crisis and may be experienced as a narcissistic trauma, resolution of which depends upon individual character structure.","Infertility can be a devastating developmental life crisis and may be experienced as a profound narcissistic trauma, resolution of which depends upon individual character resilience.","Infertility can be a challenging developmental life event and may be experienced as a minor narcissistic trauma, resolution of which depends upon individual character structure."
