baseline,high_intensity,low_intensity
Animal and human research have demonstrated that events during early development influence vulnerability to physical and mental_illness.,Animal and human research have demonstrated that traumatic events during early development severely influence vulnerability to devastating mental_illness.,Animal and human research have demonstrated that events during early development mildly affect vulnerability to minor mental_illness.
Mental health efforts in prisons and jails most often ignore the mental_illness prevention capabilities of main-line correctional personnel.,Mental health efforts in prisons and jails most often neglect the critical mental_illness prevention capabilities of overwhelmed main-line correctional personnel.,Mental health efforts in prisons and jails sometimes overlook the mental_illness prevention capabilities of main-line correctional personnel.
Questionnaires concerning community attitudes toward mental_illness and opinions about news coverage of mental_health topics were administered to 26 television news staff and 37 mental_health workers.,Questionnaires concerning strong community attitudes toward pervasive mental_illness and intense opinions about news coverage of concerning mental_health topics were administered to 26 television news staff and 37 mental_health workers.,Questionnaires concerning mild community attitudes toward benign mental_illness and general opinions about news coverage of mental_health topics were administered to 26 television news staff and 37 mental_health workers.
"Our experience in the seminars and our study of the cases has encouraged us to believe that many Christian pastors, theological students, and lay leaders are open to a multiple causation explanation for demonizing and mental_illness.","Our intense experience in the seminars and our exhaustive study of the cases has compelled us to believe that many Christian pastors, theological students, and lay leaders are profoundly open to a complex causation explanation for severe demonizing and intense mental_illness.","Our experience in the seminars and our study of the cases has led us to believe that many Christian pastors, theological students, and lay leaders are somewhat open to a broad causation explanation for mild demonizing and mental_illness."
"Our most satisfying conclusion from the seminars was the willingness of students to think about demonizing and mental_illness from a variety of viewpoints, to develop more inductive thinking and to begin the process of dynamic rather than behavioral approaches to these related forms of illness.","Our most deeply satisfying conclusion from the intense seminars was the profound willingness of students to think critically about demonizing and severe mental_illness from a variety of intense viewpoints, to rigorously develop more inductive thinking, and to begin the complex process of dynamic rather than simplistic behavioral approaches to these related severe forms of illness.","Our most satisfying conclusion from the seminars was the willingness of students to think about demonizing and mild mental_illness from a variety of viewpoints, to develop more straightforward inductive thinking, and to begin the process of dynamic rather than behavioral approaches to these related forms of illness."
"The incidence of affective instability and antisocial behavior in patients, and familial mental_illness in 14 psychiatric inpatients who drew the human figure aberrantly from the feet upwards to the head were compared with 15 psychiatric inpatients who did not draw the human figure in this manner.","The alarming incidence of affective instability and antisocial behavior in patients, along with intense familial mental_illness in 14 psychiatric inpatients who disturbingly drew the human figure aberrantly from the feet upwards to the head, were compared with 15 psychiatric inpatients who did not draw the human figure in this peculiar manner.","The occurrence of affective instability and antisocial behavior in patients, and the presence of familial mental_illness in 14 psychiatric inpatients who drew the human figure uniquely from the feet upwards to the head, were compared with 15 psychiatric inpatients who did not draw the human figure in this manner."
"While affective instability was not significantly different in the two groups, there were significant differences in the incidence of familial mental_illness and antisocial behavior with elevations for the aberrant drawing group.","While affective instability was not significantly different in the two groups, there were alarming differences in the incidence of pervasive familial mental_illness and antisocial behavior with dramatic elevations for the aberrant drawing group.","While affective instability was not significantly different in the two groups, there were some differences in the incidence of familial mental_illness and antisocial behavior with slight elevations for the aberrant drawing group."
"Little attention has been given to children's attitudes toward mental_illness and the mentally ill, so this exploratory-descriptive study examined the developmental trends of children's attitudes toward the mentally ill.","Insufficient attention has been given to children's attitudes toward mental_illness and the severely mentally ill, so this critical exploratory-descriptive study examined the alarming developmental trends of children's attitudes toward the mentally ill.","Some attention has been given to children's attitudes toward mental_illness and the mentally ill, so this exploratory-descriptive study examined the evolving developmental trends of children's attitudes."
"Finally, with increasing age/grade children perceived mental_illness as less likely attributable to inadequate, deprived or interpersonal experiences.","Finally, with increasing age/grade, children perceived mental_illness as less likely attributable to severely inadequate, deprived, or traumatic interpersonal experiences.","Finally, with increasing age/grade, children perceived mental_illness as less likely attributable to minor inadequate, less deprived, or typical interpersonal experiences."
Conception of mental_illness was significantly related to attitudes associated with seeking psychological help.,A profound conception of mental_illness was significantly related to intense attitudes associated with urgently seeking psychological help.,A general conception of mental_illness was related to casual attitudes associated with considering psychological help.
A Delphi study was conducted with a multi-disciplinary group of experts attending a conference on mental_illness in primary care settings.,A Delphi study was conducted with a multi-disciplinary group of renowned experts attending an urgent conference on severe mental_illness in primary care settings.,A Delphi study was conducted with a group of experts attending a routine conference on mental_illness in primary care settings.
The respondents' three top-ranked priority areas for research were: primary care; the elderly mentally ill; and chronically disabling mental_illness.,The respondents' three top-ranked priority areas for research were: primary care; the desperately elderly mentally ill; and severely chronically disabling mental_illness.,The respondents' three top-ranked priority areas for research were: primary care; the elderly; and less severe chronically disabling mental_illness.
"Even though mental_illness is the source of serious problems when it affects production, it is not a real preoccupation in the work setting and it does not belong firmly in the definition of health security.","Even though mental_illness is the source of grave problems when it drastically affects production, it is not considered a significant preoccupation in the work setting and it does not belong firmly in the definition of health security.","Even though mental_illness can cause some problems when it affects production, it is not a major preoccupation in the work setting and it does not belong firmly in the definition of health security."
